"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"GHCL","GHCL Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","24-Mar-2020","26-Mar-2020","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ"," Interim Dividend - Rs 3.75 Per Share","5","24-Mar-2020","26-Mar-2020","-","-"
"LUMAXIND","Lumax Industries Limited","EQ"," Interim Dividend - Rs 17.50 Per Share","10","24-Mar-2020","26-Mar-2020","-","-"
"NUCLEUS","Nucleus Software Exports Limited","EQ"," Interim Dividend - Rs 9 Per Share","10","24-Mar-2020","26-Mar-2020","-","-"
"RPGLIFE","RPG Life Sciences Limited","EQ"," Interim Dividend - Rs 4 Per Share","8","24-Mar-2020","26-Mar-2020","-","-"
"UNITEDTEA","The United Nilgiri Tea Estates Company Limited","EQ"," Interim Dividend - Re 1 Per Share","10","24-Mar-2020","26-Mar-2020","-","-"
"DIXON","Dixon Technologies (India) Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","24-Mar-2020","26-Mar-2020","-","-"
"LT","Larsen & Toubro Limited","EQ"," Interim Dividend - Rs 10 Per Share","2","24-Mar-2020","26-Mar-2020","-","-"
"PPAP","PPAP Automotive Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","24-Mar-2020","26-Mar-2020","-","-"
"DIGJAMLTD","Digjam Limited","EQ"," Annual General Meeting","10","24-Mar-2020","-","27-Mar-2020","03-Apr-2020"
