"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"KPIGREEN","KPI Green Energy Limited","EQ","Face Value Split (Sub-Division) - From Rs10/- Per Share To Rs 5/- Per Share","5","18-Jul-2024","18-Jul-2024","-","-"
"UTIAMC","UTI Asset Management Company Limited","EQ","Dividend - Rs 24 Per Share & Special Dividend Rs 23 Per Share","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"NEWGEN","Newgen Software Technologies Limited","EQ","Annual General Meeting/Dividend - Rs 4 Per Share","10","18-Jul-2024","18-Jul-2024","-","-"
"TARACHAND","Tara Chand InfraLogistic Solutions Limited","EQ","Annual General Meeting","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"ARVSMART","Arvind SmartSpaces Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share/Special Dividend - Re 1 Per Share","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"ASPINWALL","Aspinwall and Company Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"BLISSGVS","Bliss GVS Pharma Limited","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","1","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"GPTHEALTH","GPT Healthcare Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"NELCAST","Nelcast Limited","EQ","Annual General Meeting/Dividend - Rs 0.40 Per Share","2","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"OFSS","Oracle Financial Services Software Limited","EQ","Annual General Meeting","5","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"PRAJIND","Praj Industries Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Sh","2","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","Dividend - Rs 6 Per Share","10","18-Jul-2024","18-Jul-2024","-","-"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","Annual General Meeting","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"ADVENZYMES","Advanced Enzyme Technologies Limited","EQ","Dividend - Re 1.1 Per Share","2","18-Jul-2024","18-Jul-2024","-","-"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Dividend - Rs 5.10 Per Share","1","18-Jul-2024","18-Jul-2024","-","-"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Annual General Meeting","1","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
"CANFINHOME","Can Fin Homes Limited","EQ","Dividend - Rs 4 Per Share","2","18-Jul-2024","18-Jul-2024","-","-"
"TANLA","Tanla Platforms Limited","EQ","Dividend - Rs 6 Per Share","1","18-Jul-2024","18-Jul-2024","-","-"
"KOTHARIPET","Kothari Petrochemicals Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","18-Jul-2024","-","19-Jul-2024","25-Jul-2024"
