"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CENTURYPLY","Century Plyboards (India) Limited","EQ","Dividend - Re 1 Per Share","1","09-Sep-2026","09-Sep-2026","-","-"
"AASTHA","Aastha Spintex Limited","EQ","Dividend - Re 0.10 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"ASALCBR","Associated Alcohols & Breweries Ltd.","EQ","Dividend - Rs 2 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"EMPIND","Empire Industries Limited","EQ","Dividend - Rs 25 Per Share & Special Dividend Rs 25 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"FORCEMOT","FORCE MOTORS LTD","EQ","Dividend - Rs 50 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","EQ","Dividend - Rs 21 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"TRAVELFOOD","Travel Food Services Limited","EQ","Dividend - Rs 10.25 Per Share","1","09-Sep-2026","09-Sep-2026","-","-"
"SHAREINDIA","Share India Securities Limited","EQ","Dividend - Re 0.50 Per Share","2","09-Sep-2026","09-Sep-2026","-","-"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","EQ","Dividend - Re 1 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"WORTHPERI","Worth Peripherals Limited","EQ","Dividend - Re 1 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"JYOTIRES","Jyoti Resins & Adhesives Limited","EQ","Dividend - Rs 9 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"KRONOX","Kronox Lab Sciences Limited","EQ","Dividend - Re 0.50 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"PRINCEPIPE","Prince Pipes And Fittings Limited","EQ","Dividend - Re 1 Per Share","10","09-Sep-2026","09-Sep-2026","-","-"
"JBMA","JBM Auto Limited","EQ","Dividend - Re 0.85 Per Share","1","09-Sep-2026","09-Sep-2026","-","-"
