"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"MANORAMA","Manorama Industries Limited","EQ","Dividend - Rs 0.60 Per Share","2","21-Aug-2025","21-Aug-2025","-","-"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Dividend - Re 0.45 Per Share","1","21-Aug-2025","21-Aug-2025","-","-"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","EQ","Dividend - Rs 3 Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"PDMJEPAPER","Pudumjee Paper Products Limited","EQ","Dividend - Re 0.60 Per Share","1","21-Aug-2025","21-Aug-2025","-","-"
"AMJLAND","Amj Land Holdings Limited","EQ","Dividend - Re 0.20 Per Share","2","21-Aug-2025","21-Aug-2025","-","-"
"DEVIT","Dev Information Technology Limited","EQ","Face Value Split (Sub-Division) - From Rs 5/- Per Share To Rs 2/- Per Share","2","21-Aug-2025","21-Aug-2025","-","-"
"HAL","Hindustan Aeronautics Limited","EQ","Dividend - Rs 15 Per Share","5","21-Aug-2025","21-Aug-2025","-","-"
"HONDAPOWER","Honda India Power Products Limited","EQ","Interim Dividend - Rs 100 Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"BHANDARI","Bhandari Hosiery Exports Limited","EQ","Dividend - Re 0.02 Per Share","1","21-Aug-2025","21-Aug-2025","-","-"
"COALINDIA","Coal India Limited","EQ","Dividend - Rs 5.15 Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"BSL","BSL Limited","EQ","Dividend - Re 0.80  Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"RELAXO","Relaxo Footwears Limited","EQ","Dividend - Rs 3 Per Share","1","21-Aug-2025","21-Aug-2025","-","-"
"RVNL","Rail Vikas Nigam Limited","EQ","Dividend - Rs 1.72 Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"STYRENIX","Styrenix Performance Materials Limited","EQ","Interim Dividend - Rs 31 Per Share","10","21-Aug-2025","21-Aug-2025","-","-"
"JMA","Jullundur Motor Agency (Delhi) Limited","EQ","Dividend - Rs 2 Per Share","2","21-Aug-2025","21-Aug-2025","-","-"
