"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"LUMAXTECH","Lumax Auto Technologies Limited","EQ","Dividend - Rs 5.50 Per Share","2","07-Aug-2025","07-Aug-2025","-","-"
"SHARDACROP","Sharda Cropchem Limited","EQ","Dividend - Rs 6 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"PIIND","PI Industries Limited","EQ","Dividend - Rs 10 Per Share","1","07-Aug-2025","07-Aug-2025","-","-"
"KARURVYSYA","Karur Vysya Bank Limited","EQ","Dividend - Rs 2.60 Per Share","2","07-Aug-2025","07-Aug-2025","-","-"
"NAVA","NAVA LIMITED","EQ","Dividend - Rs 6 Per Share","1","07-Aug-2025","07-Aug-2025","-","-"
"NDGL","Naga Dhunseri Group Limited","EQ","Dividend - Rs 2.50 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"LAOPALA","La Opala RG Limited","EQ","Dividend - Rs 7.50 Per Share","2","07-Aug-2025","07-Aug-2025","-","-"
"LINDEINDIA","Linde India Limited","EQ","Dividend - Rs 4.50 Per Share & Special Dividend - Rs 7.50 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"LUMAXIND","Lumax Industries Limited","EQ","Dividend - Rs 35 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"CCL","CCL Products (India) Limited","EQ","Dividend - Rs 5 Per Share","2","07-Aug-2025","07-Aug-2025","-","-"
"CDSL","Central Depository Services (India) Limited","EQ","Dividend - Rs 12.50 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"DHUNINV","Dhunseri Investments Limited","EQ","Dividend - Rs 3 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"AVANTIFEED","Avanti Feeds Limited","EQ","Dividend - Rs 9 Per Share","1","07-Aug-2025","07-Aug-2025","-","-"
"ESABINDIA","Esab India Limited","EQ","Dividend - Rs 42 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"BAYERCROP","Bayer Cropscience Limited","EQ","Dividend - Rs 35 Per Share","10","07-Aug-2025","07-Aug-2025","-","-"
"CHEMBONDCH","Chembond Chemicals Limited","EQ","Dividend - Rs 1.25 Per Share","5","07-Aug-2025","07-Aug-2025","-","-"
"SYMPHONY","Symphony Limited","EQ","Interim Dividend - Re 1 Per Share","2","07-Aug-2025","07-Aug-2025","-","-"
"MINDSPACE","Mindspace Business Parks REIT","RR","Distribution - Rs 5.79 Per Unit Consisting Of Dividend - Rs 3.19 Per Unit/ Interest - Re 0.10 Per Unit/ Repayment Of Spv Debt - Rs 2.47 Per Unit /Other Income - Re 0.03 Per Unit","275","07-Aug-2025","07-Aug-2025","-","-"
