SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,65.46,65.46
WHEELS,18.37,18.37
RIIL,142.68,142.68
PREMIERPOL,21.36,21.36
RAYMOND,17.66,17.66
SHREDIGCEM,43.97,43.97
SESHAPAPER,18.20,18.20
SMLISUZU,38.36,38.36
SUNDRMFAST,40.13,40.13
FACT,1419.15,3520.55
EXIDEIND,40.73,40.73
ELECON,27.55,31.78
CRISIL,78.81,78.81
LMW,168.59,168.59
PEL,84.04,
NELCO,320.56,320.56
MASTEK,20.61,20.87
MAHSCOOTER,75.56,101.11
LUMAXIND,50.61,50.61
TRENT,130.48,130.48
KECL,243.99,
CUMMINSIND,56.36,56.36
KCP,10.05,9.13
JAYBARMARU,26.10,26.10
JBCHEPHARM,38.75,38.75
INFY,24.39,24.39
INDIAGLYCO,34.15,34.15
IONEXCHANG,39.64,39.64
IFBIND,44.62,44.62
IGPL,13.41,13.41
HIMATSEIDE,24.49,10.02
GNFC,13.45,13.45
BPCL,12.44,12.16
BHARATFORG,63.03,57.34
BASF,45.16,46.76
FORCEMOT,27.17,39.95
ATUL,45.62,45.62
ARVIND,24.06,24.06
ACC,15.47,16.02
TATAMOTORS,10.80,10.58
SCI,12.44,12.44
MRPL,886.16,886.16
LINDEINDIA,130.27,130.27
HINDPETRO,13.34,13.34
ESCORTS,31.15,31.11
RELINFRA,1.82,2.11
BAJAJHLDNG,318.63,318.63
ASHOKLEY,22.16,22.28
VOLTAS,47.44,47.44
TITAN,90.60,90.60
TATASTEEL,67.14,57.75
SUNDARMFIN,30.93,30.93
SPIC,13.90,13.90
VEDL,8.54,9.41
SBIN,9.14,9.14
RELIANCE,24.85,24.85
PFIZER,32.25,38.98
NOCIL,30.45,30.45
BOSCHLTD,55.45,55.48
DRREDDY,18.30,18.30
BATAINDIA,48.03,68.18
DEEPAKFERT,20.99,20.99
CHAMBLFERT,14.38,14.38
CARBORUNIV,74.62,95.94
MAHSEAMLES,11.96,11.96
HINDOILEXP,15.07,15.07
DICIND,47.57,49.79
COROMANDEL,33.36,38.43
BALMLAWRIE,18.84,18.84
VINDHYATEL,23.66,23.66
MOTOGENFIN,126.27,126.27
ASIANPAINT,64.54,60.29
RAMCOCEM,99.91,414.14
PGHL,38.43,37.12
ABREL,,868.25
BEML,65.41,65.41
ADOR,34.04,30.30
CENTENKA,16.59,16.59
TATACHEM,117.69,70.44
TORNTPHARM,60.30,59.76
VTL,16.95,16.95
SUNDROP,,88.13
FEDERALBNK,12.32,12.32
EPL,21.00,20.81
VLSFINANCE,18.05,18.05
SUPREMEIND,62.12,62.12
SRF,75.11,75.11
BIRLACABLE,109.29,109.29
BALRAMCHIN,30.66,30.66
AEGISLOG,32.89,32.89
WEIZMANIND,22.72,22.72
UNICHEMLAB,28.47,28.47
BBOX,43.19,33.17
HONAUT,68.49,68.49
JTEKTINDIA,49.82,50.18
SAURASHCEM,140.86,
RANEHOLDIN,11.86,112.27
PRECOT,16.09,16.09
TATAELXSI,51.64,51.64
SUNPHARMA,36.77,35.15
KOHINOOR,0.37,
SHREYANIND,6.22,6.22
SANDESH,11.31,11.38
HCC,19.24,
APOLLOHOSP,70.52,70.52
ARE&M,19.12,20.80
ADANIENT,61.08,70.20
IVP,16.81,16.81
BALKRISIND,30.95,30.95
INDBANK,17.87,17.87
EICHERMOT,37.66,37.66
RAJSREESUG,19.20,19.20
GVT&D,96.23,96.23
NEULANDLAB,71.76,93.58
ONGC,8.03,8.01
ZENSARTECH,28.27,28.27
TIL,885.62,885.62
TAINWALCHM,39.42,39.42
BERGEPAINT,56.57,56.57
BANARISUG,44.93,44.93
JINDALPOLY,9.64,16.31
ANIKINDS,96.95,96.95
KPIL,36.09,36.09
JYOTISTRUC,66.53,66.53
IGARASHI,72.90,72.90
BLUEDART,64.15,64.15
JAYNECOIND,36.81,36.81
MUNJALSHOW,21.41,21.41
APCOTEXIND,38.74,38.74
SOTL,25.48,25.48
HSCL,45.97,45.97
RCF,34.56,34.96
RANASUG,5.93,5.93
KARURVYSYA,11.20,11.20
DECCANCE,159.64,159.64
ARENTERP,64.38,64.38
UFLEX,29.99,9.23
TATAPOWER,32.30,31.22
ADVANIHOTR,21.79,21.79
THOMASCOOK,30.44,29.74
SUNFLAG,32.88,32.88
SUBROS,39.59,39.59
SPMLINFRA,39.65,39.65
SIMPLEXINF,192.13,
SIEMENS,43.44,43.44
BHARATRAS,37.52,37.52
WIPRO,20.20,20.20
VSTIND,17.55,24.50
JUBLPHARMA,22.73,39.01
UNIVCABLES,57.01,57.01
TATACOMM,31.80,50.89
TOKYOPLAST,93.84,93.84
SOMANYCERA,39.82,39.00
MURUDCERA,27.27,27.27
IFCI,48.62,48.26
HLVLTD,33.22,34.28
SANOFI,46.58,47.58
M&M,30.67,30.67
LIBERTSHOE,47.79,43.15
KAJARIACER,57.12,57.12
KABRAEXTRU,33.77,43.06
HEIDELBERG,45.69,45.69
MODTHREAD,45.41,45.41
MANGLMCEM,45.90,45.90
PRSMJOHNSN,299.82,
POLYPLEX,9.97,9.97
PIDILITIND,71.82,71.19
PCBL,35.98,35.95
3PLAND,41.97,41.97
OSWALAGRO,9.87,9.87
EIHAHOTELS,25.55,24.66
HONDAPOWER,37.76,37.76
JINDALSAW,10.02,10.02
SAIL,29.40,23.16
RUBYMILLS,19.08,19.08
STYRENIX,23.97,23.97
ABB,82.73,82.73
IDBI,14.21,14.21
GRAPHITE,24.97,24.97
CANFINHOME,12.38,12.38
BRITANNIA,63.59,63.06
BBL,27.35,27.35
ELECTCAST,10.44,10.44
DHAMPURSUG,18.81,18.81
DCMSHRIRAM,35.23,35.23
DABUR,53.64,53.64
COSMOFIRST,22.23,22.23
CIPLA,22.66,22.66
HEROMOTOCO,18.74,18.74
HDFCBANK,21.06,20.79
HARRMALAYA,26.02,26.02
GMBREW,13.41,13.41
GIPCL,15.78,15.78
ITC,26.15,26.14
INDIANHUME,4.14,24.40
HINDCOMPOS,20.36,15.06
IOC,17.62,20.74
OSWALGREEN,138.61,138.61
HUHTAMAKI,34.77,36.29
RICOAUTO,48.31,46.45
KAMATHOTEL,14.99,15.59
IFBAGRO,29.35,29.35
BANCOINDIA,24.18,24.18
MANINDS,17.44,17.44
APOLLOTYRE,25.70,23.17
SIYSIL,16.62,16.62
SHANTIGEAR,40.67,40.67
PRECWIRE,38.94,38.94
ONWARDTEC,28.94,28.94
NILKAMAL,26.10,26.10
NCC,16.48,16.48
ICIL,22.82,22.82
SEAMECLTD,24.12,26.63
ELGIEQUIP,50.82,50.82
AUROPHARMA,18.81,18.81
BBTC,6.60,6.57
EIHOTEL,33.05,32.09
LICHSGFIN,6.14,6.14
GICHSGFIN,6.73,6.37
BEPL,15.74,15.74
BANARBEADS,25.37,25.37
MOREPENLAB,29.13,29.13
WSTCSTPAPR,10.60,10.60
21STCENMGM,5.06,5.06
VENKEYS,19.24,19.24
GHCL,9.41,9.41
PRUDMOULI,22.45,22.45
PRAJIND,41.28,45.92
BIRLANU,,958.33
BPL,4394.31,5.90
TRANSWORLD,17.64,12.86
KEEPLEARN,153.06,153.06
PGHH,59.57,59.57
VESUVIUS,55.88,55.88
TFCILTD,25.78,25.78
BOMDYEING,6.63,174.31
NAVNETEDUL,4.19,18.77
GUJALKALI,272.26,272.26
AGI,16.09,16.09
GLAXO,58.22,58.43
TATACONSUM,76.84,76.78
ZEEL,19.99,17.91
CHOLAFIN,30.18,30.18
INDHOTEL,52.92,60.88
FMGOETZE,18.40,18.40
KOTAKBANK,19.97,22.97
LYKALABS,49.53,49.53
ORIENTHOT,62.84,62.84
JAYSREETEA,4.13,8.52
GILLETTE,65.28,65.28
GOLDENTOBC,8.93,10.13
KANSAINER,17.93,32.96
FOSECOIND,50.96,50.96
ESABINDIA,45.26,45.26
3MINDIA,70.25,70.25
ANDHRAPAP,18.40,18.40
GABRIEL,65.09,65.09
SCHAEFFLER,91.04,91.04
AARTIIND,48.57,49.04
RALLIS,40.02,40.18
AMJLAND,12.21,12.21
PRAKASH,8.01,8.01
MFSL,134.40,134.40
KSB,86.07,86.07
KOPRAN,22.54,22.54
HEG,105.11,105.11
GODFRYPHLP,53.62,51.26
VARDMNPOLY,35.02,35.02
SURYAROSNI,19.86,19.86
TATAINVEST,158.24,158.24
TIMKEN,56.71,56.71
SUDARSCHEM,83.03,121.05
SHREECEM,99.85,99.85
SAKHTISUG,3.76,7.93
IPCALAB,46.93,43.49
INGERRAND,49.59,49.59
AKZOINDIA,38.56,38.56
HINDALCO,9.36,9.01
HINDZINC,17.81,17.70
HINDUNILVR,55.37,56.60
GSFC,13.64,13.80
GRASIM,24.02,23.75
AMBUJACEM,28.22,28.12
FINPIPE,16.73,29.52
FINCABLES,21.43,29.44
EIDPARRY,11.27,13.28
DCW,73.85,73.85
DCM,111.63,111.63
CGPOWER,109.20,109.20
HEUBACHIND,29.03,29.03
CESC,16.72,16.72
BIRLACORPN,35.74,32.50
BHEL,188.70,188.70
BHARATGEAR,42.74,
BEL,56.31,56.31
BAJFINANCE,34.07,34.07
ASHAPURMIN,17.68,17.68
NAVA,11.91,11.91
CORALFINAC,10.34,10.34
GREENPLY,30.10,30.10
TNPL,311.35,311.35
PARASPETRO,1309.37,1309.37
AUTOAXLES,17.53,17.53
REMSONSIND,28.31,28.17
DALMIASUG,8.44,8.44
NATCOPHARM,9.29,9.29
KHAITANLTD,8.30,8.30
SWARAJENG,30.53,30.53
MRF,33.77,33.77
GARFIBRES,39.44,39.44
ANDHRSUGAR,34.18,22.92
TNPETRO,16.16,21.06
TTKPRESTIG,79.45,39.87
STARPAPER,6.75,6.75
SKFINDIA,42.30,42.30
