SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,59.07,59.07
WHEELS,17.05,17.05
RIIL,139.82,139.82
PREMIERPOL,18.81,18.81
RAYMOND,19.62,19.62
SHREDIGCEM,47.77,47.77
SESHAPAPER,20.61,20.61
SMLISUZU,37.94,37.94
SUNDRMFAST,38.89,38.89
FACT,684.89,828.77
EXIDEIND,41.39,41.39
ELECON,26.47,30.52
CRISIL,50.39,50.39
LMW,153.66,152.68
PEL,69.35,
NELCO,299.63,299.63
MASTEK,19.16,19.39
MAHSCOOTER,85.00,105.88
LUMAXIND,54.21,54.21
TRENT,119.44,119.44
KECL,360.75,
CUMMINSIND,59.84,60.14
KCP,9.02,8.33
JAYBARMARU,21.04,21.04
JBCHEPHARM,38.39,38.39
INFY,22.95,22.95
INDIAGLYCO,27.42,27.42
IONEXCHANG,29.80,29.80
IFBIND,50.43,50.43
IGPL,22.25,22.25
HIMATSEIDE,24.19,9.10
GNFC,13.57,13.57
BPCL,9.05,8.92
BHARATFORG,57.41,57.23
BASF,50.49,51.30
FORCEMOT,28.26,40.13
ATUL,37.27,37.27
ARVIND,22.60,22.60
ACC,14.47,14.99
TATAMOTORS,12.33,12.01
SCI,11.52,11.52
LINDEINDIA,126.17,126.17
HINDPETRO,7.85,7.85
ESCORTS,32.50,34.15
RELINFRA,1.14,1.32
BAJAJHLDNG,72.36,222.42
ASHOKLEY,22.77,22.87
VOLTAS,61.44,61.44
TITAN,84.52,84.52
TATASTEEL,51.72,48.07
SUNDARMFIN,27.03,27.03
SPIC,17.00,17.00
VEDL,8.93,9.88
SBIN,9.40,9.40
RELIANCE,20.14,20.14
PFIZER,29.21,34.94
NOCIL,33.56,33.56
BOSCHLTD,43.69,52.51
DRREDDY,18.96,18.96
BATAINDIA,77.85,74.12
DEEPAKFERT,17.97,17.97
CHAMBLFERT,13.35,13.35
CARBORUNIV,92.01,127.44
MAHSEAMLES,9.65,9.62
HINDOILEXP,15.10,19.27
DICIND,32.54,33.63
COROMANDEL,28.59,32.55
BALMLAWRIE,19.93,19.93
WILLAMAGOR,1.31,1.31
VINDHYATEL,22.93,22.93
MOTOGENFIN,136.10,136.10
ASIANPAINT,68.59,63.98
RAMCOCEM,77.77,216.13
INDIACEM,,533.09
PGHL,34.63,34.63
BEML,61.09,61.09
ADOR,47.36,39.84
CENTENKA,19.00,19.00
TATACHEM,70.39,51.01
TORNTPHARM,59.70,59.19
VTL,15.27,15.27
SUNDROP,,77.58
FEDERALBNK,11.75,11.75
EPL,18.05,17.90
VLSFINANCE,32.13,32.13
SUPREMEIND,73.02,73.02
SRF,61.09,61.09
BIRLACABLE,82.88,82.88
BALRAMCHIN,27.54,27.54
AEGISLOG,33.10,33.10
WEIZMANIND,19.98,19.98
UNICHEMLAB,27.08,27.08
BBOX,37.22,29.15
HONAUT,63.62,63.62
JTEKTINDIA,66.82,67.34
SAURASHCEM,90.17,231.89
RANEHOLDIN,10.02,61.50
PRECOT,11.91,11.91
TATAELXSI,47.52,47.52
SUNPHARMA,36.92,33.39
