SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,58.76,58.76
WHEELS,15.75,15.75
RIIL,127.33,127.33
PREMIERPOL,19.55,19.55
RAYMOND,19.37,19.37
SHREDIGCEM,43.87,43.87
SESHAPAPER,20.52,20.52
SMLISUZU,40.06,40.06
SUNDRMFAST,36.23,36.23
FACT,1487.03,3688.93
EXIDEIND,37.48,37.48
ELECON,23.96,27.63
CRISIL,67.32,67.32
LMW,152.82,151.85
PEL,68.56,
NELCO,297.26,297.26
MASTEK,19.64,19.88
MAHSCOOTER,71.33,88.85
LUMAXIND,43.21,43.21
TRENT,124.84,124.84
KECL,352.89,
CUMMINSIND,55.54,55.82
KCP,8.89,8.21
JAYBARMARU,19.23,19.23
JBCHEPHARM,38.87,38.87
INFY,21.67,21.67
INDIAGLYCO,28.04,28.04
IONEXCHANG,30.59,30.59
IFBIND,41.66,41.66
IGPL,21.54,21.54
HIMATSEIDE,24.81,8.89
GNFC,13.49,13.49
BPCL,11.69,11.43
BHARATFORG,53.48,53.30
BASF,50.80,51.61
FORCEMOT,28.47,40.43
ATUL,37.29,37.29
ARVIND,20.20,20.20
ACC,13.90,14.40
TATAMOTORS,11.31,11.02
SCI,11.03,11.03
LINDEINDIA,120.08,120.08
HINDPETRO,8.02,8.02
ESCORTS,30.15,31.68
RELINFRA,1.25,1.44
BAJAJHLDNG,75.68,232.65
ASHOKLEY,20.92,21.03
VOLTAS,54.03,54.03
TITAN,83.39,83.39
TATASTEEL,48.95,45.49
SUNDARMFIN,27.44,27.44
SPIC,14.45,14.45
VEDL,8.52,9.42
SBIN,9.36,9.36
RELIANCE,19.87,19.87
PFIZER,30.41,36.76
NOCIL,30.99,30.99
BOSCHLTD,42.76,51.40
DRREDDY,17.78,17.78
BATAINDIA,69.98,66.63
DEEPAKFERT,18.48,18.48
CHAMBLFERT,13.29,13.29
CARBORUNIV,79.62,110.27
MAHSEAMLES,10.27,10.24
HINDOILEXP,14.50,14.50
DICIND,45.85,47.99
COROMANDEL,30.93,35.22
BALMLAWRIE,18.04,18.04
VINDHYATEL,23.77,23.77
MOTOGENFIN,134.24,134.24
ASIANPAINT,67.93,63.36
RAMCOCEM,78.76,218.87
INDIACEM,,493.55
PGHL,34.99,34.99
BEML,54.58,54.58
ADOR,31.08,27.66
CENTENKA,18.66,18.66
TATACHEM,68.21,49.43
TORNTPHARM,61.30,60.77
VTL,14.31,14.31
SUNDROP,,73.81
FEDERALBNK,11.73,11.73
EPL,18.65,18.49
VLSFINANCE,32.58,32.58
SUPREMEIND,68.54,68.54
SRF,58.96,58.96
BIRLACABLE,79.05,79.05
BALRAMCHIN,29.74,29.74
AEGISLOG,31.42,31.42
WEIZMANIND,20.12,20.12
UNICHEMLAB,26.07,26.07
BBOX,41.33,31.75
HONAUT,61.49,61.49
JTEKTINDIA,46.13,46.47
SAURASHCEM,95.30,245.08
RANEHOLDIN,9.75,59.87
PRECOT,13.23,13.23
TATAELXSI,46.95,46.95
SUNPHARMA,37.38,33.81
KOHINOOR,0.36,
SHREYANIND,5.82,5.82
SANDESH,11.64,11.74
HCC,13.69,
APOLLOHOSP,65.21,65.21
ARE&M,18.51,20.14
ADANIENT,64.09,75.73
IVP,19.85,19.85
BALKRISIND,32.08,32.08
INDBANK,18.64,18.64
GINNIFILA,23.70,19.30
EICHERMOT,37.34,37.34
RAJSREESUG,16.96,16.96
GVT&D,93.70,93.70
NEULANDLAB,94.54,126.87
ONGC,7.40,7.38
ZENSARTECH,27.26,27.26
TAINWALCHM,30.28,30.28
BERGEPAINT,56.59,55.21
BANARISUG,41.44,41.44
JINDALPOLY,20.26,26.80
ANIKINDS,116.50,116.50
KPIL,30.10,30.10
JYOTISTRUC,53.89,53.89
IGARASHI,84.88,84.88
BLUEDART,56.85,56.85
JAYNECOIND,24.54,24.54
MUNJALSHOW,21.29,21.29
APCOTEXIND,36.23,36.23
SOTL,21.74,21.74
HSCL,37.89,37.89
RCF,28.17,28.45
RANASUG,5.27,5.27
KARURVYSYA,10.38,10.38
DECCANCE,74.05,74.05
ARENTERP,61.21,61.21
UFLEX,29.89,9.20
TATAPOWER,29.14,28.22
ADVANIHOTR,20.87,20.87
THOMASCOOK,29.09,28.42
SUNFLAG,27.22,27.22
SUBROS,33.75,33.75
SPMLINFRA,43.60,43.60
SIMPLEXINF,203.56,
SIEMENS,43.20,43.20
BHARATRAS,33.66,31.29
WIPRO,18.79,18.79
VSTIND,16.19,22.52
JUBLPHARMA,37.50,35.48
UNIVCABLES,40.01,40.01
TATACOMM,32.39,50.00
TOKYOPLAST,114.87,114.87
SOMANYCERA,37.45,36.68
MURUDCERA,25.90,25.90
IFCI,28.50,28.27
HLVLTD,37.77,39.29
SANOFI,40.03,40.90
M&M,30.46,30.46
LIBERTSHOE,43.12,38.54
KAJARIACER,57.68,57.68
KABRAEXTRU,39.99,58.20
HEIDELBERG,41.84,41.84
MODTHREAD,48.00,48.00
MANGLMCEM,32.57,32.57
PRSMJOHNSN,178.78,
POLYPLEX,17.71,17.71
PIDILITIND,71.54,70.94
PCBL,35.42,35.38
3PLAND,41.14,41.14
