SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,59.05,59.05
WHEELS,20.24,20.24
RIIL,137.89,137.89
PREMIERPOL,17.24,17.24
RAYMOND,18.63,18.63
SHREDIGCEM,48.19,48.19
SESHAPAPER,19.52,19.52
SMLISUZU,30.75,30.75
SUNDRMFAST,37.15,37.15
FACT,608.12,735.86
EXIDEIND,37.84,37.84
ELECON,24.50,28.25
CRISIL,50.57,50.57
LMW,164.16,163.12
NELCO,301.64,301.64
MASTEK,17.20,17.41
MAHSCOOTER,77.79,96.89
LUMAXIND,63.98,63.98
TRENT,111.66,111.66
KECL,350.65,
CUMMINSIND,63.69,64.01
KCP,8.82,8.14
JAYBARMARU,20.30,20.30
JBCHEPHARM,38.88,38.88
INFY,22.89,22.89
INDIAGLYCO,31.89,31.89
IONEXCHANG,27.64,27.64
IFBIND,62.14,62.14
IGPL,21.07,21.07
HIMATSEIDE,22.94,8.63
GNFC,13.39,13.39
BPCL,9.77,9.63
BHARATFORG,60.39,60.20
BASF,48.42,49.19
FORCEMOT,24.51,34.79
ATUL,33.99,33.99
ARVIND,22.52,22.52
ACC,14.49,15.00
TMPV,7.09,6.91
SCI,14.56,14.56
LINDEINDIA,117.58,117.58
HINDPETRO,8.91,8.91
ESCORTS,32.65,34.31
RELINFRA,1.04,1.20
BAJAJHLDNG,71.01,218.29
ASHOKLEY,23.94,24.05
VOLTAS,62.35,62.35
TITAN,89.44,89.44
TATASTEEL,53.99,50.18
SUNDARMFIN,28.56,28.56
SPIC,14.31,14.31
VEDL,9.93,10.99
SBIN,10.52,10.52
RELIANCE,21.36,21.36
PFIZER,30.03,35.93
NOCIL,33.54,33.54
BOSCHLTD,43.20,51.93
DRREDDY,18.72,18.72
BATAINDIA,71.86,68.41
DEEPAKFERT,18.64,18.64
CHAMBLFERT,12.06,12.06
CARBORUNIV,85.34,118.19
MAHSEAMLES,8.74,8.71
HINDOILEXP,14.37,18.34
DICIND,29.31,30.30
COROMANDEL,28.97,32.99
BALMLAWRIE,16.84,16.84
WILLAMAGOR,1.36,1.36
VINDHYATEL,21.50,21.50
MOTOGENFIN,137.23,137.23
ASIANPAINT,69.04,64.40
RAMCOCEM,78.69,218.69
INDIACEM,,517.50
PGHL,34.02,34.02
BEML,61.59,61.59
ADOR,53.48,44.98
CENTENKA,17.25,17.25
TATACHEM,64.49,46.73
TORNTPHARM,60.80,60.28
VTL,15.77,15.77
SUNDROP,,69.49
FEDERALBNK,14.02,14.02
EPL,16.48,16.34
VLSFINANCE,30.54,30.54
SUPREMEIND,64.98,64.98
SRF,62.55,62.55
BIRLACABLE,76.32,76.32
BALRAMCHIN,24.58,24.58
AEGISLOG,35.20,35.20
WEIZMANIND,19.96,19.96
UNICHEMLAB,25.30,25.30
BBOX,44.62,34.94
HONAUT,63.95,63.95
JTEKTINDIA,59.86,60.32
SAURASHCEM,82.46,212.05
RANEHOLDIN,10.24,62.86
PRECOT,11.32,11.32
TATAELXSI,46.69,46.69
SUNPHARMA,39.03,35.30
KOHINOOR,0.32,
SHREYANIND,5.76,5.76
SANDESH,10.59,10.68
HCC,15.13,
APOLLOHOSP,70.70,70.70
ARE&M,21.31,23.39
ADANIENT,69.82,82.50
IVP,18.45,18.45
BALKRISIND,30.96,30.96
INDBANK,22.39,22.39
GINNIFILA,20.35,16.57
EICHERMOT,45.58,45.58
GVT&D,95.19,95.19
NEULANDLAB,115.07,154.43
ONGC,7.96,7.94
ZENSARTECH,27.26,27.26
TAINWALCHM,27.28,27.28
BERGEPAINT,56.99,55.60
BANARISUG,39.84,39.84
JINDALPOLY,,44.32
ANIKINDS,91.39,91.39
KPIL,30.24,30.24
JYOTISTRUC,38.21,38.21
IGARASHI,84.72,84.72
BSL,30.59,30.59
BLUEDART,53.29,53.29
JAYNECOIND,32.32,32.32
MUNJALSHOW,20.26,20.26
APCOTEXIND,31.61,31.61
SOTL,20.91,20.91
HSCL,38.30,38.30
RCF,28.59,28.87
RANASUG,6.00,6.00
KARURVYSYA,12.04,12.04
DECCANCE,71.48,71.48
ARENTERP,176.96,176.96
UFLEX,13.08,10.15
TATAPOWER,30.34,29.38
ADVANIHOTR,21.66,21.66
THOMASCOOK,30.52,29.83
SUNFLAG,24.15,24.15
SUBROS,46.68,46.68
SPMLINFRA,35.42,35.42
SIMPLEXINF,89.22,207.02
SIEMENS,55.31,55.31
BHARATRAS,31.93,29.68
WIPRO,18.97,18.97
VSTIND,14.89,20.72
JUBLPHARMA,39.13,37.03
UNIVCABLES,38.39,38.39
TATACOMM,38.65,59.66
TOKYOPLAST,118.62,118.62
SOMANYCERA,34.88,34.10
MURUDCERA,27.56,27.56
IFCI,30.23,29.99
HLVLTD,35.20,36.61
SANOFI,29.83,30.34
M&M,33.99,33.99
LIBERTSHOE,45.07,40.28
KAJARIACER,55.73,55.73
KABRAEXTRU,38.86,56.56
HEIDELBERG,38.27,38.27
MODTHREAD,52.60,52.60
MANGLMCEM,35.71,35.71
PRSMJOHNSN,200.07,
POLYPLEX,15.44,15.44
PIDILITIND,69.43,68.85
PCBL,33.51,33.47
3PLAND,37.64,37.64
OSWALAGRO,8.27,8.27
EIHAHOTELS,24.67,23.58
