SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,56.35,59.99
WHEELS,16.77,16.77
RIIL,95.51,95.51
PREMIERPOL,22.00,22.00
RAYMOND,29.66,8.40
RSWM,34.89,24.80
SHREDIGCEM,26.34,26.34
SESHAPAPER,20.42,20.42
SMLMAH,33.56,33.56
SUNDRMFAST,31.08,30.54
FACT,1970.61,4749.84
EXIDEIND,30.38,30.14
EUROTEXIND,6.72,6.72
ELECON,17.85,20.80
CRISIL,39.75,39.75
LMW,129.75,122.39
NELCO,,290.81
MASTEK,12.24,12.05
MAHSCOOTER,40.30,46.47
LUMAXIND,44.23,40.04
TRENT,77.45,76.52
KECL,49.38,28.66
CUMMINSIND,65.39,62.69
KCP,8.01,7.75
JAYBARMARU,12.31,11.62
JBCHEPHARM,45.20,45.20
INFY,18.08,17.52
INDIAGLYCO,25.45,25.37
IONEXCHANG,27.46,25.72
IFBIND,30.83,28.64
HIMATSEIDE,14.43,5.74
GNFC,10.18,10.18
GFLLIMITED,268.58,268.58
BPCL,6.21,6.11
BHARATFORG,69.67,67.33
BASF,39.71,40.38
FORCEMOT,19.29,27.48
ATUL,31.59,31.59
ARVIND,21.58,20.79
ACC,9.78,10.30
TMPV,51.30,15.40
SCI,10.26,10.26
MRPL,14.45,14.45
LINDEINDIA,110.79,110.79
HINDPETRO,5.29,5.29
ESCORTS,26.49,26.89
RELINFRA,0.31,0.38
BAJAJHLDNG,52.60,164.91
ASHOKLEY,28.18,25.88
VOLTAS,75.62,73.29
TITAN,75.89,74.12
TATASTEEL,26.00,24.29
SUNDARMFIN,28.86,28.13
SPIC,7.57,7.57
VEDL,16.27,14.88
SBIN,11.38,11.69
RELIANCE,19.18,19.18
PFIZER,24.78,27.77
NOCIL,37.97,35.89
BOSCHLTD,32.31,38.56
DRREDDY,19.58,19.58
BATAINDIA,50.53,46.82
DEEPAKFERT,13.58,13.58
CHAMBLFERT,9.36,9.36
CARBORUNIV,70.56,70.56
MAHSEAMLES,8.69,8.66
HINDOILEXP,18.07,25.96
DICIND,28.14,25.27
COROMANDEL,24.84,28.13
BALMLAWRIE,14.41,14.41
WILLAMAGOR,1.74,1.74
VINDHYATEL,72.35,72.35
MOTOGENFIN,56.59,56.59
ASIANPAINT,56.24,52.92
RAMCOCEM,40.49,205.06
INDIACEM,,56.88
PGHL,27.43,27.43
BEML,51.01,51.01
ADOR,25.33,23.44
CENTENKA,13.03,12.50
TATACHEM,97.10,52.75
TORNTPHARM,65.40,64.44
VTL,20.71,20.71
SUNDROP,,59.95
