SYMBOL,SYMBOL P/E,ADJUSTED P/E
RGL,13.69,13.69
JYOTHYLAB,52.9,52.9
HITECHCORP,21.23,21.94
TARIL,139.57,139.57
BRIGADE,60.58,60.58
MANAKSIA,8.57,6.5
DVL,26.88,26.88
ARIES,18.38,18.38
CORDSCABLE,25.27,25.27
SEPC,155.45,155.45
IRB,41.28,41.28
GSS,29.5,29.5
VGUARD,68.24,68.24
NESCO,18.68,18.68
TITAGARH,64.27,63.91
BAJAJFINSV,17.7,17.7
DIGISPICE,15.18,40.66
GOKUL,302.82,23.77
RBL,21.56,21.11
LOTUSEYE,72.05,72.83
UBL,120.93,120.93
ZFCVINDIA,72.7,72.7
20MICRONS,18.95,18.59
TPHQ,27.47,27.47
MAWANASUG,10.43,10.43
MHRIL,67.19,67.19
VINATIORGA,58.45,58.45
AMRUTANJAN,55.61,55.61
SHILPAMED,145.79,156.93
GODREJPROP,66.58,66.58
BEARDSELL,17.01,17.01
WHIRLPOOL,94.6,90.35
VASCONEQ,30.72,30.72
DBREALTY,7.93,8.43
PERSISTENT,68.28,68.28
SJVN,52.79,56.41
KIRLOSIND,17.05,15.26
BLISSGVS,14.72,7.27
BAJAJCON,24.73,24.73
ADFFOODS,40.27,40.27
ORISSAMINE,1740.28,1740.28
CAREERP,15.56,15.56
WABAG,30.94,30.77
JWL,67.43,67.43
OBEROIRLTY,29.56,29.56
IOLCP,21.84,21.84
PENIND,23.33,23.33
KIRLOSENG,41.25,40.85
TEXRAIL,83.04,83.04
DHUNINV,12.04,12.04
SYMPHONY,50.81,50.81
VSTTILLERS,33.15,33.15
DHANUKA,32.63,32.63
LTF,17.08,17.08
THERMAX,75.13,87.53
RAYMOND,20.53,19.75
SHREDIGCEM,18.08,18.08
SMLISUZU,24.5,24.5
SUNDRMFAST,52.68,52.68
CRISIL,50.2,50.2
PEL,,136.94
MASTEK,29.37,29.14
TRENT,164.25,247.1
CUMMINSIND,65.59,65.54
JBCHEPHARM,51.68,51.68
INDIAGLYCO,26.71,26.71
IONEXCHANG,46.44,46.44
HIMATSEIDE,14,14
GFLLIMITED,188.35,188.35
BHARATFORG,85.17,76.79
ATUL,72.6,72.6
TATAMOTORS,11,10.93
MRPL,13.79,13.76
ESCORTS,41.13,41.13
BAJAJHLDNG,78.38,78.38
ZUARIIND,1.7,
VOLTAS,97.69,97.69
TATASTEEL,,52.84
SPIC,19.13,13.34
RELIANCE,26.22,26.22
DRREDDY,21.14,21.14
CARBORUNIV,67.84,67.84
ASIANPAINT,59.62,59.62
CENTURYTEX,102.56,102.56
TORNTPHARM,67.98,70.98
FEDERALBNK,11.71,11.71
SRF,61.87,61.87
AEGISLOG,37.87,37.87
HONAUT,84.32,84.32
PRECOT,19.36,24.6
ARE&M,29,29
BALKRISIND,33.57,33.57
RAJSREESUG,22.72,22.72
ONGC,8.86,8.62
BANARISUG,28.7,28.7
KPIL,44.95,44.95
BSL,20.11,20.11
JAYNECOIND,29.79,26.57
RCF,65.11,71.78
TATAPOWER,43.25,43.59
SUNFLAG,26.92,26.92
BHARATRAS,49.61,49.61
JUBLPHARMA,25.18,57.36
IFCI,69.59,70.2
HLVLTD,58.89,58.89
HEIDELBERG,33.7,33.7
3PLAND,42.41,42.41
JINDALSAW,12.37,12.37
GRAPHITE,9.42,35.53
BBL,46.8,46.8
DCMSHRIRAM,36.62,36.62
COSMOFIRST,25.85,25.85
HDFCBANK,17.86,17.76
GMBREW,12.81,12.81
ITC,30.3,30.29
IOC,8.23,8.23
OSWALGREEN,611.29,611.29
HUHTAMAKI,7.25,31.51
RICOAUTO,42.27,41.18
BANCOINDIA,17.88,17.88
MANINDS,23.86,23.86
SIYSIL,11.87,11.87
ONWARDTEC,33,33
NCC,25.85,25.18
ELGIEQUIP,68.41,68.41
BBTC,8.78,8.47
BEPL,22.7,22.7
BANARBEADS,23.11,23.11
WSTCSTPAPR,6.4,6.4
VENKEYS,24.43,24.43
PRUDMOULI,15.78,14.62
PGHH,79.42,79.42
TFCILTD,17.96,17.96
GTL,1.01,4.86
AGI,24.37,24.37
TATACONSUM,94.5,80.65
ZEEL,42.16,32.19
INDHOTEL,75.23,75.23
GOLDENTOBC,10.49,11.91
ANDHRAPAP,9.03,9.03
SCHAEFFLER,67.89,67.63
AMJLAND,17.93,17.93
KSB,78.37,78.37
GODFRYPHLP,49.76,46.98
TATAINVEST,125.63,125.63
SUDARSCHEM,59.64,59.64
INGERRAND,57.79,57.79
HINDZINC,25.99,25.99
FINPIPE,23.37,38.8
DCW,193.44,179.69
HEUBACHIND,44.81,44.81
