SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,63.38,63.38
WHEELS,15.91,15.91
RIIL,129.85,129.85
PREMIERPOL,18.99,18.99
RAYMOND,16.23,16.23
SHREDIGCEM,44.17,44.17
SESHAPAPER,20.24,20.24
SMLISUZU,36.42,36.42
SUNDRMFAST,36.64,36.64
FACT,1520.14,3771.08
EXIDEIND,38.31,38.31
ELECON,25.15,29.01
CRISIL,70.42,70.42
LMW,162.54,161.51
PEL,72.05,
NELCO,311.64,311.64
MASTEK,19.71,19.95
MAHSCOOTER,69.68,86.80
LUMAXIND,55.65,55.65
TRENT,130.55,130.55
KECL,217.66,
CUMMINSIND,57.44,57.44
KCP,10.58,9.61
JAYBARMARU,19.47,19.47
JBCHEPHARM,38.65,38.65
INFY,22.22,22.22
INDIAGLYCO,30.38,30.38
IONEXCHANG,32.08,32.08
IFBIND,42.78,42.78
IGPL,13.22,13.22
HIMATSEIDE,21.69,8.88
GNFC,13.71,13.71
BPCL,11.38,11.12
BHARATFORG,60.51,55.04
BASF,50.84,51.66
FORCEMOT,26.83,38.10
ATUL,38.62,38.62
ARVIND,21.65,21.65
ACC,14.01,14.51
TATAMOTORS,10.48,10.27
SCI,12.04,12.04
LINDEINDIA,124.53,124.53
HINDPETRO,12.49,12.49
ESCORTS,30.45,31.99
RELINFRA,1.30,1.50
BAJAJHLDNG,312.17,312.17
ASHOKLEY,21.38,21.49
VOLTAS,45.38,45.38
TITAN,90.96,90.96
TATASTEEL,48.78,45.34
SUNDARMFIN,28.32,28.32
SPIC,15.19,15.19
VEDL,8.62,9.53
SBIN,9.35,9.35
RELIANCE,20.03,20.03
PFIZER,30.34,36.67
NOCIL,28.71,28.71
BOSCHLTD,44.96,54.05
DRREDDY,17.70,17.70
BATAINDIA,46.13,65.49
DEEPAKFERT,19.77,19.77
CHAMBLFERT,14.06,14.06
CARBORUNIV,68.00,87.44
MAHSEAMLES,10.36,10.33
HINDOILEXP,14.51,14.51
DICIND,48.04,50.28
COROMANDEL,33.79,38.48
BALMLAWRIE,18.62,18.62
VINDHYATEL,21.60,21.60
MOTOGENFIN,129.38,129.38
ASIANPAINT,66.79,62.30
RAMCOCEM,102.32,424.11
INDIACEM,,499.50
