SYMBOL,SYMBOL P/E,ADJUSTED P/E
AURIONPRO,54.06,54.06
AIAENG,30.8,30.82
ORIENTCER,34.49,39.09
EKC,20.5,20.17
ENIL,36.84,36.84
JAGRAN,11.19,11.19
M&MFIN,15.9,15.9
KEI,58.15,58.14
SOLARINDS,85.1,85.1
SUNTV,16.39,16.39
EMKAY,11.8,11.8
KAMDHENU,21.63,21.63
EMAMILTD,38.04,37.8
TECHM,51.25,51.39
ANANTRAJ,65.46,65.46
ALICON,24.81,24.81
INSPIRISYS,30.15,30.15
VENUSREM,17.82,17.82
NFL,20.32,20.32
PARACABLES,21.41,21.41
VEEDOL,23.8,23.8
PTL,17.93,17.93
UNOMINDA,77.65,80.08
TIIL,20.66,20.15
REDINGTON,12.76,12.76
NAHARPOLY,132.25,132.25
BALAMINES,30.47,30.47
NDLVENTURE,355.27,355.27
FORTIS,76.27,72.16
WEBELSOLAR,,95.35
V2RETAIL,104.72,104.72
CIEINDIA,21.6,21.6
INDOWIND,39.72,39.72
KSCL,14.43,14.43
MANGCHEFER,15.87,15.87
RELIGARE,26.47,64.22
RGL,22.28,22.28
COLPAL,52.48,52.48
ECLERX,30.29,30.22
TARIL,117.15,117.15
MANAKSIA,8.55,6.29
BIRLAMONEY,12.47,12.47
CORDSCABLE,21.47,21.47
HERCULES,24.19,24.19
SEPC,152.46,152.46
GSS,21.92,21.92
RECLTD,9.19,9.19
NESCO,19.54,19.54
TITAGARH,50.83,50.55
GOKUL,47.17,47.17
VINYLINDIA,25.7,25.7
ZFCVINDIA,69.17,69.17
TPHQ,18.6,18.6
HINDNATGLS,2.82,1.15
MHRIL,62.35,62.35
EXCEL,106.45,106.45
GLOBUSSPR,38.56,38.56
EXPLEOSOL,18.82,18.82
RTNPOWER,.68,
REFEX,51.62,51.71
JSWENERGY,59.96,59.96
HINDCOPPER,66.93,66.93
NESTLEIND,67.17,68.49
WHIRLPOOL,73.67,70.52
THANGAMAYL,57.45,57.45
HATHWAY,41.08,40.73
SJVN,44.71,47.77
MANAPPURAM,5.61,5.61
TI,40.36,38.57
BAJAJCON,20.1,20.1
GPPL,24.27,22.36
KILITCH,34.95,34.95
SASTASUNDR,,6.79
CANTABIL,31.46,32.09
BEDMUTHA,19.44,19.44
RESPONIND,36.31,36.31
GRAVITA,54.27,54.27
A2ZINFRA,23.76,
SURANASOL,414.98,414.98
KICL,38.11,50.16
VADILALIND,19,19
RELAXO,86.32,86.32
ASHIANA,95.18,95.18
THERMAX,72.35,83.55
RIIL,169.36,169.36
RAYMOND,20.4,20.09
SHREDIGCEM,17.14,17.14
SMLISUZU,19.51,19.51
FACT,,509.62
LMW,81.4,81.4
NELCO,109.97,109.97
LUMAXIND,41.13,41.13
KECL,86.22,300.69
KCP,9.11,8.81
INFY,29.08,29.08
IONEXCHANG,43.04,43.04
IFBIND,53.54,53.54
GNFC,19.56,19.56
