SYMBOL,SYMBOL P/E,ADJUSTED P/E
AXITA,31.46,31.46
PLAZACABLE,113.23,113.23
SENCO,48.65,48.65
TRU,45.38,45.38
RADHIKAJWE,30.97,30.97
SPLPETRO,41.33,41.33
RAMRAT,46.47,46.47
VIVIANA,76.31,76.31
CSLFINANCE,15.05,15.05
KORE,164.93,161.34
GOYALALUM,63.73,63.73
RUSTOMJEE,140.23,140.23
GENSOL,58.32,58.23
DBOL,25.64,25.64
GSLSU,56.71,56.71
SPORTKING,18.68,18.68
ALLETEC,72.25,72.25
MANORAMA,114.46,114.46
ISHAN,,248.74
GRMOVER,27.23,27.23
SYNCOMF,78.56,78.51
CLOUD,3.4,3.4
SULA,43.44,43.44
SIGNATURE,383.19,383.19
ANNAPURNA,69.78,69.78
KRITINUT,16.6,16.6
MEGAFLEX,58.93,58.93
KALAMANDIR,33.07,33.07
AVALON,209.43,209.43
CONCORDBIO,69.06,69.06
GRCL,153.76,153.76
BAIDFIN,18.84,18.84
QUICKTOUCH,14.69,14.69
AMIABLE,10.17,10.17
KAMOPAINTS,126.51,126.51
DOLLEX,11.19,11.19
BLUEJET,58.1,55.65
MVGJL,17.58,17.58
SCPL,20.38,20.38
SUKHJITS,16.67,16.67
ARHAM,48.82,48.82
MANKIND,49.78,49.78
SKYGOLD,67.08,67.08
ARIHANTACA,71.19,71.19
SATINDLTD,6.58,6.58
DIVGIITTS,52.28,52.28
PRITIKA,103.09,103.09
CMNL,24.43,24.09
SRIVASAVI,26.89,26.89
DIACABS,268.08,264.41
IKIO,40.15,40.15
MANOMAY,27.8,27.8
FAZE3Q,27.17,27.17
RBMINFRA,81.75,81.75
LLOYDSME,30.71,30.71
AARTIPHARM,26.71,26.71
RHL,55.71,55.71
SAHYADRI,17.16,17.16
NINSYS,64.12,64.12
DUCOL,41.36,41.36
SBFC,34.74,34.74
SBGLP,80.69,80.69
ASMS,359.23,346
HYBRIDFIN,13.2,12.96
VIAZ,28.71,28.71
ZAGGLE,97.86,97.86
AGARWALFT,353.8,353.8
HONASA,123.59,123.59
RISHABH,40.54,40.54
IRMENERGY,22.33,22.33
SAH,358.14,358.14
DENEERS,19.36,19.36
