SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,77.95,82.93
WHEELS,26.11,26.11
RIIL,124.57,124.57
PREMIERPOL,18.80,18.80
RAYMOND,68.81,14.91
RSWM,18.74,16.25
SHREDIGCEM,43.45,43.45
SESHAPAPER,20.81,20.81
SMLMAH,35.68,35.68
SUPERSPIN,72.09,
SUNDRMFAST,30.35,29.86
EXIDEIND,38.43,38.13
ELECON,36.66,43.81
CRISIL,35.20,35.20
LMW,129.08,122.35
NELCO,548.25,169.57
MASTEK,12.77,12.27
MAHSCOOTER,46.15,46.15
LUMAXIND,42.00,38.13
TRENT,89.97,88.96
CUMMINSIND,75.71,73.59
KCP,7.74,7.49
JAYBARMARU,13.24,12.80
JBCHEPHARM,49.63,48.29
INFY,15.74,15.28
INDIAGLYCO,26.51,26.44
IONEXCHANG,37.86,34.86
IFBIND,35.56,33.19
IGPL,620.39,620.39
HIMATSEIDE,15.74,15.74
GNFC,9.88,9.88
BPCL,5.56,5.50
BHARATFORG,87.55,80.18
BASF,36.26,36.26
FORCEMOT,19.82,22.65
ATUL,28.30,28.36
ARVIND,30.97,30.15
ACC,11.89,12.04
TMPV,,34.32
SCI,10.85,10.85
MRPL,15.14,15.14
LINDEINDIA,120.83,120.83
HINDPETRO,5.16,5.16
ESCORTS,23.17,23.53
BAJAJHLDNG,53.34,143.16
ASHOKLEY,25.37,23.68
VOLTAS,87.76,84.44
TITAN,75.93,74.81
TATASTEEL,23.26,21.84
SUNDARMFIN,24.75,24.06
SPIC,8.25,8.25
VEDL,7.40,6.74
SBIN,11.00,11.31
RELIANCE,18.81,18.81
PFIZER,28.52,27.24
NOCIL,48.57,45.74
BOSCHLTD,41.57,49.56
DRREDDY,25.72,25.72
BATAINDIA,65.01,93.62
DEEPAKFERT,26.23,26.23
CHAMBLFERT,10.76,10.76
CARBORUNIV,148.62,49.33
MAHSEAMLES,11.75,11.68
HINDOILEXP,33.72,69.42
DICIND,24.49,22.19
COROMANDEL,32.01,31.32
BALMLAWRIE,15.33,15.33
MOTOGENFIN,0.76,
MARALOVER,71.97,60.82
ASIANPAINT,62.33,60.71
RAMCOCEM,30.12,117.44
INDIACEM,,142.54
PGHL,31.62,31.62
BEML,104.97,104.97
ADOR,24.79,24.23
CENTENKA,10.75,10.60
TATACHEM,,228.33
TORNTPHARM,70.71,68.73
VTL,26.01,26.01
SUNDROP,124.18,124.18
FEDERALBNK,17.65,17.65
EPL,18.54,17.49
VLSFINANCE,34.52,34.52
SUPREMEIND,53.13,53.13
SRF,44.32,42.85
BIRLACABLE,36.98,36.98
BALRAMCHIN,33.01,33.01
AEGISLOG,31.26,31.26
WEIZMANIND,19.20,19.20
UNICHEMLAB,12.43,62.82
BBOX,83.00,65.50
HONAUT,61.67,60.72
JTEKTINDIA,48.13,45.43
SAURASHCEM,44.70,28.36
RANEHOLDIN,14.07,16.00
PRECOT,20.61,20.61
TATAELXSI,40.83,37.80
SUNPHARMA,37.36,34.42
KOHINOOR,1.19,
SHREYANIND,29.77,29.77
SANDESH,11.03,10.75
HCC,41.74,48.44
BAJAJHIND,37.61,33.89
APOLLOHOSP,61.62,61.16
ARE&M,17.13,21.79
ADANIENT,39.50,151.39
IVP,8.76,8.61
BALKRISIND,34.69,34.69
INDBANK,21.38,21.38
GINNIFILA,9.31,8.42
EICHERMOT,43.99,43.60
RAJSREESUG,99.24,35.85
GVT&D,101.16,97.59
NEULANDLAB,58.94,58.94
ONGC,6.67,6.63
ITI,99.70,
ZENSARTECH,13.63,13.30
TAINWALCHM,17.77,17.77
BERGEPAINT,55.27,53.35
BANARISUG,30.53,30.53
ANIKINDS,73.50,73.50
KPIL,22.63,23.09
JYOTISTRUC,26.10,26.10
IGARASHI,98.56,98.56
BSL,53.55,53.55
BLUEDART,46.37,40.32
JAYNECOIND,18.86,18.46
MUNJALSHOW,23.60,21.95
APCOTEXIND,26.64,26.76
SOTL,22.84,22.84
HSCL,46.05,46.05
RCF,16.96,18.44
RANASUG,0.72,
KARURVYSYA,11.34,11.34
DECCANCE,28.31,52.63
WSI,235.93,274.10
UFLEX,9.35,9.09
TATAPOWER,29.15,28.87
ADVANIHOTR,20.36,19.79
THOMASCOOK,23.44,22.91
SUNFLAG,32.75,31.67
SUBROS,29.32,28.37
SPMLINFRA,21.20,21.20
SIMPLEXINF,58.44,59.54
SIEMENS,102.47,102.47
BHARATRAS,16.79,15.28
WIPRO,14.49,14.49
VSTIND,15.05,15.05
JUBLPHARMA,39.24,35.35
UNIVCABLES,47.16,47.16
TATACOMM,54.20,51.21
TOKYOPLAST,129.72,129.72
SOMANYCERA,29.14,28.14
MURUDCERA,16.94,16.94
IFCI,55.04,53.19
HLVLTD,254.20,103.47
SANOFI,24.56,23.14
M&M,23.43,23.13
LIBERTSHOE,36.16,36.60
KAJARIACER,37.10,34.95
HEIDELBERG,25.73,24.76
MODTHREAD,12.55,12.55
MANGLMCEM,18.15,16.64
PRSMJOHNSN,100.68,
POLYPLEX,71.25,71.25
PIDILITIND,64.66,64.39
PCBL,60.79,65.44
3PLAND,26.58,26.58
OSWALAGRO,70.39,42.32
EIHAHOTELS,21.65,20.97
HONDAPOWER,34.64,31.13
JINDALSAW,17.50,17.50
SAIL,25.36,22.17
RUBYMILLS,24.70,24.70
STYRENIX,20.92,20.77
ABB,96.79,96.79
IDBI,9.01,9.01
GRAPHITE,74.79,74.00
CANFINHOME,10.67,10.67
BRITANNIA,48.96,48.96
BBL,26.33,26.33
ELECTCAST,29.59,25.38
DHAMPURSUG,14.23,14.23
DCMSHRIRAM,19.09,18.65
DABUR,41.30,41.04
COSMOFIRST,12.67,12.23
CIPLA,28.67,27.08
HEROMOTOCO,18.67,18.35
HDFCBANK,15.55,15.33
HARRMALAYA,13.46,13.46
GMBREW,13.26,13.26
GIPCL,6.32,6.32
ITC,17.70,17.49
INDIANHUME,11.67,17.91
HINDCOMPOS,19.91,19.00
IOC,5.03,5.03
OSWALGREEN,,17.29
HUHTAMAKI,11.07,11.09
RICOAUTO,34.40,30.50
KAMATHOTEL,12.91,17.66
IFBAGRO,15.32,15.32
BANCOINDIA,20.09,20.63
MANINDS,25.14,25.14
APOLLOTYRE,19.28,18.46
SIYSIL,12.32,12.32
SHANTIGEAR,45.22,43.25
PRECWIRE,49.83,49.83
ONWARDTEC,12.93,12.30
NILKAMAL,17.93,16.47
NCC,13.42,12.94
ICIL,54.28,54.28
SEAMECLTD,15.80,15.80
ELGIEQUIP,45.00,43.89
AUROPHARMA,22.95,22.65
BBTC,4.26,4.40
EIHOTEL,31.82,27.47
KANORICHEM,23.80,23.80
LICHSGFIN,5.43,5.43
GICHSGFIN,5.59,5.59
BEPL,13.73,13.73
RAIN,16.07,16.07
BANARBEADS,37.17,37.17
MOREPENLAB,29.95,39.54
WSTCSTPAPR,21.82,21.82
VENKEYS,14.29,14.29
GHCL,8.85,8.85
S&SPOWER,47.02,47.02
PRUDMOULI,6.55,6.55
PRAJIND,263.15,69.15
BPL,,273.48
PGHH,34.40,34.40
VESUVIUS,35.73,35.73
TFCILTD,28.45,28.45
BOMDYEING,102.16,99.23
GTL,0.22,
NAVNETEDUL,9.32,37.80
GUJALKALI,226.94,226.94
AGI,12.92,12.78
GLAXO,36.02,36.56
TATACONSUM,68.35,67.76
ZEEL,39.40,38.40
CHOLAFIN,27.39,27.39
INDHOTEL,45.03,49.76
FMGOETZE,13.72,12.91
KOTAKBANK,21.15,21.45
ORIENTHOT,29.51,29.24
GILLETTE,38.42,38.42
GOLDENTOBC,6.39,7.25
KANSAINER,30.29,28.11
FOSECOIND,45.56,40.11
ESABINDIA,42.49,46.11
3MINDIA,69.66,82.78
ANDHRAPAP,67.09,67.09
GABRIEL,64.73,62.15
SCHAEFFLER,53.56,53.56
AARTIIND,42.99,43.74
RALLIS,24.24,
AMJLAND,10.80,10.80
PRAKASH,8.13,8.13
MFSL,532.77,532.77
KSB,61.63,57.80
KOPRAN,34.17,34.17
HEG,47.30,47.30
GREAVESCOT,126.26,134.78
GODFRYPHLP,28.19,28.19
VARDMNPOLY,44.02,44.02
SURYAROSNI,20.05,20.05
TATAINVEST,107.55,107.55
GLFL,374.92,374.92
TIMKEN,67.24,67.24
SUDARSCHEM,619.52,126.44
SHREECEM,51.32,51.32
SAKHTISUG,7.68,7.68
IPCALAB,33.01,31.35
INGERRAND,54.70,53.22
JSWDULUX,7.39,39.67
HINDALCO,16.48,14.14
HINDZINC,17.24,17.26
HINDUNILVR,48.78,47.95
GSFC,10.07,10.07
GRASIM,21.14,20.64
AMBUJACEM,19.33,16.92
FINPIPE,19.02,19.02
FINCABLES,24.66,30.12
EIDPARRY,9.47,5.82
DCW,29.58,29.58
CGPOWER,123.80,121.31
SUDARCOLOR,18.47,13.04
CESC,14.17,14.17
