SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,73.12,77.85
WHEELS,23.44,23.44
RIIL,115.53,115.53
PREMIERPOL,19.78,19.78
RAYMOND,38.81,10.99
RSWM,43.53,30.94
SHREDIGCEM,44.35,44.35
SESHAPAPER,22.74,22.74
SMLMAH,33.53,33.53
SUNDRMFAST,31.23,30.72
FACT,2096.16,5052.46
EXIDEIND,35.51,35.23
EUROTEXIND,7.54,7.54
ELECON,34.64,41.39
CRISIL,36.85,36.85
LMW,134.53,126.90
NELCO,525.05,162.40
MASTEK,12.86,12.36
MAHSCOOTER,45.50,45.50
LUMAXIND,46.41,42.01
TRENT,86.08,85.11
KECL,78.65,45.66
CUMMINSIND,74.38,71.32
KCP,10.27,9.93
JAYBARMARU,13.01,12.28
JBCHEPHARM,44.35,44.35
INFY,16.08,15.61
INDIAGLYCO,30.91,30.81
IONEXCHANG,33.46,31.34
IFBIND,37.90,35.22
HIMATSEIDE,15.69,6.23
GNFC,11.38,11.38
GFLLIMITED,294.41,294.41
BPCL,5.87,5.77
BHARATFORG,76.77,74.19
BASF,41.84,42.55
FORCEMOT,20.79,23.76
ATUL,29.87,29.94
ARVIND,24.90,23.98
ACC,12.32,12.48
TMPV,56.02,16.82
SCI,13.68,13.68
MRPL,14.59,14.59
LINDEINDIA,118.75,118.75
HINDPETRO,5.36,5.36
ESCORTS,27.21,27.62
RELINFRA,0.27,0.33
BAJAJHLDNG,57.42,180.00
ASHOKLEY,26.55,24.39
VOLTAS,77.76,75.36
TITAN,81.29,79.39
TATASTEEL,30.07,28.10
SUNDARMFIN,25.60,24.95
SPIC,8.80,8.80
VEDL,7.27,6.62
SBIN,11.61,11.93
RELIANCE,20.71,20.71
PFIZER,25.08,28.11
NOCIL,53.47,50.54
BOSCHLTD,38.38,45.80
DRREDDY,19.50,19.50
BATAINDIA,52.11,48.29
DEEPAKFERT,18.55,18.55
CHAMBLFERT,9.95,9.95
CARBORUNIV,91.53,91.53
MAHSEAMLES,10.13,10.10
HINDOILEXP,20.17,28.98
DICIND,28.12,25.25
COROMANDEL,24.81,28.10
BALMLAWRIE,16.62,16.62
WILLAMAGOR,1.82,1.82
VINDHYATEL,95.90,95.90
MOTOGENFIN,70.01,70.01
ASIANPAINT,62.68,58.97
RAMCOCEM,38.41,194.53
INDIACEM,,142.31
PGHL,29.13,29.13
BEML,61.41,61.41
ADOR,22.56,22.06
CENTENKA,13.61,13.06
TATACHEM,,252.21
TORNTPHARM,63.34,62.42
VTL,24.17,24.17
SUNDROP,,62.66
FEDERALBNK,15.90,15.90
EPL,17.90,17.35
VLSFINANCE,12.86,12.86
SUPREMEIND,53.92,53.92
SRF,42.51,41.25
BIRLACABLE,60.50,60.50
BALRAMCHIN,25.83,25.83
AEGISLOG,26.00,26.00
WEIZMANIND,14.96,14.96
UNICHEMLAB,9.19,33.19
BBOX,55.13,42.86
HONAUT,54.59,53.78
JTEKTINDIA,51.92,50.12
SAURASHCEM,23.52,26.31
RANEHOLDIN,18.65,15.36
PRECOT,17.34,17.34
TATAELXSI,41.42,38.35
SUNPHARMA,39.77,35.78
KOHINOOR,0.26,
SHREYANIND,6.50,6.50
SANDESH,7.50,7.39
HCC,17.33,18.54
APOLLOHOSP,61.11,60.61
ARE&M,21.79,23.63
ADANIENT,33.13,126.96
IVP,11.11,10.86
BALKRISIND,32.48,32.48
INDBANK,21.83,21.83
GINNIFILA,9.43,8.48
EICHERMOT,43.38,42.98
GVT&D,107.57,102.80
NEULANDLAB,115.48,115.48
ONGC,8.35,8.34
ZENSARTECH,14.98,14.61
TAINWALCHM,18.07,18.07
BERGEPAINT,54.50,51.15
BANARISUG,31.91,31.91
ANIKINDS,77.16,77.16
KPIL,26.96,26.24
JYOTISTRUC,27.40,27.40
IGARASHI,88.37,88.37
BSL,35.38,35.38
BLUEDART,52.05,45.42
JAYNECOIND,24.16,23.65
MUNJALSHOW,16.84,15.98
APCOTEXIND,24.75,24.88
SOTL,15.97,15.97
HSCL,40.75,40.75
RCF,22.88,23.08
RANASUG,5.99,6.67
KARURVYSYA,12.50,12.50
DECCANCE,29.47,29.47
UFLEX,10.77,12.81
TATAPOWER,31.57,31.68
ADVANIHOTR,21.58,21.09
THOMASCOOK,17.52,17.12
SUNFLAG,27.62,26.75
SUBROS,31.22,30.18
SPMLINFRA,28.71,28.71
SIMPLEXINF,29.91,38.88
SIEMENS,80.85,80.85
BHARATRAS,17.39,16.21
WIPRO,15.90,15.90
VSTIND,15.02,15.02
JUBLPHARMA,34.51,31.80
UNIVCABLES,36.16,36.16
TATACOMM,44.45,42.00
TOKYOPLAST,137.91,137.91
SOMANYCERA,35.01,35.01
MURUDCERA,15.45,15.45
IFCI,36.28,35.07
HLVLTD,133.88,64.57
SANOFI,25.27,23.82
M&M,25.66,25.30
LIBERTSHOE,37.71,37.07
KAJARIACER,35.97,33.89
HEIDELBERG,26.04,25.51
MODTHREAD,13.77,13.77
MANGLMCEM,31.41,31.09
PRSMJOHNSN,44.65,
PIDILITIND,59.99,59.40
PCBL,61.49,66.20
3PLAND,28.90,28.90
OSWALAGRO,8.49,8.49
EIHAHOTELS,21.11,20.50
HONDAPOWER,31.55,28.23
JINDALSAW,16.30,16.30
SAIL,31.39,28.86
RUBYMILLS,16.35,16.35
STYRENIX,23.34,23.13
ABB,91.86,91.86
IDBI,8.74,8.74
GRAPHITE,42.61,40.00
CANFINHOME,10.99,10.99
BRITANNIA,57.37,57.37
BBL,26.83,26.83
ELECTCAST,17.46,16.09
DHAMPURSUG,14.62,14.62
DCMSHRIRAM,29.40,27.53
DABUR,43.43,43.15
COSMOFIRST,12.89,12.89
CIPLA,23.73,22.60
HEROMOTOCO,20.43,20.05
HDFCBANK,15.43,15.22
HARRMALAYA,16.22,16.22
GMBREW,13.93,13.93
GIPCL,16.81,16.81
ITC,19.14,18.92
INDIANHUME,2.93,17.25
