SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,72.19,76.86
WHEELS,19.18,19.18
RIIL,117.17,117.17
PREMIERPOL,20.06,20.06
RAYMOND,35.14,9.95
RSWM,39.31,27.94
SHREDIGCEM,30.40,30.40
SESHAPAPER,22.53,22.53
SMLMAH,39.69,39.69
SUNDRMFAST,30.75,30.22
FACT,2017.82,4863.64
EXIDEIND,33.95,33.67
EUROTEXIND,6.71,6.71
ELECON,26.77,31.99
CRISIL,39.39,39.39
LMW,128.77,121.46
NELCO,,324.46
MASTEK,13.89,13.67
MAHSCOOTER,41.37,47.72
LUMAXIND,50.95,46.12
TRENT,90.67,89.58
KECL,83.41,48.42
CUMMINSIND,70.85,67.93
KCP,9.02,8.72
JAYBARMARU,13.45,12.69
JBCHEPHARM,42.07,42.07
INFY,19.11,18.52
INDIAGLYCO,28.71,28.62
IONEXCHANG,32.25,30.21
IFBIND,33.96,31.55
HIMATSEIDE,16.14,6.41
GNFC,11.06,11.06
GFLLIMITED,289.16,289.16
BPCL,5.99,5.89
BHARATFORG,77.18,74.59
BASF,42.20,42.91
FORCEMOT,21.48,30.59
ATUL,32.25,32.25
ARVIND,24.09,23.20
ACC,10.25,10.79
TMPV,58.19,17.47
SCI,12.41,12.41
MRPL,14.19,14.19
LINDEINDIA,115.21,115.21
HINDPETRO,5.31,5.31
ESCORTS,27.87,28.29
BAJAJHLDNG,56.47,177.03
ASHOKLEY,29.18,26.81
VOLTAS,75.33,73.01
TITAN,83.12,81.18
TATASTEEL,29.85,27.89
SUNDARMFIN,28.04,27.34
SPIC,9.06,9.06
VEDL,18.48,16.90
SBIN,11.60,11.91
RELIANCE,18.66,18.66
PFIZER,26.04,29.19
NOCIL,48.87,46.19
BOSCHLTD,40.08,47.83
DRREDDY,18.51,18.51
BATAINDIA,53.94,49.98
DEEPAKFERT,17.25,17.25
CHAMBLFERT,10.21,10.21
CARBORUNIV,82.82,82.82
MAHSEAMLES,10.16,10.12
HINDOILEXP,19.73,28.35
DICIND,28.36,25.47
COROMANDEL,25.77,29.19
BALMLAWRIE,15.14,15.14
WILLAMAGOR,1.82,1.82
VINDHYATEL,88.29,88.29
MOTOGENFIN,71.82,71.82
ASIANPAINT,62.48,58.78
RAMCOCEM,41.52,210.28
INDIACEM,,66.08
PGHL,28.27,28.27
BEML,58.18,58.18
ADOR,25.92,23.99
CENTENKA,13.66,13.11
TATACHEM,102.29,55.57
TORNTPHARM,61.91,61.01
VTL,21.05,21.05
SUNDROP,,61.28
FEDERALBNK,16.70,16.70
EPL,18.33,17.76
VLSFINANCE,13.12,13.12
SUPREMEIND,63.57,63.57
SRF,41.72,40.49
BIRLACABLE,56.03,56.03
BALRAMCHIN,23.80,23.80
AEGISLOG,23.87,23.87
WEIZMANIND,14.95,14.95
UNICHEMLAB,8.28,29.90
BBOX,42.62,33.14
HONAUT,55.72,54.90
JTEKTINDIA,49.64,47.92
SAURASHCEM,24.93,27.90
RANEHOLDIN,18.22,15.01
PRECOT,16.60,16.60
TATAELXSI,49.30,45.36
SUNPHARMA,36.93,33.22
KOHINOOR,0.26,
SHREYANIND,6.76,6.76
SANDESH,6.83,6.73
HCC,14.63,15.65
APOLLOHOSP,59.65,59.17
ARE&M,19.03,20.64
ADANIENT,25.51,84.65
IVP,10.75,10.51
BALKRISIND,34.51,34.51
INDBANK,21.85,21.85
GINNIFILA,9.47,8.51
EICHERMOT,42.21,41.82
GVT&D,97.68,93.35
NEULANDLAB,107.43,107.43
ONGC,8.06,8.05
ZENSARTECH,18.07,17.61
TAINWALCHM,18.19,18.19
BERGEPAINT,54.71,51.34
BANARISUG,32.17,32.17
ANIKINDS,72.08,72.08
KPIL,25.13,24.46
JYOTISTRUC,31.43,31.43
IGARASHI,80.89,80.89
BSL,35.62,35.62
BLUEDART,49.01,42.76
JAYNECOIND,25.63,24.96
MUNJALSHOW,16.47,15.63
APCOTEXIND,23.93,24.06
SOTL,15.28,15.28
HSCL,35.08,35.08
RCF,22.63,22.82
RANASUG,6.07,6.76
KARURVYSYA,11.81,11.81
DECCANCE,29.69,29.69
UFLEX,9.72,11.57
TATAPOWER,30.51,30.61
ADVANIHOTR,21.13,20.65
THOMASCOOK,20.39,19.91
SUNFLAG,23.30,22.57
SUBROS,31.32,30.28
SPMLINFRA,26.05,26.05
SIMPLEXINF,29.03,37.73
SIEMENS,75.15,75.15
BHARATRAS,19.64,18.31
WIPRO,16.66,16.66
VSTIND,14.04,14.04
JUBLPHARMA,33.60,30.96
UNIVCABLES,29.88,29.88
TATACOMM,29.80,42.38
TOKYOPLAST,80.42,80.42
SOMANYCERA,32.59,32.59
MURUDCERA,15.12,15.12
IFCI,24.75,24.30
HLVLTD,133.57,64.42
SANOFI,25.10,23.72
M&M,26.62,26.25
LIBERTSHOE,39.12,38.45
KAJARIACER,46.61,43.67
HEIDELBERG,25.77,25.25
MODTHREAD,14.34,14.34
MANGLMCEM,30.73,30.41
PRSMJOHNSN,41.37,
PIDILITIND,58.51,57.94
PCBL,43.33,46.44
3PLAND,30.37,30.37
OSWALAGRO,8.83,8.83
EIHAHOTELS,20.69,20.10
HONDAPOWER,31.17,27.89
JINDALSAW,16.48,16.48
