SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,55.92,55.92
WHEELS,18.34,18.34
RIIL,129.04,129.04
PREMIERPOL,15.97,15.97
RAYMOND,24.10,10.95
RSWM,110.04,110.04
SHREDIGCEM,25.94,25.94
SESHAPAPER,20.93,20.93
SMLMAH,31.52,31.52
SUNDRMFAST,35.87,35.87
FACT,550.38,653.28
EXIDEIND,37.75,37.75
EUROTEXIND,9.03,9.03
ELECON,22.90,26.39
CRISIL,62.00,62.00
LMW,139.78,139.01
NELCO,468.64,468.64
MASTEK,18.30,18.14
MAHSCOOTER,46.85,54.05
LUMAXIND,51.89,51.89
TRENT,96.81,96.81
KECL,334.57,
CUMMINSIND,59.00,59.27
KCP,8.91,8.22
JAYBARMARU,15.01,15.01
JBCHEPHARM,41.45,41.45
INFY,22.33,22.33
INDIAGLYCO,32.80,32.80
IONEXCHANG,25.97,25.97
IFBIND,52.98,52.98
IGPL,37.63,37.63
HIMATSEIDE,22.30,8.39
GNFC,13.20,13.20
BPCL,8.25,8.13
BHARATFORG,61.64,61.45
BASF,49.22,50.00
FORCEMOT,22.04,28.94
ATUL,30.37,30.37
ARVIND,20.49,20.49
ACC,10.40,10.74
TMPV,7.10,6.92
SCI,15.59,15.59
MRPL,29.34,29.34
LINDEINDIA,98.42,98.42
HINDPETRO,7.34,7.34
ESCORTS,31.82,33.44
RELINFRA,0.78,0.90
BAJAJHLDNG,69.15,212.58
ASHOKLEY,24.19,24.30
VOLTAS,58.19,58.19
TITAN,81.79,81.79
TATASTEEL,55.47,51.55
SUNDARMFIN,27.96,27.96
SPIC,13.99,13.99
VEDL,11.43,10.61
SBIN,10.67,10.98
RELIANCE,20.76,20.76
PFIZER,29.08,34.78
NOCIL,45.75,45.75
BOSCHLTD,41.29,49.63
DRREDDY,17.49,17.49
BATAINDIA,79.11,72.52
DEEPAKFERT,17.76,17.76
CHAMBLFERT,10.93,10.93
CARBORUNIV,104.44,157.97
MAHSEAMLES,9.32,9.29
HINDOILEXP,13.36,17.04
DICIND,32.58,33.83
COROMANDEL,26.55,30.02
BALMLAWRIE,16.73,16.73
WILLAMAGOR,1.30,1.30
VINDHYATEL,20.54,20.54
MOTOGENFIN,133.06,133.06
ASIANPAINT,72.64,67.76
RAMCOCEM,66.26,148.05
INDIACEM,332.36,82.39
PGHL,32.14,32.14
BEML,56.52,56.52
ADOR,32.72,32.14
CENTENKA,16.71,16.71
TATACHEM,93.50,52.43
TORNTPHARM,60.37,59.64
VTL,15.82,15.82
SUNDROP,,71.22
FEDERALBNK,14.59,14.59
EPL,15.48,15.35
SUPREMEIND,65.21,65.21
SRF,53.21,53.21
BIRLACABLE,91.43,91.43
BALRAMCHIN,24.48,24.48
AEGISLOG,30.12,30.12
WEIZMANIND,19.40,19.40
UNICHEMLAB,24.87,24.87
BBOX,43.38,33.97
HONAUT,61.70,61.70
JTEKTINDIA,61.87,62.35
SAURASHCEM,31.88,42.40
RANEHOLDIN,10.20,62.61
PRECOT,11.90,11.90
TATAELXSI,48.37,48.37
SUNPHARMA,38.73,35.07
KOHINOOR,0.31,
SHREYANIND,5.47,5.47
SANDESH,10.55,10.64
HCC,13.67,
APOLLOHOSP,63.94,63.94
ARE&M,19.58,24.02
ADANIENT,48.68,120.67
IVP,16.89,16.89
BALKRISIND,32.49,32.49
INDBANK,26.81,26.81
GINNIFILA,19.14,15.59
EICHERMOT,45.32,45.32
GVT&D,86.22,86.22
NEULANDLAB,96.77,119.01
ONGC,7.46,7.44
ZENSARTECH,23.46,23.46
TAINWALCHM,25.41,25.41
BERGEPAINT,59.94,58.39
BANARISUG,37.58,37.58
JINDALPOLY,,43.51
ANIKINDS,91.40,91.40
KPIL,26.94,26.94
JYOTISTRUC,31.73,31.73
IGARASHI,99.62,99.62
BSL,32.64,32.64
BLUEDART,54.65,54.65
JAYNECOIND,18.73,18.73
MUNJALSHOW,20.71,20.71
APCOTEXIND,28.30,30.11
SOTL,19.15,19.15
HSCL,34.21,34.21
RCF,28.39,28.67
RANASUG,6.01,6.01
KARURVYSYA,11.37,11.37
DECCANCE,68.71,68.71
ARENTERP,171.85,171.85
UFLEX,12.59,9.77
TATAPOWER,30.01,29.05
ADVANIHOTR,21.01,21.01
THOMASCOOK,28.41,27.76
SUNFLAG,23.86,23.86
SUBROS,41.10,41.10
SPMLINFRA,33.35,33.35
SIMPLEXINF,95.12,220.72
SIEMENS,139.45,139.45
BHARATRAS,31.14,28.95
WIPRO,18.62,18.62
VSTIND,11.91,15.44
JUBLPHARMA,38.17,36.60
UNIVCABLES,38.65,38.65
TATACOMM,38.06,58.45
TOKYOPLAST,90.74,90.74
SOMANYCERA,38.12,37.18
MURUDCERA,25.08,25.08
IFCI,29.47,29.24
HLVLTD,33.89,35.25
SANOFI,37.78,38.63
M&M,32.99,32.99
LIBERTSHOE,39.51,39.30
KAJARIACER,45.46,45.46
KABRAEXTRU,85.46,308.49
HEIDELBERG,32.97,32.97
MODTHREAD,50.41,50.41
MANGLMCEM,26.81,26.81
PRSMJOHNSN,49.27,1189.09
POLYPLEX,14.63,14.63
PIDILITIND,65.92,65.38
PCBL,37.72,37.68
3PLAND,35.04,35.04
OSWALAGRO,7.58,7.58
EIHAHOTELS,24.01,23.92
HONDAPOWER,35.22,35.22
JINDALSAW,10.05,10.05
SAIL,27.60,25.18
RUBYMILLS,16.22,16.22
STYRENIX,18.12,18.12
ABB,77.89,77.89
IDBI,11.49,11.49
GRAPHITE,28.44,28.44
CANFINHOME,12.74,12.74
BRITANNIA,63.37,63.37
BBL,22.70,22.70
ELECTCAST,10.68,10.68
DHAMPURSUG,16.69,16.69
DCMSHRIRAM,27.24,27.24
DABUR,51.32,51.32
COSMOFIRST,15.82,15.82
CIPLA,22.39,22.39
HEROMOTOCO,23.69,23.69
HDFCBANK,20.49,20.24
HARRMALAYA,13.17,13.17
GMBREW,19.22,19.22
GIPCL,13.56,13.56
ITC,25.08,25.16
INDIANHUME,3.45,18.41
HINDCOMPOS,20.65,15.14
IOC,10.34,10.67
OSWALGREEN,79.29,79.29
HUHTAMAKI,28.98,29.29
RICOAUTO,35.78,34.49
KAMATHOTEL,17.28,25.15
IFBAGRO,26.19,26.19
BANCOINDIA,26.50,26.50
MANINDS,17.68,17.68
APOLLOTYRE,39.87,42.21
SIYSIL,16.98,16.98
SHANTIGEAR,39.99,39.99
PRECWIRE,43.23,43.23
ONWARDTEC,16.00,16.00
NILKAMAL,20.51,20.51
NCC,14.22,14.22
ICIL,25.89,25.89
SEAMECLTD,22.88,22.91
