SYMBOL,SYMBOL P/E,ADJUSTED P/E
ADROITINFO,13.15,13.15
JAICORPLTD,76.36,76.36
MAHAPEXLTD,27.81,39.47
ASAHIINDIA,52.21,52.21
KOTHARIPRO,31.51,31.51
SOUTHBANK,4.89,4.89
ITDCEM,26.49,26.49
CYIENT,29.11,27.65
CYBERTECH,21.63,21.63
GOACARBON,16.39,16.39
STCINDIA,19.13,12.26
RSSOFTWARE,22.41,22.41
NATIONALUM,12.74,14.17
ALEMBICLTD,25.87,25.87
ICDSLTD,35.79,35.79
BSOFT,24.58,24.58
STAR,42.94,39.93
ZYDUSLIFE,22.56,22.56
RAJESHEXPO,181.75,181.75
SHREERAMA,30.35,30.35
NRBBEARING,10.2,25.74
GEPIL,128.1,128.1
BLBLIMITED,9.78,9.78
BLUESTARCO,68.98,68.98
PNBGILTS,9.23,9.5
REPRO,275.9,275.9
USHAMART,27.19,27.19
TRIDENT,49.66,49.66
UNITDSPR,73.11,72.08
TCI,28.95,28.75
OLECTRA,106.09,114.28
TIMESGTY,70.66,70.66
NUCLEUS,19.02,19.02
GODREJIND,23.12,23.12
UCOBANK,22.8,22.8
NSIL,57.43,57.43
IGL,19.52,19.52
SIL,43.44,43.44
PTC,10.04,9.81
XPROINDIA,51.29,49.38
CENTEXT,21.98,22.31
COFORGE,63.62,64.31
GULFPETRO,13.27,13.27
ASTRAMICRO,57.83,57.83
XCHANGING,40.39,40.39
CONSOFINVT,11.01,11.01
GOKEX,45.66,45.66
ALLDIGI,17.29,21.24
SHOPERSTOP,411.56,337.47
SURYALAXMI,88.43,31.68
63MOONS,46.14,46.14
VHL,,1669.33
YESBANK,33.35,33.35
IMPAL,17.68,17.68
AURIONPRO,50.25,50.25
AIAENG,31.13,31.15
ORIENTCER,35.91,40.69
VIMTALABS,32.6,32.6
NITINSPIN,14.11,14.11
ENIL,36.71,36.71
KEC,60.97,60.97
BLKASHYAP,26.68,28.77
SOLARINDS,90.35,90.35
SUNTV,15.64,15.64
RSYSTEMS,41.07,41.07
BALPHARMA,24.02,24.02
RATNAMANI,41.3,41.3
ALLCARGO,102.92,84.14
EMAMILTD,36.44,36.21
TECHM,49.57,49.7
ANANTRAJ,65.57,65.57
ALICON,27.61,27.61
FIEMIND,20.75,20.75
NAUKRI,143.62,156.68
SOBHA,383.7,383.77
PLASTIBLEN,18.52,18.52
HBLPOWER,47.9,44.98
VEEDOL,23.89,23.89
AUTOIND,20.8,21.31
UNOMINDA,69.5,71.68
TIIL,21.08,20.56
FSL,45.47,45.47
PAGEIND,82.36,82.36
ASTRAL,88.88,88.88
BALAMINES,30.78,30.78
NDLVENTURE,333.18,333.18
BFUTILITIE,20.3,20.3
ALPHAGEO,15.83,11.12
INSECTICID,17.03,17.03
HGS,58.53,58.53
ADSL,29.16,29.16
CIEINDIA,21.9,21.9
INDOWIND,36.21,36.21
KSCL,13.5,13.5
ENERGYDEV,44.63,44.63
ADANIPORTS,27.95,26.63
RGL,22.59,22.59
COLPAL,51.16,51.16
ECLERX,30.42,30.34
TARIL,107.66,107.66
MANAKSIA,7.87,5.97
CORDSCABLE,20.89,20.89
HERCULES,25.36,25.36
SEPC,141.7,141.7
GSS,23.84,23.84
RECLTD,8.99,8.99
NESCO,18.31,18.31
TITAGARH,46.93,46.67
BAJAJFINSV,16.1,16.1
GOKUL,335.87,26.36
LOTUSEYE,95.2,96.4
VINYLINDIA,25.15,25.15
ZFCVINDIA,68.49,68.49
TPHQ,19.16,19.16
HINDNATGLS,2.88,1.18
MHRIL,63.57,63.57
EXCEL,80.62,80.62
NHPC,22.95,22.95
AMRUTANJAN,41.67,41.67
SHILPAMED,156.71,168.68
AHLUCONT,19.3,32.04
GODREJPROP,49.41,49.41
BEARDSELL,19.55,19.55
WHIRLPOOL,73.27,70.13
THANGAMAYL,53.53,53.53
HATHWAY,41.08,40.73
MANINFRA,26.15,26.15
SJVN,41.23,44.05
BLISSGVS,17.01,7.49
IITL,10.73,14.19
PRAKASHSTL,4.01,88.03
SASTASUNDR,8.65,8.72
RAMKY,15.66,15.66
ASHOKA,6.53,7.07
JWL,50.34,50.34
COALINDIA,7.3,7.3
JINDWORLD,68.08,68.08
A2ZINFRA,10.97,
SURANASOL,432.83,432.83
DHUNINV,16.87,16.87
VADILALIND,19.03,19.03
VSTTILLERS,32.43,32.36
MAITHANALL,3.82,3.82
ELGIRUBCO,21.67,134.24
FILATEX,24.37,24.37
THERMAX,79.82,92.18
RIIL,147.36,147.36
RAYMOND,17.7,17.43
SHREDIGCEM,15.42,15.42
SMLISUZU,19.25,19.25
SUNDRMFAST,45.77,45.77
LMW,81.37,81.37
NELCO,99.19,99.19
LUMAXIND,41.68,41.68
KECL,82.87,289.02
KCP,8.74,8.45
INFY,28.76,28.76
IONEXCHANG,42.83,42.83
IFBIND,53.95,53.95
GNFC,15.55,15.55
BHARATFORG,70.92,63.94
FORCEMOT,21.99,21.99
ARVIND,28.86,28.87
TATAMOTORS,8.73,8.7
LINDEINDIA,130.4,130.4
ESCORTS,34.68,34.68
ASHOKLEY,22.52,22.91
ZUARIIND,1.41,
SUNDARMFIN,30.52,29.27
VEDL,10.73,12.1
PFIZER,38.56,38.98
BATAINDIA,48.72,69.82
CARBORUNIV,61.5,61.5
BALMLAWRIE,18.7,18.7
MOTOGENFIN,59.21,59.21
ABREL,95.29,95.29
CENTENKA,18.45,18.45
ATFL,594.04,2231.34
EPL,32.44,31
SUPREMEIND,59.5,59.5
AEGISLOG,38.73,38.73
WEIZMANIND,22.1,22.1
BBOX,52.37,40.62
JTEKTINDIA,40.17,40.17
ARE&M,23.54,23.54
ADANIENT,55.89,54.01
INDBANK,18.01,18.01
GVT&D,115.27,115.27
ONGC,7.76,7.51
TIL,7.33,
KPIL,36.89,36.89
BSL,21.56,21.56
JAYNECOIND,159.38,91.97
RCF,49.33,54.39
TATAPOWER,38.63,37.18
SUNFLAG,24.4,24.4
BHARATRAS,33.52,33.53
JUBLPHARMA,31.87,26.21
SOMANYCERA,30.89,32.18
HLVLTD,45.11,49.71
M&M,30.06,30.06
KAJARIACER,45.94,45.91
