SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,72.64,77.27
WHEELS,25.99,25.99
RIIL,108.38,108.38
PREMIERPOL,16.70,16.70
RAYMOND,58.60,12.70
RSWM,14.52,12.59
SHREDIGCEM,42.47,42.47
SESHAPAPER,21.65,21.65
SMLMAH,31.73,31.73
SUNDRMFAST,29.51,29.04
FACT,2003.35,4828.77
EXIDEIND,33.91,33.64
EUROTEXIND,7.83,7.83
ELECON,31.91,38.13
CRISIL,35.61,35.61
LMW,136.32,128.58
NELCO,497.02,153.73
MASTEK,11.91,11.45
MAHSCOOTER,43.73,43.73
LUMAXIND,47.43,42.93
TRENT,83.46,82.53
KECL,68.68,39.87
CUMMINSIND,74.51,71.44
KCP,9.05,8.75
JAYBARMARU,11.93,11.26
JBCHEPHARM,48.10,46.81
INFY,15.72,15.26
INDIAGLYCO,27.45,27.37
IONEXCHANG,31.51,29.51
IFBIND,33.83,31.44
IGPL,618.94,618.94
HIMATSEIDE,13.03,5.18
GNFC,9.57,9.57
GFLLIMITED,270.29,270.29
BPCL,5.46,5.37
BHARATFORG,82.27,75.35
BASF,43.93,44.67
FORCEMOT,21.02,24.02
ATUL,29.58,29.65
ARVIND,29.48,28.70
ACC,11.98,12.13
TMPV,,30.80
SCI,12.11,12.11
MRPL,13.56,13.56
LINDEINDIA,115.21,115.21
HINDPETRO,4.61,4.61
ESCORTS,24.33,24.70
RELINFRA,0.24,0.30
BAJAJHLDNG,52.85,141.83
ASHOKLEY,24.96,22.93
VOLTAS,82.81,79.68
TITAN,72.99,71.91
TATASTEEL,24.89,23.37
SUNDARMFIN,26.16,25.50
SPIC,8.52,8.52
VEDL,8.06,7.35
SBIN,10.18,10.46
RELIANCE,18.91,18.91
PFIZER,30.77,29.40
NOCIL,48.54,45.71
BOSCHLTD,39.77,47.47
DRREDDY,26.81,26.81
BATAINDIA,49.08,45.48
DEEPAKFERT,18.31,18.31
CHAMBLFERT,10.04,10.04
CARBORUNIV,153.19,50.85
MAHSEAMLES,10.06,10.03
HINDOILEXP,21.50,30.89
DICIND,25.21,22.84
COROMANDEL,28.55,27.94
BALMLAWRIE,15.61,15.61
WILLAMAGOR,1.84,1.84
VINDHYATEL,104.65,104.65
MOTOGENFIN,68.55,68.55
MARALOVER,67.63,57.15
ASIANPAINT,66.92,62.96
RAMCOCEM,36.96,187.19
INDIACEM,,146.48
PGHL,29.72,29.72
BEML,59.10,59.10
ADOR,22.61,22.11
CENTENKA,13.81,13.25
TATACHEM,,228.61
TORNTPHARM,65.45,64.50
VTL,24.51,24.51
SUNDROP,127.84,127.84
FEDERALBNK,15.62,15.62
EPL,17.32,16.33
VLSFINANCE,12.79,12.79
SUPREMEIND,52.20,52.20
SRF,42.64,41.22
BIRLACABLE,60.71,60.71
BALRAMCHIN,31.95,31.95
AEGISLOG,24.83,24.83
WEIZMANIND,14.61,14.61
UNICHEMLAB,8.95,32.32
BBOX,77.96,60.61
HONAUT,50.20,49.46
JTEKTINDIA,46.50,43.88
SAURASHCEM,46.22,29.33
RANEHOLDIN,13.86,15.77
PRECOT,18.16,18.16
TATAELXSI,41.18,38.13
SUNPHARMA,41.56,37.39
KOHINOOR,0.25,
SHREYANIND,6.30,6.30
SANDESH,6.89,6.79
HCC,34.68,40.25
APOLLOHOSP,63.35,62.83
ARE&M,19.93,21.61
ADANIENT,35.85,137.38
IVP,11.90,11.63
BALKRISIND,32.92,32.92
INDBANK,21.35,21.35
GINNIFILA,8.71,7.88
EICHERMOT,40.92,40.54
GVT&D,91.91,88.66
NEULANDLAB,57.55,57.55
ONGC,8.47,8.46
ZENSARTECH,14.28,13.93
TAINWALCHM,18.31,18.31
BERGEPAINT,56.80,54.82
BANARISUG,31.91,31.91
ANIKINDS,71.27,71.27
KPIL,20.52,20.94
JYOTISTRUC,25.78,25.78
IGARASHI,89.22,89.22
BSL,34.93,34.93
BLUEDART,46.99,40.86
JAYNECOIND,21.97,21.50
MUNJALSHOW,17.19,16.32
APCOTEXIND,24.70,24.81
SOTL,15.42,15.42
HSCL,36.85,36.85
