SYMBOL,SYMBOL P/E,ADJUSTED P/E
NAHARINDUS,36.53,32.54
ORIENTCER,33.32,36.81
VIMTALABS,27.83,27.83
ROHLTD,20.37,20.37
GSPL,10.17,10.36
SAKUMA,18.14,18.14
JKCEMENT,38.93,39.37
M&MFIN,17.89,17.89
KEI,60.8,60.78
SOLARINDS,100.4,100.4
SUNTV,16.65,16.65
EMKAY,12.8,12.8
BALPHARMA,26.66,26.66
KAMDHENU,26.49,26.49
EMAMILTD,43.03,42.75
TECHM,61.97,62.05
ANANTRAJ,74.29,74.29
GEECEE,19.28,19.28
INSPIRISYS,28.22,28.22
GESHIP,6.02,6.02
LTFOODS,23.28,23.28
VENUSREM,14.86,14.86
PLASTIBLEN,19.48,19.48
TANLA,20.73,20.73
PTL,21.39,21.39
GANDHITUBE,18.52,18.52
UNOMINDA,74.67,76.48
TTL,21.76,60.52
SMSPHARMA,50.39,50.39
ASTRAL,92.88,92.88
THEMISMED,75.77,75.77
ICRA,45.83,45.83
NDLVENTURE,270.84,270.84
SRHHYPOLTD,18.03,16.24
INSECTICID,20.24,20.24
HGS,61.89,61.89
DLF,120.39,120.39
MEGASOFT,97.89,97.89
KPRMILL,38.94,38.94
INDOWIND,37.41,37.41
CENTUM,,4232.63
MANGCHEFER,10.19,10.19
RELIGARE,30.9,87.39
EDELWEISS,20.34,20.34
RGL,16.69,16.69
COLPAL,71.08,71.08
ECLERX,28.35,28.28
TARIL,120.35,120.35
DVL,27.09,27.09
PATINTLOG,26.4,26.4
ARIES,15.26,15.26
CEATLTD,19.41,18.23
JKIL,15.87,15.87
KNRCON,11.13,11.13
SEPC,155.87,155.87
NAHARCAP,13.13,13.13
VGUARD,64.92,64.92
TITAGARH,48.37,48.1
BAJAJ-AUTO,41.92,41.92
DIGISPICE,13.39,35.85
RPGLIFE,47.59,47.59
RANEENGINE,27.71,22.51
ARCHIDPLY,107.98,107.98
VINYLINDIA,28.99,28.99
ZFCVINDIA,70.41,70.41
JOCIL,70.61,70.61
COUNCODOS,33.4,33.4
TPHQ,22.6,22.6
AJMERA,18.98,18.98
ADANIPOWER,15.09,15.09
GLOBUSSPR,43.57,43.57
ZYDUSWELL,40,40
SHILPAMED,143.68,154.65
GODREJPROP,65.35,65.35
BEARDSELL,21.31,21.31
NESTLEIND,76.49,76.71
JUBLFOOD,107.79,186.11
EMMBI,22.42,22.42
LGBBROSLTD,14.59,15.27
ISFT,21.87,21.87
KSL,20.08,20.08
UMESLTD,116.28,116.28
IMFA,9.63,9.63
PRAKASHSTL,3.96,67.11
SASTASUNDR,7.82,7.88
GREENPOWER,62.88,98.35
BEDMUTHA,25.14,25.14
PRESTIGE,46.39,46.39
IOLCP,21.38,21.38
RPPINFRA,10.07,10.07
RKDL,,86.75
SHEKHAWATI,.96,7.23
KICL,36.58,48.5
JUBLINDS,69.43,35.23
HINDMOTORS,14.85,14.85
LOVABLE,58.38,58.38
VADILALIND,19.3,19.3
OMINFRAL,33.78,33.78
DELPHIFX,19.24,19.24
DHANUKA,26.09,26.09
INVENTURE,12.95,11.26
LTF,16.99,16.99
WHEELS,26.43,26.43
RIIL,162.96,162.96
RAYMOND,16.44,15.81
SHREDIGCEM,16.26,16.26
SMLISUZU,21.33,21.33
SUNDRMFAST,55.25,55.25
LAXMIMACH,63.51,63.51
PEL,,131.47
