SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,52.24,52.24
WHEELS,18.61,18.61
RIIL,125.39,125.39
PREMIERPOL,16.49,16.49
RAYMOND,13.64,13.64
SHREDIGCEM,48.17,48.17
SESHAPAPER,18.58,18.58
SMLMAH,38.62,38.62
SUNDRMFAST,36.22,36.22
FACT,610.21,738.40
EXIDEIND,36.85,36.85
ELECON,21.62,24.93
CRISIL,42.94,42.94
LMW,155.52,154.54
NELCO,267.51,267.51
MASTEK,16.94,17.15
MAHSCOOTER,67.13,83.62
LUMAXIND,73.10,73.10
TRENT,97.48,97.48
KECL,297.49,
CUMMINSIND,66.52,66.86
KCP,8.02,7.40
JAYBARMARU,20.70,20.70
JBCHEPHARM,41.26,41.26
INFY,24.78,24.78
INDIAGLYCO,34.96,34.96
IONEXCHANG,25.85,25.85
IFBIND,53.35,53.35
IGPL,19.67,19.67
HIMATSEIDE,22.02,8.29
GNFC,13.12,13.12
BPCL,10.54,10.38
BHARATFORG,67.76,67.54
BASF,42.81,43.49
FORCEMOT,27.77,39.43
ATUL,35.21,35.21
ARVIND,21.95,21.95
ACC,13.64,14.13
TMPV,6.28,6.12
SCI,11.62,11.62
LINDEINDIA,113.68,113.68
HINDPETRO,9.33,9.33
ESCORTS,33.43,35.13
BAJAJHLDNG,61.83,190.08
ASHOKLEY,30.26,30.39
VOLTAS,60.13,60.13
TITAN,93.89,93.89
TATASTEEL,52.23,48.54
SUNDARMFIN,31.06,31.06
SPIC,12.95,12.95
VEDL,11.53,12.75
SBIN,11.08,11.08
RELIANCE,22.61,22.61
PFIZER,28.67,34.29
NOCIL,28.17,28.17
BOSCHLTD,40.21,48.33
DRREDDY,18.71,18.71
BATAINDIA,58.56,55.75
DEEPAKFERT,15.99,15.99
CHAMBLFERT,11.62,11.62
CARBORUNIV,80.01,110.81
MAHSEAMLES,8.43,8.40
HINDOILEXP,13.79,17.60
DICIND,27.41,28.33
COROMANDEL,31.09,35.40
BALMLAWRIE,15.48,15.48
WILLAMAGOR,1.18,1.18
VINDHYATEL,21.78,21.78
MOTOGENFIN,118.48,118.48
ASIANPAINT,76.96,71.78
RAMCOCEM,77.96,216.64
INDIACEM,,591.11
PGHL,31.31,31.31
BEML,51.19,51.19
ADOR,49.79,41.88
CENTENKA,16.34,16.34
TATACHEM,56.05,40.61
TORNTPHARM,64.58,64.03
VTL,15.90,15.90
SUNDROP,,63.66
FEDERALBNK,15.91,15.91
EPL,17.42,17.28
VLSFINANCE,40.96,40.96
SUPREMEIND,54.42,54.42
SRF,64.46,64.46
BIRLACABLE,66.99,66.99
BALRAMCHIN,23.51,23.51
AEGISLOG,32.04,32.04
WEIZMANIND,18.19,18.19
UNICHEMLAB,24.28,24.28
BBOX,40.77,31.93
HONAUT,57.64,57.64
JTEKTINDIA,56.14,56.58
SAURASHCEM,66.88,171.99
RANEHOLDIN,8.87,54.44
PRECOT,10.94,10.94
TATAELXSI,45.38,45.38
SUNPHARMA,40.46,36.60
KOHINOOR,0.29,
SHREYANIND,4.45,4.45
SANDESH,9.78,9.86
HCC,15.15,
APOLLOHOSP,63.75,63.75
ARE&M,19.83,21.76
ADANIENT,62.99,74.43
IVP,17.14,17.14
BALKRISIND,30.73,30.73
INDBANK,20.09,20.09
GINNIFILA,18.36,14.96
EICHERMOT,48.20,48.20
GVT&D,104.76,104.76
NEULANDLAB,111.64,149.82
ONGC,7.40,7.38
ZENSARTECH,24.96,24.96
TAINWALCHM,27.12,27.12
BERGEPAINT,57.29,55.90
BANARISUG,39.80,39.80
JINDALPOLY,,39.37
ANIKINDS,64.80,64.80
KPIL,28.74,28.74
JYOTISTRUC,28.61,28.61
IGARASHI,74.26,74.26
BSL,25.39,25.39
BLUEDART,52.44,52.44
JAYNECOIND,31.77,31.77
MUNJALSHOW,19.75,19.75
APCOTEXIND,34.64,34.64
SOTL,20.27,20.27
HSCL,39.73,39.73
RCF,27.60,27.87
RANASUG,5.28,5.28
KARURVYSYA,12.10,12.10
DECCANCE,53.65,53.65
ARENTERP,176.92,176.92
UFLEX,11.71,9.09
TATAPOWER,28.97,28.05
ADVANIHOTR,21.22,21.22
THOMASCOOK,26.70,26.09
SUNFLAG,24.49,24.49
SUBROS,36.89,36.89
SPMLINFRA,28.06,28.06
SIMPLEXINF,84.02,194.96
SIEMENS,54.86,54.86
BHARATRAS,27.75,25.80
WIPRO,21.11,21.11
VSTIND,14.75,20.53
JUBLPHARMA,37.66,35.64
UNIVCABLES,48.58,48.58
TATACOMM,35.71,55.12
TOKYOPLAST,105.10,105.10
SOMANYCERA,32.37,31.64
MURUDCERA,21.09,21.09
IFCI,28.60,28.38
HLVLTD,30.82,32.05
SANOFI,25.87,26.32
M&M,34.12,34.12
LIBERTSHOE,39.00,34.86
KAJARIACER,46.61,46.61
KABRAEXTRU,35.86,52.18
HEIDELBERG,34.05,34.05
MODTHREAD,47.22,47.22
MANGLMCEM,35.60,35.60
PRSMJOHNSN,192.74,
POLYPLEX,12.86,12.86
PIDILITIND,67.47,66.91
PCBL,29.53,29.50
3PLAND,32.39,32.39
OSWALAGRO,6.44,6.44
EIHAHOTELS,23.12,22.11
HONDAPOWER,32.46,32.46
JINDALSAW,7.56,7.56
SAIL,21.24,21.11
RUBYMILLS,16.44,16.44
STYRENIX,15.67,15.67
ABB,61.31,61.31
IDBI,13.67,13.67
GRAPHITE,31.39,31.39
CANFINHOME,14.04,14.04
BRITANNIA,66.12,66.11
BBL,22.61,22.61
ELECTCAST,8.34,8.34
DHAMPURSUG,15.44,15.44
