SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,78.15,83.13
WHEELS,26.71,26.71
RIIL,115.16,115.16
PREMIERPOL,18.43,18.43
RAYMOND,67.72,14.67
RSWM,19.28,16.72
SHREDIGCEM,43.61,43.61
SESHAPAPER,21.44,21.44
SMLMAH,35.18,35.18
SUPERSPIN,69.65,
SUNDRMFAST,29.80,29.32
EXIDEIND,38.76,38.46
ELECON,35.38,42.27
CRISIL,33.92,33.92
LMW,128.77,122.05
NELCO,545.94,168.86
MASTEK,12.10,11.63
MAHSCOOTER,45.39,45.39
LUMAXIND,41.92,38.05
TRENT,85.55,84.59
CUMMINSIND,74.36,72.28
KCP,7.78,7.52
JAYBARMARU,11.42,11.05
JBCHEPHARM,51.09,49.72
INFY,15.37,14.92
INDIAGLYCO,26.85,26.77
IONEXCHANG,35.82,32.98
IFBIND,36.00,33.59
IGPL,604.71,604.71
HIMATSEIDE,15.36,15.36
GNFC,9.29,9.29
BPCL,5.39,5.33
BHARATFORG,84.63,77.50
BASF,35.16,35.16
FORCEMOT,19.25,21.99
ATUL,28.01,28.08
ARVIND,30.85,30.04
ACC,11.78,11.93
TMPV,,34.01
SCI,10.44,10.44
MRPL,14.73,14.73
LINDEINDIA,119.52,119.52
HINDPETRO,5.00,5.00
ESCORTS,22.61,22.96
BAJAJHLDNG,51.80,139.01
ASHOKLEY,24.40,22.77
VOLTAS,84.97,81.75
TITAN,73.24,72.15
TATASTEEL,23.48,22.05
SUNDARMFIN,23.04,22.40
SPIC,7.93,7.93
VEDL,7.64,6.96
SBIN,11.02,11.33
RELIANCE,18.30,18.30
PFIZER,28.55,27.28
NOCIL,48.50,45.68
BOSCHLTD,41.59,49.58
DRREDDY,25.69,25.69
BATAINDIA,64.08,92.28
DEEPAKFERT,26.56,26.56
CHAMBLFERT,10.33,10.33
CARBORUNIV,146.89,48.76
MAHSEAMLES,11.62,11.56
HINDOILEXP,34.90,71.86
DICIND,23.94,21.69
COROMANDEL,29.79,29.15
BALMLAWRIE,14.78,14.78
MOTOGENFIN,0.77,
MARALOVER,71.27,60.22
ASIANPAINT,62.31,60.70
RAMCOCEM,30.07,117.23
INDIACEM,,142.56
PGHL,31.92,31.92
BEML,104.62,104.62
ADOR,24.74,24.19
CENTENKA,10.78,10.63
TATACHEM,,233.49
TORNTPHARM,72.36,70.34
VTL,25.85,25.85
SUNDROP,128.60,128.60
FEDERALBNK,17.37,17.37
EPL,18.26,17.22
VLSFINANCE,33.19,33.19
SUPREMEIND,51.91,51.91
SRF,44.31,42.83
BIRLACABLE,34.46,34.46
BALRAMCHIN,31.88,31.88
AEGISLOG,29.95,29.95
WEIZMANIND,18.04,18.04
UNICHEMLAB,12.46,63.00
BBOX,83.15,65.63
HONAUT,60.90,59.96
JTEKTINDIA,45.22,42.68
SAURASHCEM,45.87,29.11
RANEHOLDIN,13.32,15.15
PRECOT,20.10,20.10
TATAELXSI,40.30,37.31
SUNPHARMA,37.51,34.55
KOHINOOR,1.12,
SHREYANIND,29.67,29.67
SANDESH,10.85,10.57
HCC,38.27,44.41
BAJAJHIND,35.85,32.31
APOLLOHOSP,62.41,61.94
ARE&M,16.83,21.41
ADANIENT,39.21,150.26
IVP,8.81,8.66
BALKRISIND,31.31,31.31
INDBANK,21.08,21.08
GINNIFILA,8.84,8.00
EICHERMOT,42.55,42.16
RAJSREESUG,94.75,34.23
GVT&D,102.62,98.99
NEULANDLAB,60.62,60.62
ONGC,6.62,6.58
ITI,98.42,
ZENSARTECH,13.30,12.98
TAINWALCHM,17.46,17.46
BERGEPAINT,55.77,53.83
BANARISUG,30.65,30.65
ANIKINDS,70.92,70.92
KPIL,21.57,22.00
JYOTISTRUC,25.86,25.86
IGARASHI,98.30,98.30
BSL,53.36,53.36
BLUEDART,45.64,39.69
JAYNECOIND,19.05,18.65
MUNJALSHOW,23.36,21.73
APCOTEXIND,27.06,27.18
SOTL,21.50,21.50
HSCL,45.47,45.47
RCF,16.35,17.77
RANASUG,0.71,
KARURVYSYA,11.12,11.12
DECCANCE,28.39,52.78
WSI,238.63,277.24
UFLEX,9.19,8.94
TATAPOWER,28.52,28.24
ADVANIHOTR,20.22,19.65
THOMASCOOK,23.86,23.32
SUNFLAG,31.65,30.60
SUBROS,28.42,27.50
SPMLINFRA,21.11,21.11
SIMPLEXINF,54.14,55.16
SIEMENS,100.57,100.57
BHARATRAS,16.34,14.87
WIPRO,14.29,14.29
VSTIND,15.10,15.10
JUBLPHARMA,39.11,35.23
UNIVCABLES,46.56,46.56
TATACOMM,55.70,52.63
TOKYOPLAST,127.16,127.16
SOMANYCERA,28.47,27.50
MURUDCERA,16.84,16.84
IFCI,52.42,50.66
HLVLTD,247.86,100.89
SANOFI,23.20,21.86
M&M,22.72,22.43
LIBERTSHOE,36.37,36.81
KAJARIACER,35.25,33.21
HEIDELBERG,25.21,24.26
MANGLMCEM,17.98,16.49
PRSMJOHNSN,98.46,
POLYPLEX,68.90,68.90
PIDILITIND,63.19,62.93
PCBL,57.67,62.09
3PLAND,26.50,26.50
OSWALAGRO,65.39,39.31
EIHAHOTELS,21.17,20.50
HONDAPOWER,34.63,31.12
JINDALSAW,16.83,16.83
SAIL,25.80,22.55
RUBYMILLS,25.50,25.50
STYRENIX,20.12,19.98
ABB,93.33,93.33
IDBI,8.80,8.80
GRAPHITE,73.63,72.85
CANFINHOME,10.58,10.58
BRITANNIA,48.47,48.47
BBL,26.15,26.15
ELECTCAST,27.51,23.60
DHAMPURSUG,13.91,13.91
DCMSHRIRAM,18.72,18.29
DABUR,40.44,40.19
COSMOFIRST,12.23,11.81
CIPLA,29.00,27.40
HEROMOTOCO,18.42,18.10
HDFCBANK,15.30,15.08
HARRMALAYA,13.40,13.40
GMBREW,13.10,13.10
GIPCL,6.19,6.19
ITC,17.31,17.10
INDIANHUME,11.14,17.10
HINDCOMPOS,19.58,18.68
IOC,4.89,4.89
OSWALGREEN,,16.52
HUHTAMAKI,11.17,11.19
RICOAUTO,34.37,30.48
KAMATHOTEL,12.50,17.10
IFBAGRO,15.36,15.36
BANCOINDIA,20.48,21.03
MANINDS,24.02,24.02
APOLLOTYRE,18.35,17.56
SIYSIL,12.14,12.14
SHANTIGEAR,44.16,42.23
PRECWIRE,46.12,46.12
ONWARDTEC,12.74,12.12
NILKAMAL,17.87,16.42
NCC,13.32,12.84
ICIL,54.38,54.38
SEAMECLTD,15.88,15.88
ELGIEQUIP,45.19,44.08
AUROPHARMA,24.20,23.88
BBTC,4.22,4.36
EIHOTEL,30.76,26.55
KANORICHEM,22.10,22.10
LICHSGFIN,5.49,5.49
GICHSGFIN,5.40,5.40
BEPL,13.48,13.48
RAIN,16.29,16.29
BANARBEADS,37.76,37.76
MOREPENLAB,28.71,37.91
WSTCSTPAPR,20.97,20.97
VENKEYS,14.09,14.09
GHCL,8.39,8.39
S&SPOWER,47.24,47.24
PRUDMOULI,6.37,6.37
PRAJIND,255.98,67.26
BPL,,261.66
PGHH,34.08,34.08
VESUVIUS,35.22,35.22
TFCILTD,28.00,28.00
BOMDYEING,97.62,94.82
GTL,0.23,
