SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,77.65,82.60
WHEELS,24.95,24.95
RIIL,126.00,126.00
PREMIERPOL,20.09,20.09
RAYMOND,68.71,14.89
RSWM,18.00,15.61
SHREDIGCEM,45.09,45.09
SESHAPAPER,20.78,20.78
SMLMAH,36.56,36.56
SUPERSPIN,66.67,
SUNDRMFAST,30.74,30.24
EXIDEIND,38.06,37.76
ELECON,35.25,42.12
CRISIL,35.91,35.91
LMW,136.62,129.50
NELCO,658.79,203.76
MASTEK,12.56,12.07
MAHSCOOTER,46.16,46.16
LUMAXIND,41.98,38.11
TRENT,98.72,97.62
CUMMINSIND,77.49,75.32
KCP,7.76,7.50
JAYBARMARU,13.64,13.19
JBCHEPHARM,49.75,48.42
INFY,15.52,15.07
INDIAGLYCO,26.22,26.15
IONEXCHANG,38.30,35.27
IFBIND,36.01,33.61
IGPL,627.68,627.68
HIMATSEIDE,16.91,16.91
GNFC,10.37,10.37
BPCL,5.64,5.57
BHARATFORG,87.88,80.48
BASF,36.34,36.34
FORCEMOT,20.07,22.94
ATUL,27.94,28.00
ARVIND,31.86,31.02
ACC,11.98,12.13
TMPV,,31.80
SCI,10.87,10.87
MRPL,14.55,14.55
LINDEINDIA,125.74,125.74
HINDPETRO,5.16,5.16
ESCORTS,23.00,23.36
BAJAJHLDNG,54.42,146.06
ASHOKLEY,25.36,23.67
VOLTAS,89.74,86.35
TITAN,76.80,75.67
TATASTEEL,23.80,22.34
SUNDARMFIN,24.43,23.75
SPIC,8.15,8.15
VEDL,7.55,6.87
SBIN,11.30,11.61
RELIANCE,18.80,18.80
PFIZER,28.75,27.46
NOCIL,48.80,45.95
BOSCHLTD,42.63,50.82
DRREDDY,25.53,25.53
BATAINDIA,75.65,108.94
DEEPAKFERT,26.07,26.07
CHAMBLFERT,10.59,10.59
CARBORUNIV,166.29,55.20
MAHSEAMLES,11.92,11.85
HINDOILEXP,33.65,69.29
DICIND,24.12,21.85
COROMANDEL,32.14,31.45
BALMLAWRIE,15.50,15.50
MOTOGENFIN,0.79,
MARALOVER,72.93,61.62
ASIANPAINT,62.49,60.87
RAMCOCEM,30.40,118.53
INDIACEM,,139.15
PGHL,32.04,32.04
BEML,104.49,104.49
ADOR,24.93,24.37
CENTENKA,10.89,10.73
TATACHEM,,229.33
TORNTPHARM,70.37,68.41
VTL,27.23,27.23
SUNDROP,123.38,123.38
FEDERALBNK,17.64,17.64
EPL,18.62,17.56
VLSFINANCE,34.93,34.93
SUPREMEIND,52.50,52.50
SRF,43.66,42.21
BIRLACABLE,38.43,38.43
BALRAMCHIN,32.72,32.72
AEGISLOG,31.94,31.94
WEIZMANIND,18.68,18.68
UNICHEMLAB,12.48,63.10
BBOX,85.06,67.13
HONAUT,62.60,61.63
JTEKTINDIA,49.53,46.74
SAURASHCEM,45.50,28.87
RANEHOLDIN,15.20,17.29
PRECOT,20.97,20.97
TATAELXSI,40.80,37.78
SUNPHARMA,37.86,34.88
KOHINOOR,1.20,
SHREYANIND,29.20,29.20
SANDESH,11.13,10.85
HCC,44.78,51.98
BAJAJHIND,36.72,33.09
APOLLOHOSP,61.78,61.31
ARE&M,17.40,22.14
ADANIENT,40.44,154.98
IVP,8.81,8.66
BALKRISIND,34.74,34.74
INDBANK,21.67,21.67
GINNIFILA,9.20,8.32
EICHERMOT,44.23,43.83
RAJSREESUG,99.01,35.76
GVT&D,109.00,105.15
NEULANDLAB,60.70,60.70
ONGC,6.60,6.55
ITI,102.33,
ZENSARTECH,13.59,13.26
TAINWALCHM,17.21,17.21
BERGEPAINT,54.68,52.78
BANARISUG,30.52,30.52
KPIL,22.67,23.13
JYOTISTRUC,26.08,26.08
IGARASHI,102.23,102.23
BSL,54.64,54.64
BLUEDART,46.71,40.62
JAYNECOIND,18.94,18.53
MUNJALSHOW,23.71,22.05
APCOTEXIND,26.90,27.02
SOTL,22.22,22.22
HSCL,46.13,46.13
RCF,17.26,18.76
RANASUG,0.72,
KARURVYSYA,11.43,11.43
DECCANCE,28.31,52.64
WSI,229.81,266.99
UFLEX,9.34,9.09
TATAPOWER,29.19,28.91
ADVANIHOTR,20.60,20.02
THOMASCOOK,25.34,24.76
SUNFLAG,32.32,31.26
SUBROS,29.02,28.08
SPMLINFRA,20.85,20.85
SIMPLEXINF,59.31,60.42
SIEMENS,105.55,105.55
BHARATRAS,16.72,15.22
WIPRO,14.50,14.50
VSTIND,15.03,15.03
JUBLPHARMA,38.98,35.11
UNIVCABLES,48.91,48.91
TATACOMM,55.00,51.97
TOKYOPLAST,129.14,129.14
SOMANYCERA,28.77,27.79
MURUDCERA,18.07,18.07
IFCI,51.02,49.30
HLVLTD,250.71,102.05
SANOFI,25.06,23.61
M&M,23.42,23.12
LIBERTSHOE,39.55,40.03
KAJARIACER,37.91,35.72
HEIDELBERG,25.37,24.42
MODTHREAD,12.47,12.47
MANGLMCEM,18.11,16.60
PRSMJOHNSN,102.25,
POLYPLEX,71.29,71.29
PIDILITIND,65.07,64.80
PCBL,60.85,65.51
3PLAND,26.79,26.79
OSWALAGRO,68.77,41.34
EIHAHOTELS,22.41,21.70
HONDAPOWER,35.00,31.45
JINDALSAW,18.64,18.64
SAIL,25.53,22.31
RUBYMILLS,25.64,25.64
STYRENIX,21.24,21.09
ABB,99.65,99.65
IDBI,9.88,9.88
GRAPHITE,74.16,73.37
CANFINHOME,10.84,10.84
BRITANNIA,49.21,49.21
BBL,26.27,26.27
ELECTCAST,30.99,26.58
DHAMPURSUG,13.89,13.89
DCMSHRIRAM,18.94,18.51
DABUR,40.66,40.40
COSMOFIRST,12.91,12.46
CIPLA,28.30,26.73
HEROMOTOCO,18.64,18.32
HDFCBANK,15.83,15.60
HARRMALAYA,13.28,13.28
GMBREW,13.44,13.44
GIPCL,6.23,6.23
ITC,17.67,17.46
INDIANHUME,11.98,18.40
HINDCOMPOS,19.67,18.77
IOC,5.07,5.07
OSWALGREEN,,17.17
HUHTAMAKI,11.84,11.86
RICOAUTO,37.27,33.06
KAMATHOTEL,13.28,18.17
IFBAGRO,15.23,15.23
BANCOINDIA,19.78,20.32
MANINDS,25.89,25.89
APOLLOTYRE,19.81,18.97
SIYSIL,12.55,12.55
SHANTIGEAR,45.21,43.24
PRECWIRE,49.89,49.89
ONWARDTEC,12.85,12.23
NILKAMAL,18.28,16.79
NCC,13.61,13.12
ICIL,64.07,64.07
SEAMECLTD,13.53,13.53
ELGIEQUIP,45.05,43.95
AUROPHARMA,23.72,23.41
BBTC,4.24,4.38
EIHOTEL,32.95,28.44
KANORICHEM,26.23,26.23
LICHSGFIN,5.40,5.40
GICHSGFIN,5.65,5.65
BEPL,14.86,14.86
RAIN,15.65,15.65
BANARBEADS,37.00,37.00
MOREPENLAB,29.23,38.60
WSTCSTPAPR,22.09,22.09
VENKEYS,14.35,14.35
GHCL,8.57,8.57
S&SPOWER,46.49,46.49
PRUDMOULI,6.61,6.61
PRAJIND,264.50,69.50
BPL,,278.09
PGHH,34.13,34.13
VESUVIUS,35.61,35.61
TFCILTD,27.94,27.94
BOMDYEING,102.45,99.51
GTL,0.22,
NAVNETEDUL,9.21,37.36
GUJALKALI,224.97,224.97
AGI,13.28,13.14
GLAXO,37.06,37.61
TATACONSUM,67.17,66.59
ZEEL,39.60,38.61
CHOLAFIN,27.53,27.53
INDHOTEL,46.07,50.91
FMGOETZE,13.80,12.98
KOTAKBANK,20.90,21.19
ORIENTHOT,29.70,29.43
GILLETTE,39.04,39.04
GOLDENTOBC,6.41,7.27
KANSAINER,29.42,27.30
FOSECOIND,45.14,39.75
ESABINDIA,42.70,46.34
3MINDIA,71.71,85.22
ANDHRAPAP,67.63,67.63
GABRIEL,65.05,62.45
SCHAEFFLER,53.86,53.86
AARTIIND,42.10,42.83
RALLIS,24.14,
AMJLAND,10.92,10.92
PRAKASH,7.97,7.97
MFSL,557.85,557.85
KSB,62.53,58.65
KOPRAN,34.68,34.68
HEG,47.07,47.07
GREAVESCOT,126.77,135.33
GODFRYPHLP,28.52,28.52
VARDMNPOLY,43.07,43.07
SURYAROSNI,19.90,19.90
TATAINVEST,110.94,110.94
GLFL,411.21,411.21
TIMKEN,66.12,66.12
SUDARSCHEM,619.76,126.49
SHREECEM,52.43,52.43
SAKHTISUG,7.66,7.66
IPCALAB,32.87,31.22
INGERRAND,58.12,56.56
JSWDULUX,7.45,40.03
HINDALCO,16.92,14.52
HINDZINC,17.46,17.48
HINDUNILVR,49.19,48.36
GSFC,10.03,10.03
GRASIM,21.17,20.67
AMBUJACEM,19.51,17.08
FINPIPE,19.74,19.74
FINCABLES,27.07,33.06
EIDPARRY,9.30,5.72
DCW,30.86,30.86
CGPOWER,125.61,123.08
SUDARCOLOR,19.17,13.53
CESC,14.04,14.04
BIRLACORPN,14.50,14.35
BHEL,91.82,91.82
BHARATGEAR,11.67,11.67
BEL,52.01,52.01
BAJFINANCE,30.91,30.62
ASHAPURMIN,17.45,17.25
NAVA,16.53,16.53
CORALFINAC,8.90,8.90
GREENPLY,30.62,28.11
TNPL,4.05,4.05
AUTOAXLES,16.42,15.61
REMSONSIND,14.57,14.14
DALMIASUG,11.74,11.74
NATCOPHARM,11.53,11.53
KHAITANLTD,9.89,9.89
SWARAJENG,23.97,23.67
MRF,22.80,22.37
GARFIBRES,34.90,33.17
ANDHRSUGAR,12.55,11.23
TNPETRO,8.39,8.95
TTKPRESTIG,46.96,41.95
STARPAPER,6.57,6.57
SKFINDIA,30.59,28.14
AUSOMENT,10.45,10.45
EIMCOELECO,24.20,24.20
JAYAGROGN,12.58,12.58
CUBEXTUB,16.56,16.56
MARICO,58.78,58.78
SILINV,12.11,12.11
SAMBHAAV,2362.34,2362.34
BIOFILCHEM,20.68,20.68
KEYFINSERV,21.31,20.77
ZENITHEXPO,50.25,50.25
SUNDRMBRAK,116.85,103.54
SANGAMIND,32.89,30.60
MOTHERSON,43.60,40.69
SOMATEX,32.57,86.20
VISAKAIND,7.78,17.52
AARTIDRUGS,17.33,17.33
STERTOOLS,30.16,51.06
CREST,22.98,22.98
INDIANCARD,34.66,27.72
HITECHGEAR,51.66,51.66
WENDT,108.25,108.25
DENORA,48.89,48.89
TVSSRICHAK,44.20,48.46
SHRIRAMFIN,23.58,23.58
PUNJABCHEM,19.49,19.00
DYNAMATECH,228.16,160.09
GUJAPOLLO,94.89,94.89
GANESHHOU,20.21,20.21
MMFL,23.21,23.20
JAGSNPHARM,32.03,30.92
ALKYLAMINE,50.89,50.89
BOSCH-HCIL,,243.17
MPHASIS,23.94,23.62
GUJRAFFIA,21.01,21.01
RUCHINFRA,14.95,14.95
RAMCOIND,18.76,19.63
KOTHARIPET,10.04,10.01
HERITGFOOD,20.15,21.27
INDRAMEDCO,18.96,18.96
BANKBARODA,7.51,7.51
MADRASFERT,14.16,13.02
GAIL,19.09,19.09
INDNIPPON,18.56,20.74
SKMEGGPROD,12.20,12.20
BANKINDIA,6.66,6.42
CONCOR,29.26,29.26
ICICIBANK,16.69,16.69
KCPSUGIND,22.45,22.45
HUDCO,10.50,10.50
INDSWFTLAB,35.45,30.09
SAREGAMA,42.75,41.53
FDC,22.23,21.08
ENGINERSIN,22.09,22.09
ADROITINFO,15.03,15.03
JAICORPLTD,12.54,12.47
ANTGRAPHIC,6.25,6.25
GMDCLTD,20.56,34.12
MAHAPEXLTD,52.95,97.61
INDUSINDBK,82.26,82.26
ASAHIINDIA,63.63,61.71
TRIGYN,79.57,52.10
J&KBANK,7.58,7.58
KOTHARIPRO,128.19,
CUB,14.82,14.82
SOUTHBANK,8.72,8.72
ASTRAZEN,113.71,111.55
CEMPRO,34.69,34.69
AXISBANK,15.97,15.97
CYIENT,20.47,19.12
SONATSOFTW,18.66,17.08
NOIDATOLL,3.39,3.39
CYBERTECH,15.23,15.23
KOKUYOCMLN,35.52,35.52
DHANBANK,13.08,13.08
SANGHVIMOV,19.37,18.69
STCINDIA,1.25,15.02
MANUGRAPH,9.44,12.19
VIPCLOTHNG,23.56,23.56
NATIONALUM,11.61,11.61
IVC,56.85,56.85
JINDALSTEL,34.20,24.92
ALEMBICLTD,19.12,19.12
ICDSLTD,52.64,52.64
BSOFT,17.53,16.77
HCLTECH,18.93,18.15
ACCELYA,17.23,16.32
STAR,17.84,17.13
ZYDUSLIFE,21.51,20.04
GLENMARK,44.63,23.55
RAJESHEXPO,24.37,24.37
CINEVISTA,14.31,14.31
SHREERAMA,24.81,24.81
WOCKPHARMA,162.43,112.53
NRBBEARING,27.94,27.22
IOB,13.02,13.02
RAMCOSYS,50.21,18.10
GVPIL,22.94,21.04
BIL,30.84,30.84
KTKBANK,8.02,8.02
MUKTAARTS,,48.54
BLBLIMITED,2.55,2.55
AJANTPHARM,36.36,36.36
BLUESTARCO,66.60,63.51
CALSOFT,5.38,5.38
TVSMOTOR,50.90,50.37
PNBGILTS,9.04,9.15
PNC,,6.68
TAJGVK,5.17,15.87
NLCINDIA,11.91,11.91
CHENNPETRO,5.50,5.50
KRBL,13.54,13.54
HAVELLS,45.17,44.28
GAEL,23.93,23.69
USHAMART,31.64,30.77
AXISCADES,114.36,105.46
UMIYA-MRO,4.11,4.11
TIPSMUSIC,37.89,37.89
