SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,70.05,75.59
WHEELS,31.92,31.92
RIIL,88.35,88.35
PREMIERPOL,24.28,24.28
RAYMOND,116.61,27.53
RSWM,16.89,15.03
SHREDIGCEM,54.97,54.97
SESHAPAPER,15.73,15.73
SMLMAH,62.17,62.17
SUNDRMFAST,40.78,40.15
EXIDEIND,39.00,38.72
ELECON,39.98,37.99
CRISIL,37.71,37.71
LMW,104.37,99.66
NELCO,598.10,223.28
MASTEK,11.64,11.20
MAHSCOOTER,54.63,54.63
LUMAXIND,29.17,27.41
TRENT,81.77,80.91
KECL,107.91,53.12
CUMMINSIND,58.11,56.45
KCP,8.37,8.06
JAYBARMARU,8.66,8.38
INFY,13.78,13.38
INDIAGLYCO,5.37,5.36
IONEXCHANG,64.44,57.30
IFBIND,30.63,28.77
IGPL,21.25,21.25
HIMATSEIDE,14.18,14.18
GNFC,8.48,8.48
GFLLIMITED,10.32,10.32
BPCL,7.94,8.78
BHARATFORG,134.21,429.14
BASF,24.05,24.05
FORCEMOT,17.98,20.46
ATUL,22.42,22.47
ARVIND,33.75,31.82
ACC,12.18,12.24
TMPV,1.39,1.31
SCI,8.09,8.09
MRPL,9.18,10.44
LINDEINDIA,98.65,98.65
HINDPETRO,45.92,45.92
ESCORTS,22.60,21.95
RELINFRA,0.37,0.50
BAJAJHLDNG,13.84,13.84
ASHOKLEY,25.31,23.64
ZUARIIND,7.71,7.40
VOLTAS,82.38,78.87
TITAN,75.96,74.97
TATASTEEL,20.50,19.07
SUNDARMFIN,23.78,23.18
SPIC,6.57,6.57
VEDL,3.60,3.42
SBIN,10.57,10.85
RELIANCE,19.04,19.04
PFIZER,24.88,23.79
NOCIL,48.97,46.55
BOSCHLTD,60.27,60.27
DRREDDY,31.75,31.75
BATAINDIA,55.54,79.63
DEEPAKFERT,17.18,17.18
CHAMBLFERT,8.70,8.70
CARBORUNIV,122.91,49.88
MAHSEAMLES,12.68,12.65
HINDOILEXP,92.12,92.12
DICIND,20.76,19.43
COROMANDEL,32.27,31.53
BALMLAWRIE,11.13,11.13
VINDHYATEL,14.31,14.31
MOTOGENFIN,0.68,53.53
MARALOVER,11.63,11.32
ASIANPAINT,48.55,47.45
RAMCOCEM,32.34,174.80
INDIACEM,114.14,73.54
PGHL,25.39,27.23
BEML,97.86,97.86
ADOR,24.44,24.04
CENTENKA,8.42,8.34
TORNTPHARM,87.06,84.13
VTL,18.56,18.56
SUNDROP,100.12,100.12
FEDERALBNK,17.27,17.27
EPL,19.29,18.19
VLSFINANCE,15.92,15.92
SUPREMEIND,42.58,42.58
SRF,34.81,33.82
BIRLACABLE,24.35,24.35
BALRAMCHIN,37.70,37.70
AEGISLOG,33.87,33.87
WEIZMANIND,18.40,18.40
UNICHEMLAB,12.45,37.20
BBOX,63.65,49.94
HONAUT,54.59,53.78
JTEKTINDIA,44.70,42.03
SAURASHCEM,88.40,39.44
RANEHOLDIN,17.75,18.76
PRECOT,15.83,15.83
TATAELXSI,30.65,28.46
SUNPHARMA,36.56,35.00
KOHINOOR,1.36,
SANDESH,7.33,7.20
HCC,34.22,39.50
BAJAJHIND,42.02,37.51
APOLLOHOSP,58.49,58.09
ARE&M,15.75,19.88
ADANIENT,53.99,103.81
IVP,7.56,7.49
BALKRISIND,30.49,30.49
INDBANK,15.46,15.46
GINNIFILA,10.04,10.04
EICHERMOT,35.32,35.06
GVT&D,85.31,82.45
NEULANDLAB,58.12,58.12
ONGC,6.63,6.59
ITI,75.22,
ZENSARTECH,12.68,12.37
TAINWALCHM,25.67,25.57
BERGEPAINT,43.33,42.93
BANARISUG,34.22,34.22
JINDALPOLY,,62.39
KPIL,21.19,21.58
