SYMBOL,SYMBOL P/E,ADJUSTED P/E
RGL,14.84,14.84
KAUSHALYA,2.84,2.84
JYOTHYLAB,53.54,53.54
HITECHCORP,21.37,22.09
TARIL,133.37,133.37
BRIGADE,70.06,70.06
MANAKSIA,8.22,6.24
DVL,26.77,26.77
ARIES,17.72,17.72
CORDSCABLE,24.43,24.43
SEPC,178.48,178.48
IRB,40.34,40.34
GSS,28.94,28.94
VGUARD,69.43,69.43
NESCO,19.67,19.67
TITAGARH,63.2,62.84
BAJAJFINSV,18.43,18.43
DIGISPICE,14.34,38.4
GOKUL,286,22.45
RBL,22.17,21.71
LOTUSEYE,74.82,75.63
UBL,118.53,118.53
ZFCVINDIA,74.47,74.47
20MICRONS,19.03,18.67
TPHQ,26.42,26.42
MAWANASUG,9.55,9.55
MHRIL,70.78,70.78
EXCEL,56.17,56.17
GLOBUSSPR,43.01,43.01
SUNTECK,86.64,86.64
SHILPAMED,153.92,165.67
GODREJPROP,65.37,65.37
BEARDSELL,16.85,16.85
NESTLEIND,74.39,74.6
JUBLFOOD,112.89,194.92
EMMBI,23.23,23.23
TEXMOPIPES,75.62,17.47
PERSISTENT,68.53,68.53
KSL,18.64,18.64
MANAPPURAM,7.7,7.7
IMFA,9.19,9.19
AHLEAST,8.22,11.12
UGARSUGAR,51.76,51.76
WELINV,132.09,132.09
SASTASUNDR,8.34,8.41
GREENPOWER,66.79,104.46
ASHOKA,11.54,13.06
JWL,64.1,64.1
CGCL,45.25,45.25
JINDWORLD,91.56,91.56
JAMNAAUTO,23.73,23.73
KICL,37.46,49.66
TEXRAIL,76.51,76.51
DHUNINV,14.51,14.51
SYMPHONY,50.29,50.29
DHANUKA,28.39,28.39
LTF,16.66,16.66
ASAHISONG,23.71,187.08
TDPOWERSYS,52.93,52.93
VASWANI,16.89,16.89
ONELIFECAP,14.05,14.05
SHAKTIPUMP,37.86,37.86
JISLDVREQS,1.15,1.15
RUPA,32.8,31.66
APLAPOLLO,53.2,53.2
IRFC,34.42,34.42
COMPUSOFT,63.73,63.73
RHIM,,43.26
NBCC,72.45,55.78
HEXATRADEX,63.78,63.78
SWANENERGY,27.57,27.57
RTNINDIA,9.81,9.39
THEJO,52.6,52.6
KITEX,41.41,41.41
ROSSELLIND,153.73,152.36
TVSHLTD,14.42,14.41
VETO,17.95,17.95
INDUSTOWER,17.24,17.24
JUSTDIAL,25.07,25.07
ORIENTCEM,36.18,36.18
ESSENTIA,25.65,25.66
ORBTEXP,17.86,17.86
NATHBIOGEN,9.9,10.62
AGARIND,15.13,15.13
SNOWMAN,122.78,122.78
PDSL,35.39,36.09
GOODLUCK,28.66,28.66
APOLSINHOT,53.51,53.51
GRPLTD,73.9,68.43
GREENLAM,56.77,56.77
HESTERBIO,115.7,115.7
MANAKSTEEL,17.67,18.04
IMAGICAA,280.07,65.85
LFIC,5.96,5.96
VRLLOG,73.72,74.18
PRIVISCL,47.85,47.85
TPLPLASTEH,42.32,42.32
ALANKIT,28.37,28.37
SYNGENE,73.56,76.19
PKTEA,21.76,21.76
SHARDAMOTR,23.71,23.71
GUJGASLTD,36.56,37.89
COFFEEDAY,,5.66
PERFECT,68.28,68.28
TTKHLTCARE,31.09,38.55
PILANIINVS,39.08,39.08
LALPATHLAB,73.05,73.05
TEAMLEASE,48.79,50.35
VIDHIING,60.86,60.86
GOKULAGRO,23.92,23.92
PDMJEPAPER,10.07,10.07
HECPROJECT,20.66,20.66
WEALTH,26.82,26.82
CROMPTON,63.16,63.16
