SYMBOL,SYMBOL P/E,ADJUSTED P/E
NAHARINDUS,27.64,26.38
ORIENTCER,43.35,49.13
VIMTALABS,42.65,42.65
ROHLTD,21.68,21.68
GSPL,9.56,9.75
JKCEMENT,43.07,49.33
M&MFIN,15.45,15.45
KEI,67.9,67.89
VAKRANGEE,590.39,616.83
RSYSTEMS,39.82,39.82
BALPHARMA,25.41,25.41
KAMDHENU,22.74,22.74
PIONEEREMB,50.86,50.86
MUNJALAU,22.29,14
ATLANTAA,1.67,4.67
SELAN,21.55,21.55
HOVS,33.98,33.98
TALBROAUTO,18.38,25.81
FIEMIND,20.98,20.98
INSPIRISYS,32.46,32.46
VENUSREM,19.27,19.27
PARACABLES,25.99,25.99
VEEDOL,22.44,22.44
PTL,18.28,18.28
UNOMINDA,75.91,78.29
REDINGTON,13.35,13.35
INDIANB,7.47,7.47
AMDIND,76.18,76.18
NAHARPOLY,135.14,135.14
BANSWRAS,23.46,23.46
NDLVENTURE,344.45,344.45
ZENITHSTL,16.26,16.26
ALPHAGEO,19.31,13.56
INSECTICID,15.04,15.04
NAVINFLUOR,62.27,75.88
TARMAT,,135.41
CENTRALBK,13.83,13.83
PURVA,138.71,138.71
POWERGRID,18.21,18.21
MAANALU,28.84,28.84
BAJAJELEC,82.21,82.21
RGL,21.83,21.83
KAUSHALYA,2.97,2.97
HITECHCORP,25.06,26.04
TARIL,137.87,137.87
MANAKSIA,8.21,6.03
DVL,34.82,34.82
ARIES,13.84,13.84
CEATLTD,24.64,22.9
RPOWER,15.57,
KNRCON,7.94,7.86
SEPC,147.13,147.13
NMDC,9.59,9.27
RECLTD,8.86,8.86
TITAGARH,47.6,47.34
BAJAJ-AUTO,31.23,31.23
DIGISPICE,17.44,61.23
RANEENGINE,17.92,15.15
LOTUSEYE,98.48,99.72
UBL,113.75,113.75
ZFCVINDIA,55.77,55.77
TPHQ,42,42
MAWANASUG,9.64,9.64
MHRIL,64.01,64.01
VINATIORGA,50.59,50.59
NHPC,23.76,23.76
EXPLEOSOL,20,20
SUNTECK,50.11,50.11
SARDAEN,29.22,29.12
AHLUCONT,20.27,34.8
DBCORP,12.05,12.05
MMTC,87.43,83.8
MBLINFRA,3.4,
THANGAMAYL,56.45,56.45
MANINFRA,37.3,37.3
ISFT,20.45,20.45
SJVN,41.31,44.15
UMESLTD,223.62,223.62
TI,46.95,44.86
WELINV,90.9,90.9
ORISSAMINE,293.5,293.5
CANTABIL,40.2,41.01
OBEROIRLTY,36.35,36.35
SHAH,9.24,80.18
COALINDIA,6.89,6.89
PENIND,24.3,24.3
MOIL,19.39,19.39
STEL,47.16,47.16
HINDMOTORS,14.75,14.75
VADILALIND,20.65,20.65
VSTTILLERS,37.95,37.87
MAITHANALL,3.94,3.94
ELGIRUBCO,54.31,
BODALCHEM,529.53,529.53
THERMAX,65.7,75.87
RIIL,156.71,156.71
RAYMOND,19.81,19.51
SHREDIGCEM,16.66,16.66
SMLISUZU,16.47,16.47
FACT,,599.35
LMW,94.3,94.3
NELCO,143.01,143.01
LUMAXIND,42.11,42.11
KECL,83.53,291.33
KCP,9.08,8.77
INFY,28.94,28.94
IONEXCHANG,45.01,45.01
IFBIND,65.07,65.07
GNFC,18.71,18.71
BHARATFORG,69.26,62.73
FORCEMOT,21.37,21.37
ARVIND,35.21,35.23
TATAMOTORS,8.22,8.19
LINDEINDIA,116.91,116.91
ESCORTS,33.06,33.06
ASHOKLEY,22.84,23.24
ZUARIIND,1.4,
SUNDARMFIN,28.87,27.74
VEDL,10.97,12.37
PFIZER,39.1,39.53
BOSCHLTD,48.27,50.33
CHAMBLFERT,14.1,14.1
DICIND,117.21,54.88
RAMCOCEM,83.25,83.25
ABREL,93.46,93.46
ADORWELD,35.51,32.04
TORNTPHARM,63.11,65.78
VLSFINANCE,3.75,3.75
SRF,58.74,58.74
AEGISLOG,41.14,41.14
BBOX,64.14,49.75
SAURASHCEM,138.15,138.15
TATAELXSI,51.82,51.82
SHREYANIND,5.39,5.39
ARE&M,22.66,22.66
IVP,18.05,18.05
GVT&D,134.63,134.63
ONGC,7.35,7.12
TAINWALCHM,64.63,64.63
JINDALPOLY,16.57,29.99
BSL,24.98,24.98
APCOTEXIND,37.12,37.12
RCF,48.55,52.79
TATAPOWER,37.95,36.53
SUBROS,31.38,31.38
WIPRO,26.68,26.68
SOMANYCERA,30.16,31.42
HLVLTD,48.46,53.4
M&M,32.3,32.3
KABRAEXTRU,54.82,54.82
PCBL,33.95,33.95
