SYMBOL,SYMBOL P/E,ADJUSTED P/E
SUZLON,121.88,113.73
AIAENG,36.44,36.46
ORIENTCER,37.11,41.01
EKC,20.23,19.86
ENIL,32.89,32.89
JAGRAN,12.81,12.81
M&MFIN,19.2,19.2
KEI,67.33,67.32
VAKRANGEE,364.29,386.59
RSYSTEMS,41.08,41.08
BALPHARMA,31.33,31.33
KAMDHENU,28.91,28.91
PIONEEREMB,51.04,51.04
MUNJALAU,27.8,16.59
TECHM,63.06,63.14
ANANTRAJ,67.1,67.1
BINANIIND,29.51,
ALICON,33.11,33.11
FIEMIND,22.54,22.54
INSPIRISYS,42.26,42.26
LTFOODS,22.52,22.52
VENUSREM,16.29,16.29
PLASTIBLEN,22.19,22.19
TANLA,22.75,22.75
PTL,23.33,23.33
GANDHITUBE,18.65,18.65
IZMO,20.32,20.32
TTL,24.03,66.83
INDIANB,8.57,8.57
NCLIND,13.31,13.31
PHOENIXLTD,48.22,48.21
NDLVENTURE,276.22,276.22
SRHHYPOLTD,14.2,12.79
KMSUGAR,15.54,15.54
HGS,74.24,74.24
DLF,121.3,121.3
MEGASOFT,85.33,85.33
ALPA,12,12.02
CIEINDIA,27.48,27.48
KSCL,17.04,17.04
DELTACORP,18.37,22.98
BVCL,19.9,19.9
RGL,13.98,13.98
JYOTHYLAB,52.87,52.87
HITECHCORP,21.08,21.79
TARIL,133.05,133.05
BRIGADE,60.46,60.46
MANAKSIA,8.41,6.38
DVL,27.31,27.31
ARIES,17.92,17.92
CEATLTD,18.31,17.19
KNRCON,11.99,11.99
SEPC,147.49,147.49
NAHARCAP,16.38,16.38
VGUARD,68.62,68.62
DPSCLTD,106.85,106.85
TITAGARH,63.9,63.54
BAJAJFINSV,17.42,17.42
DIGISPICE,14.66,39.25
RPGLIFE,37.41,37.41
RBL,21.73,21.29
UBL,119.99,119.99
ZFCVINDIA,71.37,71.37
20MICRONS,18.91,18.54
TPHQ,28.16,28.16
MHRIL,67.7,67.7
EXCEL,56.89,56.89
EXPLEOSOL,22.3,22.3
SUNTECK,84.17,84.17
SARDAEN,23.16,23.07
GODREJPROP,65.66,65.66
BEARDSELL,17.12,17.12
NESTLEIND,74.43,74.64
THANGAMAYL,46.23,46.23
HATHWAY,57.25,56.54
MANINFRA,26.43,26.43
KIRLOSBROS,40.3,40.43
KIRLOSIND,17.03,15.23
IITL,7.87,10.74
DEEPAKNTR,45.53,48.97
RAMKY,16.97,16.97
ASHOKA,9.83,11.13
CGCL,45.08,45.08
IOLCP,21.87,21.87
PENIND,23.38,23.38
MOIL,22.55,22.55
STEL,70.9,70.9
HINDMOTORS,18.15,18.15
DHUNINV,11.8,11.8
VADILALIND,19.99,19.99
VSTTILLERS,32.7,32.7
RUSHIL,22.23,22.23
BODALCHEM,333.17,333.17
THERMAX,74.91,87.27
RIIL,175.03,175.03
RAYMOND,20.57,19.78
SHREDIGCEM,18.06,18.06
SMLISUZU,23.42,23.42
SUNDRMFAST,52.31,52.31
CRISIL,50.59,50.59
PEL,,138.55
MASTEK,29.32,29.09
TRENT,164.52,247.51
CUMMINSIND,65.42,65.37
JBCHEPHARM,51.87,51.87
INDIAGLYCO,24.79,24.79
IONEXCHANG,48.13,48.13
HIMATSEIDE,13.93,13.93
GFLLIMITED,184.69,184.69
BPCL,8.55,8.29
ATUL,71.44,71.44
ACC,19.53,22.13
MRPL,13.98,13.94
HINDPETRO,10.55,10.55
BAJAJHLDNG,78.4,78.4
ZUARIIND,1.57,
VOLTAS,100.19,100.19
TATASTEEL,,52.92
SPIC,19.03,13.27
SBIN,10.52,9.78
DRREDDY,20.84,20.84
CHAMBLFERT,15.99,15.99
CENTURYTEX,103.92,103.92
CENTENKA,29.2,29.2
FEDERALBNK,11.78,11.78
EPL,35.87,34
SRF,61.29,61.29
AEGISLOG,37.73,37.73
HONAUT,84.38,84.38
PRECOT,19.82,25.17
SANDESH,6.11,6.11
ADANIENT,79.82,75.51
INDBANK,22.96,22.96
RAJSREESUG,21.79,21.79
ZENSARTECH,26.28,26.28
KPIL,44.35,44.35
IGARASHI,140.16,140.16
SOTL,22.15,22.15
KARURVYSYA,10.54,10.54
WSI,21.39,20.53
ADVANIHOTR,28.83,28.83
SIMPLEXINF,13.65,13.65
WIPRO,24.96,24.96
JUBLPHARMA,25.22,57.45
SOMANYCERA,29.69,30.77
HLVLTD,59.2,59.2
LIBERTSHOE,62.92,49.17
KAJARIACER,51.55,51.52
MODTHREAD,11.2,11.2
MANGLMCEM,45.47,45.47
POLYPLEX,19.72,19.72
EIHAHOTELS,31.11,31.11
SAIL,22.6,15.24
ABB,103.71,103.71
GRAPHITE,9.51,35.86
DHAMPURSUG,15.07,15.07
COSMOFIRST,25.61,25.61
HDFCBANK,17.88,17.78
GMBREW,12.09,12.09
ITC,30.5,30.48
IOC,8.22,8.22
OSWALGREEN,599.32,599.32
HUHTAMAKI,7.21,31.34
RICOAUTO,42.07,40.99
