SYMBOL,SYMBOL P/E,ADJUSTED P/E
COSMOFIRST,25.29,25.29
HDFCBANK,18.66,18.4
GIPCL,14.61,14.61
INDIANHUME,22.65,22.65
OSWALGREEN,137.36,137.36
HUHTAMAKI,5.28,28.29
KAMATHOTEL,11.53,36.26
APOLLOTYRE,18.4,17.46
PRECWIRE,38.89,38.89
NILKAMAL,26.25,26.25
SEAMECLTD,20.46,21.57
AUROPHARMA,20.45,20.09
GICHSGFIN,6.91,6.91
WSTCSTPAPR,5.62,5.62
GHCL,10.59,10.59
S&SPOWER,182.93,182.93
HIL,88.85,37.53
BPL,20.56,20.56
TFCILTD,14.2,14.2
GTL,1.21,3.72
AGI,23.11,23.11
TATACONSUM,76.18,64.5
ZEEL,28.56,25.72
FMGOETZE,15.82,15.82
ORIENTHOT,73.19,73.19
3MINDIA,64.31,64.31
ANDHRAPAP,9.95,9.95
RALLIS,41.65,41.65
KOPRAN,23.84,23.84
GODFRYPHLP,47.92,45.36
TATAINVEST,123.56,123.56
INGERRAND,54.91,54.91
HINDZINC,24.21,24.04
FINPIPE,21.97,38.09
DCW,240.65,223.54
HEUBACHIND,41.45,41.45
BHEL,474.76,474.76
BAJFINANCE,26.72,26.72
NAVA,9.9,10.74
AUTOAXLES,17.27,17.27
DALMIASUG,12.57,12.57
KHAITANLTD,10.05,10.05
ANDHRSUGAR,31.07,29.42
AUSOMENT,13.97,13.97
JAYAGROGN,15.43,15.43
SILINV,23.14,23.14
BIOFILCHEM,158.02,158.02
SANGAMIND,50.93,43.42
HITECHGEAR,27.26,27.2
SHRIRAMFIN,13.88,13.88
DYNAMATECH,51.57,93.99
JAGSNPHARM,61.19,55.38
MPHASIS,33.88,33.88
INDNIPPON,22.48,22.48
CONCOR,39.2,38.4
HUDCO,17.07,17.07
ADROITINFO,14.62,14.62
JAICORPLTD,82.48,82.48
MAHAPEXLTD,28.83,40.92
ASAHIINDIA,54.1,54.1
KOTHARIPRO,32.94,32.94
SOUTHBANK,5.03,5.03
ITDCEM,26.68,26.68
CYIENT,29.52,28.04
CYBERTECH,22.76,22.76
GOACARBON,16.51,16.51
STCINDIA,21,13.47
RSSOFTWARE,23.59,23.59
NATIONALUM,17.95,20.82
ALEMBICLTD,27.65,27.65
ICDSLTD,32.95,32.95
BSOFT,25.23,25.23
STAR,45.38,42.19
ZYDUSLIFE,22.23,22.23
RAJESHEXPO,191.65,191.65
SHREERAMA,32.14,32.14
IOB,32.84,32.84
GEPIL,134.31,134.31
BLBLIMITED,9.95,9.95
BLUESTARCO,69.01,69.01
PNBGILTS,9.87,10.15
NLCINDIA,17.23,17.23
USHAMART,28.42,28.42
TRIDENT,51.19,51.19
UNITDSPR,74.09,73.04
TCI,29.58,29.37
PONNIERODE,9.54,9.54
SURANAT&P,33.58,33.58
CANBK,5.49,5.49
GODREJIND,29.69,29.69
BAGFILMS,22.4,22.4
WELSPUNLIV,21.26,21.26
UNIENTER,27.06,27.06
MUKANDLTD,20.25,20.25
MAHABANK,8.29,8.29
RKFORGE,46.16,46.07
CCL,33.69,33.69
APARINDS,42.32,42.32
TCS,31.87,31.39
COFORGE,63.96,64.65
INDSWFTLTD,2.91,2.91
PATELENG,14,18.3
JINDALPHOT,52,52
ALLDIGI,17.78,21.84
IIFL,15.06,7.84
SSWL,4.84,14.47
JKPAPER,9.04,9.04
GRANULES,27.97,27.97
GENUSPOWER,77.06,77.06
IMPAL,18.58,18.58
AURIONPRO,52.87,52.87
AIAENG,31.3,31.32
ORIENTCER,37.69,42.71
EKC,18.98,18.63
ENIL,28.92,28.92
JAGRAN,11.54,11.54
M&MFIN,15.47,15.47
KEI,57.82,57.81
SOLARINDS,93.44,93.44
SUNTV,15.3,15.3
RSYSTEMS,42.31,42.31
BALPHARMA,25.06,25.06
RATNAMANI,41.63,41.63
EMAMILTD,38.75,38.51
TECHM,49.9,50.03
ANANTRAJ,71,71
ALICON,28.17,28.17
FIEMIND,22.7,22.7
TORNTPOWER,33.78,33.78
LTFOODS,21.96,21.96
JINDRILL,20.66,20.66
PLASTIBLEN,19.08,19.08
TANLA,18.61,18.61
VEEDOL,25.26,25.26
SARLAPOLY,13.08,13.08
AUTOIND,22.08,22.62
UNOMINDA,72.26,74.52
TIIL,22.89,22.32
