SYMBOL,SYMBOL P/E,ADJUSTED P/E
KFINTECH,71.24,71.24
YATHARTH,36.26,36.26
DCXINDIA,74.1,74.1
YATRA,91.96,91.96
AKSHAR,84.38,84.38
ARISTO,19.29,19.29
KAYNES,176.99,176.99
NGLFINE,24.52,24.52
JFLLIFE,17.98,17.98
FIDEL,34.66,34.66
AXITA,31.22,31.22
PLAZACABLE,162.31,162.31
SENCO,41.7,41.7
USASEEDS,19.6,19.6
RADHIKAJWE,22.02,22.02
SPLPETRO,29.52,29.52
RAMRAT,37.18,37.18
CSLFINANCE,9.43,9.43
AGNI,175.05,175.05
GOYALALUM,58.88,58.88
RUSTOMJEE,57.7,57.7
GENSOL,39.48,39.43
DBOL,64.6,64.6
GSLSU,85.98,85.98
SPORTKING,13.27,13.27
ALLETEC,41.14,41.14
AIIL,7.5,7.5
MANORAMA,103.55,103.55
ISHAN,45.16,42.43
INNOVACAP,49.15,49.15
GRMOVER,18.98,18.98
SYNCOMF,50.85,50.82
CLOUD,2.02,2.02
DJML,75.11,75.11
SULA,37.06,37.06
SIGNATURE,288.44,288.44
ANNAPURNA,44.44,44.44
KRITINUT,12.21,12.21
MEGAFLEX,28.81,28.81
KALAMANDIR,27.8,27.8
AVALON,185.34,185.34
CONCORDBIO,71.7,71.7
GODIGIT,108.41,108.41
GRCL,113.75,113.75
BAIDFIN,16.73,16.73
QUICKTOUCH,7.63,7.63
AMIABLE,12.63,12.63
KAMOPAINTS,48.86,48.86
DOLLEX,22.34,22.34
BLUEJET,60.66,58.25
MVGJL,15.67,15.67
SCPL,16.95,16.95
SUKHJITS,14.02,14.02
ARHAM,35.2,35.2
FROG,30.07,30.07
MANKIND,50.4,50.4
SKYGOLD,68.79,68.79
SATINDLTD,16.3,16.28
DIVGIITTS,56.75,56.75
USK,16.23,16.23
ANLON,47.06,47.06
MOTISONS,64.52,65.21
SRIVASAVI,20.3,20.3
DIACABS,216.48,221.89
IKIO,31.9,31.9
MANOMAY,21.62,21.62
FAZE3Q,28.73,28.73
UMA,31.15,31.15
LLOYDSME,51.1,51.1
AARTIPHARM,26.02,26.02
RHL,55.39,55.39
SAHYADRI,15.4,15.4
SAHANA,59.22,59.22
NINSYS,41.77,41.77
DUCOL,35.58,35.58
SBFC,30.64,30.64
SBGLP,129.76,129.76
ASMS,231.99,263.49
SHERA,41.73,41.73
VIAZ,32.78,32.78
INDGN,56.76,57.21
ZAGGLE,96.08,96.08
MCON,57.71,57.71
HONASA,101.01,101.01
RISHABH,70,70
SAH,304.08,304.08
JGCHEM,30.68,30.68
QFIL,18.17,18.17
AGUL,13.74,13.74
AKI,59.43,92.49
MASTER,36.67,36.67
YCCL,112.25,112.25
RATNAVEER,22.32,22.32
PATTECH,41.63,41.63
AUROIMPEX,17.04,17.04
SOTAC,30.16,29.54
ATAM,22.44,22.44
CRAYONS,14.9,14.9
SHRITECH,13.49,13.49
LAL,18.17,18.17
INFINIUM,47.51,47.51
AARTECH,76.09,76.09
ESFL,139.93,139.93
DOLPHIN,93.89,96.32
NOVAAGRI,20.32,20.32
REDTAPE,64.71,64.71
CELLPOINT,213.13,213.13
SEL,75.93,75.93
GREENCHEF,30.41,30.41
NETWEB,141.59,141.59
MAGSON,37.24,37.24
AEROFLEX,46.91,46.91
GHCLTEXTIL,18.8,18.8
MONOPHARMA,19.77,19.77
VPRPL,25.36,25.36
SYNOPTICS,15.7,15.7
CLSL,29.36,29.36
KIRLPNU,45.8,44.38
ATL,21.58,21.45
RRKABEL,56.52,56.52
JSWINFRA,48.46,48.46
SCILAL,54.44,54.44
SAHAJ,17.99,17.99
YASHO,68.32,68.32
SERVICE,41.38,41.38
PRAMARA,26.7,26.7
ZEAL,13.65,13.65
ARVINDPORT,21.53,21.53
SAROJA,29.93,29.93
SINDHUTRAD,18.13,18.13
UNIHEALTH,20.35,20.35
CHAVDA,17.61,17.61
SANDUMA,17.79,17.79
PLADAINFO,8.85,8.85
OLIL,24.4,24.4
KODYTECH,144.33,144.33
SCML,16.06,16.06
SAAKSHI,38.82,38.82
MUFIN,84.62,82.38
PLATIND,39.15,39.15
FLAIR,24.44,24.44
BASILIC,34.26,34.26
SRGHFL,20.72,20.72
INDIFRA,67.85,67.85
JIOFIN,147.31,147.31
MADHUSUDAN,24.68,24.68
NEWJAISA,42.29,42.29
GOYALSALT,22.41,22.41
RCDL,35.66,35.66
BLSE,37.86,37.86
HOLMARC,45.12,45.12
TREL,5.09,32.48
MARCO,37.5,37.5
DIAMINESQ,77.88,77.88
VISHNUINFR,25.37,25.37
KONTOR,47.87,47.87
RKSWAMY,37.27,37.27
MICROPRO,11.76,11.76
EPACK,100.27,100.27
HAPPYFORGE,35.87,35.87
IBLFL,58.68,58.68
INDIASHLTR,22.33,22.33
CELLO,40.84,40.84
CANARYS,21.19,21.19
DIGIDRIVE,27.44,27.44
DOMS,79.48,79.48
MAITREYA,52.42,52.42
DIGIKORE,26.46,26.46
LANCORHOL,23.17,23.17
AMNPLST,36.35,36.35
POLYSIL,12.83,12.83
SARTELE,41.12,41.12
SAIFL,12.15,12.15
JNKINDIA,110.51,110.51
PARAGON,17.29,17.29
INOXINDIA,47.56,47.56
GRAPHISAD,13.93,13.49
SHEETAL,32.86,32.86
ROXHITECH,9.36,9.36
JYOTICNC,98.97,96.51
BAJEL,140.64,116.92
DEEM,11.11,11.11
APS,58.33,58.33
ENTERO,78.69,78.69
TECHLABS,151.74,151.74
SIGNPOST,36.54,36.54
ROCKINGDCE,49.11,49.11
BABAFP,18.17,18.17
SHREEOSFM,17.97,17.97
EXICOM,76.09,76.09
MEGATHERM,27.67,27.67
OWAIS,51.38,51.38
VR,89.11,88.43
KLL,15.74,15.74
SJLOGISTIC,23.57,23.57
PURVFLEXI,33.06,33.06
KTL,9.57,9.57
SRM,42.12,42.12
AZAD,134.14,134.14
PRATHAM,27.89,27.89
JUNIPER,190.72,190.72
KRYSTAL,15.46,15.46
VSTL,29.08,29.08
FONEBOX,32.51,32.51
INM,24.46,24.27
ITALIANE,18.25,18.25
SUPREMEPWR,35.46,35.46
KCEIL,48.04,48.04
CGRAPHICS,36.44,36.44
ACCENTMIC,17.43,17.43
COMSYN,37.46,37.46
LAWSIKHO,52.72,52.72
SADHAV,20.13,20.13
WTICAB,17.28,17.28
GOPAL,40.91,40.91
DAVANGERE,43.28,43.28
MAXPOSURE,45.97,45.97
ALPEXSOLAR,41.16,45.13
VHLTD,20.05,20.27
SONAMAC,15.58,15.58
TCL,21.99,21.99
DELAPLEX,16.73,16.73
RULKA,22.86,22.86
SINCLAIR,37.89,37.89
SHREEKARNI,32.64,32.64
BLUEPEBBLE,26.41,26.41
DCG,42.67,42.67
AWFIS,113.9,259.23
K2INFRA,14.6,14.6
RADIOWALLA,1.96,1.75
RBS,19.54,19.54
ASPIRE,8.03,8.03
MVKAGRO,7.08,7.08
ENFUSE,95.2,95.2
FILATFASH,86.87,86.87
SILKFLEX,16.39,16.39
VISHWAS,24.28,24.28
TGL,38.03,38.03
EMMIL,27.93,28.25
TRUST,33.26,33.26
YASHOPTICS,22.16,22.16
ALUWIND,24.64,24.67
REFRACTORY,38.69,38.69
PRLIND,21.41,21.73
IEML,37.7,37.7
ABSMARINE,51.46,51.46
VERITAAS,16.13,16.13
WINSOL,69.15,69.15
HOACFOODS,99.33,99.33
QUESTLAB,17.91,17.91
THERMAX,65.29,75.4
RIIL,149.81,149.81
RAYMOND,18.83,18.54
SHREDIGCEM,15.19,15.19
SMLISUZU,15.52,15.52
FACT,,548.54
LMW,85.91,85.91
MASTEK,22.67,23.17
LUMAXIND,43.28,43.28
CUMMINSIND,47.42,47.38
JAYBARMARU,34.29,34.29
INDIAGLYCO,24.12,24.12
IONEXCHANG,43.42,43.42
IGPL,28.24,28.24
BPCL,9.83,9.49
BASF,33.4,33.92
FORCEMOT,21.48,21.48
ACC,18.18,20.57
SCI,9.01,9.01
HINDPETRO,20.38,20.38
RELINFRA,3.18,
ASHOKLEY,21.41,21.78
ZUARIIND,1.28,
TITAN,91,91
SUNDARMFIN,32.09,30.84
SBIN,9.22,8.6
PFIZER,36.73,37.13
BATAINDIA,48.38,69.32
CARBORUNIV,53.29,53.29
BALMLAWRIE,17.5,17.5
MOTOGENFIN,50.88,50.88
ABREL,73.87,73.87
CENTENKA,16.61,16.61
ATFL,526.69,1978.37
EPL,29.11,27.82
SUPREMEIND,57.67,57.67
UNICHEMLAB,,86.18
BBOX,60.8,47.16
SAURASHCEM,125.52,125.52
PRECOT,17.5,21.81
APOLLOHOSP,80.4,80.4
ARE&M,19.84,19.84
BALKRISIND,31.81,31.81
RAJSREESUG,35.91,35.91
GVT&D,122.82,122.82
BANARISUG,35.06,35.06
KPIL,38.49,38.49
JYOTISTRUC,74.94,74.94
NKIND,637.39,637.39
SOTL,20.68,20.68
KARURVYSYA,9.5,9.5
UFLEX,,7.99
SUBROS,31.7,31.7
SIEMENS,76.11,76.11
VSTIND,21.69,21.69
TOKYOPLAST,129.13,129.13
IFCI,46.99,47.15
KABRAEXTRU,46.36,46.36
MANGLMCEM,48.34,48.34
POLYPLEX,12.64,12.64
3PLAND,45.68,45.68
HONDAPOWER,38.27,40.49
BBL,30.99,30.99
DABUR,51.9,51.9
COSMOFIRST,22.11,22.11
HEROMOTOCO,19.11,19.11
GMBREW,10.63,10.63
ITC,26.3,26.29
IOC,11.31,12.13
OSWALGREEN,130.27,130.27
HUHTAMAKI,4.69,25.12
RICOAUTO,29.98,29.23
IFBAGRO,210.54,210.54
MANINDS,19.42,19.42
SIYSIL,22.29,22.29
PRECWIRE,34.55,34.55
NCC,17.63,17.22
SEAMECLTD,15.94,16.8
BBTC,7.31,7.18
GICHSGFIN,6.13,6.13
BANARBEADS,28.54,28.54
WSTCSTPAPR,6.96,6.96
S&SPOWER,79.28,79.28
PRUDMOULI,28.63,26.68
PRAJIND,45.25,48.85
EVERESTIND,100.73,133.92
TRANSWORLD,136.36,136.36
KEEPLEARN,158.27,158.27
PGHH,70.11,70.11
BOMDYEING,.94,
NAVNETEDUL,4.18,15.4
AGI,24.08,24.08
GLAXO,51.26,45.84
TATACONSUM,75.23,63.7
KOTAKBANK,16.29,18.75
JAYSREETEA,24.85,
FOSECOIND,35.94,36.1
ANDHRAPAP,9.39,9.39
SCHAEFFLER,55.41,55.2
MFSL,85.75,85.75
KSB,57.65,57.65
GODFRYPHLP,32.52,30.78
GLFL,204.16,204.16
SUDARSCHEM,58.5,56.37
AKZOINDIA,38.13,38.13
HINDUNILVR,54.21,54.15
FINPIPE,16.74,29.02
DCW,283.34,254.87
CESC,14.01,14.01
BAJFINANCE,28.89,28.89
NAVA,8.47,9.11
CORALFINAC,8.69,8.69
PEARLPOLY,36.59,36.59
KHAITANLTD,9.04,9.04
MRF,24.88,24.88
STARPAPER,5.5,5.36
AUSOMENT,13.42,13.42
JAYAGROGN,14.01,14.01
MARICO,52.98,52.98
BIOFILCHEM,165.65,165.65
SANGAMIND,56.03,47.76
MOTHERSON,28.49,28.49
STERTOOLS,27.92,27.92
WENDT,73.15,73.15
SHRIRAMFIN,12.62,12.62
PUNJABCHEM,30.19,30.19
GANESHHOUC,20.87,20.87
ALKYLAMINE,53.07,53.07
RAMCOIND,27.19,27.19
INDRAMEDCO,28.4,28.4
MADRASFERT,18.94,11.55
BANKINDIA,5.81,5.81
HUDCO,17.45,17.45
ENGINERSIN,35.72,35.72
JAICORPLTD,41.35,41.35
GMDCLTD,14.66,14.66
ASAHIINDIA,52.08,52.08
J&KBANK,4.99,4.99
SOUTHBANK,5.62,5.62
ASTRAZEN,205.56,93.39
CYIENT,27.85,26.45
KOKUYOCMLN,57.42,57.42
SANGHVIMOV,13.57,13.57
NATIONALUM,11.32,12.59
ALEMBICLTD,25.07,25.07
ICDSLTD,41.46,41.46
BSOFT,23.56,23.56
ACCELYA,22.68,22.74
STAR,19.09,17.75
ZYDUSLIFE,23.05,23.05
RAJESHEXPO,162.91,162.91
IOB,31.84,31.84
GEPIL,107.52,107.52
BLBLIMITED,9.12,9.12
BLUESTARCO,75.15,75.15
PNBGILTS,8.13,8.36
REPRO,263.39,263.39
HAVELLS,67.9,67.9
AXISCADES,66.02,65.7
TIPSMUSIC,57.58,57.58
KHANDSE,71.3,71.3
MARKSANS,34.19,34.19
ACLGATI,121.65,
GODREJCP,,57.29
UNITDSPR,72.25,71.23
TCI,26.87,26.68
ASAL,49.09,49.09
SURANAT&P,29.94,29.94
NUCLEUS,17.17,17.17
GODREJIND,23.74,23.74
RADICO,102.06,102.06
VARDHACRLC,24.09,24.09
WELSPUNLIV,20.76,20.76
TVTODAY,12,11.62
MUKANDLTD,16.56,16.56
BIOCON,24.24,25.03
POONAWALLA,57.82,57.82
DATAMATICS,19.87,19.59
CENTEXT,22.5,22.84
TCS,31.37,31.37
INDSWFTLTD,2.52,2.52
NTPC,14.9,14.9
JSWSTEEL,42.26,40.83
JPPOWER,8.64,6.69
IIFL,13.67,7.12
WELCORP,23.49,23.25
SURYALAXMI,88.55,31.72
GRANULES,28.53,28.53
VHL,,1359.39
AURIONPRO,50.5,50.5
NAHARINDUS,26.58,25.36
ORIENTCER,38.53,43.67
VIMTALABS,37.31,37.31
NITINSPIN,14.63,14.63
GSPL,9.31,9.5
GVKPIL,1.15,89145.82
SAKUMA,14.33,14.33
JKCEMENT,41.78,47.86
M&MFIN,15.62,15.62
KEI,62.27,62.25
VAKRANGEE,529.48,553.19
UTTAMSUGAR,10.86,10.86
RSYSTEMS,37.29,37.29
LOKESHMACH,38.79,38.79
KAMDHENU,19.67,19.67
PIONEEREMB,45.23,45.23
MUNJALAU,20.58,12.93
ATLANTAA,1.46,4.06
ANANTRAJ,87.07,87.07
GEECEE,15.94,15.94
FIEMIND,20.05,20.05
INSPIRISYS,30.42,30.42
GESHIP,4.61,4.61
RUCHIRA,7.39,7.39
NFL,19.48,19.48
PARACABLES,23.47,23.47
AVTNPL,23.69,23.69
VEEDOL,21.88,21.88
PTL,17.65,17.65
GANDHITUBE,16.09,16.09
UNOMINDA,76.01,78.39
ORIENTBELL,1443.34,1443.34
FSL,49.44,49.44
PAGEIND,82.68,82.68
JKTYRE,13.13,12.64
BALAMINES,25.82,25.82
NDLVENTURE,308.92,308.92
ZENITHSTL,15.43,15.43
FORTIS,71.18,67.35
HILTON,53,53
V2RETAIL,149.13,149.13
PURVA,124.25,124.25
MAGNUM,20.96,42.01
CCCL,.95,
ENERGYDEV,47.39,47.39
BVCL,26.89,26.89
EDELWEISS,18.31,18.31
RGL,24.03,24.03
KAUSHALYA,2.87,2.87
HITECHCORP,24.72,25.68
TARIL,89.44,89.44
MANAKSIA,8.14,5.98
BIRLAMONEY,16.72,16.72
JKIL,14.98,14.98
