SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,70.91,75.49
WHEELS,20.10,20.10
RIIL,118.32,118.32
PREMIERPOL,20.28,20.28
RAYMOND,37.99,10.76
RSWM,40.77,28.98
SHREDIGCEM,30.83,30.83
SESHAPAPER,23.08,23.08
SMLMAH,34.40,34.40
SUNDRMFAST,31.59,31.05
FACT,2157.37,5200.00
EXIDEIND,36.32,36.02
EUROTEXIND,6.83,6.83
ELECON,33.22,39.69
CRISIL,37.86,37.86
LMW,135.70,127.99
NELCO,531.81,164.49
MASTEK,13.53,13.00
MAHSCOOTER,48.07,48.07
LUMAXIND,48.84,44.21
TRENT,91.79,90.76
KECL,81.15,47.11
CUMMINSIND,73.29,70.27
KCP,10.01,9.68
JAYBARMARU,13.38,12.62
JBCHEPHARM,42.13,42.13
INFY,18.37,17.81
INDIAGLYCO,29.10,29.00
IONEXCHANG,33.31,31.20
IFBIND,34.97,32.49
HIMATSEIDE,16.18,6.43
GNFC,11.67,11.67
GFLLIMITED,293.31,293.31
BPCL,6.12,6.02
BHARATFORG,79.16,76.50
BASF,43.08,43.81
FORCEMOT,20.75,29.55
ATUL,32.58,32.58
ARVIND,24.52,23.62
ACC,10.27,10.82
TMPV,59.09,17.74
SCI,12.80,12.80
MRPL,15.19,15.19
LINDEINDIA,116.02,116.02
HINDPETRO,5.48,5.48
ESCORTS,28.34,28.77
BAJAJHLDNG,57.42,180.00
ASHOKLEY,29.55,27.15
VOLTAS,79.23,76.78
TITAN,83.00,81.06
TATASTEEL,30.18,28.20
SUNDARMFIN,27.53,26.84
SPIC,9.14,9.14
VEDL,17.87,16.34
SBIN,11.99,12.32
RELIANCE,18.92,18.92
PFIZER,25.53,28.62
NOCIL,49.89,47.15
BOSCHLTD,40.56,48.40
DRREDDY,18.44,18.44
BATAINDIA,55.94,51.84
DEEPAKFERT,18.28,18.28
CHAMBLFERT,10.19,10.19
CARBORUNIV,87.93,87.93
MAHSEAMLES,10.51,10.47
HINDOILEXP,19.19,27.57
DICIND,29.08,26.11
COROMANDEL,25.23,28.58
BALMLAWRIE,15.57,15.57
WILLAMAGOR,1.80,1.80
VINDHYATEL,87.86,87.86
MOTOGENFIN,72.80,72.80
ASIANPAINT,65.61,61.73
RAMCOCEM,41.11,208.19
INDIACEM,,67.90
PGHL,29.03,29.03
BEML,61.22,61.22
ADOR,27.36,25.32
CENTENKA,13.88,13.32
TATACHEM,102.75,55.82
TORNTPHARM,60.85,59.96
VTL,21.85,21.85
SUNDROP,,62.44
FEDERALBNK,17.41,17.41
EPL,18.16,17.60
VLSFINANCE,13.58,13.58
SUPREMEIND,64.05,64.05
SRF,41.53,40.31
BIRLACABLE,65.27,65.27
BALRAMCHIN,26.65,26.65
AEGISLOG,25.82,25.82
WEIZMANIND,14.78,14.78
UNICHEMLAB,8.83,31.90
BBOX,44.03,34.24
HONAUT,57.24,56.39
JTEKTINDIA,48.72,47.03
SAURASHCEM,25.10,28.08
RANEHOLDIN,18.12,14.92
PRECOT,16.36,16.36
TATAELXSI,43.25,40.04
SUNPHARMA,36.42,32.76
KOHINOOR,0.26,
SHREYANIND,6.75,6.75
SANDESH,6.87,6.77
HCC,15.64,16.74
APOLLOHOSP,60.52,60.02
ARE&M,22.14,24.00
ADANIENT,26.17,86.85
IVP,10.92,10.67
BALKRISIND,34.03,34.03
INDBANK,21.72,21.72
GINNIFILA,9.34,8.40
EICHERMOT,42.79,42.40
GVT&D,101.64,97.13
NEULANDLAB,107.91,107.91
ONGC,8.09,8.07
ZENSARTECH,17.82,17.35
TAINWALCHM,18.24,18.24
BERGEPAINT,55.42,52.01
BANARISUG,32.07,32.07
ANIKINDS,71.07,71.07
KPIL,26.42,25.72
JYOTISTRUC,31.17,31.17
IGARASHI,83.36,83.36
BSL,35.56,35.56
BLUEDART,51.24,44.71
JAYNECOIND,25.27,24.61
MUNJALSHOW,17.24,16.36
APCOTEXIND,24.81,24.95
