SYMBOL,SYMBOL P/E,ADJUSTED P/E
PENINLAND,49.90,48.95
THERMAX,61.70,61.70
WHEELS,15.17,15.17
RIIL,126.59,126.59
PREMIERPOL,21.54,21.54
RAYMOND,22.62,22.19
SHREDIGCEM,44.05,44.05
SESHAPAPER,12.81,12.81
SMLISUZU,18.42,18.42
SUNDRMFAST,37.01,37.01
FACT,,610.26
EXIDEIND,50.07,50.07
ELECON,34.06,34.06
CRISIL,53.56,53.56
LMW,142.47,142.47
PEL,65.39,
NELCO,192.58,192.58
MASTEK,17.60,17.83
MAHSCOOTER,57.73,77.26
LUMAXIND,40.64,40.64
TRENT,128.32,128.32
KECL,60.27,256.24
CUMMINSIND,43.98,43.98
KCP,9.34,8.47
JAYBARMARU,28.11,28.11
JBCHEPHARM,37.55,37.55
INFY,23.47,23.47
INDIAGLYCO,25.77,25.77
IONEXCHANG,34.58,34.58
IFBIND,39.88,39.88
IGPL,13.05,13.05
HIMATSEIDE,21.80,21.80
GNFC,14.05,14.05
BPCL,11.12,10.87
BHARATFORG,58.05,52.81
BASF,30.54,31.05
FORCEMOT,15.82,23.26
ATUL,41.26,41.26
ARVIND,31.53,31.53
ACC,14.15,14.65
TATAMOTORS,7.90,7.88
SCI,8.16,8.16
MRPL,781.18,781.18
LINDEINDIA,118.38,118.38
HINDPETRO,12.05,12.05
ESCORTS,30.49,30.45
RELINFRA,36.57,
BAJAJHLDNG,84.90,84.90
ASHOKLEY,21.25,21.54
ZUARIIND,,573.53
VOLTAS,42.14,42.14
TITAN,89.65,89.65
TATASTEEL,75.47,62.55
SUNDARMFIN,33.61,32.34
SPIC,12.71,12.71
VEDL,7.75,8.55
SBIN,8.69,8.69
RELIANCE,23.57,23.57
PFIZER,31.68,31.68
NOCIL,24.18,24.18
BOSCHLTD,43.73,43.76
DRREDDY,17.65,17.65
BATAINDIA,44.38,61.69
DEEPAKFERT,17.80,17.80
CHAMBLFERT,18.24,18.24
CARBORUNIV,50.66,59.91
MAHSEAMLES,11.05,11.05
HINDOILEXP,13.89,17.11
DICIND,31.71,32.67
COROMANDEL,31.85,36.69
BALMLAWRIE,17.26,17.26
VINDHYATEL,15.10,15.10
MOTOGENFIN,43.72,43.72
ASIANPAINT,61.88,57.80
RAMCOCEM,60.19,124.33
PGHL,35.25,33.98
ABREL,119.12,119.12
BEML,47.95,47.95
ADOR,26.98,24.01
CENTENKA,14.09,14.09
TATACHEM,103.01,61.65
TORNTPHARM,57.91,57.91
VTL,16.29,16.29
SUNDROP,505.67,452.59
FEDERALBNK,10.92,10.92
EPL,17.59,17.43
VLSFINANCE,4.77,4.77
SUPREMEIND,52.58,52.58
SRF,76.32,76.32
BIRLACABLE,85.97,85.97
BALRAMCHIN,28.77,28.77
AEGISLOG,39.65,39.65
WEIZMANIND,20.77,20.77
UNICHEMLAB,,39.99
BBOX,35.20,27.19
HONAUT,58.10,58.10
JTEKTINDIA,40.18,40.44
SAURASHCEM,184.71,184.71
RANEHOLDIN,8.59,81.11
PRECOT,13.51,16.79
TATAELXSI,45.32,45.32
SUNPHARMA,36.92,35.79
SHREYANIND,5.22,5.22
SANDESH,6.08,6.10
HCC,15.96,
ASHIMASYN,6.42,6.42
APOLLOHOSP,74.75,74.75
ARE&M,17.40,18.82
ADANIENT,54.08,62.15
IVP,13.75,13.75
BALKRISIND,29.94,29.94
INDBANK,16.51,16.51
GINNIFILA,58.47,58.47
EICHERMOT,38.17,38.17
RAJSREESUG,11.49,11.49
GVT&D,85.71,85.71
NEULANDLAB,52.73,66.10
ONGC,7.26,7.02
ZENSARTECH,25.19,25.19
TIL,8.62,181.13
TAINWALCHM,47.98,47.98
BERGEPAINT,57.84,57.84
BANARISUG,54.92,54.92
JINDALPOLY,10.22,17.31
KPIL,31.21,31.21
JYOTISTRUC,53.63,53.63
IGARASHI,53.68,53.68
BSL,14.35,14.35
BLUEDART,57.82,57.82
NKIND,908.67,908.67
JAYNECOIND,33.12,33.12
MUNJALSHOW,15.73,15.73
APCOTEXIND,31.47,31.47
SOTL,21.57,21.57
HSCL,38.29,38.29
RCF,28.38,30.17
RANASUG,8.64,8.64
KARURVYSYA,8.96,8.96
DECCANCE,410.47,71.96
ARENTERP,19.32,19.32
WSI,799.96,174.08
UFLEX,,8.25
TATAPOWER,33.91,32.71
ADVANIHOTR,21.06,21.06
