SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,55.67,59.27
WHEELS,16.88,16.88
RIIL,104.57,104.57
PREMIERPOL,19.02,19.02
RAYMOND,33.82,9.57
RSWM,38.00,27.01
SHREDIGCEM,29.79,29.79
SESHAPAPER,22.80,22.80
SMLMAH,45.87,45.87
SUNDRMFAST,34.38,33.79
FACT,1708.63,4118.39
EXIDEIND,34.81,34.53
EUROTEXIND,5.98,5.98
ELECON,19.86,23.14
CRISIL,42.84,42.84
LMW,144.17,135.98
NELCO,,303.08
MASTEK,12.98,12.78
MAHSCOOTER,43.30,49.94
LUMAXIND,55.83,50.54
TRENT,85.62,84.59
KECL,56.11,32.57
CUMMINSIND,69.79,66.92
KCP,9.04,8.75
JAYBARMARU,15.07,14.22
JBCHEPHARM,44.33,44.33
INFY,18.67,18.09
INDIAGLYCO,27.55,27.46
IONEXCHANG,29.96,28.06
IFBIND,34.04,31.63
HIMATSEIDE,17.27,6.86
GNFC,10.92,10.92
GFLLIMITED,280.18,280.18
BPCL,7.51,7.39
BHARATFORG,79.52,76.85
BASF,40.47,41.15
FORCEMOT,24.26,34.55
ATUL,31.91,31.91
ARVIND,22.09,21.28
ACC,11.46,12.07
TMPV,63.94,19.19
SCI,11.52,11.52
MRPL,16.00,16.00
LINDEINDIA,110.01,110.01
HINDPETRO,6.36,6.36
ESCORTS,30.56,31.02
RELINFRA,0.34,0.41
BAJAJHLDNG,60.60,189.97
ASHOKLEY,35.00,32.14
VOLTAS,82.59,80.04
TITAN,80.91,79.02
TATASTEEL,30.54,28.53
SUNDARMFIN,30.85,30.07
SPIC,8.82,8.82
VEDL,17.40,15.92
SBIN,13.14,13.50
RELIANCE,19.54,19.54
PFIZER,27.29,30.58
NOCIL,41.83,39.54
BOSCHLTD,39.33,46.94
DRREDDY,19.99,19.99
BATAINDIA,57.41,53.20
DEEPAKFERT,14.24,14.24
CHAMBLFERT,10.33,10.33
CARBORUNIV,78.21,78.21
MAHSEAMLES,8.99,8.97
HINDOILEXP,16.41,23.58
DICIND,28.18,25.31
COROMANDEL,28.90,32.74
BALMLAWRIE,15.78,15.78
WILLAMAGOR,1.80,1.80
VINDHYATEL,67.56,67.56
MOTOGENFIN,59.77,59.77
ASIANPAINT,61.31,57.69
RAMCOCEM,47.26,239.31
INDIACEM,,68.23
PGHL,28.98,28.98
BEML,57.14,57.14
ADOR,28.17,26.07
CENTENKA,13.86,13.30
TATACHEM,103.65,56.31
TORNTPHARM,65.54,64.59
VTL,21.20,21.20
SUNDROP,,63.06
FEDERALBNK,17.58,17.58
EPL,17.30,16.76
VLSFINANCE,14.19,14.19
SUPREMEIND,69.53,69.53
SRF,43.60,42.32
BIRLACABLE,54.64,54.64
BALRAMCHIN,22.70,22.70
AEGISLOG,25.29,25.29
WEIZMANIND,14.81,14.81
UNICHEMLAB,8.36,30.20
BBOX,43.63,33.92
HONAUT,54.72,53.91
JTEKTINDIA,52.95,51.11
SAURASHCEM,26.66,29.83
RANEHOLDIN,19.49,16.06
PRECOT,13.86,13.86
TATAELXSI,48.37,44.51
SUNPHARMA,38.94,35.04
KOHINOOR,0.25,
SHREYANIND,5.91,5.91
SANDESH,6.88,6.77
HCC,13.81,14.78
APOLLOHOSP,61.41,60.91
ARE&M,21.03,22.80
ADANIENT,22.92,76.07
IVP,10.34,10.11
BALKRISIND,36.28,36.28
INDBANK,22.46,22.46
GINNIFILA,8.63,7.76
EICHERMOT,48.48,48.03
GVT&D,92.65,88.54
NEULANDLAB,94.57,94.57
ONGC,7.99,7.97
ZENSARTECH,17.02,16.58
TAINWALCHM,18.11,18.11
BERGEPAINT,53.22,49.95
BANARISUG,32.02,32.02
ANIKINDS,75.77,75.77
KPIL,24.97,24.31
JYOTISTRUC,31.08,31.08
IGARASHI,84.25,84.25
BSL,36.83,36.83
BLUEDART,52.49,45.80
JAYNECOIND,20.32,19.79
MUNJALSHOW,16.72,15.87
APCOTEXIND,22.81,22.94
SOTL,15.66,15.66
HSCL,34.67,34.67
RCF,22.48,22.68
RANASUG,4.69,5.23
KARURVYSYA,14.14,14.14
DECCANCE,33.24,33.24
UFLEX,11.46,13.63
TATAPOWER,27.20,27.30
ADVANIHOTR,21.44,20.95
THOMASCOOK,19.57,19.11
SUNFLAG,21.43,20.76
SUBROS,32.25,31.18
SPMLINFRA,22.31,22.31
SIMPLEXINF,25.95,33.74
SIEMENS,70.37,70.37
BHARATRAS,19.41,18.10
WIPRO,15.88,15.88
VSTIND,17.47,17.47
JUBLPHARMA,32.70,30.13
UNIVCABLES,25.59,25.59
TATACOMM,31.69,45.06
TOKYOPLAST,74.94,74.94
SOMANYCERA,29.96,29.96
MURUDCERA,15.01,15.01
IFCI,24.53,24.08
HLVLTD,125.45,60.50
SANOFI,28.31,26.75
M&M,28.79,28.38
LIBERTSHOE,35.96,35.34
KAJARIACER,38.33,35.91
HEIDELBERG,26.51,25.98
MODTHREAD,12.84,12.84
MANGLMCEM,31.15,30.82
PRSMJOHNSN,42.03,
PIDILITIND,66.68,66.03
PCBL,45.83,49.12
3PLAND,28.42,28.42
OSWALAGRO,8.32,8.32
EIHAHOTELS,21.24,20.63
HONDAPOWER,30.12,26.94
JINDALSAW,13.99,13.99
SAIL,27.91,25.66
RUBYMILLS,13.03,13.03
STYRENIX,19.97,19.79
ABB,77.85,77.85
IDBI,13.15,13.15
GRAPHITE,43.89,41.21
CANFINHOME,12.13,12.13
BRITANNIA,60.78,60.78
BBL,20.95,20.95
ELECTCAST,13.75,12.67
DHAMPURSUG,11.22,11.22
DCMSHRIRAM,24.98,23.39
DABUR,51.10,50.78
COSMOFIRST,12.66,12.66
CIPLA,24.14,22.99
HEROMOTOCO,23.33,22.90
HDFCBANK,18.14,17.93
HARRMALAYA,14.46,14.46
GMBREW,14.10,14.10
GIPCL,15.41,15.41
ITC,19.58,19.36
INDIANHUME,2.89,17.02
HINDCOMPOS,24.12,15.65
IOC,7.69,7.69
OSWALGREEN,35.47,35.47
HUHTAMAKI,11.44,11.52
RICOAUTO,33.55,29.56
KAMATHOTEL,17.36,24.76
IFBAGRO,16.74,16.74
BANCOINDIA,18.51,18.90
MANINDS,17.99,17.99
APOLLOTYRE,31.63,28.19
SIYSIL,11.81,11.81
SHANTIGEAR,41.67,41.10
PRECWIRE,43.18,43.18
ONWARDTEC,13.85,13.19
NILKAMAL,20.75,18.97
NCC,12.55,12.13
ICIL,47.82,47.82
SEAMECLTD,17.69,17.69
ELGIEQUIP,43.44,42.30
AUROPHARMA,20.18,19.92
BBTC,5.21,5.32
EIHOTEL,33.15,28.00
LICHSGFIN,5.47,5.47
GICHSGFIN,6.02,5.65
BEPL,12.07,12.07
BANARBEADS,42.70,42.70
MOREPENLAB,24.40,31.75
WSTCSTPAPR,18.75,18.75
EASTSILK,11.56,11.56
VENKEYS,37.30,37.30
GHCL,8.95,8.95
S&SPOWER,48.33,48.00
PRUDMOULI,7.81,7.81
PRAJIND,109.50,47.35
BPL,,4.95
PGHH,43.26,43.26
VESUVIUS,41.26,41.26
TFCILTD,27.31,27.31
BOMDYEING,136.06,130.00
NAVNETEDUL,8.67,24.96
GUJALKALI,102.31,102.31
AGI,10.79,10.67
GLAXO,43.57,44.23
TATACONSUM,73.87,74.96
ZEEL,14.90,14.72
CHOLAFIN,30.74,30.74
INDHOTEL,45.94,50.94
FMGOETZE,12.14,11.56
KOTAKBANK,22.60,22.60
ORIENTHOT,29.74,29.42
JAYSREETEA,5.84,208.60
GILLETTE,43.95,43.95
GOLDENTOBC,7.39,8.38
KANSAINER,28.51,26.98
FOSECOIND,47.63,40.40
ESABINDIA,40.88,44.30
3MINDIA,108.54,125.35
ANDHRAPAP,73.27,73.27
GABRIEL,58.07,55.82
SCHAEFFLER,63.78,63.78
AARTIIND,43.78,44.63
RALLIS,32.06,
AMJLAND,8.23,8.23
PRAKASH,7.35,7.35
MFSL,360.29,360.29
KSB,53.28,50.11
KOPRAN,38.94,38.94
HEG,37.12,37.12
GREAVESCOT,105.97,113.60
GODFRYPHLP,31.09,31.09
VARDMNPOLY,51.52,51.52
SURYAROSNI,15.33,15.33
TATAINVEST,114.77,114.77
GLFL,442.78,442.78
TIMKEN,58.06,58.06
SHREECEM,53.73,53.73
SAKHTISUG,11.90,11.90
IPCALAB,40.76,37.18
INGERRAND,49.39,46.15
AKZOINDIA,7.05,39.37
HINDALCO,13.16,12.21
HINDZINC,21.83,21.87
HINDUNILVR,55.63,53.11
GSFC,10.02,10.02
GRASIM,21.11,20.60
AMBUJACEM,25.82,23.47
FINPIPE,25.17,25.17
FINCABLES,21.48,24.19
EIDPARRY,7.01,8.01
DCW,34.53,34.53
CGPOWER,103.16,100.93
SUDARCOLOR,18.95,10.62
CESC,13.77,13.77
BIRLACORPN,14.66,13.27
BHEL,121.34,121.34
BHARATGEAR,12.70,12.70
BEL,55.35,55.35
BAJFINANCE,34.42,34.09
ASHAPURMIN,14.78,14.59
NAVA,14.10,14.10
CORALFINAC,9.72,9.72
GREENPLY,23.31,23.49
TNPL,32.04,32.04
PARASPETRO,562.08,562.08
AUTOAXLES,19.62,18.60
REMSONSIND,16.26,15.71
DALMIASUG,7.15,7.15
NATCOPHARM,11.27,11.27
KHAITANLTD,6.85,6.85
SWARAJENG,23.55,23.25
MRF,27.29,26.61
GARFIBRES,29.88,29.88
ANDHRSUGAR,10.07,8.66
TNPETRO,7.37,7.95
TTKPRESTIG,92.32,35.57
STARPAPER,5.71,5.71
SKFINDIA,18.13,17.23
AUSOMENT,7.46,7.46
EIMCOELECO,19.67,19.67
JAYAGROGN,12.64,12.64
CUBEXTUB,18.12,18.12
MARICO,59.77,59.77
SILINV,10.23,10.23
REGENCERAM,1003.78,1003.78
BIOFILCHEM,18.45,18.45
KEYFINSERV,21.18,19.57
ZENITHEXPO,20.17,117.33
SANGAMIND,39.71,35.70
MOTHERSON,46.11,44.46
VISAKAIND,8.93,17.55
AARTIDRUGS,16.65,16.65
STERTOOLS,22.28,30.00
CREST,19.52,19.52
INDIANCARD,5.15,8.64
HITECHGEAR,53.10,53.10
WENDT,61.40,61.40
DENORA,27.37,27.37
TVSSRICHAK,69.69,72.90
SHRIRAMFIN,22.77,22.77
PUNJABCHEM,23.32,21.83
MIRZAINT,57.48,
ELECTHERM,5.91,18.73
DYNAMATECH,191.33,156.01
GANESHHOU,13.36,13.36
MMFL,25.80,25.81
JAGSNPHARM,27.58,26.46
ALKYLAMINE,42.22,42.22
BOSCH-HCIL,313.41,114.68
MPHASIS,23.96,23.62
GUJRAFFIA,28.80,28.80
RUCHINFRA,12.99,12.99
RAMCOIND,21.95,21.97
KOTHARIPET,9.45,9.43
HERITGFOOD,18.25,18.37
