SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,69.29,69.29
WHEELS,18.69,18.69
RIIL,143.24,143.24
PREMIERPOL,21.43,21.43
RAYMOND,18.22,18.22
SHREDIGCEM,49.06,49.06
SESHAPAPER,17.95,17.95
SMLISUZU,38.43,38.43
SUNDRMFAST,39.43,39.43
FACT,1523.28,3778.87
EXIDEIND,41.01,41.01
ELECON,26.66,30.74
CRISIL,77.96,77.96
LMW,172.39,172.39
PEL,85.44,
NELCO,314.00,314.00
MASTEK,21.05,21.32
MAHSCOOTER,77.52,103.75
LUMAXIND,54.30,54.30
TRENT,132.14,132.14
KECL,246.62,
CUMMINSIND,57.06,57.06
KCP,10.70,9.71
JAYBARMARU,26.59,26.59
JBCHEPHARM,39.16,39.16
INFY,24.97,24.97
INDIAGLYCO,33.55,33.55
IONEXCHANG,40.19,40.19
IFBIND,44.53,44.53
IGPL,13.66,13.66
HIMATSEIDE,24.79,10.15
GNFC,13.78,13.78
BPCL,12.56,12.28
BHARATFORG,64.20,58.40
BASF,45.11,46.70
FORCEMOT,27.42,40.31
ATUL,44.62,44.62
ARVIND,24.45,24.45
ACC,15.58,16.14
TATAMOTORS,10.87,10.65
SCI,12.75,12.75
MRPL,917.24,917.24
LINDEINDIA,128.56,128.56
HINDPETRO,13.85,13.85
ESCORTS,32.03,31.99
RELINFRA,1.87,2.17
BAJAJHLDNG,317.44,317.44
ASHOKLEY,21.84,21.95
VOLTAS,48.15,48.15
TITAN,90.93,90.93
TATASTEEL,65.84,56.63
SUNDARMFIN,30.88,30.88
SPIC,14.08,14.08
VEDL,8.52,9.40
SBIN,9.39,9.39
RELIANCE,24.88,24.88
PFIZER,31.90,38.56
NOCIL,31.55,31.55
BOSCHLTD,56.37,56.40
DRREDDY,18.43,18.43
BATAINDIA,48.34,68.62
DEEPAKFERT,21.20,21.20
CHAMBLFERT,14.57,14.57
CARBORUNIV,75.09,96.55
MAHSEAMLES,12.38,12.38
HINDOILEXP,15.47,15.47
DICIND,48.23,50.48
COROMANDEL,33.26,38.33
BALMLAWRIE,18.94,18.94
VINDHYATEL,23.95,23.95
MOTOGENFIN,125.30,125.30
ASIANPAINT,64.78,60.51
RAMCOCEM,102.83,426.23
PGHL,38.68,37.36
ABREL,,847.98
BEML,65.72,65.72
ADOR,34.11,30.36
CENTENKA,16.87,16.87
TATACHEM,119.76,71.68
TORNTPHARM,61.27,60.72
VTL,17.24,17.24
SUNDROP,,92.48
FEDERALBNK,12.56,12.56
EPL,20.90,20.71
VLSFINANCE,18.05,18.05
SUPREMEIND,63.99,63.99
