SYMBOL,SYMBOL P/E,ADJUSTED P/E
WHEELS,39.49,39.49
RIIL,192,192
SHREDIGCEM,19.02,19.02
SMLISUZU,37.09,37.09
FACT,123.31,105.47
LAXMIMACH,45.09,45.09
PEL,,22.94
MAHSCOOTER,44.72,44.72
TRENT,118.78,192.73
KCP,9.03,9.01
JBCHEPHARM,57.05,57.05
IONEXCHANG,40.36,40.36
IFBIND,119.34,119.34
HIMATSEIDE,12.36,12.36
GFLLIMITED,.39,
BHARATFORG,72.29,70.57
ARVIND,25.61,26.29
TATAMOTORS,17.52,16.8
LINDEINDIA,219.33,219.33
ESCORTS,38.46,38.46
BAJAJHLDNG,65.05,65.05
ZUARIIND,1.49,
TATASTEEL,,50.6
VEDL,20.51,30.73
RELIANCE,24.68,24.68
BOSCHLTD,38.18,52.98
CHAMBLFERT,13.47,13.47
DICIND,,365.34
PGHL,36.85,36.85
BEML,80.99,80.99
TATACHEM,72.94,22.15
EPL,20.86,20.86
VLSFINANCE,3.93,3.93
SRF,82.81,82.81
WEIZMANIND,23.41,23.41
BBOX,32.1,21.69
JTEKTINDIA,44.18,46.83
HCC,13.32,46.82
APOLLOHOSP,106.77,106.94
ARE&M,25.41,24.41
EICHERMOT,37.63,37.63
TAINWALCHM,53.32,53.32
KPIL,41.42,45.93
JYOTISTRUC,115.21,115.21
BLUEDART,53.77,53.77
SOTL,19.07,19.07
RANASUG,6.71,6.71
ARENTERP,21.1,21.1
ADVANIHOTR,30.37,30.37
SPMLINFRA,38.53,38.53
VSTIND,20.39,20.39
TOKYOPLAST,91.07,63.95
HLVLTD,75.88,88.31
M&M,24.39,24.45
HEIDELBERG,29.4,29.4
PRSMJOHNSN,44.24,
PIDILITIND,86.68,86.68
PCBL,20.68,20.68
JINDALSAW,13.07,13.07
GRAPHITE,15.68,422.3
BBL,33.94,33.94
DCMSHRIRAM,29.21,29.21
COSMOFIRST,20.74,20.74
HEROMOTOCO,24.67,23.87
HARRMALAYA,125.54,125.54
ITC,26.25,26.31
