SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,79.89,84.99
WHEELS,24.31,24.31
RIIL,111.47,111.47
PREMIERPOL,18.35,18.35
RAYMOND,59.48,12.89
RSWM,18.17,15.75
SHREDIGCEM,41.96,41.96
SESHAPAPER,21.76,21.76
SMLMAH,34.29,34.29
SUPERSPIN,67.75,
SUNDRMFAST,29.78,29.30
EXIDEIND,39.52,39.21
ELECON,35.01,41.84
CRISIL,33.79,33.79
LMW,128.12,121.43
NELCO,527.09,163.03
MASTEK,12.74,12.24
MAHSCOOTER,45.89,45.89
LUMAXIND,42.21,38.32
TRENT,86.13,85.17
CUMMINSIND,76.51,74.37
KCP,7.49,7.24
JAYBARMARU,10.10,9.77
JBCHEPHARM,49.09,47.78
INFY,16.48,16.00
INDIAGLYCO,26.62,26.55
IONEXCHANG,36.35,33.46
IFBIND,35.10,32.75
IGPL,613.11,613.11
HIMATSEIDE,15.37,15.37
GNFC,9.21,9.21
BPCL,5.26,5.20
BHARATFORG,83.96,76.89
BASF,35.80,35.80
FORCEMOT,19.62,22.42
ATUL,28.70,28.77
ARVIND,30.80,29.99
ACC,11.72,11.87
TMPV,,34.69
SCI,10.64,10.64
MRPL,14.17,14.17
LINDEINDIA,121.16,121.16
HINDPETRO,4.95,4.95
ESCORTS,22.77,23.13
RELINFRA,0.68,0.90
BAJAJHLDNG,51.99,139.53
ASHOKLEY,23.26,21.70
VOLTAS,85.82,82.58
TITAN,74.57,73.47
TATASTEEL,24.54,23.04
SUNDARMFIN,22.74,22.11
SPIC,8.01,8.01
VEDL,7.78,7.09
SBIN,10.60,10.89
RELIANCE,18.27,18.27
PFIZER,28.22,26.96
NOCIL,48.40,45.57
BOSCHLTD,39.65,47.27
DRREDDY,25.74,25.74
BATAINDIA,63.65,91.66
DEEPAKFERT,24.36,24.36
CHAMBLFERT,10.27,10.27
CARBORUNIV,145.04,48.14
MAHSEAMLES,11.75,11.68
HINDOILEXP,21.77,31.28
DICIND,23.59,21.37
COROMANDEL,27.93,27.33
BALMLAWRIE,15.13,15.13
MOTOGENFIN,0.77,
MARALOVER,72.53,61.29
ASIANPAINT,60.94,59.36
RAMCOCEM,30.07,117.24
INDIACEM,,138.15
PGHL,31.48,31.48
BEML,102.68,102.68
ADOR,24.03,23.49
CENTENKA,11.15,10.99
TATACHEM,,225.15
TORNTPHARM,69.98,68.03
VTL,25.98,25.98
SUNDROP,120.72,120.72
FEDERALBNK,16.74,16.74
EPL,17.65,16.65
VLSFINANCE,33.53,33.53
SUPREMEIND,53.65,53.65
SRF,43.69,42.24
BIRLACABLE,39.74,39.74
BALRAMCHIN,31.40,31.40
AEGISLOG,24.44,24.44
WEIZMANIND,18.30,18.30
UNICHEMLAB,10.11,51.10
BBOX,87.58,69.12
HONAUT,58.44,57.54
JTEKTINDIA,44.21,41.72
SAURASHCEM,46.08,29.24
RANEHOLDIN,13.29,15.11
PRECOT,21.86,21.86
TATAELXSI,42.64,39.48
SUNPHARMA,36.98,34.07
KOHINOOR,1.14,
SHREYANIND,29.73,29.73
SANDESH,10.88,10.61
HCC,39.33,45.65
BAJAJHIND,37.39,33.69
APOLLOHOSP,60.99,60.53
ARE&M,17.37,22.10
ADANIENT,40.62,155.69
IVP,9.27,9.11
BALKRISIND,33.31,33.31
INDBANK,21.26,21.26
GINNIFILA,8.66,7.83
EICHERMOT,41.14,40.77
RAJSREESUG,97.49,35.22
GVT&D,105.20,101.48
NEULANDLAB,59.25,59.25
ONGC,7.12,7.07
ITI,99.12,
ZENSARTECH,14.24,13.89
TAINWALCHM,17.36,17.36
BERGEPAINT,53.08,51.23
BANARISUG,30.52,30.52
ANIKINDS,72.61,72.61
KPIL,21.38,21.81
JYOTISTRUC,27.93,27.93
IGARASHI,95.31,95.31
BSL,55.42,55.42
BLUEDART,45.08,39.20
JAYNECOIND,20.22,19.80
MUNJALSHOW,23.56,21.91
APCOTEXIND,27.62,27.74
SOTL,21.13,21.13
HSCL,45.78,45.78
RCF,16.21,17.63
RANASUG,0.72,
KARURVYSYA,10.76,10.76
DECCANCE,29.51,54.86
WSI,232.98,270.69
UFLEX,9.39,9.13
TATAPOWER,29.65,29.36
ADVANIHOTR,20.46,19.88
THOMASCOOK,20.40,19.94
SUNFLAG,33.41,32.31
SUBROS,28.32,27.40
SPMLINFRA,20.63,20.63
SIMPLEXINF,50.68,51.64
SIEMENS,104.27,104.27
BHARATRAS,16.55,15.06
WIPRO,15.74,15.74
VSTIND,15.00,15.00
JUBLPHARMA,38.98,35.11
UNIVCABLES,48.57,48.57
TATACOMM,55.87,52.79
TOKYOPLAST,128.11,128.11
SOMANYCERA,28.37,27.40
MURUDCERA,16.93,16.93
IFCI,49.34,47.68
HLVLTD,250.08,101.79
SANOFI,23.69,22.32
M&M,22.70,22.41
LIBERTSHOE,37.49,37.95
KAJARIACER,35.30,33.26
HEIDELBERG,25.54,24.58
MODTHREAD,13.14,13.14
MANGLMCEM,17.88,16.39
PRSMJOHNSN,99.64,
POLYPLEX,69.27,69.27
PIDILITIND,60.77,60.52
PCBL,57.45,61.85
3PLAND,26.25,26.25
OSWALAGRO,66.22,39.81
EIHAHOTELS,20.78,20.12
HONDAPOWER,36.18,32.51
JINDALSAW,17.69,17.69
SAIL,26.71,23.34
RUBYMILLS,25.94,25.94
STYRENIX,20.76,20.61
ABB,98.81,98.81
IDBI,8.53,8.53
GRAPHITE,80.59,79.74
CANFINHOME,9.91,9.91
BRITANNIA,48.05,48.05
BBL,26.74,26.74
ELECTCAST,28.33,24.30
DHAMPURSUG,14.03,14.03
DCMSHRIRAM,18.73,18.29
DABUR,40.22,39.97
COSMOFIRST,12.49,12.06
CIPLA,29.25,27.64
HEROMOTOCO,17.95,17.64
HDFCBANK,14.80,14.59
HARRMALAYA,12.76,12.76
GMBREW,12.79,12.79
GIPCL,6.55,6.55
ITC,17.04,16.84
INDIANHUME,11.23,17.24
HINDCOMPOS,19.68,18.78
IOC,4.80,4.80
OSWALGREEN,,16.71
HUHTAMAKI,10.92,10.94
RICOAUTO,35.32,31.32
KAMATHOTEL,13.66,18.69
IFBAGRO,15.24,15.24
BANCOINDIA,19.46,19.99
MANINDS,23.65,23.65
APOLLOTYRE,18.37,17.59
SIYSIL,12.10,12.10
SHANTIGEAR,44.15,42.22
PRECWIRE,49.10,49.10
ONWARDTEC,13.10,12.46
NILKAMAL,17.69,16.25
NCC,12.84,12.38
ICIL,51.88,51.88
SEAMECLTD,15.91,15.91
ELGIEQUIP,45.67,44.55
AUROPHARMA,24.03,23.71
BBTC,4.25,4.39
EIHOTEL,30.39,26.24
KANORICHEM,21.14,21.14
LICHSGFIN,5.40,5.40
GICHSGFIN,5.21,5.21
BEPL,13.44,13.44
RAIN,16.31,16.31
BANARBEADS,38.88,38.88
MOREPENLAB,25.06,33.09
WSTCSTPAPR,21.77,21.77
VENKEYS,14.17,14.17
GHCL,8.59,8.59
PRUDMOULI,6.60,6.60
PRAJIND,272.44,71.59
BPL,,265.52
PGHH,35.62,35.62
VESUVIUS,36.89,36.89
TFCILTD,28.22,28.22
BOMDYEING,94.40,91.69
GTL,0.22,
NAVNETEDUL,9.54,38.72
GUJALKALI,229.38,229.38
AGI,11.02,10.90
GLAXO,35.39,35.92
TATACONSUM,68.34,67.75
ZEEL,39.78,38.78
CHOLAFIN,24.50,24.50
INDHOTEL,42.64,47.13
FMGOETZE,13.63,12.82
KOTAKBANK,19.57,19.85
ORIENTHOT,25.33,25.10
GILLETTE,38.66,38.66
GOLDENTOBC,6.38,7.24
KANSAINER,29.62,27.48
FOSECOIND,41.96,36.95
ESABINDIA,44.12,47.89
3MINDIA,69.01,82.00
ANDHRAPAP,65.78,65.78
GABRIEL,57.00,54.73
SCHAEFFLER,51.92,51.92
AARTIIND,39.64,40.33
RALLIS,24.02,
AMJLAND,10.24,10.24
PRAKASH,7.76,7.76
MFSL,530.10,530.10
KSB,57.97,54.37
KOPRAN,35.48,35.48
HEG,47.14,47.14
GREAVESCOT,126.87,135.44
GODFRYPHLP,27.88,27.88
VARDMNPOLY,43.89,43.89
SURYAROSNI,19.66,19.66
TATAINVEST,107.03,107.03
TIMKEN,67.41,67.41
SUDARSCHEM,606.22,123.72
SHREECEM,49.70,49.70
SAKHTISUG,7.48,7.48
IPCALAB,34.96,33.20
INGERRAND,48.83,47.52
JSWDULUX,7.18,38.54
HINDALCO,18.33,15.73
HINDZINC,17.31,17.34
HINDUNILVR,47.04,46.24
GSFC,9.78,9.78
GRASIM,20.78,20.29
AMBUJACEM,18.95,16.59
FINPIPE,19.27,19.27
FINCABLES,24.71,30.17
EIDPARRY,9.48,5.82
DCW,29.08,29.08
CGPOWER,123.43,120.94
SUDARCOLOR,18.93,13.37
CESC,14.69,14.69
BIRLACORPN,13.31,13.18
BHEL,87.54,87.54
BHARATGEAR,10.63,10.63
BEL,49.54,49.54
BAJFINANCE,28.67,28.40
ASHAPURMIN,17.20,17.00
NAVA,16.21,16.21
CORALFINAC,8.79,8.79
GREENPLY,30.58,28.07
TNPL,4.03,4.03
AUTOAXLES,15.87,15.09
REMSONSIND,14.36,13.94
DALMIASUG,11.80,11.80
NATCOPHARM,11.66,11.66
KHAITANLTD,10.32,10.32
SWARAJENG,23.11,22.82
MRF,21.64,21.24
GARFIBRES,33.29,31.65
ANDHRSUGAR,11.77,10.53
TNPETRO,7.95,8.47
TTKPRESTIG,46.65,41.67
STARPAPER,6.49,6.49
SKFINDIA,30.03,27.63
AUSOMENT,11.14,11.14
EIMCOELECO,22.87,22.87
JAYAGROGN,12.81,12.81
CUBEXTUB,16.70,16.70
MARICO,58.05,58.05
SILINV,11.74,11.74
SAMBHAAV,2173.22,2173.22
BIOFILCHEM,20.61,20.61
KEYFINSERV,21.65,21.10
ZENITHEXPO,48.66,48.66
SUNDRMBRAK,111.69,98.97
SANGAMIND,32.02,29.79
MOTHERSON,43.26,40.37
SOMATEX,34.95,92.51
VISAKAIND,7.39,16.64
AARTIDRUGS,17.64,17.64
STERTOOLS,27.02,45.74
CREST,21.05,21.05
