SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,58.10,58.10
WHEELS,14.23,14.23
RIIL,105.26,105.26
PREMIERPOL,17.95,17.95
RAYMOND,31.71,8.98
RSWM,101.83,101.83
SHREDIGCEM,21.19,21.19
SESHAPAPER,18.98,18.98
SMLMAH,31.59,31.59
SUNDRMFAST,36.00,35.38
FACT,1890.19,4556.00
EXIDEIND,32.94,32.68
EUROTEXIND,5.79,5.79
ELECON,19.14,22.30
CRISIL,45.53,45.53
LMW,138.76,130.88
NELCO,,316.22
MASTEK,16.78,16.51
MAHSCOOTER,42.88,49.45
LUMAXIND,51.94,51.94
TRENT,85.55,85.55
KECL,78.11,78.11
CUMMINSIND,55.79,56.05
KCP,9.42,8.92
JAYBARMARU,14.16,14.16
JBCHEPHARM,39.79,39.79
INFY,23.76,23.03
INDIAGLYCO,28.86,28.86
IONEXCHANG,28.79,26.97
IFBIND,34.91,32.44
IGPL,34.28,34.28
HIMATSEIDE,15.00,6.62
GNFC,11.01,11.01
GFLLIMITED,171.27,171.27
BPCL,7.09,6.98
BHARATFORG,63.39,63.20
BASF,42.08,42.79
FORCEMOT,23.28,30.55
ATUL,30.36,30.36
ARVIND,19.54,18.82
ACC,11.63,12.25
TMPV,11.19,8.58
SCI,13.89,13.89
MRPL,14.32,14.32
LINDEINDIA,101.25,101.25
HINDPETRO,6.12,6.12
ESCORTS,30.31,31.86
BAJAJHLDNG,62.82,221.03
ASHOKLEY,32.90,32.06
VOLTAS,71.01,68.82
TITAN,85.54,85.54
TATASTEEL,37.48,34.20
SUNDARMFIN,30.74,30.74
SPIC,10.01,10.01
VEDL,16.09,14.71
SBIN,12.09,12.43
RELIANCE,19.38,19.38
PFIZER,24.87,29.54
NOCIL,35.03,35.03
BOSCHLTD,40.19,47.44
DRREDDY,18.46,18.46
BATAINDIA,64.83,59.43
DEEPAKFERT,15.19,15.19
CHAMBLFERT,10.29,10.29
CARBORUNIV,73.61,73.61
MAHSEAMLES,8.22,8.20
HINDOILEXP,14.61,18.93
DICIND,25.62,26.31
COROMANDEL,28.31,32.06
BALMLAWRIE,14.91,14.91
VINDHYATEL,21.46,21.46
MOTOGENFIN,54.75,54.75
ASIANPAINT,62.17,58.49
RAMCOCEM,71.92,160.69
INDIACEM,,73.48
PGHL,28.69,28.69
BEML,50.53,50.53
ADOR,27.58,25.52
CENTENKA,15.98,15.98
TATACHEM,82.95,46.51
TORNTPHARM,62.64,61.87
VTL,16.69,16.69
SUNDROP,,60.64
FEDERALBNK,16.89,16.89
EPL,14.90,14.78
SUPREMEIND,60.96,60.96
SRF,46.92,45.54
BIRLACABLE,53.60,53.60
BALRAMCHIN,23.18,23.18
AEGISLOG,26.44,26.44
WEIZMANIND,14.92,14.92
UNICHEMLAB,29.79,17.34
BBOX,40.01,32.34
HONAUT,57.18,57.18
JTEKTINDIA,54.26,54.26
SAURASHCEM,23.21,30.87
RANEHOLDIN,34.97,25.78
PRECOT,9.15,9.15
TATAELXSI,57.13,52.57
SUNPHARMA,34.79,31.30
KOHINOOR,0.24,
SHREYANIND,4.88,4.88
SANDESH,15.08,15.24
HCC,15.19,
APOLLOHOSP,59.11,59.11
ARE&M,17.05,20.91
ADANIENT,41.49,102.84
IVP,10.98,10.73
BALKRISIND,33.97,33.97
INDBANK,22.43,22.43
GINNIFILA,10.59,9.22
EICHERMOT,44.36,44.36
GVT&D,77.45,74.01
NEULANDLAB,70.79,87.07
ONGC,7.98,7.95
ZENSARTECH,19.97,19.45
TAINWALCHM,22.81,22.81
BERGEPAINT,51.81,50.47
BANARISUG,36.99,36.99
ANIKINDS,86.36,86.36
KPIL,24.16,24.16
JYOTISTRUC,23.10,23.10
IGARASHI,82.32,82.32
BSL,26.13,26.13
BLUEDART,51.37,44.82
JAYNECOIND,19.03,18.53
MUNJALSHOW,18.30,18.30
APCOTEXIND,23.12,23.25
SOTL,17.30,17.30
HSCL,33.07,33.07
RCF,24.27,24.48
RANASUG,4.49,4.49
KARURVYSYA,12.67,12.67
DECCANCE,26.63,26.63
UFLEX,8.38,10.19
TATAPOWER,26.16,26.25
ADVANIHOTR,22.17,21.67
THOMASCOOK,22.71,24.16
SUNFLAG,21.98,21.98
SUBROS,32.55,31.47
SPMLINFRA,25.34,25.34
SIMPLEXINF,39.99,59.26
SIEMENS,65.40,65.40
BHARATRAS,24.24,22.36
WIPRO,18.71,18.71
VSTIND,17.43,17.43
JUBLPHARMA,32.93,31.57
UNIVCABLES,31.54,31.54
TATACOMM,29.97,42.63
TOKYOPLAST,89.43,89.43
SOMANYCERA,30.23,30.23
MURUDCERA,18.95,18.95
IFCI,22.45,22.05
HLVLTD,71.98,53.56
SANOFI,25.97,25.07
M&M,30.90,30.90
LIBERTSHOE,32.02,31.85
KAJARIACER,35.94,33.68
HEIDELBERG,29.96,29.96
MODTHREAD,27.14,27.14
MANGLMCEM,27.99,27.99
PRSMJOHNSN,43.67,1054.07
POLYPLEX,37.92,37.92
PIDILITIND,64.77,64.24
PCBL,29.98,29.94
3PLAND,29.84,29.84
OSWALAGRO,5.40,5.40
EIHAHOTELS,21.28,21.20
HONDAPOWER,27.23,27.23
JINDALSAW,13.08,13.08
SAIL,25.48,23.43
RUBYMILLS,12.12,12.12
STYRENIX,19.98,19.79
ABB,66.90,66.90
IDBI,11.52,11.52
GRAPHITE,50.89,50.89
CANFINHOME,12.75,12.75
BRITANNIA,60.55,60.55
BBL,21.60,21.60
ELECTCAST,8.87,8.87
DHAMPURSUG,13.11,13.11
DCMSHRIRAM,27.66,25.90
DABUR,49.37,49.05
COSMOFIRST,10.69,10.69
CIPLA,23.53,22.42
HEROMOTOCO,23.10,23.10
HDFCBANK,18.76,18.54
HARRMALAYA,10.44,10.44
GMBREW,13.64,13.64
GIPCL,11.64,11.64
ITC,19.82,19.60
INDIANHUME,3.54,18.86
HINDCOMPOS,20.08,14.21
IOC,9.96,10.28
OSWALGREEN,58.85,58.85
HUHTAMAKI,13.67,13.76
RICOAUTO,35.96,34.99
KAMATHOTEL,16.50,24.02
IFBAGRO,25.56,25.56
BANCOINDIA,19.62,19.62
MANINDS,14.63,14.63
APOLLOTYRE,39.46,35.25
SIYSIL,11.53,11.53
SHANTIGEAR,41.82,41.24
PRECWIRE,40.21,40.21
ONWARDTEC,16.38,15.60
NILKAMAL,21.41,21.41
NCC,11.08,11.08
ICIL,28.56,28.56
SEAMECLTD,16.95,16.96
ELGIEQUIP,35.95,35.95
AUROPHARMA,20.34,20.34
BBTC,5.34,5.40
EIHOTEL,31.21,27.27
LICHSGFIN,5.28,5.28
GICHSGFIN,6.14,5.77
BEPL,12.42,12.42
BANARBEADS,39.68,39.68
MOREPENLAB,20.01,26.09
WSTCSTPAPR,14.26,14.26
VENKEYS,94.22,94.22
GHCL,9.62,9.62
S&SPOWER,,456.34
PRUDMOULI,9.81,9.81
PRAJIND,50.53,50.53
BPL,,5.15
TRANSWORLD,,203.79
KEEPLEARN,84.78,84.78
PGHH,44.44,44.44
VESUVIUS,41.24,41.24
TFCILTD,24.91,24.91
BOMDYEING,24.50,43.27
NAVNETEDUL,8.38,24.13
GUJALKALI,62.01,62.01
AGI,12.15,12.01
GLAXO,42.59,42.68
TATACONSUM,72.23,73.30
ZEEL,14.39,14.21
CHOLAFIN,28.69,28.69
INDHOTEL,53.63,53.57
FMGOETZE,12.75,12.75
KOTAKBANK,21.71,21.71
ORIENTHOT,29.95,29.63
JAYSREETEA,3.89,11.37
