SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,56.04,56.04
WHEELS,19.68,19.68
RIIL,136.17,136.17
PREMIERPOL,17.67,17.67
RAYMOND,18.18,18.18
SHREDIGCEM,48.43,48.43
SESHAPAPER,19.24,19.24
SMLISUZU,30.06,30.06
SUNDRMFAST,37.86,37.86
FACT,613.51,742.39
EXIDEIND,39.93,39.93
ELECON,23.78,27.42
CRISIL,47.38,47.38
LMW,159.98,158.97
NELCO,308.03,308.03
MASTEK,16.29,16.48
MAHSCOOTER,81.31,101.29
LUMAXIND,64.72,64.72
TRENT,112.02,112.02
KECL,354.70,
CUMMINSIND,58.72,59.01
KCP,8.54,7.89
JAYBARMARU,20.33,20.33
JBCHEPHARM,38.71,38.71
INFY,21.93,21.93
INDIAGLYCO,31.98,31.98
IONEXCHANG,27.99,27.99
IFBIND,56.51,56.51
IGPL,21.02,21.02
HIMATSEIDE,22.36,8.41
GNFC,13.32,13.32
BPCL,9.57,9.43
BHARATFORG,57.61,57.43
BASF,49.49,50.29
FORCEMOT,26.44,37.53
ATUL,34.41,34.41
ARVIND,21.23,21.23
ACC,14.25,14.76
TATAMOTORS,6.86,6.68
SCI,12.07,12.07
LINDEINDIA,118.91,118.91
HINDPETRO,8.81,8.81
ESCORTS,32.99,34.66
RELINFRA,1.03,1.19
BAJAJHLDNG,69.38,213.27
ASHOKLEY,22.87,22.97
VOLTAS,61.91,61.91
TITAN,87.89,87.89
TATASTEEL,52.64,48.92
SUNDARMFIN,27.36,27.36
SPIC,14.30,14.30
VEDL,9.32,10.31
SBIN,10.14,10.14
RELIANCE,20.39,20.39
PFIZER,30.29,36.23
NOCIL,32.35,32.35
BOSCHLTD,42.92,51.60
DRREDDY,18.30,18.30
BATAINDIA,70.88,67.48
DEEPAKFERT,18.45,18.45
CHAMBLFERT,11.99,11.99
CARBORUNIV,84.96,117.67
MAHSEAMLES,8.59,8.56
HINDOILEXP,14.25,18.19
DICIND,28.59,29.55
COROMANDEL,27.70,31.55
BALMLAWRIE,16.96,16.96
WILLAMAGOR,1.37,1.37
VINDHYATEL,21.69,21.69
MOTOGENFIN,136.51,136.51
ASIANPAINT,68.73,64.11
RAMCOCEM,76.10,211.50
INDIACEM,,524.46
PGHL,34.48,34.48
BEML,61.57,61.57
ADOR,55.37,46.58
CENTENKA,17.45,17.45
TATACHEM,65.15,47.21
TORNTPHARM,60.59,60.07
VTL,14.49,14.49
SUNDROP,,69.49
FEDERALBNK,12.72,12.72
EPL,16.69,16.55
VLSFINANCE,29.89,29.89
SUPREMEIND,68.36,68.36
SRF,65.66,65.66
BIRLACABLE,75.91,75.91
BALRAMCHIN,24.66,24.66
AEGISLOG,35.15,35.15
WEIZMANIND,19.35,19.35
UNICHEMLAB,25.05,25.05
BBOX,42.41,33.22
HONAUT,62.74,62.74
JTEKTINDIA,57.84,58.29
SAURASHCEM,79.08,203.37
RANEHOLDIN,10.04,61.61
PRECOT,10.86,10.86
TATAELXSI,44.88,44.88
SUNPHARMA,38.70,35.00
KOHINOOR,0.33,
SHREYANIND,5.70,5.70
SANDESH,10.32,10.41
HCC,14.67,
APOLLOHOSP,71.21,71.21
ARE&M,21.16,23.22
ADANIENT,71.41,84.37
IVP,17.89,17.89
BALKRISIND,30.18,30.18
INDBANK,23.34,23.34
GINNIFILA,20.96,17.07
EICHERMOT,46.48,46.48
GVT&D,99.06,99.06
NEULANDLAB,118.59,159.15
ONGC,7.78,7.76
ZENSARTECH,26.40,26.40
TAINWALCHM,27.19,27.19
BERGEPAINT,57.38,55.98
BANARISUG,37.57,37.57
JINDALPOLY,,44.41
ANIKINDS,99.42,99.42
KPIL,31.11,31.11
JYOTISTRUC,39.58,39.58
IGARASHI,87.21,87.21
BSL,29.17,29.17
