SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,66.04,66.04
WHEELS,17.45,17.45
RIIL,149.75,149.75
PREMIERPOL,20.88,20.88
RAYMOND,15.24,15.24
SHREDIGCEM,45.77,45.77
SESHAPAPER,17.29,17.29
SMLISUZU,22.34,22.34
SUNDRMFAST,38.44,38.44
FACT,1618.15,4014.22
EXIDEIND,40.69,40.69
ELECON,35.87,35.87
CRISIL,60.62,60.62
LMW,167.63,167.63
PEL,73.25,
NELCO,267.11,267.11
MASTEK,20.42,20.68
MAHSCOOTER,77.57,103.80
LUMAXIND,46.13,46.13
TRENT,138.14,138.14
KECL,244.20,
CUMMINSIND,53.04,53.04
KCP,10.30,9.35
JAYBARMARU,27.16,27.16
JBCHEPHARM,40.87,40.87
INFY,25.47,25.47
INDIAGLYCO,31.91,31.91
IONEXCHANG,37.88,37.88
IFBIND,47.08,47.08
IGPL,13.47,13.47
HIMATSEIDE,23.44,9.60
GNFC,13.56,13.56
BPCL,11.30,11.04
BHARATFORG,67.80,61.68
BASF,45.93,47.55
FORCEMOT,22.83,33.56
ATUL,43.39,43.39
ARVIND,24.63,24.63
ACC,14.55,15.07
TATAMOTORS,10.81,10.59
SCI,12.37,12.37
MRPL,859.39,859.39
LINDEINDIA,135.27,135.27
HINDPETRO,12.21,12.21
ESCORTS,30.09,30.06
RELINFRA,1.72,1.99
BAJAJHLDNG,310.55,310.55
ASHOKLEY,20.55,20.66
VOLTAS,44.59,44.59
TITAN,90.62,90.62
TATASTEEL,63.86,54.92
SUNDARMFIN,30.08,30.08
SPIC,13.57,13.57
VEDL,8.74,9.64
SBIN,8.95,8.95
RELIANCE,23.97,23.97
PFIZER,34.93,42.22
NOCIL,30.96,30.96
BOSCHLTD,47.20,47.23
DRREDDY,19.30,19.30
BATAINDIA,47.36,67.23
DEEPAKFERT,20.87,20.87
CHAMBLFERT,14.66,14.66
CARBORUNIV,70.40,90.51
MAHSEAMLES,11.62,11.62
HINDOILEXP,15.32,15.32
DICIND,30.70,31.63
COROMANDEL,32.27,37.19
BALMLAWRIE,18.37,18.37
VINDHYATEL,24.65,24.65
MOTOGENFIN,124.64,124.64
ASIANPAINT,60.87,56.85
RAMCOCEM,94.23,390.58
PGHL,39.06,37.73
ABREL,,961.16
BEML,62.33,62.33
ADOR,31.14,27.71
CENTENKA,16.27,16.27
TATACHEM,119.12,71.30
TORNTPHARM,57.65,57.14
VTL,16.46,16.46
SUNDROP,,88.86
FEDERALBNK,11.98,11.98
EPL,21.43,21.23
VLSFINANCE,18.00,18.00
SUPREMEIND,70.17,70.17
SRF,73.38,73.38
BIRLACABLE,127.60,127.60
BALRAMCHIN,30.48,30.48
AEGISLOG,38.94,38.94
WEIZMANIND,23.13,23.13
UNICHEMLAB,27.58,27.58
BBOX,41.42,31.81
HONAUT,64.19,64.19
JTEKTINDIA,48.40,48.76
SAURASHCEM,139.67,
RANEHOLDIN,12.02,113.77
PRECOT,15.10,15.10
TATAELXSI,50.93,50.93
SUNPHARMA,36.06,34.47
KOHINOOR,0.36,
SHREYANIND,6.08,6.08
SANDESH,11.38,11.46
HCC,21.04,
APOLLOHOSP,68.43,68.43
ARE&M,19.30,20.99
ADANIENT,58.89,67.67
IVP,16.87,16.87
BALKRISIND,28.59,28.59
INDBANK,18.39,18.39
GINNIFILA,95.06,95.06
EICHERMOT,36.31,36.31
RAJSREESUG,19.40,19.40
GVT&D,96.81,96.81
NEULANDLAB,61.81,80.61
ONGC,8.29,8.27
ZENSARTECH,30.61,30.61
TIL,845.10,845.10
TAINWALCHM,41.57,41.57
BERGEPAINT,57.01,57.01
BANARISUG,46.88,46.88
JINDALPOLY,9.99,16.91
ANIKINDS,100.87,100.87
KPIL,36.23,36.23
JYOTISTRUC,63.72,63.72
IGARASHI,62.35,62.35
BLUEDART,59.22,59.22
JAYNECOIND,33.76,33.76
MUNJALSHOW,18.63,18.63
APCOTEXIND,36.60,36.60
SOTL,25.34,25.34
HSCL,40.73,40.73
RCF,35.69,36.10
RANASUG,6.11,6.11
KARURVYSYA,10.23,10.23
DECCANCE,135.32,135.32
ARENTERP,61.32,61.32
UFLEX,30.55,9.40
TATAPOWER,31.78,30.71
ADVANIHOTR,21.61,21.61
THOMASCOOK,29.96,29.27
SUNFLAG,31.42,31.42
SUBROS,44.00,44.00
SPMLINFRA,34.19,34.19
SIMPLEXINF,204.91,
SIEMENS,45.77,45.77
BHARATRAS,34.62,34.62
WIPRO,20.89,20.89
VSTIND,16.57,23.13
JUBLPHARMA,21.33,36.60
UNIVCABLES,50.38,50.38
TATACOMM,31.73,50.78
TOKYOPLAST,99.43,99.43
SOMANYCERA,41.84,40.98
MURUDCERA,26.18,26.18
IFCI,46.87,46.53
HLVLTD,34.17,35.27
SANOFI,36.84,34.52
M&M,29.83,29.83
LIBERTSHOE,52.06,47.00
KAJARIACER,49.37,49.37
KABRAEXTRU,30.68,39.13
HEIDELBERG,41.74,41.74
MODTHREAD,48.10,48.10
MANGLMCEM,46.95,46.95
PRSMJOHNSN,296.23,
POLYPLEX,10.97,10.97
PIDILITIND,73.13,72.48
PCBL,34.05,34.01
3PLAND,47.33,47.33
OSWALAGRO,11.74,11.74
EIHAHOTELS,24.93,24.06
HONDAPOWER,35.46,35.46
JINDALSAW,10.40,10.40
SAIL,27.81,21.90
RUBYMILLS,19.10,19.10
STYRENIX,24.74,24.74
ABB,68.21,68.21
IDBI,13.10,13.10
GRAPHITE,22.96,22.96
CANFINHOME,12.32,12.32
BRITANNIA,61.28,60.78
BBL,24.90,24.90
ELECTCAST,10.82,10.82
DHAMPURSUG,19.00,19.00
DCMSHRIRAM,29.81,29.81
DABUR,48.12,48.12
COSMOFIRST,24.08,24.08
CIPLA,22.95,22.95
HEROMOTOCO,19.27,19.27
HDFCBANK,20.48,20.21
HARRMALAYA,26.00,26.00
GMBREW,12.97,12.97
GIPCL,14.58,14.58
ITC,26.02,26.01
INDIANHUME,3.95,23.28
HINDCOMPOS,20.99,15.53
IOC,16.63,19.58
OSWALGREEN,136.32,136.32
HUHTAMAKI,18.00,26.79
RICOAUTO,48.39,46.53
KAMATHOTEL,14.46,15.04
IFBAGRO,30.77,30.77
BANCOINDIA,21.77,21.77
MANINDS,16.03,16.03
APOLLOTYRE,25.23,22.74
SIYSIL,16.00,16.00
SHANTIGEAR,42.36,42.36
PRECWIRE,35.41,35.41
ONWARDTEC,25.70,25.70
NILKAMAL,26.15,26.15
NCC,16.51,16.51
ICIL,21.73,21.73
SEAMECLTD,24.71,27.28
ELGIEQUIP,48.25,48.25
AUROPHARMA,18.33,18.33
BBTC,6.66,6.63
EIHOTEL,31.19,30.28
LICHSGFIN,6.07,6.07
GICHSGFIN,6.36,6.02
BEPL,15.87,15.87
BANARBEADS,26.22,26.22
MOREPENLAB,29.60,29.60
WSTCSTPAPR,9.79,9.79
21STCENMGM,5.47,5.47
VENKEYS,19.61,19.61
GHCL,9.47,9.47
PRUDMOULI,25.44,25.44
PRAJIND,41.41,46.07
BIRLANU,,929.80
BPL,5054.94,6.79
TRANSWORLD,17.94,13.07
KEEPLEARN,161.59,161.59
PGHH,60.44,60.44
VESUVIUS,42.43,42.43
TFCILTD,19.41,19.41
BOMDYEING,6.37,167.31
NAVNETEDUL,3.99,17.88
GUJALKALI,272.03,272.03
AGI,16.37,16.37
GLAXO,59.43,59.64
TATACONSUM,76.82,76.76
ZEEL,19.18,17.19
CHOLAFIN,30.70,30.70
INDHOTEL,54.92,63.18
FMGOETZE,17.80,17.80
KOTAKBANK,19.36,22.27
LYKALABS,51.83,51.83
ORIENTHOT,62.96,62.96
JAYSREETEA,3.99,8.22
GILLETTE,63.69,63.69
GOLDENTOBC,9.26,10.50
KANSAINER,17.74,32.62
FOSECOIND,40.83,40.83
ESABINDIA,44.92,44.92
3MINDIA,68.55,68.55
ANDHRAPAP,17.70,17.70
GABRIEL,34.98,34.98
SCHAEFFLER,66.78,66.78
AARTIIND,70.26,71.22
RALLIS,48.78,49.04
AMJLAND,13.09,13.09
PRAKASH,8.05,8.05
MFSL,135.02,135.02
KSB,61.14,61.14
KOPRAN,23.87,23.87
HEG,99.38,99.38
GODFRYPHLP,48.53,46.40
VARDMNPOLY,35.51,35.51
SURYAROSNI,21.22,21.22
TATAINVEST,159.84,159.84
GLFL,260.61,260.61
TIMKEN,53.62,53.62
SUDARSCHEM,83.06,121.09
SHREECEM,95.10,95.10
SAKHTISUG,3.81,8.05
IPCALAB,43.78,40.57
INGERRAND,44.70,44.70
AKZOINDIA,34.22,34.22
HINDALCO,9.01,8.67
HINDZINC,19.85,19.73
HINDUNILVR,51.23,52.37
GSFC,13.65,13.80
GRASIM,23.04,22.79
AMBUJACEM,26.34,26.25
FINPIPE,18.64,32.88
FINCABLES,21.59,29.66
EIDPARRY,9.26,10.91
DCW,73.63,73.63
DCM,21.98,21.98
CGPOWER,109.08,109.08
HEUBACHIND,28.97,28.97
CESC,15.13,15.13
BIRLACORPN,34.95,31.78
BHEL,185.03,185.03
BHARATGEAR,44.20,
BEL,55.54,55.54
BAJFINANCE,34.22,34.22
ASHAPURMIN,13.92,13.92
NAVA,11.14,11.14
CORALFINAC,10.22,10.22
GREENPLY,31.93,31.93
TNPL,291.96,291.96
PARASPETRO,1350.13,1350.13
AUTOAXLES,17.49,17.49
REMSONSIND,28.54,28.40
DALMIASUG,8.67,8.67
NATCOPHARM,8.30,8.30
KHAITANLTD,8.29,8.29
SWARAJENG,29.86,29.86
MRF,30.94,30.94
GARFIBRES,37.06,37.06
ANDHRSUGAR,30.98,20.77
TNPETRO,14.06,18.32
TTKPRESTIG,79.23,39.76
STARPAPER,6.53,6.53
SKFINDIA,40.08,40.08
AUSOMENT,13.92,13.92
EIMCOELECO,29.03,29.03
JAYAGROGN,14.04,14.04
CUBEXTUB,23.47,23.47
MARICO,53.69,53.69
SILINV,20.39,20.39
SAMBHAAV,431.19,431.19
REGENCERAM,53.65,53.65
BIOFILCHEM,142.75,142.75
ZENITHEXPO,81.51,
SUNDRMBRAK,61.72,61.72
SANGAMIND,67.80,56.80
MOTHERSON,29.33,29.33
SOMATEX,2.04,
AARTIDRUGS,24.48,24.48
STERTOOLS,22.12,22.12
CREST,12.44,12.44
INDIANCARD,1.99,11.78
HITECHGEAR,35.47,35.47
WENDT,42.31,42.31
DENORA,273.24,273.24
TVSSRICHAK,116.36,85.75
SHRIRAMFIN,13.27,15.01
PUNJABCHEM,33.95,31.93
ELECTHERM,3.39,4.65
DYNAMATECH,113.90,113.90
GUJAPOLLO,307.12,307.12
GANESHHOUC,13.43,13.43
MMFL,14.51,14.52
JAGSNPHARM,26.95,37.54
ALKYLAMINE,53.36,53.36
JCHAC,82.47,82.47
MPHASIS,30.10,30.10
GUJRAFFIA,46.57,46.57
RUCHINFRA,116.45,116.45
ATLASCYCLE,8.83,8.83
RAMCOIND,25.02,25.02
KOTHARIPET,16.51,16.51
HERITGFOOD,21.87,20.75
INDRAMEDCO,23.19,23.19
BANKBARODA,6.02,6.02
MADRASFERT,22.94,22.94
GAIL,11.43,13.80
INDNIPPON,19.88,19.88
SKMEGGPROD,18.62,18.62
TCIFINANCE,6.45,6.67
BANKINDIA,5.83,5.83
CONCOR,36.31,35.57
ICICIBANK,18.66,18.66
KCPSUGIND,27.61,41.62
HUDCO,16.60,16.60
INDSWFTLAB,2.58,149.49
SAREGAMA,51.25,52.24
FDC,28.88,28.88
ENGINERSIN,26.41,26.41
ADROITINFO,110.02,
JAICORPLTD,29.29,29.29
ANTGRAPHIC,86.12,86.12
GMDCLTD,18.49,18.49
MAHAPEXLTD,13.43,32.82
INDUSINDBK,24.48,24.48
ASAHIINDIA,42.39,44.82
TRIGYN,28.17,25.66
J&KBANK,5.44,5.44
CUB,12.72,12.72
SOUTHBANK,5.99,5.99
ASTRAZEN,217.49,104.02
ITDCEM,35.66,35.66
AXISBANK,13.40,13.40
CYIENT,22.64,22.64
SONATSOFTW,27.69,27.69
KOKUYOCMLN,225.40,225.40
DHANBANK,17.31,17.31
SANGHVIMOV,15.81,15.81
STCINDIA,38.00,18.21
VIPCLOTHNG,66.27,66.27
NATIONALUM,6.39,6.39
IVC,138.54,138.54
JINDALSTEL,31.84,
ALEMBICLTD,20.63,20.63
NIPPOBATRY,2.80,2.80
ICDSLTD,53.51,53.51
BSOFT,22.76,22.76
HCLTECH,26.98,26.98
ACCELYA,21.83,21.88
STAR,22.28,20.32
ZYDUSLIFE,20.88,20.48
GLENMARK,44.55,29.46
RAJESHEXPO,92.58,92.58
SHREERAMA,11.64,11.64
NRBBEARING,31.63,202.78
IOB,21.45,21.45
BIL,65.10,65.10
KTKBANK,6.11,6.11
BLBLIMITED,20.53,20.53
AJANTPHARM,34.57,34.57
BLUESTARCO,57.94,58.89
CALSOFT,31.09,31.09
TVSMOTOR,54.01,54.01
PNBGILTS,7.47,7.56
TAJGVK,26.51,26.51
NLCINDIA,11.70,11.70
CHENNPETRO,61.13,61.13
KRBL,17.15,17.15
HAVELLS,65.21,65.21
GAEL,21.25,21.25
USHAMART,24.38,24.38
AXISCADES,72.13,69.03
UMIYA-MRO,21.88,21.88
TIPSMUSIC,51.90,51.90
HIKAL,50.31,50.31
TRIDENT,42.01,42.01
