SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,60.78,60.78
RIIL,128.95,128.95
RAYMOND,20.31,19.93
SHREDIGCEM,25.85,25.85
SMLISUZU,13.8,13.8
SUNDRMFAST,37.58,37.58
CRISIL,54.77,54.77
LMW,126.71,126.71
NELCO,104.4,104.4
MAHSCOOTER,64.82,67.55
KECL,66.18,281.37
KCP,9.19,8.33
JBCHEPHARM,40.58,40.58
IONEXCHANG,35.29,35.29
IFBIND,37.34,37.34
GNFC,16.15,16.15
BHARATFORG,60.04,54.15
FORCEMOT,16.68,16.68
ARVIND,26.57,26.57
TATAMOTORS,7.87,7.86
LINDEINDIA,109.45,109.45
ESCORTS,28.99,28.99
ASHOKLEY,20.63,20.91
ZUARIIND,,510.82
TATASTEEL,70.64,58.54
VEDL,9.06,10.07
RELIANCE,20.72,20.72
BATAINDIA,48.7,67.69
CARBORUNIV,52.91,62.57
BALMLAWRIE,14.25,14.25
MOTOGENFIN,47.41,47.41
ABREL,130.69,130.69
CENTENKA,12.55,12.55
VTL,15.71,15.71
SUPREMEIND,53.51,53.51
BALRAMCHIN,22.87,22.87
UNICHEMLAB,,49.73
BBOX,41.56,32.11
SAURASHCEM,176.68,176.68
PRECOT,13.56,16.86
ARE&M,17.24,18.64
BALKRISIND,28.62,28.62
GINNIFILA,,153.91
GVT&D,77.36,77.36
TAINWALCHM,55.15,55.15
KPIL,28.99,28.99
IGARASHI,63.87,63.87
NKIND,1041.09,1041.09
SOTL,24.73,24.73
KARURVYSYA,9.55,9.55
UFLEX,,7.01
THOMASCOOK,25.07,24.75
SIEMENS,68.78,68.78
VSTIND,15.43,20.65
TOKYOPLAST,138.34,138.34
IFCI,47.48,47.97
HLVLTD,35.15,38.62
HEIDELBERG,43.08,43.08
MANGLMCEM,47.5,47.5
PCBL,31.03,31
3PLAND,38.61,38.61
HONDAPOWER,36.99,39.5
BBL,25.33,25.33
COSMOFIRST,13.94,13.94
CIPLA,23.57,23.57
HDFCBANK,18.27,18.01
GIPCL,11.88,11.88
INDIANHUME,14.91,14.91
OSWALGREEN,84.61,84.61
HUHTAMAKI,17.24,25.66
KAMATHOTEL,21.75,23.04
APOLLOTYRE,20.34,19.25
PRECWIRE,31.04,31.04
NILKAMAL,24.24,24.24
