SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,52.75,56.16
WHEELS,16.27,16.27
RIIL,98.69,98.69
PREMIERPOL,20.81,20.81
RAYMOND,31.74,8.99
RSWM,37.08,26.35
SHREDIGCEM,27.98,27.98
SESHAPAPER,22.18,22.18
SMLMAH,39.51,39.51
SUNDRMFAST,31.59,31.05
FACT,1549.99,3736.00
EXIDEIND,32.16,31.90
EUROTEXIND,6.32,6.32
ELECON,18.40,21.44
CRISIL,41.19,41.19
LMW,136.55,128.80
NELCO,,283.88
MASTEK,12.76,12.56
MAHSCOOTER,41.49,47.85
LUMAXIND,51.91,46.99
TRENT,83.42,82.42
KECL,51.14,29.69
CUMMINSIND,64.47,61.82
KCP,8.84,8.55
JAYBARMARU,13.60,12.83
JBCHEPHARM,43.70,43.70
INFY,18.93,18.35
INDIAGLYCO,25.48,25.40
IONEXCHANG,28.19,26.40
IFBIND,33.80,31.41
HIMATSEIDE,16.10,6.40
GNFC,10.25,10.25
GFLLIMITED,265.34,265.34
BPCL,6.93,6.82
BHARATFORG,76.60,74.03
BASF,40.04,40.71
FORCEMOT,20.44,29.11
ATUL,31.81,31.81
ARVIND,21.26,20.48
ACC,10.87,11.44
TMPV,57.35,17.22
SCI,10.58,10.58
MRPL,15.52,15.52
LINDEINDIA,106.28,106.28
HINDPETRO,5.75,5.75
ESCORTS,27.73,28.15
RELINFRA,0.31,0.38
BAJAJHLDNG,58.94,184.77
ASHOKLEY,33.10,30.41
VOLTAS,76.94,74.57
TITAN,78.33,76.50
TATASTEEL,27.87,26.04
SUNDARMFIN,30.55,29.78
SPIC,8.26,8.26
VEDL,16.54,15.13
SBIN,12.76,13.11
RELIANCE,18.68,18.68
PFIZER,26.08,29.23
NOCIL,37.91,35.83
BOSCHLTD,35.74,42.66
DRREDDY,19.56,19.56
BATAINDIA,52.92,49.04
DEEPAKFERT,13.56,13.56
CHAMBLFERT,9.71,9.71
CARBORUNIV,74.63,74.63
MAHSEAMLES,8.71,8.68
HINDOILEXP,18.55,26.66
DICIND,26.97,24.22
COROMANDEL,26.15,29.62
BALMLAWRIE,14.86,14.86
WILLAMAGOR,1.69,1.69
VINDHYATEL,66.05,66.05
MOTOGENFIN,57.74,57.74
ASIANPAINT,58.51,55.04
RAMCOCEM,44.98,227.77
INDIACEM,,62.55
PGHL,27.48,27.48
BEML,53.63,53.63
ADOR,26.75,24.76
CENTENKA,13.06,12.53
TATACHEM,102.44,55.65
TORNTPHARM,64.67,63.72
VTL,20.77,20.77
SUNDROP,,60.35
FEDERALBNK,16.81,16.81
EPL,16.30,15.80
VLSFINANCE,13.24,13.24
SUPREMEIND,67.64,67.64
SRF,42.26,41.01
BIRLACABLE,55.55,55.55
BALRAMCHIN,24.20,24.20
AEGISLOG,23.43,23.43
WEIZMANIND,14.84,14.84
UNICHEMLAB,7.55,27.26
BBOX,40.43,31.43
HONAUT,52.72,51.94
JTEKTINDIA,48.47,46.79
SAURASHCEM,24.09,26.95
RANEHOLDIN,18.91,15.58
PRECOT,12.55,12.55
TATAELXSI,46.76,43.03
SUNPHARMA,38.18,34.34
KOHINOOR,0.24,
SHREYANIND,5.85,5.85
SANDESH,6.75,6.64
HCC,12.59,13.47
APOLLOHOSP,60.55,60.05
ARE&M,19.73,21.39
ADANIENT,21.47,71.26
IVP,9.61,9.40
BALKRISIND,33.25,33.25
INDBANK,20.84,20.84
GINNIFILA,8.19,7.36
EICHERMOT,45.14,44.73
GVT&D,88.29,84.38
NEULANDLAB,91.51,91.51
ONGC,7.90,7.88
ZENSARTECH,17.03,16.59
TAINWALCHM,17.59,17.59
BERGEPAINT,50.84,47.72
BANARISUG,31.90,31.90
ANIKINDS,71.40,71.40
KPIL,23.43,22.80
JYOTISTRUC,26.93,26.93
IGARASHI,77.74,77.74
BSL,35.09,35.09
BLUEDART,51.13,44.62
JAYNECOIND,19.36,18.85
MUNJALSHOW,16.84,15.98
APCOTEXIND,22.41,22.53
SOTL,15.04,15.04
HSCL,31.74,31.74
RCF,20.38,20.56
RANASUG,5.07,5.64
KARURVYSYA,13.03,13.03
DECCANCE,30.45,30.45
UFLEX,10.84,12.90
TATAPOWER,26.16,26.25
ADVANIHOTR,20.66,20.19
THOMASCOOK,17.84,17.42
SUNFLAG,20.35,19.71
SUBROS,29.11,28.14
SPMLINFRA,23.31,23.31
SIMPLEXINF,24.86,32.31
SIEMENS,66.66,66.66
BHARATRAS,17.79,16.59
WIPRO,15.44,15.44
VSTIND,16.61,16.61
JUBLPHARMA,30.91,28.48
UNIVCABLES,24.96,24.96
TATACOMM,28.30,40.25
TOKYOPLAST,66.57,66.57
SOMANYCERA,27.73,27.73
MURUDCERA,14.05,14.05
IFCI,21.96,21.56
HLVLTD,119.51,57.64
SANOFI,26.96,25.48
M&M,26.97,26.59
LIBERTSHOE,33.33,32.76
KAJARIACER,37.35,35.00
HEIDELBERG,25.25,24.75
MODTHREAD,10.90,10.90
MANGLMCEM,28.98,28.68
PRSMJOHNSN,41.85,
PIDILITIND,63.26,62.64
PCBL,43.61,46.75
3PLAND,26.21,26.21
OSWALAGRO,7.58,7.58
EIHAHOTELS,20.00,19.42
HONDAPOWER,27.97,25.02
JINDALSAW,12.59,12.59
SAIL,26.24,24.12
RUBYMILLS,14.05,14.05
STYRENIX,19.48,19.30
ABB,74.01,74.01
IDBI,12.74,12.74
GRAPHITE,40.36,37.90
CANFINHOME,11.10,11.10
BRITANNIA,58.33,58.33
BBL,20.04,20.04
ELECTCAST,12.87,11.86
DHAMPURSUG,12.08,12.08
DCMSHRIRAM,23.81,22.30
DABUR,47.49,47.19
COSMOFIRST,12.09,12.09
CIPLA,23.34,22.23
HEROMOTOCO,22.18,21.77
HDFCBANK,17.54,17.33
HARRMALAYA,13.27,13.27
GMBREW,13.38,13.38
GIPCL,14.28,14.28
ITC,19.19,18.97
INDIANHUME,2.70,15.87
HINDCOMPOS,23.59,15.30
IOC,7.02,7.02
OSWALGREEN,32.23,32.23
HUHTAMAKI,10.80,10.88
RICOAUTO,29.88,26.32
KAMATHOTEL,17.00,24.25
IFBAGRO,15.45,15.45
BANCOINDIA,16.79,17.14
MANINDS,16.17,16.17
APOLLOTYRE,29.60,26.39
SIYSIL,11.42,11.42
SHANTIGEAR,40.77,40.21
PRECWIRE,45.11,45.11
ONWARDTEC,13.01,12.39
NILKAMAL,19.88,18.18
NCC,11.73,11.33
ICIL,43.64,43.64
SEAMECLTD,17.76,17.77
ELGIEQUIP,39.93,38.88
AUROPHARMA,19.76,19.50
BBTC,4.74,4.84
EIHOTEL,32.20,27.20
LICHSGFIN,5.19,5.19
GICHSGFIN,5.94,5.57
BEPL,11.62,11.62
RAIN,34.14,34.14
BANARBEADS,39.26,39.26
MOREPENLAB,22.20,28.88
WSTCSTPAPR,17.55,17.55
VENKEYS,34.65,34.65
GHCL,8.33,8.33
S&SPOWER,46.09,45.77
PRUDMOULI,7.45,7.45
PRAJIND,111.45,48.19
BPL,,4.67
PGHH,42.40,42.40
VESUVIUS,38.26,38.26
TFCILTD,26.22,26.22
BOMDYEING,128.27,122.55
NAVNETEDUL,8.10,23.31
GUJALKALI,97.80,97.80
AGI,10.12,10.01
GLAXO,41.25,41.87
TATACONSUM,70.75,71.79
ZEEL,13.96,13.79
CHOLAFIN,29.07,29.07
INDHOTEL,42.75,47.41
FMGOETZE,11.44,10.90
KOTAKBANK,21.47,21.47
ORIENTHOT,27.89,27.59
JAYSREETEA,5.20,185.90
GILLETTE,41.92,41.92
GOLDENTOBC,7.49,8.50
KANSAINER,27.73,26.24
FOSECOIND,51.63,43.80
ESABINDIA,38.89,42.15
3MINDIA,102.07,117.87
ANDHRAPAP,70.11,70.11
GABRIEL,53.30,51.23
SCHAEFFLER,60.66,60.66
AARTIIND,39.63,40.40
RALLIS,29.44,
AMJLAND,7.98,7.98
PRAKASH,6.69,6.69
MFSL,339.12,339.12
KSB,50.25,47.26
KOPRAN,35.86,35.86
HEG,34.57,34.57
GREAVESCOT,99.07,106.20
GODFRYPHLP,29.71,29.71
VARDMNPOLY,46.10,46.10
SURYAROSNI,14.55,14.55
TATAINVEST,109.65,109.65
GLFL,380.82,380.82
TIMKEN,55.95,55.95
SHREECEM,50.93,50.93
SAKHTISUG,12.73,12.73
IPCALAB,39.50,36.03
INGERRAND,46.24,43.21
AKZOINDIA,6.74,37.63
HINDALCO,12.88,11.96
HINDZINC,21.17,21.20
HINDUNILVR,52.78,50.39
GSFC,9.27,9.27
GRASIM,19.78,19.30
AMBUJACEM,24.01,21.82
FINPIPE,24.45,24.45
FINCABLES,21.87,24.64
EIDPARRY,6.83,7.80
DCW,31.61,31.61
CGPOWER,97.22,95.11
SUDARCOLOR,18.06,10.12
CESC,13.13,13.13
BIRLACORPN,13.11,11.87
BHEL,113.57,113.57
BHARATGEAR,11.62,11.62
BEL,55.08,55.08
BAJFINANCE,32.12,31.80
ASHAPURMIN,14.02,13.85
NAVA,13.16,13.16
CORALFINAC,9.16,9.16
GREENPLY,21.42,21.59
TNPL,30.90,30.90
PARASPETRO,521.75,521.75
AUTOAXLES,19.34,18.34
REMSONSIND,15.46,14.94
DALMIASUG,7.72,7.72
NATCOPHARM,11.05,11.05
KHAITANLTD,6.77,6.77
SWARAJENG,22.46,22.17
MRF,25.68,25.04
GARFIBRES,29.01,29.01
ANDHRSUGAR,10.15,8.73
TNPETRO,6.76,7.30
TTKPRESTIG,85.73,33.03
STARPAPER,5.46,5.46
SKFINDIA,16.68,15.86
AUSOMENT,7.38,7.38
EIMCOELECO,19.02,19.02
JAYAGROGN,13.18,13.18
CUBEXTUB,16.62,16.62
MARICO,57.26,57.26
SILINV,9.86,9.86
REGENCERAM,1009.48,1009.48
BIOFILCHEM,17.36,17.36
KEYFINSERV,20.02,18.49
ZENITHEXPO,18.30,106.44
SANGAMIND,37.14,33.40
MOTHERSON,41.88,40.38
VISAKAIND,8.57,16.85
AARTIDRUGS,16.25,16.25
STERTOOLS,20.36,27.42
CREST,17.69,17.69
INDIANCARD,4.74,7.97
HITECHGEAR,50.89,50.89
WENDT,59.29,59.29
DENORA,27.53,27.53
TVSSRICHAK,63.84,66.79
SHRIRAMFIN,20.82,20.82
PUNJABCHEM,21.57,20.19
MIRZAINT,53.88,
ELECTHERM,5.41,17.16
