SYMBOL,SYMBOL P/E,ADJUSTED P/E
PENINLAND,57.02,55.94
THERMAX,66.68,66.68
WHEELS,16.04,16.04
RIIL,133.50,133.50
PREMIERPOL,23.19,23.19
RAYMOND,22.20,21.79
SHREDIGCEM,46.35,46.35
SESHAPAPER,13.15,13.15
SMLISUZU,19.08,19.08
SUNDRMFAST,35.06,35.06
FACT,,575.58
EXIDEIND,40.18,40.18
ELECON,33.34,33.34
CRISIL,48.58,48.58
LMW,148.53,148.53
PEL,46.10,
NELCO,199.72,199.72
MASTEK,17.58,17.80
MAHSCOOTER,60.67,81.19
LUMAXIND,41.36,41.36
TRENT,102.58,144.02
KECL,66.23,281.59
CUMMINSIND,46.36,46.36
KCP,10.04,9.11
JAYBARMARU,29.58,29.58
JBCHEPHARM,38.93,38.93
INFY,23.01,23.01
INDIAGLYCO,25.84,25.84
IONEXCHANG,35.04,35.04
IFBIND,41.21,41.21
IGPL,13.13,13.13
HIMATSEIDE,20.72,20.72
GNFC,14.50,14.50
BPCL,10.37,10.16
BHARATFORG,62.20,56.10
BASF,31.68,32.20
FORCEMOT,14.68,21.58
ATUL,39.25,39.25
ARVIND,31.46,31.46
ACC,15.06,15.59
TATAMOTORS,7.73,7.71
SCI,8.83,8.83
MRPL,846.71,846.71
LINDEINDIA,126.58,126.58
HINDPETRO,13.14,13.14
ESCORTS,33.03,33.03
RELINFRA,39.97,
BAJAJHLDNG,90.82,90.82
ASHOKLEY,21.94,22.24
ZUARIIND,,603.50
VOLTAS,49.00,49.00
TITAN,92.42,92.42
TATASTEEL,74.63,61.85
SUNDARMFIN,35.48,34.14
SPIC,20.09,13.56
VEDL,9.12,10.14
SBIN,9.03,9.03
RELIANCE,22.93,22.93
PFIZER,31.77,31.77
NOCIL,24.90,24.90
BOSCHLTD,41.26,41.29
DRREDDY,18.43,18.43
BATAINDIA,44.99,62.53
DEEPAKFERT,18.71,18.71
CHAMBLFERT,18.40,18.40
CARBORUNIV,53.52,63.28
MAHSEAMLES,12.01,12.01
HINDOILEXP,15.27,18.81
DICIND,33.44,34.45
COROMANDEL,39.08,39.08
BALMLAWRIE,16.52,16.52
VINDHYATEL,16.00,16.00
MOTOGENFIN,46.97,46.97
ASIANPAINT,56.80,55.08
RAMCOCEM,61.19,126.39
PGHL,35.81,34.51
ABREL,119.87,119.87
BEML,49.44,49.44
ADOR,28.04,25.37
CENTENKA,14.25,14.25
TATACHEM,,40.88
TORNTPHARM,60.62,60.62
VTL,16.82,16.82
SUNDROP,527.02,471.70
FEDERALBNK,12.08,12.08
EPL,23.52,22.51
VLSFINANCE,5.26,5.26
SUPREMEIND,54.92,54.92
SRF,78.58,78.58
BIRLACABLE,91.82,91.82
BALRAMCHIN,30.70,30.70
AEGISLOG,38.74,38.74
WEIZMANIND,21.27,21.27
UNICHEMLAB,,44.84
BBOX,36.15,27.93
HONAUT,56.41,56.41
JTEKTINDIA,41.96,42.23
SAURASHCEM,205.44,205.44
RANEHOLDIN,8.61,81.30
PRECOT,11.80,14.67
TATAELXSI,45.14,45.14
SUNPHARMA,38.47,37.30
SHREYANIND,5.39,5.39
SANDESH,6.13,6.15
HCC,18.16,
ASHIMASYN,6.42,6.42
APOLLOHOSP,76.86,76.86
ARE&M,17.79,19.24
ADANIENT,70.38,66.90
IVP,13.92,13.92
BALKRISIND,28.10,28.10
INDBANK,18.06,18.06
GINNIFILA,,153.72
EICHERMOT,39.94,39.94
RAJSREESUG,12.69,12.69
GVT&D,80.53,80.53
NEULANDLAB,53.78,67.42
ONGC,7.80,7.55
ZENSARTECH,25.20,25.20
TIL,9.21,193.37
TAINWALCHM,51.13,51.13
BERGEPAINT,59.49,59.49
BANARISUG,56.31,56.31
JINDALPOLY,10.53,17.83
KPIL,31.23,31.23
JYOTISTRUC,60.62,60.62
IGARASHI,56.32,56.32
BSL,15.33,15.33
BLUEDART,55.99,55.99
NKIND,1002.13,1002.13
JAYNECOIND,36.51,36.51
MUNJALSHOW,16.71,16.71
APCOTEXIND,30.79,30.79
SOTL,22.78,22.78
HSCL,40.21,40.21
RCF,28.88,30.71
RANASUG,9.23,9.23
KARURVYSYA,9.33,9.33
DECCANCE,423.75,74.29
ARENTERP,20.98,20.98
WSI,814.57,177.26
UFLEX,,8.64
TATAPOWER,36.20,34.91
ADVANIHOTR,21.61,21.61
THOMASCOOK,26.35,26.01
SUNFLAG,27.43,27.43
SUBROS,29.04,29.04
SPMLINFRA,42.79,45.00
SIMPLEXINF,12.45,12.45
SIEMENS,40.19,40.19
BHARATRAS,26.03,26.03
WIPRO,19.09,19.09
VSTIND,17.26,24.10
JUBLPHARMA,23.30,19.06
UNIVCABLES,35.55,35.55
TATACOMM,29.35,46.96
TOKYOPLAST,156.83,156.83
SOMANYCERA,24.11,24.54
MURUDCERA,27.59,27.59
IFCI,48.27,48.76
HLVLTD,32.41,35.61
SANOFI,36.92,34.59
M&M,29.96,29.96
LIBERTSHOE,53.10,39.12
KAJARIACER,34.65,34.65
KABRAEXTRU,25.96,25.96
HEIDELBERG,42.11,42.11
MODTHREAD,28.31,28.31
MANGLMCEM,48.34,48.34
POLYPLEX,9.86,9.86
PIDILITIND,78.27,76.34
PCBL,32.47,32.44
3PLAND,36.74,36.74
OSWALAGRO,25.47,25.46
EIHAHOTELS,27.12,26.07
HONDAPOWER,35.30,37.69
JINDALSAW,9.20,9.20
SAIL,28.24,18.21
RUBYMILLS,15.49,15.49
STYRENIX,22.01,22.01
ABB,62.58,62.58
IDBI,11.72,11.72
GRAPHITE,21.53,21.53
CANFINHOME,11.29,11.29
BRITANNIA,60.39,59.89
BBL,25.65,25.65
ELECTCAST,8.19,8.19
DHAMPURSUG,15.39,15.39
DCMSHRIRAM,29.08,29.08
DABUR,48.32,48.32
COSMOFIRST,12.84,12.84
CIPLA,25.12,25.12
HEROMOTOCO,17.55,17.55
HDFCBANK,20.36,20.10
HARRMALAYA,2536.72,47.04
GMBREW,12.11,12.11
GIPCL,14.01,14.01
ITC,26.55,26.55
INDIANHUME,20.16,20.16
HINDCOMPOS,17.33,17.33
IOC,20.97,26.10
OSWALGREEN,85.46,85.46
HUHTAMAKI,16.87,25.11
RICOAUTO,29.08,28.57
KAMATHOTEL,15.62,16.25
IFBAGRO,23.60,23.60
BANCOINDIA,17.93,17.93
MANINDS,16.15,16.15
APOLLOTYRE,22.61,21.40
SIYSIL,16.47,16.47
SHANTIGEAR,39.92,39.92
PRECWIRE,29.74,29.74
ONWARDTEC,25.49,25.49
NILKAMAL,24.43,24.43
NCC,16.52,16.12
ICIL,18.06,18.06
SEAMECLTD,23.85,26.00
ELGIEQUIP,45.88,45.88
AUROPHARMA,20.69,20.31
BBTC,6.75,6.58
EIHOTEL,33.43,33.75
LICHSGFIN,6.51,6.51
GICHSGFIN,5.38,5.38
BEPL,15.32,15.32
BANARBEADS,25.04,25.04
MOREPENLAB,26.89,26.89
WSTCSTPAPR,6.97,6.97
21STCENMGM,2.01,2.01
VENKEYS,17.52,17.52
GHCL,9.70,9.70
PRUDMOULI,28.69,26.28
PRAJIND,34.84,37.94
BIRLANU,,62.22
BPL,19.94,19.94
TRANSWORLD,15.50,15.50
KEEPLEARN,133.02,133.02
PGHH,64.76,64.76
VESUVIUS,35.81,35.81
TFCILTD,19.54,19.54
BOMDYEING,5.06,37.60
GTL,1.11,17.50
NAVNETEDUL,4.08,15.28
AGI,17.88,17.88
GLAXO,56.19,56.53
TATACONSUM,82.81,82.75
ZEEL,20.61,17.24
CHOLAFIN,30.12,30.12
INDHOTEL,62.80,73.23
FMGOETZE,12.49,12.49
KOTAKBANK,19.86,22.80
LYKALABS,106.12,105.31
ORIENTHOT,59.60,59.60
JAYSREETEA,9.02,42.36
GILLETTE,55.84,55.84
GOLDENTOBC,8.93,10.13
KANSAINER,18.87,34.40
FOSECOIND,32.41,32.41
ESABINDIA,41.51,41.51
3MINDIA,57.53,57.53
ANDHRAPAP,12.60,12.60
GABRIEL,35.08,35.08
SCHAEFFLER,54.74,54.74
AARTIIND,42.84,43.21
RALLIS,36.59,36.78
AMJLAND,13.72,13.72
PRAKASH,9.14,9.14
MFSL,140.57,140.57
KSB,55.79,55.79
KOPRAN,20.44,20.44
HEG,47.28,47.28
GODFRYPHLP,52.00,49.54
VARDMNPOLY,37.21,37.21
SURYAROSNI,18.06,18.06
TATAINVEST,148.02,148.02
GLFL,311.48,311.48
TIMKEN,47.42,47.42
SUDARSCHEM,71.35,104.01
SHREECEM,89.57,89.57
SAKHTISUG,2.77,
IPCALAB,49.42,48.85
INGERRAND,45.19,45.19
AKZOINDIA,37.78,37.78
HINDALCO,10.17,9.73
HINDZINC,18.47,18.36
HINDUNILVR,51.01,52.14
GSFC,13.97,14.14
GRASIM,24.30,22.99
AMBUJACEM,24.87,25.29
FINPIPE,14.26,24.90
FINCABLES,19.86,27.47
EIDPARRY,9.55,9.55
DCW,72.35,72.27
DCM,19.75,19.75
CGPOWER,103.89,103.19
HEUBACHIND,29.11,29.11
CESC,14.49,14.49
BIRLACORPN,36.14,37.18
BHEL,175.72,175.72
BEL,45.03,45.03
BAJFINANCE,35.21,35.21
ASHAPURMIN,13.42,16.58
PVP,801.17,844.23
NAVA,9.66,9.66
CORALFINAC,7.25,7.25
GREENPLY,28.63,28.63
TNPL,63.40,63.40
AUTOAXLES,16.21,16.21
REMSONSIND,26.17,26.42
DALMIASUG,11.77,11.77
NATCOPHARM,8.50,8.50
KHAITANLTD,7.62,7.62
SWARAJENG,30.49,30.49
MRF,31.50,31.50
GARFIBRES,36.98,36.98
ANDHRSUGAR,29.65,26.80
TNPETRO,15.59,17.57
TTKPRESTIG,41.55,41.55
STARPAPER,5.16,5.16
SKFINDIA,35.66,35.66
AUSOMENT,12.09,12.09
EIMCOELECO,20.82,20.82
JAYAGROGN,11.86,11.86
CUBEXTUB,20.80,20.80
MARICO,56.76,56.76
SILINV,17.74,17.74
SAMBHAAV,55.25,64.39
BIOFILCHEM,120.72,120.72
KEYFINSERV,11.62,11.62
SUNDRMBRAK,69.06,69.06
SANGAMIND,55.84,48.31
MOTHERSON,23.73,23.73
SOMATEX,1.68,
AARTIDRUGS,21.03,21.03
STERTOOLS,17.58,17.58
CREST,12.22,12.22
INDIANCARD,2.52,17.78
HITECHGEAR,23.07,23.05
WENDT,50.85,50.85
DENORA,103.05,103.05
TVSSRICHAK,63.93,52.28
SHRIRAMFIN,12.41,14.04
PUNJABCHEM,36.85,36.85
MIRZAINT,200.77,200.77
DYNAMATECH,51.52,101.66
GUJAPOLLO,42.22,42.22
GANESHHOUC,16.69,16.69
MMFL,13.24,13.29
JAGSNPHARM,29.53,42.30
ALKYLAMINE,51.42,51.42
JCHAC,93.56,90.48
MPHASIS,29.28,29.28
SKIL,6.28,6.28
GUJRAFFIA,38.14,38.14
RAMCOIND,24.06,24.06
KOTHARIPET,14.82,14.76
HERITGFOOD,19.79,19.38
INDRAMEDCO,25.18,25.18
BANKBARODA,6.48,6.48
MADRASFERT,6.49,6.69
GAIL,11.53,13.97
INDNIPPON,18.12,18.12
SKMEGGPROD,13.41,13.41
BANKINDIA,6.58,6.58
CONCOR,32.80,32.14
ICICIBANK,18.71,18.71
KCPSUGIND,8.47,11.28
HUDCO,16.90,16.90
INDSWFTLAB,1.90,109.93
SAREGAMA,54.08,54.08
FDC,25.28,25.28
ENGINERSIN,31.32,31.32
ADROITINFO,19.48,19.48
JAICORPLTD,23.15,23.15
GMDCLTD,15.07,15.07
MAHAPEXLTD,13.39,16.13
INDUSINDBK,8.92,8.92
ASAHIINDIA,50.76,54.41
TRIGYN,8.45,8.19
J&KBANK,4.94,4.94
CUB,12.13,12.13
SOUTHBANK,5.36,5.36
ASTRAZEN,227.91,100.82
ITDCEM,25.05,25.05
AXISBANK,13.14,13.14
CYIENT,20.09,20.09
SONATSOFTW,23.80,23.80
CYBERTECH,14.38,14.38
KOKUYOCMLN,89.78,89.78
DHANBANK,27.60,27.60
SANGHVIMOV,16.48,16.48
STCINDIA,21.15,12.13
NATIONALUM,6.89,7.45
IVC,48.44,48.44
JINDALSTEL,22.68,22.68
ALEMBICLTD,18.35,18.35
NIPPOBATRY,2.81,2.81
ICDSLTD,62.64,62.64
BSOFT,18.86,18.86
HCLTECH,24.16,24.16
ACCELYA,21.01,21.07
STAR,18.27,17.48
ZYDUSLIFE,19.43,19.43
RAJESHEXPO,145.27,145.27
SHREERAMA,25.74,25.74
NRBBEARING,18.93,19.78
IOB,23.39,23.39
GEPIL,55.88,55.88
BIL,54.89,54.89
KTKBANK,5.88,5.88
BLBLIMITED,18.01,18.01
AJANTPHARM,38.61,38.61
BLUESTARCO,64.40,65.52
CALSOFT,30.13,30.13
TVSMOTOR,54.31,54.31
PNBGILTS,7.66,7.76
TAJGVK,29.41,29.41
NLCINDIA,13.98,13.98
CHENNPETRO,59.57,59.57
KRBL,16.36,16.36
HAVELLS,68.64,68.64
GAEL,18.26,18.26
USHAMART,22.73,22.73
AXISCADES,64.96,63.48
UMIYA-MRO,35.61,35.61
TIPSMUSIC,49.56,49.56
KHANDSE,38.49,38.49
HIKAL,66.02,66.02
TRIDENT,48.38,48.38
MARKSANS,26.67,26.67
GOLDTECH,24.80,
SMARTLINK,13.58,13.58
GODREJCP,,67.03
JISLJALEQS,101.35,101.35
LUPIN,33.24,33.24
UNITDSPR,80.41,76.82
