SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,81.22,87.63
WHEELS,21.52,21.52
RIIL,91.05,91.05
PREMIERPOL,27.45,27.45
RAYMOND,65.82,15.54
RSWM,14.86,13.23
SHREDIGCEM,57.79,57.79
SESHAPAPER,14.44,14.44
SMLMAH,48.38,48.38
SUNDRMFAST,42.54,41.88
EXIDEIND,41.70,41.40
ELECON,40.77,38.74
CRISIL,37.21,37.21
LMW,120.19,114.77
NELCO,538.01,200.85
MASTEK,12.74,12.26
MAHSCOOTER,54.77,54.77
LUMAXIND,28.08,26.39
TRENT,86.77,85.85
KECL,117.19,57.68
CUMMINSIND,61.13,59.37
KCP,8.05,7.75
JAYBARMARU,9.84,9.52
INFY,14.99,14.56
INDIAGLYCO,23.44,23.39
IONEXCHANG,55.91,49.72
IFBIND,35.31,33.17
IGPL,17.97,17.97
HIMATSEIDE,15.65,15.65
GNFC,8.53,8.53
GFLLIMITED,10.29,10.29
BPCL,7.77,8.60
BHARATFORG,138.22,441.95
BASF,26.46,26.46
FORCEMOT,18.57,21.12
ATUL,23.95,23.99
ARVIND,32.67,30.81
ACC,12.68,12.74
TMPV,1.49,1.41
SCI,8.50,8.50
MRPL,9.85,11.20
LINDEINDIA,104.62,104.62
HINDPETRO,46.66,46.66
ESCORTS,24.71,24.00
RELINFRA,0.49,0.65
BAJAJHLDNG,14.08,14.08
ASHOKLEY,27.25,25.46
ZUARIIND,7.34,7.05
VOLTAS,91.52,87.63
TITAN,78.11,77.10
TATASTEEL,20.39,18.97
SUNDARMFIN,22.45,21.88
SPIC,6.76,6.76
VEDL,3.60,3.41
SBIN,11.23,11.53
RELIANCE,20.12,20.12
PFIZER,30.61,29.27
NOCIL,40.81,38.79
BOSCHLTD,60.48,60.48
DRREDDY,30.68,30.68
BATAINDIA,63.42,90.92
DEEPAKFERT,18.92,18.92
CHAMBLFERT,9.04,9.04
CARBORUNIV,110.31,44.77
MAHSEAMLES,11.16,11.14
HINDOILEXP,80.99,80.99
DICIND,18.30,17.13
COROMANDEL,33.82,33.04
BALMLAWRIE,11.54,11.54
VINDHYATEL,12.18,12.18
MOTOGENFIN,0.69,54.16
MARALOVER,9.90,9.64
ASIANPAINT,52.17,50.98
RAMCOCEM,33.03,178.50
INDIACEM,123.87,79.81
PGHL,26.89,28.84
BEML,91.80,91.80
ADOR,25.05,24.64
CENTENKA,8.46,8.38
TORNTPHARM,88.44,85.46
VTL,20.06,20.06
SUNDROP,87.66,87.66
FEDERALBNK,18.95,18.95
EPL,20.44,19.28
VLSFINANCE,16.88,16.88
SUPREMEIND,44.42,44.42
SRF,35.36,34.36
BIRLACABLE,18.48,18.48
BALRAMCHIN,37.09,37.09
AEGISLOG,32.43,32.43
WEIZMANIND,19.19,19.19
UNICHEMLAB,11.85,35.42
BBOX,60.33,47.33
HONAUT,57.98,57.13
JTEKTINDIA,49.39,46.45
SAURASHCEM,95.97,42.82
RANEHOLDIN,17.53,18.54
