SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,74.65,86.2
RIIL,169.85,169.85
RAYMOND,19.4,19.11
SHREDIGCEM,17.61,17.61
SMLISUZU,19.44,19.44
FACT,,612.92
LMW,86.76,86.76
NELCO,117.93,117.93
LUMAXIND,41.74,41.74
KECL,90.7,316.33
KCP,9.71,9.38
INFY,28.59,28.59
IONEXCHANG,45.37,45.37
IFBIND,57.66,57.66
GNFC,21.38,21.38
BHARATFORG,69.15,62.63
FORCEMOT,22.61,22.61
ARVIND,32.49,32.5
TATAMOTORS,8.73,8.7
LINDEINDIA,134.94,134.94
ESCORTS,35.26,35.26
ASHOKLEY,24.03,24.46
ZUARIIND,1.43,
SUNDARMFIN,27.64,26.56
VEDL,11.2,12.63
NOCIL,31.26,31.26
BATAINDIA,52.16,74.74
CARBORUNIV,63.16,63.16
BALMLAWRIE,19.81,19.81
MOTOGENFIN,58.18,58.18
ABREL,102.55,102.55
CENTENKA,19.39,19.39
ATFL,537.93,2020.59
SUPREMEIND,61.28,61.28
BALRAMCHIN,29.31,29.31
AEGISLOG,45.55,45.55
BBOX,62.18,48.23
JTEKTINDIA,47.6,47.88
TATAELXSI,50.86,50.86
SANDESH,5.6,5.6
APOLLOHOSP,82.04,82.04
BALKRISIND,32.99,32.99
EICHERMOT,35.47,35.47
GVT&D,113.9,113.9
BANARISUG,33.66,33.66
BSL,21.8,21.8
APCOTEXIND,36.99,36.99
RCF,50.02,54.38
DECCANCE,50.13,29.39
ADVANIHOTR,28.63,28.63
SUBROS,31.73,31.73
SIEMENS,99.07,99.07
TOKYOPLAST,132.35,132.35
SANOFI,34.66,32.26
HEIDELBERG,37.7,37.7
MANGLMCEM,45.29,45.29
PCBL,32.73,32.73
3PLAND,53.49,53.49
HONDAPOWER,47.01,49.74
BBL,36.23,36.23
DCMSHRIRAM,34.49,34.49
COSMOFIRST,19.83,19.83
HDFCBANK,19.51,19.23
GMBREW,11.82,11.82
INDIANHUME,21.03,21.03
IOC,12.35,13.25
OSWALGREEN,141.9,141.9
HUHTAMAKI,5.34,28.59
RICOAUTO,31.54,30.74
BANCOINDIA,24.06,24.06
MANINDS,19.11,19.11
SHANTIGEAR,44.39,44.39
ONWARDTEC,30.81,30.81
NCC,22.49,21.97
ELGIEQUIP,62.63,62.63
BBTC,8.84,8.67
LICHSGFIN,7.2,7.2
BEPL,17.59,17.59
BANARBEADS,30.07,30.07
PRAJIND,50.41,54.42
EVERESTIND,122.91,163.41
TRANSWORLD,150.97,150.97
PGHH,76.28,76.28
BOMDYEING,1.24,
NAVNETEDUL,4.12,15.2
AGI,23.25,23.25
GLAXO,61.34,54.87
TATACONSUM,75.48,63.91
FMGOETZE,15.13,15.13
ORIENTHOT,75.14,75.14
3MINDIA,60.64,60.64
ANDHRAPAP,10.31,10.31
RALLIS,43.4,43.4
KSB,66.64,66.64
GLFL,188.32,188.32
SAKHTISUG,4.8,
AKZOINDIA,38.81,38.81
HINDUNILVR,57.02,56.96
FINCABLES,25.16,36.12
DCM,33.2,33.2
HEUBACHIND,35.14,35.14
BHARATGEAR,33.52,
NAVA,10.27,11.05
REMSONSIND,39.14,40.33
SWARAJENG,25.8,25.8
ANDHRSUGAR,41.19,38.35
AUSOMENT,14.22,14.22
JAYAGROGN,15.39,15.39
SAMBHAAV,34.6,39.08
SANGAMIND,49.26,42
HITECHGEAR,27.42,27.36
ELECTHERM,3.28,3.4
GANESHHOUC,21.76,21.76
MPHASIS,35.36,35.36
RUCHINFRA,171.73,171.73
HERITGFOOD,25.77,25.39
INDNIPPON,22.33,22.33
