SYMBOL,SYMBOL P/E,ADJUSTED P/E
KAUSHALYA,2.75,2.75
JYOTHYLAB,34.04,34.04
HITECHCORP,21.73,22.65
TARIL,70.11,70.11
DVL,13.21,13.21
PATINTLOG,15.85,15.85
ARIES,10.57,10.57
CEATLTD,23.99,22.02
JKIL,14.23,14.23
KNRCON,5.08,5.03
SEPC,104.3,63.34
GSS,21.72,21.72
VGUARD,49.39,49.39
DPSCLTD,86.11,86.11
TITAGARH,33.9,33.72
BAJAJFINSV,17.93,17.93
DIGISPICE,25.43,47.55
RPGLIFE,46.33,42.17
RBL,12.08,11.81
UBL,125.82,121.88
ZFCVINDIA,47.53,47.53
20MICRONS,9.91,9.8
COUNCODOS,85.85,85.85
TPHQ,22.23,22.23
EXCEL,39.61,39.61
EXPLEOSOL,16.32,16.32
SUNTECK,30.43,30.43
SARDAEN,25.55,25.52
GODREJPROP,38.73,38.73
BEARDSELL,14.73,14.73
NESTLEIND,65.16,68.13
MBLINFRA,2.62,
THANGAMAYL,48.03,48.03
ISFT,15.3,15.3
MANAPPURAM,8.3,8.3
HMVL,13.38,13.38
AHLEAST,8.5,8.5
PRAKASHSTL,3.47,94.53
SASTASUNDR,,9.41
ASHOKA,3.75,3.95
JWL,33.4,33.4
SHAH,6.66,36.99
RESPONIND,29.67,29.67
GRAVITA,43.06,43.06
ZEELEARN,1.37,6.2
SUMMITSEC,19.82,17.84
HFCL,34.45,34.45
PIIND,27.93,27.93
OMINFRAL,42.93,42.93
MAITHANALL,3.07,3.07
INVENTURE,14.78,13.6
BODALCHEM,124.98,103.59
BROOKS,163.93,163.93
VASWANI,14.63,14.63
PANAMAPET,9.19,9.19
SHAKTIPUMP,25.69,25.69
INDOTHAI,156.17,156.17
JISLDVREQS,1.63,1.63
POLYMED,68.4,68.4
APLAPOLLO,58.35,58.35
MINDACORP,46.33,46.33
IRFC,24.34,24.34
COMPUSOFT,190.46,190.46
RHIM,,30.76
NDL,11.54,11.54
SWANENERGY,14.54,14.54
RTNINDIA,17.63,17.63
THEJO,36.03,36.03
MAYURUNIQ,15.6,15.6
DUCON,15.23,15.23
TVSHLTD,7.73,7.73
CARERATING,28.47,28.47
INDUSTOWER,8.95,8.95
ATULAUTO,74.74,74.74
ORIENTCEM,57.6,57.6
ESSENTIA,28.43,28.43
MITCON,12.36,12.36
SREEL,24.75,24.75
BUTTERFLY,291.3,201.99
CAPLIPOINT,29.21,29.21
SNOWMAN,211,211
CIGNITITEC,24.51,24.07
PDSL,26.92,27.4
APOLSINHOT,47.05,47.05
MOLDTKPAC,28.1,28.1
GANECOS,35.12,35.12
LINC,17.53,17.53
MANAKALUCO,25.14,25.14
ZENTEC,43.69,44.07
IMAGICAA,53.35,47.84
VIPULLTD,1.04,1.03
PRIVISCL,39.91,39.91
NILAINFRA,18.03,18.03
SKIPPER,36.68,36.68
ADANIENSOL,143.1,37.68
ARVSMART,26.08,26.08
SHK,365.73,15.47
PERFECT,33.04,33.04
KRIDHANINF,1.26,153.84
ALKEM,26.09,25.97
QUICKHEAL,92.39,92.39
KELLTONTEC,14.11,14.11
SIMBHALS,7.14,7.14
HCG,111.81,117.28
WEALTH,19.34,18.93
THYROCARE,35.31,35.27
UNITEDPOLY,26.92,26.92
ARMANFIN,14.62,14.62
NAGAFERT,.19,.19
CONTROLPR,21.39,21.39
INCREDIBLE,15.6,15.6
MOLDTECH,17.62,17.62
QUESS,22.75,22.27
LLOYDSENGG,69.29,69.29
LTIM,35.45,35.45
GATECH,16.86,16.86
MINDTECK,22.2,21.06
DBL,10.73,18.92
MBAPL,56.13,56.13
CUPID,19.4,19.4
CROWN,11.03,35.07
ICICIPRULI,85.36,85.36
HPL,35.81,35.81
JAIPURKURT,13.55,13.55
SAKAR,34.9,34.78
AURDIS,9.29,9.29
PANSARI,96.89,96.89
ARTNIRMAN,85.13,85.13
PNBHOUSING,11.12,11.12
AGROPHOS,959.13,959.13
PODDARMENT,12.33,12.33
JETFREIGHT,9.88,9.89
SFL,58.86,100.31
HISARMETAL,26.24,26.24
LIBAS,5.37,5.37
MAHESHWARI,12.91,12.91
BHANDARI,20.3,20.3
MCL,16.32,16.32
PRICOLLTD,29.84,29.84
STEELCITY,7.85,7.85
KRISHANA,19.1,19.1
GLOBAL,10.07,10.07
NITIRAJ,25.25,25.25
SANGINITA,341.14,341.14
AKASH,27.57,27.57
RADIOCITY,48.13,48.13
LAXMICOT,184.84,221.03
NRAIL,12.07,12.07
FOCUS,21.62,21.62
ASLIND,,1841.75
SIKKO,27.54,27.54
DOLLAR,23.76,23.91
PANACHE,117.82,50.74
BHAGYANGR,20.6,20.6
GLOBE,13.13,14.29
CDSL,45.73,45.73
DYNPRO,23.79,23.79
THEINVEST,24.77,24.77
TOTAL,43.88,43.88
SIS,24.39,24.39
VAISHALI,378.04,378.04
GEEKAYWIRE,9.87,9.87
ABCAPITAL,11.66,11.66
PASHUPATI,180.93,180.93
ICICIGI,68.71,68.71
AARVI,16.8,16.8
DIAMONDYD,,165.45
RKEC,7.35,7.35
GATECHDVR,3.89,3.89
GOLDSTAR,79.8,79.8
BETA,40.77,40.77
TIRUPATIFL,43.66,43.66
DPABHUSHAN,34.94,34.94
TIINDIA,43.25,43.06
NAM-INDIA,24.84,24.84
KHADIM,97.43,97.43
AISL,17.09,17.09
VERTOZ,35.32,35.32
ZODIAC,41.36,41.36
FELIX,46.86,46.86
ICEMAKE,43.32,43.32
SHRADHA,12.83,12.83
ONEPOINT,38.54,38.54
AJOONI,42.68,42.68
MOKSH,12.87,12.87
SILLYMONKS,42.44,42.44
NEWGEN,43.9,43.9
AMJUMBO,465.81,465.81
SINTERCOM,326.02,326.02
MHHL,10.35,10.35
HGINFRA,13.33,13.33
SARVESHWAR,29.63,29.63
MACPOWER,30.35,30.35
TARACHAND,17.5,17.5
BANDHANBNK,8.62,8.62
URAVIDEF,287.57,287.57
MITTAL,36.32,44.59
SANDHAR,15.87,16.66
GIRIRAJ,58.58,58.58
KAPSTON,30.57,30.57
MIDHANI,49.04,49.04
AVG,10.32,15.38
MMP,21.77,21.77
NARMADA,18.15,18.15
CHEMFAB,164.11,164.11
BSHSL,58.54,58.54
AAKASH,17.86,17.86
SOFTTECH,163.94,163.94
E2E,108.69,108.69
INDOSTAR,35.88,35.88
SIRCA,31.24,31.24
SVLL,364.71,364.71
LATTEYS,73.67,73.66
SONAMLTD,29,29
PRITI,25.89,25.89
ACCURACY,9.9,9.9
GAYAHWS,,1.2
RITES,24.27,24.32
GANGAFORGE,99.83,101.48
REPL,28.63,28.63
AVROIND,64.79,64.79
AARON,44.3,44.3
SIGIND,12.86,12.86
SUMIT,36.31,36.31
LAGNAM,15.58,15.58
RPPL,15.71,15.71
AKG,61.15,61.15
IRCON,20.49,20.49
AHLADA,10.03,10.03
KSHITIJPOL,,15.15
GRSE,37.57,37.57
KRITIKA,19.27,19.27
PARIN,206.12,206.12
SILGO,19.21,19.21
VINNY,13.18,13.18
MARINE,59.88,60.09
ATGL,96.5,96.5
TECHNOE,33.32,33.32
DRSDILIP,44.49,44.49
SHRIRAMPPS,18.83,18.83
AWHCL,17.86,17.86
RPSGVENT,49.63,9.26
SURANI,71.44,71.44
MSTCLTD,8.44,16.92
ANUP,43.87,43.87
ARVINDFASN,35.11,35.11
RVNL,58.78,58.78
METROPOLIS,56.39,56.39
KPITTECH,46.49,46.49
NEOGEN,97.13,97.13
EMAMIPAP,11.17,11.17
CONFIPET,26.08,26.36
DGCONTENT,11.51,11.51
ATMASTCO,39.99,39.99
OAL,23.87,23.87
SATIA,6.19,6.19
WEL,155.05,155.05
CHEMCON,32.49,32.49
WESTLIFE,976.5,976.5
DOLATALGO,5.84,5.84
