SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,66.81,66.81
WHEELS,17.21,17.21
RIIL,145.93,145.93
PREMIERPOL,21.63,21.63
RAYMOND,15.82,15.82
SHREDIGCEM,46.82,46.82
SESHAPAPER,17.49,17.49
SMLISUZU,22.44,22.44
SUNDRMFAST,38.59,38.59
FACT,1618.15,4014.22
EXIDEIND,41.32,41.32
ELECON,38.90,38.90
CRISIL,56.66,56.66
LMW,172.32,172.32
PEL,73.53,
NELCO,217.36,217.36
MASTEK,18.98,19.22
MAHSCOOTER,71.40,95.55
LUMAXIND,42.34,42.34
TRENT,135.19,135.19
KECL,221.30,
CUMMINSIND,53.53,53.53
KCP,10.50,9.53
JAYBARMARU,27.08,27.08
JBCHEPHARM,40.13,40.13
INFY,24.09,24.09
INDIAGLYCO,32.02,32.02
IONEXCHANG,39.21,39.21
IFBIND,45.15,45.15
IGPL,13.62,13.62
HIMATSEIDE,24.52,10.04
GNFC,13.78,13.78
BPCL,11.25,11.00
BHARATFORG,66.25,60.27
BASF,46.75,48.40
FORCEMOT,20.08,29.53
ATUL,43.29,43.29
ARVIND,25.08,25.08
ACC,14.68,15.21
TATAMOTORS,11.36,11.13
SCI,11.98,11.98
MRPL,884.41,884.41
LINDEINDIA,143.39,143.39
HINDPETRO,12.62,12.62
ESCORTS,31.00,30.97
RELINFRA,1.78,2.06
BAJAJHLDNG,302.10,302.10
ASHOKLEY,20.65,20.76
VOLTAS,42.36,42.36
TITAN,93.13,93.13
TATASTEEL,66.20,56.93
SUNDARMFIN,31.04,31.04
SPIC,14.29,14.29
VEDL,8.32,9.17
SBIN,9.11,9.11
RELIANCE,23.84,23.84
PFIZER,34.27,41.43
NOCIL,31.61,31.61
BOSCHLTD,46.03,46.05
DRREDDY,18.32,18.32
BATAINDIA,47.52,67.47
DEEPAKFERT,21.08,21.08
CHAMBLFERT,14.76,14.76
CARBORUNIV,72.27,92.93
MAHSEAMLES,11.36,11.36
HINDOILEXP,15.20,15.20
DICIND,30.25,31.17
COROMANDEL,32.59,37.55
BALMLAWRIE,18.72,18.72
VINDHYATEL,23.36,23.36
MOTOGENFIN,120.74,120.74
ASIANPAINT,60.44,56.45
RAMCOCEM,88.07,365.05
PGHL,39.32,37.90
ABREL,,831.64
BEML,62.27,62.27
ADOR,30.46,27.10
CENTENKA,15.14,15.14
TATACHEM,116.57,69.77
TORNTPHARM,55.56,55.06
VTL,16.85,16.85
SUNDROP,,93.51
FEDERALBNK,12.34,12.34
EPL,21.08,20.88
VLSFINANCE,17.67,17.67
SUPREMEIND,64.76,64.76
SRF,72.21,72.21
BIRLACABLE,110.56,110.56
BALRAMCHIN,29.91,29.91
AEGISLOG,39.70,39.70
WEIZMANIND,23.11,23.11
UNICHEMLAB,27.72,27.72
BBOX,46.38,35.62
HONAUT,66.40,66.40
JTEKTINDIA,47.00,47.34
SAURASHCEM,143.28,
RANEHOLDIN,11.63,110.07
PRECOT,14.19,14.19
TATAELXSI,51.16,51.16
SUNPHARMA,36.38,34.78
KOHINOOR,0.38,
