SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,57.32,61.03
WHEELS,17.52,17.52
RIIL,100.24,100.24
PREMIERPOL,21.31,21.31
RAYMOND,29.40,8.32
RSWM,33.02,23.47
SHREDIGCEM,28.23,28.23
SESHAPAPER,21.43,21.43
SMLMAH,37.44,37.44
SUNDRMFAST,28.96,28.46
FACT,1829.67,4410.13
EXIDEIND,30.61,30.36
EUROTEXIND,6.14,6.14
ELECON,18.36,21.40
CRISIL,36.36,36.36
LMW,123.11,116.12
NELCO,,294.08
MASTEK,12.19,11.99
MAHSCOOTER,37.65,43.43
LUMAXIND,44.62,40.39
TRENT,85.12,84.10
KECL,57.48,33.37
CUMMINSIND,66.07,63.35
KCP,8.51,8.23
JAYBARMARU,11.73,11.07
JBCHEPHARM,41.58,41.58
INFY,18.92,18.34
INDIAGLYCO,26.87,26.79
IONEXCHANG,28.09,26.31
IFBIND,30.05,27.92
HIMATSEIDE,14.56,5.79
GNFC,9.68,9.68
GFLLIMITED,244.16,244.16
BPCL,5.42,5.33
BHARATFORG,69.48,67.15
BASF,37.74,38.37
FORCEMOT,20.19,28.75
ATUL,30.05,30.05
ARVIND,23.40,22.54
ACC,9.68,10.19
TMPV,50.20,15.07
SCI,10.00,10.00
MRPL,14.52,14.52
LINDEINDIA,113.80,113.80
HINDPETRO,4.70,4.70
ESCORTS,24.56,24.93
RELINFRA,0.28,0.34
BAJAJHLDNG,50.53,158.40
ASHOKLEY,24.92,22.89
VOLTAS,66.95,64.89
TITAN,79.11,77.26
TATASTEEL,27.79,25.96
SUNDARMFIN,25.82,25.17
SPIC,7.85,7.85
VEDL,16.28,14.89
SBIN,11.22,11.53
RELIANCE,18.12,18.12
PFIZER,25.94,29.07
NOCIL,45.67,43.17
BOSCHLTD,35.82,42.75
DRREDDY,18.45,18.45
BATAINDIA,48.15,44.62
DEEPAKFERT,14.15,14.15
CHAMBLFERT,10.07,10.07
CARBORUNIV,77.31,77.31
MAHSEAMLES,9.43,9.40
HINDOILEXP,15.68,22.53
DICIND,26.90,24.15
COROMANDEL,23.47,26.58
BALMLAWRIE,14.03,14.03
WILLAMAGOR,1.65,1.65
VINDHYATEL,70.47,70.47
MOTOGENFIN,62.61,62.61
ASIANPAINT,55.92,52.61
RAMCOCEM,38.83,196.66
INDIACEM,,57.79
PGHL,27.21,27.21
BEML,50.48,50.48
ADOR,22.71,21.02
CENTENKA,12.78,12.26
TATACHEM,91.81,49.88
TORNTPHARM,59.76,58.89
VTL,20.73,20.73
SUNDROP,,57.73
FEDERALBNK,15.94,15.94
EPL,17.33,16.79
VLSFINANCE,12.18,12.18
SUPREMEIND,63.71,63.71
SRF,40.55,39.35
BIRLACABLE,46.25,46.25
BALRAMCHIN,23.89,23.89
AEGISLOG,21.62,21.62
WEIZMANIND,12.82,12.82
UNICHEMLAB,7.17,25.89
BBOX,38.31,29.79
HONAUT,48.10,47.39
JTEKTINDIA,47.24,45.60
SAURASHCEM,21.24,23.76
RANEHOLDIN,16.72,13.77
PRECOT,16.22,16.22
TATAELXSI,45.85,42.19
SUNPHARMA,36.96,33.25
KOHINOOR,0.22,
SHREYANIND,5.66,5.66
SANDESH,6.14,6.05
HCC,12.09,12.94
APOLLOHOSP,58.23,57.76
ARE&M,17.72,19.21
ADANIENT,22.02,73.06
IVP,9.36,9.15
BALKRISIND,31.35,31.35
INDBANK,20.13,20.13
GINNIFILA,7.89,7.10
EICHERMOT,39.04,38.68
GVT&D,89.26,85.30
NEULANDLAB,94.70,94.70
ONGC,8.04,8.02
ZENSARTECH,16.98,16.54
TAINWALCHM,15.75,15.75
BERGEPAINT,49.94,46.87
BANARISUG,32.24,32.24
ANIKINDS,64.35,64.35
KPIL,22.63,22.03
JYOTISTRUC,25.35,25.35
IGARASHI,70.35,70.35
BSL,31.60,31.60
BLUEDART,45.82,39.99
JAYNECOIND,20.59,20.05
MUNJALSHOW,15.38,14.60
APCOTEXIND,22.38,22.50
SOTL,13.42,13.42
HSCL,32.40,32.40
RCF,20.62,20.80
RANASUG,5.29,5.90
KARURVYSYA,11.33,11.33
DECCANCE,27.11,27.11
UFLEX,8.51,10.12
TATAPOWER,27.45,27.55
ADVANIHOTR,19.86,19.41
THOMASCOOK,18.14,17.71
SUNFLAG,19.43,18.82
SUBROS,27.73,26.81
SPMLINFRA,22.92,22.92
SIMPLEXINF,21.75,28.27
SIEMENS,64.27,64.27
BHARATRAS,16.76,15.63
WIPRO,15.58,15.58
VSTIND,15.86,15.86
JUBLPHARMA,31.65,29.16
UNIVCABLES,25.85,25.85
TATACOMM,26.77,38.07
TOKYOPLAST,61.06,61.06
SOMANYCERA,29.60,29.60
MURUDCERA,12.57,12.57
IFCI,21.57,21.18
HLVLTD,114.98,55.45
SANOFI,23.54,22.25
M&M,24.96,24.61
LIBERTSHOE,38.39,37.73
KAJARIACER,39.41,36.93
HEIDELBERG,23.97,23.49
MODTHREAD,13.68,13.68
MANGLMCEM,28.27,27.97
PRSMJOHNSN,41.15,
PIDILITIND,56.76,56.21
PCBL,39.61,42.46
3PLAND,27.36,27.36
OSWALAGRO,7.41,7.41
EIHAHOTELS,18.70,18.16
HONDAPOWER,27.91,24.96
JINDALSAW,14.54,14.54
SAIL,27.05,24.87
RUBYMILLS,14.28,14.28
STYRENIX,19.62,19.44
ABB,78.62,78.62
IDBI,8.10,8.10
GRAPHITE,38.30,35.96
CANFINHOME,11.13,11.13
BRITANNIA,54.82,54.82
BBL,19.51,19.51
ELECTCAST,15.51,14.29
DHAMPURSUG,13.22,13.22
DCMSHRIRAM,26.63,24.94
DABUR,40.31,40.05
COSMOFIRST,11.17,11.17
CIPLA,21.34,20.33
HEROMOTOCO,20.58,20.20
HDFCBANK,15.57,15.39
HARRMALAYA,13.88,13.88
GMBREW,14.85,14.85
GIPCL,14.12,14.12
ITC,18.14,17.94
INDIANHUME,2.74,16.13
HINDCOMPOS,21.35,13.85
IOC,5.52,5.52
OSWALGREEN,30.99,30.99
HUHTAMAKI,10.69,10.76
RICOAUTO,28.13,24.78
KAMATHOTEL,15.12,21.56
IFBAGRO,15.58,15.58
BANCOINDIA,15.62,15.95
MANINDS,14.31,14.31
APOLLOTYRE,28.20,25.14
SIYSIL,11.20,11.20
SHANTIGEAR,42.32,41.74
PRECWIRE,41.95,41.95
ONWARDTEC,11.80,11.24
NILKAMAL,17.63,16.11
NCC,11.60,11.21
ICIL,44.77,44.77
SEAMECLTD,19.72,19.73
ELGIEQUIP,38.51,37.50
AUROPHARMA,22.16,21.87
BBTC,4.33,4.42
EIHOTEL,31.32,26.45
LICHSGFIN,5.19,5.19
GICHSGFIN,5.68,5.33
BEPL,13.24,13.24
RAIN,28.01,28.01
BANARBEADS,37.63,37.63
MOREPENLAB,21.00,27.33
WSTCSTPAPR,19.78,19.78
EASTSILK,8.98,8.98
VENKEYS,37.27,37.27
GHCL,8.19,8.19
PRUDMOULI,5.85,5.85
PRAJIND,121.74,52.65
BPL,,3.96
PGHH,36.60,36.60
VESUVIUS,35.06,35.06
TFCILTD,24.61,24.61
BOMDYEING,121.73,116.30
NAVNETEDUL,7.85,22.60
GUJALKALI,125.46,125.46
AGI,9.69,9.58
GLAXO,38.94,39.53
TATACONSUM,67.22,68.21
ZEEL,12.57,12.42
CHOLAFIN,24.51,24.51
INDHOTEL,40.17,44.54
FMGOETZE,12.43,11.84
KOTAKBANK,19.19,19.19
ORIENTHOT,27.06,26.77
JAYSREETEA,5.53,197.50
GILLETTE,39.37,39.37
GOLDENTOBC,5.55,6.29
KANSAINER,25.63,24.26
FOSECOIND,46.45,39.41
ESABINDIA,37.92,41.09
3MINDIA,87.49,101.04
ANDHRAPAP,63.57,63.57
GABRIEL,51.04,49.06
SCHAEFFLER,51.40,51.40
AARTIIND,38.83,39.58
RALLIS,28.18,
AMJLAND,7.56,7.56
PRAKASH,6.80,6.80
MFSL,290.81,290.81
KSB,56.60,53.23
KOPRAN,36.63,36.63
HEG,35.08,35.08
GREAVESCOT,91.29,97.86
GODFRYPHLP,28.67,28.67
VARDMNPOLY,40.74,40.74
SURYAROSNI,14.40,14.40
TATAINVEST,103.75,103.75
GLFL,295.44,295.44
TIMKEN,57.48,57.48
SHREECEM,47.60,47.60
SAKHTISUG,11.84,11.84
IPCALAB,38.98,35.55
INGERRAND,45.02,42.07
AKZOINDIA,6.95,38.84
HINDALCO,12.96,12.03
HINDZINC,18.83,18.86
HINDUNILVR,48.66,46.46
GSFC,8.92,8.92
GRASIM,19.28,18.81
AMBUJACEM,21.68,19.70
FINPIPE,21.71,21.71
FINCABLES,19.90,22.42
EIDPARRY,6.52,7.45
DCW,29.54,29.54
CGPOWER,97.56,95.45
SUDARCOLOR,17.35,9.72
CESC,13.27,13.27
BIRLACORPN,13.25,12.00
BHEL,112.54,112.54
BHARATGEAR,10.94,10.94
BEL,52.65,52.65
BAJFINANCE,28.92,28.63
ASHAPURMIN,13.35,13.18
NAVA,13.22,13.22
CORALFINAC,8.27,8.27
GREENPLY,20.22,20.38
TNPL,30.47,30.47
AUTOAXLES,16.09,15.26
REMSONSIND,13.33,12.89
DALMIASUG,9.15,9.15
NATCOPHARM,11.93,11.93
KHAITANLTD,7.31,7.31
SWARAJENG,23.65,23.34
MRF,24.16,23.56
GARFIBRES,28.05,28.05
ANDHRSUGAR,10.27,8.83
TNPETRO,6.54,7.05
TTKPRESTIG,79.86,30.77
STARPAPER,5.26,5.26
SKFINDIA,15.38,14.62
AUSOMENT,7.65,7.65
EIMCOELECO,19.23,19.23
JAYAGROGN,12.18,12.18
CUBEXTUB,14.56,14.56
MARICO,55.68,55.68
SILINV,9.63,9.63
REGENCERAM,996.43,996.43
BIOFILCHEM,17.22,17.22
KEYFINSERV,18.77,17.34
ZENITHEXPO,18.85,109.67
SANGAMIND,37.48,33.70
MOTHERSON,36.90,35.57
SOMATEX,65.33,457.28
VISAKAIND,8.51,16.73
AARTIDRUGS,16.00,16.00
STERTOOLS,20.76,27.96
CREST,18.09,18.09
INDIANCARD,4.15,6.97
HITECHGEAR,47.29,47.29
WENDT,57.54,57.54
DENORA,28.96,28.96
TVSSRICHAK,59.78,62.54
SHRIRAMFIN,19.13,19.13
PUNJABCHEM,19.18,17.95
MIRZAINT,49.63,
ELECTHERM,4.85,15.38
DYNAMATECH,176.65,144.04
GANESHHOU,11.19,11.19
MMFL,23.10,23.11
JAGSNPHARM,31.20,29.94
ALKYLAMINE,37.47,37.47
BOSCH-HCIL,256.47,93.85
MPHASIS,23.70,23.37
SKIL,1.59,1.59
GUJRAFFIA,27.89,27.89
RUCHINFRA,15.47,15.47
RAMCOIND,19.50,19.52
KOTHARIPET,9.60,9.57
HERITGFOOD,17.53,17.64
INDRAMEDCO,20.59,20.59
BANKBARODA,7.02,7.02
MADRASFERT,137.20,137.20
GAIL,12.93,12.93
INDNIPPON,16.73,16.73
SKMEGGPROD,11.23,11.23
TCIFINANCE,6.72,6.72
BANKINDIA,6.72,6.47
CONCOR,27.57,27.57
ICICIBANK,15.64,15.64
KCPSUGIND,67.88,67.88
HUDCO,12.20,12.20
INDSWFTLAB,4.90,29.73
SAREGAMA,32.13,31.88
FDC,25.31,23.64
ENGINERSIN,15.58,15.58
ADROITINFO,22.99,
JAICORPLTD,9.97,9.92
ANTGRAPHIC,6.25,6.25
GMDCLTD,19.20,29.68
MAHAPEXLTD,14.51,51.08
ASAHIINDIA,68.36,65.98
TRIGYN,94.12,51.73
J&KBANK,5.92,5.92
KOTHARIPRO,12.83,20.34
CUB,14.80,14.80
SOUTHBANK,7.01,7.01
ASTRAZEN,96.68,93.50
CEMPRO,20.51,20.51
AXISBANK,14.69,14.69
CYIENT,15.12,14.73
SONATSOFTW,14.76,14.12
NOIDATOLL,2.20,2.20
CYBERTECH,10.38,10.38
KOKUYOCMLN,29.25,29.25
DHANBANK,10.58,10.58
SANGHVIMOV,14.20,13.63
STCINDIA,0.96,11.55
MANUGRAPH,8.17,10.76
VIPCLOTHNG,25.30,25.30
NATIONALUM,12.13,12.13
IVC,16.70,16.70
JINDALSTEL,56.99,
ALEMBICLTD,14.74,14.74
ICDSLTD,22.78,22.78
BSOFT,21.95,20.89
HCLTECH,23.12,22.16
ACCELYA,15.63,14.87
STAR,17.10,15.78
ZYDUSLIFE,17.67,17.03
GLENMARK,55.77,24.56
RAJESHEXPO,16.30,16.30
SHREERAMA,11.36,11.36
WOCKPHARMA,,207.70
NRBBEARING,22.93,69.61
IOB,13.27,13.27
RAMCOSYS,65.83,14.95
GVPIL,19.59,16.60
BIL,34.83,34.83
KTKBANK,7.52,7.52
BLBLIMITED,3.36,3.36
AJANTPHARM,33.77,33.77
BLUESTARCO,64.68,59.84
CALSOFT,15.62,15.62
TVSMOTOR,267.64,264.77
PNBGILTS,4.81,4.85
PNC,,4.28
TAJGVK,17.19,17.19
NLCINDIA,13.84,13.84
CHENNPETRO,7.01,7.01
KRBL,11.03,11.03
HAVELLS,51.60,50.46
GAEL,33.47,32.87
