SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,81.61,88.05
WHEELS,21.08,21.08
RIIL,92.57,92.57
PREMIERPOL,22.04,22.04
RAYMOND,66.34,15.66
RSWM,14.82,13.18
SHREDIGCEM,59.06,59.06
SESHAPAPER,14.78,14.78
SMLMAH,47.51,47.51
SUNDRMFAST,41.70,41.05
EXIDEIND,43.21,42.90
ELECON,41.10,39.06
CRISIL,37.01,37.01
LMW,115.64,110.43
NELCO,605.69,226.12
MASTEK,13.59,13.08
MAHSCOOTER,54.70,54.70
LUMAXIND,28.92,27.17
TRENT,87.51,86.58
KECL,127.81,62.91
CUMMINSIND,63.24,61.42
KCP,8.31,8.00
JAYBARMARU,10.01,9.69
INFY,15.65,15.20
INDIAGLYCO,22.48,22.43
IONEXCHANG,55.91,49.72
IFBIND,34.94,32.82
IGPL,17.29,17.29
HIMATSEIDE,16.36,16.36
GNFC,8.06,8.06
GFLLIMITED,9.21,9.21
BPCL,8.09,8.94
BHARATFORG,137.95,441.10
BASF,27.45,27.45
FORCEMOT,19.11,21.74
ATUL,24.43,24.48
ARVIND,36.17,34.11
ACC,13.00,13.06
TMPV,1.55,1.46
SCI,8.41,8.41
MRPL,9.52,10.83
LINDEINDIA,104.52,104.52
HINDPETRO,47.55,47.55
ESCORTS,25.19,24.46
RELINFRA,0.52,0.69
BAJAJHLDNG,14.20,14.20
ASHOKLEY,27.02,25.24
ZUARIIND,7.22,6.93
VOLTAS,98.82,94.61
TITAN,77.93,76.92
TATASTEEL,20.34,18.92
SUNDARMFIN,22.38,21.81
SPIC,6.72,6.72
VEDL,3.66,3.47
SBIN,11.43,11.74
RELIANCE,20.11,20.11
PFIZER,30.34,29.00
NOCIL,40.77,38.75
BOSCHLTD,58.79,58.79
DRREDDY,31.46,31.46
BATAINDIA,66.44,95.26
DEEPAKFERT,19.18,19.18
CHAMBLFERT,9.20,9.20
CARBORUNIV,116.84,47.42
MAHSEAMLES,11.13,11.11
HINDOILEXP,80.14,80.14
DICIND,18.06,16.91
COROMANDEL,34.76,33.97
BALMLAWRIE,11.53,11.53
VINDHYATEL,12.00,12.00
MOTOGENFIN,0.68,53.10
MARALOVER,10.11,9.84
ASIANPAINT,53.47,52.25
RAMCOCEM,33.21,179.49
INDIACEM,125.75,81.02
PGHL,27.59,29.59
BEML,87.48,87.48
ADOR,23.58,23.20
CENTENKA,8.45,8.37
TORNTPHARM,85.27,82.39
VTL,19.88,19.88
SUNDROP,89.03,89.03
FEDERALBNK,18.55,18.55
EPL,19.93,18.80
VLSFINANCE,17.45,17.45
SUPREMEIND,43.79,43.79
SRF,35.73,34.72
BIRLACABLE,18.72,18.72
BALRAMCHIN,35.61,35.61
AEGISLOG,30.09,30.09
WEIZMANIND,19.56,19.56
UNICHEMLAB,12.48,37.30
BBOX,62.54,49.07
HONAUT,59.69,58.81
JTEKTINDIA,50.54,47.52
SAURASHCEM,100.36,44.78
RANEHOLDIN,18.74,19.81
PRECOT,16.82,16.82
TATAELXSI,35.90,33.34
SUNPHARMA,38.22,36.59
KOHINOOR,1.21,
SANDESH,7.62,7.49
HCC,31.30,36.12
BAJAJHIND,35.83,31.99
APOLLOHOSP,59.05,58.65
ARE&M,18.78,23.71
ADANIENT,54.68,105.13
IVP,5.73,5.67
BALKRISIND,32.51,32.51
INDBANK,19.59,19.59
GINNIFILA,10.87,10.87
EICHERMOT,38.36,38.08
GVT&D,85.35,82.49
NEULANDLAB,60.11,60.11
ONGC,6.64,6.60
ITI,82.20,
ZENSARTECH,14.38,14.04
TAINWALCHM,24.09,24.00
BERGEPAINT,52.18,51.71
BANARISUG,35.53,35.53
JINDALPOLY,,54.99
KPIL,20.46,20.84
JYOTISTRUC,19.71,19.71
IGARASHI,87.70,87.70
BSL,34.69,34.69
BLUEDART,42.50,37.63
JAYNECOIND,15.31,15.04
MUNJALSHOW,22.27,20.89
APCOTEXIND,19.28,19.34
SOTL,11.58,11.58
HSCL,49.01,49.01
RCF,15.33,16.61
RANASUG,35.20,
KARURVYSYA,11.68,11.68
DECCANCE,130.80,
WSI,170.84,179.12
UFLEX,5.17,5.10
TATAPOWER,23.23,23.04
ADVANIHOTR,21.03,20.41
THOMASCOOK,23.65,23.08
SUNFLAG,31.10,30.10
SUBROS,29.74,28.78
SPMLINFRA,18.81,18.81
SIMPLEXINF,42.84,43.49
SIEMENS,41.00,41.00
BHARATRAS,15.48,15.12
WIPRO,13.72,13.72
VSTIND,13.14,13.14
JUBLPHARMA,39.24,34.89
UNIVCABLES,26.26,26.26
TATACOMM,52.29,47.49
TOKYOPLAST,216.95,216.95
SOMANYCERA,21.23,20.70
MURUDCERA,19.08,19.08
IFCI,47.93,46.50
HLVLTD,96.47,59.00
SANOFI,23.07,21.79
M&M,21.06,20.84
LIBERTSHOE,47.60,47.75
KAJARIACER,35.96,34.09
KABRAEXTRU,3566.21,2417.17
HEIDELBERG,30.84,29.51
MODTHREAD,9.29,9.29
MODIRUBBER,36889.96,36889.96
MANGLMCEM,21.48,19.49
PRSMJOHNSN,35.69,142.39
POLYPLEX,13.65,13.65
PIDILITIND,64.39,64.40
PCBL,47.09,49.80
3PLAND,25.52,25.52
EIHAHOTELS,20.75,20.32
HONDAPOWER,33.11,29.83
JINDALSAW,28.44,28.44
SAIL,16.39,14.60
RUBYMILLS,28.20,28.20
STYRENIX,14.07,14.01
ABB,54.25,54.25
IDBI,9.51,9.51
GRAPHITE,67.46,66.87
CANFINHOME,9.67,9.67
BRITANNIA,51.29,51.29
BBL,23.09,23.09
ELECTCAST,36.21,29.64
DHAMPURSUG,14.68,14.68
DCMSHRIRAM,11.13,11.75
DABUR,36.93,36.71
COSMOFIRST,14.76,14.29
CIPLA,34.91,32.70
HEROMOTOCO,21.12,20.76
HDFCBANK,14.18,13.98
HARRMALAYA,13.54,13.54
GMBREW,12.12,12.12
GIPCL,5.43,5.43
ITC,17.27,17.32
INDIANHUME,13.62,20.78
HINDCOMPOS,18.74,17.92
IOC,5.51,5.51
OSWALGREEN,,14.24
HUHTAMAKI,15.34,15.34
RICOAUTO,55.25,46.16
KAMATHOTEL,13.12,17.04
IFBAGRO,16.16,16.16
BANCOINDIA,17.88,18.35
MANINDS,22.01,22.01
APOLLOTYRE,16.51,14.96
SIYSIL,12.19,12.19
SHANTIGEAR,47.78,45.29
PRECWIRE,47.98,47.98
ONWARDTEC,14.77,14.03
NILKAMAL,22.18,20.63
NCC,11.80,11.40
ICIL,49.87,49.87
SEAMECLTD,15.13,15.13
ELGIEQUIP,43.12,41.64
AUROPHARMA,25.15,24.68
BBTC,3.96,4.11
EIHOTEL,25.36,24.82
KANORICHEM,4.34,4.34
LICHSGFIN,4.79,4.79
GICHSGFIN,4.82,4.82
BEPL,15.40,15.40
RAIN,10.53,10.53
BANARBEADS,39.39,39.39
MOREPENLAB,32.83,39.32
WSTCSTPAPR,17.02,17.02
VENKEYS,12.76,12.76
GHCL,7.61,8.26
S&SPOWER,49.70,49.70
PRUDMOULI,5.61,5.61
PRAJIND,204.64,63.52
PGHH,34.59,34.59
VESUVIUS,36.66,36.66
TFCILTD,35.28,35.28
BOMDYEING,117.03,111.53
GTL,0.14,
NAVNETEDUL,9.43,53.64
GUJALKALI,77.29,77.29
AGI,12.57,12.44
GLAXO,42.64,43.26
TATACONSUM,65.06,64.50
ZEEL,48.66,47.03
CHOLAFIN,28.09,28.09
INDHOTEL,44.39,48.81
FMGOETZE,14.28,13.43
KOTAKBANK,19.17,19.43
ORIENTHOT,33.30,32.97
GILLETTE,37.07,37.07
GOLDENTOBC,6.37,7.22
KANSAINER,28.13,26.15
FOSECOIND,41.97,37.62
ESABINDIA,43.23,46.65
3MINDIA,68.91,90.73
ANDHRAPAP,42.96,42.96
GABRIEL,86.68,83.74
SCHAEFFLER,50.42,50.42
AARTIIND,36.51,37.13
RALLIS,19.31,
AMJLAND,10.70,10.70
PRAKASH,7.88,7.88
MFSL,386.33,386.33
KSB,56.80,53.29
KOPRAN,36.76,36.76
HEG,37.70,37.70
GREAVESCOT,219.80,249.79
GODFRYPHLP,24.50,24.50
VARDMNPOLY,0.95,33.38
SURYAROSNI,15.56,15.56
TATAINVEST,78.35,78.35
GLFL,598.05,598.05
TIMKEN,58.39,58.39
SUDARSCHEM,99.79,66.40
SHREECEM,54.68,54.68
SAKHTISUG,7.39,7.39
IPCALAB,31.99,30.59
INGERRAND,54.67,53.25
JSWDULUX,7.35,40.49
HINDALCO,14.11,11.41
HINDZINC,13.91,13.93
HINDUNILVR,32.60,32.32
GSFC,9.22,9.22
GRASIM,19.43,19.05
AMBUJACEM,20.00,17.24
FINPIPE,16.06,16.06
FINCABLES,23.83,29.46
EIDPARRY,11.24,6.59
DCW,18.23,18.23
DCM,126.55,126.55
CGPOWER,113.09,110.89
SUDARCOLOR,19.96,14.38
CESC,13.67,13.67
BIRLACORPN,12.58,12.45
BHEL,60.37,60.37
BHARATGEAR,10.57,10.57
BEL,48.84,48.84
BAJFINANCE,32.78,32.49
ASHAPURMIN,14.03,13.88
PVP,759.66,61.89
NAVA,16.68,16.68
CORALFINAC,9.26,9.26
GREENPLY,35.47,30.96
TNPL,3.74,3.74
AUTOAXLES,15.46,14.74
REMSONSIND,17.45,16.85
DALMIASUG,16.82,16.82
NATCOPHARM,14.13,14.13
KHAITANLTD,9.55,9.55
SWARAJENG,21.90,21.63
MRF,23.44,23.00
GARFIBRES,35.11,33.47
ANDHRSUGAR,12.64,11.78
TNPETRO,7.01,7.34
TTKPRESTIG,42.95,40.06
STARPAPER,7.46,7.46
SKFINDIA,37.10,33.42
AUSOMENT,8.07,8.07
EIMCOELECO,29.21,29.21
JAYAGROGN,12.26,12.26
CUBEXTUB,15.68,15.68
MARICO,57.55,57.55
SILINV,9.24,9.24
BIOFILCHEM,107.04,107.04
KEYFINSERV,26.18,25.40
ZENITHEXPO,400.57,400.57
SUNDRMBRAK,96.79,88.62
SANGAMIND,24.85,23.68
MOTHERSON,39.00,37.40
SOMATEX,33.72,81.57
VISAKAIND,9.60,12.15
AARTIDRUGS,19.89,19.73
STERTOOLS,31.07,57.35
CREST,29.28,29.28
INDIANCARD,22.13,19.15
HITECHGEAR,52.42,52.42
WENDT,93.59,93.59
DENORA,36.55,36.55
TVSSRICHAK,37.17,33.43
SHRIRAMFIN,23.33,23.33
PUNJABCHEM,20.53,20.03
DYNAMATECH,179.08,135.18
GUJAPOLLO,79.09,79.09
GANESHHOU,26.28,26.28
MMFL,16.82,25.09
JAGSNPHARM,32.84,31.77
ALKYLAMINE,43.54,43.54
BOSCH-HCIL,963.15,224.14
MPHASIS,25.43,25.09
GUJRAFFIA,19.80,19.80
RUCHINFRA,23.09,22.84
RAMCOIND,9.47,9.85
KOTHARIPET,11.77,11.74
HERITGFOOD,24.70,26.26
INDRAMEDCO,18.21,18.21
BANKBARODA,7.13,5.82
MADRASFERT,14.89,13.54
GAIL,11.65,11.65
INDNIPPON,22.10,24.60
SKMEGGPROD,12.27,12.27
BANKINDIA,5.57,5.57
CONCOR,32.18,32.18
ICICIBANK,18.13,18.13
KCPSUGIND,9.04,9.04
HUDCO,8.94,8.94
INDSWFTLAB,46.14,40.78
SAREGAMA,45.99,44.75
FDC,19.71,18.73
ENGINERSIN,17.47,17.47
ADROITINFO,14.90,14.90
JAICORPLTD,18.95,18.75
ANTGRAPHIC,10.44,10.44
GMDCLTD,19.31,32.07
INDUSINDBK,60.15,60.15
ASAHIINDIA,54.50,53.19
TRIGYN,17.12,15.32
J&KBANK,7.43,7.43
KOTHARIPRO,11.22,16.12
CUB,14.74,14.74
SOUTHBANK,7.92,7.92
ASTRAZEN,114.27,111.92
CEMPRO,37.09,37.09
AXISBANK,13.64,13.64
CYIENT,21.92,20.29
SONATSOFTW,19.73,18.06
NOIDATOLL,2.64,2.64
CYBERTECH,12.82,12.82
KOKUYOCMLN,37.12,37.12
DHANBANK,11.05,11.05
SANGHVIMOV,21.25,20.56
STCINDIA,34.16,14.65
MANUGRAPH,8.48,
VIPCLOTHNG,19.11,19.11
NATIONALUM,10.23,10.23
IVC,44.99,52.74
JINDALSTEL,41.11,28.07
ALEMBICLTD,6.96,6.96
BSOFT,15.23,14.63
HCLTECH,21.17,20.33
ACCELYA,17.84,16.86
STAR,14.06,14.96
ZYDUSLIFE,24.66,22.77
GLENMARK,36.39,21.36
RAJESHEXPO,21.42,21.42
CINEVISTA,13.84,13.84
SHREERAMA,22.95,22.95
WOCKPHARMA,75.86,78.18
NRBBEARING,29.54,29.15
IOB,10.86,10.86
RAMCOSYS,53.91,19.30
GVPIL,19.05,17.36
BIL,43.82,43.82
KTKBANK,8.15,8.15
MAHLIFE,24.70,26.63
MUKTAARTS,,18.64
BLBLIMITED,3.08,3.08
AJANTPHARM,40.44,40.44
BLUESTARCO,60.91,58.79
CALSOFT,5.89,5.89
TVSMOTOR,56.82,56.30
PNBGILTS,13.98,14.28
PNC,,7.43
TAJGVK,5.04,13.97
NLCINDIA,11.34,11.34
REPRO,4.75,
CHENNPETRO,4.72,4.72
TTML,201.01,
KRBL,11.66,11.66
HAVELLS,49.93,48.93
GAEL,19.05,18.91
USHAMART,29.30,28.54
AXISCADES,173.28,148.44
UMIYA-MRO,19.54,19.54
TIPSMUSIC,39.96,39.96
STLTECH,136.99,142.61
HIKAL,,50.01
TRIDENT,31.38,31.38
MARKSANS,28.95,28.95
SMARTLINK,13.57,13.57
GODREJCP,49.96,45.82
LUPIN,18.41,16.98
UNITDSPR,59.33,55.87
TCI,15.27,15.27
MPSLTD,25.51,26.20
BHARTIARTL,34.14,31.56
ASAL,26.55,25.62
OLECTRA,60.00,61.22
PONNIERODE,6.00,10.12
PNB,6.14,6.14
APTECHT,21.93,20.65
SURANAT&P,7.44,7.44
TEAMGTY,186.92,186.92
OFSS,30.18,30.18
UNIONBANK,6.93,6.93
NUCLEUS,17.58,16.22
CANBK,5.99,5.99
GENESYS,38.94,36.00
OMAXAUTO,10.81,10.81
GODREJIND,19.09,18.69
DIVISLAB,76.94,75.53
RADICO,88.55,87.66
INDORAMA,9.09,8.94
MARUTI,30.34,30.34
VARDHACRLC,8.59,8.59
UCOBANK,11.57,11.57
BAGFILMS,15.47,15.47
JSL,18.78,18.52
NSIL,49.01,49.00
WELSPUNLIV,54.16,52.91
JAIBALAJI,44.53,43.53
IGL,15.69,15.69
DREDGECORP,83.03,83.03
TVTODAY,39.09,0.92
UNIENTER,32.74,32.74
UPL,20.46,19.70
SIL,2.04,2.04
MUKANDLTD,3.06,3.06
PETRONET,10.07,10.07
PTC,8.15,8.10
VAIBHAVGBL,13.43,13.44
BIOCON,163.20,67.43
MAHABANK,8.18,8.18
POONAWALLA,55.71,55.71
XPROINDIA,78.81,78.81
RKFORGE,124.85,109.21
DATAMATICS,23.60,20.04
CCL,34.99,34.99
EXCELINDUS,17.85,17.85
LT,28.44,26.73
APARINDS,56.77,55.63
AMBICAAGAR,12.53,12.53
CENTEXT,13.76,13.28
NIITLTD,141.23,74.20
ULTRACEMCO,39.95,39.52
TCS,17.07,15.83
COFORGE,41.78,38.19
TEXINFRA,146.40,146.40
GULFPETRO,7.74,7.33
GUFICBIO,57.64,57.64
ASTRAMICRO,87.35,87.35
WELENT,22.34,20.79
NTPC,11.64,11.64
SALSTEEL,77.42,
KOTARISUG,40.03,
JBMA,60.55,59.03
DWARKESH,54.92,54.92
INDOCO,653.60,
SUPRAJIT,38.52,38.31
PATELENG,9.84,6.30
XCHANGING,11.70,11.70
JSWSTEEL,11.09,25.67
CONSOFINVT,16.03,16.03
JPPOWER,18.58,14.27
EVEREADY,14.54,
GOKEX,55.77,55.77
SAKSOFT,16.87,16.42
ALLDIGI,14.50,13.39
IIFL,11.90,11.90
WELCORP,21.31,21.31
SSWL,23.16,23.16
CYBERMEDIA,7.72,8.01
SHAHALLOYS,3.42,
SURYALAXMI,26.39,27.79
JKPAPER,20.79,20.15
PRIMESECU,205.47,56.43
GRANULES,32.11,32.80
JSWHL,95.94,94.73
VHL,4.35,4.35
GEOJITFSL,30.01,27.86
GENUSPOWER,14.43,14.43
YESBANK,18.85,18.85
MSPL,50.06,13.60
SPLIL,11.11,11.11
MCLEODRUSS,,8.99
SEMAC,15.40,15.40
GOLDIAM,26.10,26.10
RML,25.85,25.33
HTMEDIA,82.90,8.06
SASKEN,41.49,38.69
FCSSOFT,90.48,57.97
IMPAL,17.46,17.46
SUZLON,20.59,21.06
AURIONPRO,19.67,19.29
BASML,8.64,8.64
TRIVENI,21.40,20.79
AIAENG,33.08,33.01
NAHARINDUS,7.30,7.21
ORIENTCER,19.87,18.86
EKC,9.89,9.32
VIMTALABS,34.61,34.12
KERNEX,17.84,17.84
PVRINOX,25.98,23.32
NITINSPIN,14.68,14.68
ROHLTD,29.61,30.70
ENIL,,292.34
JAGRAN,7.58,7.58
SADBHAV,1.35,3.91
SAKUMA,23.78,23.78
KEC,21.15,19.45
JKCEMENT,43.70,42.18
INDOTECH,38.05,38.05
M&MFIN,16.63,16.11
BLKASHYAP,1661.04,28.55
VISACHROME,0.52,
CENTURYPLY,56.27,55.24
KEI,54.67,54.67
VAKRANGEE,63.77,63.88
SOLARINDS,88.12,88.09
GALLANTT,32.22,32.22
UTTAMSUGAR,11.54,11.40
KKCL,19.66,19.66
SUNTV,12.48,12.08
GPIL,19.62,19.28
RSYSTEMS,14.87,13.60
EMKAY,33.19,33.19
BALPHARMA,19.12,19.12
SWELECTES,21.20,20.37
KAMDHENU,11.44,11.44
RATNAMANI,32.05,31.58
JKLAKSHMI,18.38,17.57
PFOCUS,144.19,87.40
ALLCARGO,45.39,37.60
MUNJALAU,21.77,21.33
EMAMILTD,23.47,23.19
GMRAIRPORT,141.50,119.73
TECHM,31.00,29.91
GRINDWELL,54.83,54.83
VOLTAMP,46.25,46.25
ANTELOPUS,20.74,19.45
ACE,29.59,29.59
ANANTRAJ,39.07,39.07
BILVYAPAR,31.00,29.93
TALBROAUTO,23.14,23.14
ALICON,32.29,31.81
GEECEE,16.48,16.81
JMFINANCIL,10.89,10.73
FIEMIND,23.53,23.53
DCBBANK,7.45,7.45
INSPIRISYS,8.92,8.47
GTLINFRA,1.43,
NAUKRI,45.59,49.58
GESHIP,4.89,4.89
TORNTPOWER,27.61,27.61
MANALIPETC,6.62,10.13
LTFOODS,22.77,22.77
DONEAR,9.89,9.89
RUCHIRA,9.33,9.33
SOBHA,61.58,61.58
VENUSREM,20.51,20.51
JINDRILL,8.89,8.73
HIRECT,133.52,137.42
NFL,9.67,9.67
PLASTIBLEN,12.12,12.12
PARACABLES,35.04,35.06
HBLENGINE,35.04,34.70
TANLA,14.48,14.48
AVTNPL,14.77,14.77
ZEEMEDIA,,186.24
VEEDOL,11.99,11.99
LUMAXTECH,36.16,35.25
SARLAPOLY,493.95,12.21
PTL,11.19,11.19
WANBURY,16.34,15.39
AUTOIND,11.17,18.30
GANDHITUBE,14.36,14.22
PITTIENG,32.07,32.07
NETWORK18,,5354.43
UNOMINDA,55.49,54.63
IZMO,26.15,26.15
HUBTOWN,24.58,24.58
CTE,10.96,10.96
TIIL,20.09,20.09
ORIENTBELL,24.43,23.36
PGIL,37.63,37.26
REDINGTON,17.36,16.29
TTL,344.49,344.49
FSL,27.74,23.30
PFC,3.69,3.69
SMSPHARMA,33.05,33.05
INDIANB,9.43,9.43
ORIENTALTL,18.68,14.40
IDEA,4.09,
PAGEIND,54.23,52.44
LAOPALA,22.94,22.59
AMDIND,32.10,32.10
JKTYRE,16.86,13.22
ASTRAL,72.62,70.65
NAHARSPING,14.38,14.38
NAHARPOLY,8.28,8.28
THEMISMED,24.16,
NCLIND,8.44,7.87
BALAMINES,32.81,32.81
BANSWRAS,10.68,9.54
ICRA,25.90,25.77
PHOENIXLTD,41.47,40.88
NDLVENTURE,566.80,566.80
ZENITHSTL,19.81,29.41
BFUTILITIE,10.44,10.43
FORTIS,65.53,64.44
SRHHYPOLTD,9.28,8.41
ALPHAGEO,1129.61,1129.61
WEBELSOLAR,11.78,11.76
TGBHOTELS,19.32,19.32
HILTON,20.07,20.07
INSECTICID,14.67,14.67
KMSUGAR,5.27,5.27
NAVINFLUOR,53.48,53.10
TIMETECHNO,19.16,19.16
NAGREEKEXP,23.91,23.91
NELCAST,24.95,24.95
V2RETAIL,44.17,50.34
DLF,37.02,38.73
TARMAT,20.78,20.78
SPARC,4.06,4.02
SIGMAADV,71.20,67.71
ADSL,16.69,16.44
ALPA,30.89,30.89
CENTRALBK,6.23,6.23
ASIANTILES,140.87,140.87
TAKE,27.41,27.41
KPRMILL,41.59,41.59
CIEINDIA,17.13,17.13
PURVA,34.38,34.38
MOTILALOFS,27.44,27.44
INDOWIND,,259.00
NAGREEKCAP,4.08,4.08
KSCL,16.14,16.14
CENTUM,105.25,55.24
POWERGRID,15.57,15.57
SUPREMEINF,0.14,
MAANALU,51.37,51.37
IL&FSENGG,45.35,36.35
DELTACORP,,9.81
BAJAJELEC,,60.85
ENERGYDEV,,40.39
CERA,37.31,36.82
RELIGARE,443.60,443.60
BVCL,44.81,44.81
ADANIPORTS,29.85,29.46
EDELWEISS,16.21,14.15
RGL,12.09,12.09
KOLTEPATIL,33.77,33.77
COLPAL,39.98,39.36
JYOTHYLAB,25.77,25.77
KALYANIFRG,18.89,18.89
HITECHCORP,32.52,30.38
ECLERX,24.47,24.47
TARIL,33.26,33.26
BRIGADE,24.62,25.09
MANAKSIA,6.02,6.02
DVL,4.89,4.89
PATINTLOG,8.53,8.53
PPAP,8.92,101.73
ARIES,11.37,11.37
AMBIKCO,11.25,11.25
CEATLTD,25.34,23.04
BIRLAMONEY,13.74,13.16
RPOWER,,116.61
JKIL,9.89,9.67
CORDSCABLE,11.49,11.49
KNRCON,9.45,11.11
SEPC,42.71,40.99
BANG,8.44,6.05
IRB,24.38,23.31
NMDC,9.95,9.95
GSS,,9.12
NAHARCAP,3.60,3.60
RECLTD,5.50,5.50
VGUARD,39.14,37.57
NESCO,17.56,17.56
DPSCLTD,55.63,55.63
TITAGARH,58.55,58.55
KIRIINDUS,0.46,2.76
BAJAJFINSV,15.59,15.40
BAJAJ-AUTO,27.83,27.76
DIGISPICE,21.15,18.26
GOKUL,18.59,18.59
RPGLIFE,38.46,39.48
ALMONDZ,7.28,7.28
ARCHIDPLY,14.23,13.43
LOTUSEYE,1604.93,1514.25
VINYLINDIA,23.44,23.44
