SYMBOL,SYMBOL P/E,ADJUSTED P/E
PENINLAND,52.97,51.97
THERMAX,63.53,63.53
WHEELS,15.61,15.61
RIIL,134.19,134.19
PREMIERPOL,22.93,22.93
RAYMOND,23.12,22.68
SHREDIGCEM,46.46,46.46
SESHAPAPER,12.98,12.98
SMLISUZU,18.65,18.65
SUNDRMFAST,35.89,35.89
FACT,,616.65
EXIDEIND,50.80,50.80
ELECON,35.67,35.67
CRISIL,49.40,49.40
LMW,141.47,141.47
PEL,46.92,
NELCO,200.11,200.11
MASTEK,17.16,17.38
MAHSCOOTER,61.09,81.75
LUMAXIND,40.60,40.60
TRENT,131.86,131.86
KECL,64.53,274.34
CUMMINSIND,46.67,46.67
KCP,10.11,9.16
JAYBARMARU,29.26,29.26
JBCHEPHARM,38.19,38.19
INFY,23.42,23.42
INDIAGLYCO,25.27,25.27
IONEXCHANG,34.42,34.42
IFBIND,39.75,39.75
IGPL,13.33,13.33
HIMATSEIDE,20.44,20.44
GNFC,14.24,14.24
BPCL,11.59,11.33
BHARATFORG,62.34,56.22
BASF,30.88,31.39
FORCEMOT,16.58,24.38
ATUL,41.71,41.71
ARVIND,30.08,30.08
ACC,14.72,15.25
TATAMOTORS,7.65,7.64
SCI,8.81,8.81
MRPL,832.23,832.23
LINDEINDIA,124.85,124.85
HINDPETRO,13.73,13.73
ESCORTS,31.93,31.93
RELINFRA,40.14,
BAJAJHLDNG,87.49,87.49
ASHOKLEY,21.62,21.92
ZUARIIND,,585.77
VOLTAS,48.76,48.76
TITAN,91.12,91.12
TATASTEEL,74.63,61.86
SUNDARMFIN,34.38,33.08
SPIC,19.51,13.17
VEDL,7.99,8.81
SBIN,8.92,8.92
RELIANCE,23.98,23.98
PFIZER,31.66,31.66
NOCIL,24.16,24.16
BOSCHLTD,44.25,44.28
DRREDDY,18.00,18.00
BATAINDIA,44.50,61.85
DEEPAKFERT,18.37,18.37
CHAMBLFERT,18.40,18.40
CARBORUNIV,53.04,62.71
MAHSEAMLES,11.47,11.47
HINDOILEXP,14.47,17.83
DICIND,32.77,33.77
COROMANDEL,31.14,35.88
BALMLAWRIE,18.02,18.02
VINDHYATEL,15.79,15.79
MOTOGENFIN,44.22,44.22
ASIANPAINT,56.44,54.74
RAMCOCEM,59.91,123.76
PGHL,35.22,33.95
ABREL,119.43,119.43
BEML,51.43,51.43
ADOR,27.26,24.67
CENTENKA,14.28,14.28
TATACHEM,,41.21
TORNTPHARM,59.71,59.71
VTL,16.00,16.00
SUNDROP,533.44,477.44
FEDERALBNK,11.20,11.20
EPL,23.92,22.89
VLSFINANCE,4.92,4.92
