SYMBOL,SYMBOL P/E,ADJUSTED P/E
ENGINERSIN,40.78,40.78
JAICORPLTD,95.01,95.01
MAHAPEXLTD,37.83,56.84
ASAHIINDIA,53.85,53.85
SOUTHBANK,5.06,5.06
ITDCEM,25.85,25.85
CYIENT,30.65,29.11
GOACARBON,16.28,16.28
SANGHVIMOV,15.51,15.51
RSSOFTWARE,22.29,22.29
NATIONALUM,14.28,15.88
ALEMBICLTD,26.42,26.42
ICDSLTD,41.86,41.86
BSOFT,26.85,26.85
ACCELYA,24.1,24.16
ZYDUSLIFE,22.26,22.26
RAJESHEXPO,182.19,182.19
SHREERAMA,44.44,44.44
IOB,33.85,33.85
GEPIL,140.62,140.62
AJANTPHARM,43.21,43.21
CALSOFT,46.11,46.11
PNBGILTS,9.44,9.71
CHENNPETRO,13.87,13.87
KRBL,16.07,16.07
UNITDSPR,77.62,76.52
MPSLTD,30.19,30.19
OLECTRA,116.86,125.89
TIMESGTY,65.7,65.7
NUCLEUS,18.75,18.75
UCOBANK,24.24,24.24
NSIL,51.14,51.14
IGL,14.86,14.86
SIL,43.43,43.43
PTC,10.08,9.85
POONAWALLA,67.58,67.58
RKFORGE,47.7,47.61
CCL,38.67,38.67
APARINDS,46.57,46.57
NIITLTD,62.95,62.95
COFORGE,68.53,69.27
GUFICBIO,49.51,49.51
WELENT,19.28,19.28
JINDALPHOT,61.71,61.71
ALLDIGI,20.63,25.35
IIFL,14.61,7.61
WELCORP,23.46,23.21
JKPAPER,9.17,9.17
GRANULES,29,29
GEOJITFSL,18.15,18.15
MSPL,114.6,114.8
RML,578.58,336.7
FCSSOFT,,58.63
AURIONPRO,54.83,54.83
NAHARINDUS,28.07,26.78
ORIENTCER,35.67,40.42
VIMTALABS,38.33,38.33
ROHLTD,19.21,19.21
GSPL,9.04,9.22
JKCEMENT,39.37,45.1
M&MFIN,15.88,15.88
KEI,62.47,62.46
SOLARINDS,87.92,87.92
SUNTV,16.23,16.23
RSYSTEMS,40.2,40.2
KAMDHENU,23.36,23.36
EMAMILTD,37.05,36.82
TECHM,51.97,52.1
ANANTRAJ,65.3,65.3
BINANIIND,29.77,
ALICON,23.79,23.79
FIEMIND,21.57,21.57
INSPIRISYS,30.82,30.82
VENUSREM,18.4,18.4
NFL,21.28,21.28
PARACABLES,22.14,22.14
VEEDOL,24.48,24.48
PTL,18.33,18.33
ORIENTBELL,1532.8,1532.8
FSL,47.09,47.09
SMSPHARMA,36.8,36.8
LAOPALA,30.64,30.64
ASTRAL,91.99,91.99
BALAMINES,30.47,30.47
NDLVENTURE,358.8,358.8
BFUTILITIE,15.88,15.88
WEBELSOLAR,,96.18
INSECTICID,16.53,16.53
V2RETAIL,110.23,110.23
CIEINDIA,22.47,22.47
INDOWIND,42.38,42.38
KSCL,14.91,14.91
DELTACORP,20,26.91
BVCL,28.22,28.22
RGL,22.4,22.4
COLPAL,55.87,55.87
ECLERX,31.7,31.62
TARIL,115.68,115.68
MANAKSIA,8.79,6.46
BIRLAMONEY,12.8,12.8
CORDSCABLE,21.61,21.61
HERCULES,23.25,23.25
SEPC,158.63,158.63
GSS,21.37,21.37
RECLTD,9.31,9.31
NESCO,19.79,19.79
TITAGARH,51.78,51.5
GOKUL,46.65,46.65
VINYLINDIA,26.07,26.07
ZFCVINDIA,57.55,57.55
TPHQ,18.74,18.74
HINDNATGLS,3.06,1.25
MHRIL,65.04,65.04
GLOBUSSPR,40.98,40.98
EXPLEOSOL,18.97,18.97
RTNPOWER,.7,
ZYDUSWELL,39.6,40.34
REFEX,51.34,51.43
AHLUCONT,19.53,33.53
HINDCOPPER,66.58,66.58
NESTLEIND,67.68,69.01
WHIRLPOOL,74.06,70.89
THANGAMAYL,57.65,57.65
HATHWAY,38.25,37.92
TEXMOPIPES,58.05,15.22
KIRLOSBROS,47.69,47.83
KIRLOSIND,14.11,13.49
TI,45.78,43.74
BAJAJCON,20.64,20.64
GPPL,24.82,22.87
KILITCH,34.95,34.95
SASTASUNDR,,6.76
CANTABIL,31.8,32.44
BEDMUTHA,19.51,19.51
RESPONIND,35.68,35.68
JINDWORLD,75.37,75.37
A2ZINFRA,24.53,
SURANASOL,419.84,419.84
KICL,36.74,48.37
VADILALIND,19.1,19.1
RELAXO,89.72,89.72
ASHIANA,95.98,95.98
INVENTURE,15.41,13.31
ASAHISONG,70.67,68.98
THERMAX,74.99,86.6
RIIL,170.97,170.97
RAYMOND,19.28,18.99
SHREDIGCEM,17.18,17.18
SESHAPAPER,10.56,10.56
SUNDRMFAST,43.92,43.92
LMW,85.19,85.19
NELCO,115.08,115.08
LUMAXIND,41.31,41.31
KECL,90,313.89
KCP,9.51,9.2
INFY,29.62,29.62
IONEXCHANG,44.08,44.08
IFBIND,57.21,57.21
GNFC,20.07,20.07
BHARATFORG,68.79,62.3
FORCEMOT,22.93,22.93
ARVIND,32.26,32.27
TATAMOTORS,8.7,8.67
LINDEINDIA,137.36,137.36
ESCORTS,35.72,35.72
ASHOKLEY,24.32,24.75
ZUARIIND,1.43,
SUNDARMFIN,28.87,27.74
VEDL,11.01,12.41
PFIZER,39.33,39.76
DEEPAKFERT,24.35,24.35
MAHSEAMLES,10.09,10.05
BALMLAWRIE,19.5,19.5
MOTOGENFIN,58.38,58.38
PGHL,39.69,38.14
TATACHEM,,45.91
ATFL,537.39,2018.54
EPL,32.91,31.45
SRF,60.28,60.28
AEGISLOG,41.07,41.07
