SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,58.03,58.03
WHEELS,20.28,20.28
RIIL,137.20,137.20
PREMIERPOL,17.87,17.87
RAYMOND,18.32,18.32
SHREDIGCEM,49.23,49.23
SESHAPAPER,19.59,19.59
SMLISUZU,30.84,30.84
SUNDRMFAST,36.89,36.89
FACT,619.97,750.21
EXIDEIND,38.14,38.14
ELECON,24.98,28.81
CRISIL,49.79,49.79
LMW,164.27,163.23
NELCO,300.64,300.64
MASTEK,16.94,17.14
LUMAXIND,63.54,63.54
TRENT,110.40,110.40
KECL,354.20,
CUMMINSIND,64.76,65.09
KCP,8.97,8.28
JAYBARMARU,20.31,20.31
JBCHEPHARM,39.00,39.00
INFY,22.73,22.73
INDIAGLYCO,31.32,31.32
IONEXCHANG,27.96,27.96
IFBIND,63.40,63.40
IGPL,21.00,21.00
HIMATSEIDE,23.38,8.80
GNFC,13.63,13.63
BPCL,10.19,10.04
BHARATFORG,61.12,60.93
BASF,48.47,49.25
FORCEMOT,25.73,36.53
ATUL,33.62,33.62
ARVIND,22.27,22.27
ACC,14.46,14.98
TMPV,7.13,6.95
SCI,14.13,14.13
LINDEINDIA,117.09,117.09
HINDPETRO,9.23,9.23
ESCORTS,33.13,34.82
RELINFRA,1.01,1.16
BAJAJHLDNG,68.23,209.75
ASHOKLEY,23.93,24.04
VOLTAS,61.62,61.62
TITAN,89.70,89.70
TATASTEEL,56.34,52.37
SUNDARMFIN,27.90,27.90
SPIC,14.38,14.38
VEDL,9.96,11.02
SBIN,10.65,10.65
RELIANCE,21.42,21.42
PFIZER,30.09,35.99
NOCIL,33.45,33.45
BOSCHLTD,41.21,49.54
DRREDDY,17.52,17.52
BATAINDIA,66.05,62.88
DEEPAKFERT,18.97,18.97
CHAMBLFERT,12.01,12.01
CARBORUNIV,86.94,120.41
MAHSEAMLES,8.75,8.73
HINDOILEXP,13.80,17.61
DICIND,29.62,30.61
COROMANDEL,28.06,31.95
BALMLAWRIE,17.12,17.12
WILLAMAGOR,1.35,1.35
VINDHYATEL,20.85,20.85
MOTOGENFIN,138.93,138.93
ASIANPAINT,69.16,64.52
RAMCOCEM,78.47,218.06
INDIACEM,,535.30
PGHL,34.11,34.11
BEML,61.80,61.80
ADOR,54.12,45.52
