SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,76.02,80.87
WHEELS,24.82,24.82
RIIL,111.90,111.90
PREMIERPOL,17.22,17.22
RAYMOND,53.62,11.62
RSWM,14.62,12.68
SHREDIGCEM,43.03,43.03
SESHAPAPER,22.14,22.14
SMLMAH,33.58,33.58
SUNDRMFAST,30.16,29.67
FACT,2035.64,4906.59
EXIDEIND,34.59,34.32
EUROTEXIND,7.78,7.78
ELECON,32.88,39.29
CRISIL,35.99,35.99
LMW,134.00,126.39
NELCO,516.47,159.75
MASTEK,11.86,11.39
MAHSCOOTER,44.62,44.62
LUMAXIND,48.23,43.66
TRENT,85.54,84.58
KECL,73.11,42.44
CUMMINSIND,75.47,72.37
KCP,9.34,9.03
JAYBARMARU,12.04,11.36
JBCHEPHARM,48.38,47.08
INFY,15.07,14.63
INDIAGLYCO,29.50,29.42
IONEXCHANG,31.93,29.90
IFBIND,34.83,32.36
HIMATSEIDE,13.17,5.23
GNFC,12.42,12.42
GFLLIMITED,289.58,289.58
BPCL,5.74,5.65
BHARATFORG,84.79,77.65
BASF,44.68,45.43
FORCEMOT,21.67,24.76
ATUL,29.96,30.03
ARVIND,27.46,26.45
ACC,12.15,12.30
TMPV,,29.54
SCI,11.49,11.49
MRPL,14.05,14.05
LINDEINDIA,118.28,118.28
HINDPETRO,4.85,4.85
ESCORTS,24.56,24.94
BAJAJHLDNG,52.80,141.70
ASHOKLEY,25.49,23.41
VOLTAS,85.50,82.27
TITAN,72.38,71.31
TATASTEEL,31.33,29.27
SUNDARMFIN,25.99,25.34
SPIC,8.48,8.48
VEDL,8.36,7.61
SBIN,10.62,10.91
RELIANCE,19.27,19.27
PFIZER,29.64,28.32
NOCIL,50.28,47.35
BOSCHLTD,39.55,47.20
DRREDDY,26.25,26.25
BATAINDIA,50.97,47.23
DEEPAKFERT,18.70,18.70
CHAMBLFERT,9.32,9.32
CARBORUNIV,144.69,48.03
MAHSEAMLES,10.22,10.19
HINDOILEXP,20.30,29.16
DICIND,24.67,22.35
COROMANDEL,28.91,28.29
BALMLAWRIE,16.93,16.93
WILLAMAGOR,1.77,1.77
VINDHYATEL,105.41,105.41
MOTOGENFIN,68.87,68.87
MARALOVER,69.39,58.63
ASIANPAINT,67.13,63.16
RAMCOCEM,38.68,195.91
INDIACEM,,142.89
PGHL,29.75,29.75
BEML,61.30,61.30
ADOR,22.20,21.71
CENTENKA,13.83,13.27
TATACHEM,,236.98
TORNTPHARM,65.60,64.65
VTL,24.93,24.93
SUNDROP,125.60,125.60
FEDERALBNK,15.42,15.42
EPL,18.63,17.57
