SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,66.22,66.22
WHEELS,18.58,18.58
RIIL,146.14,146.14
PREMIERPOL,21.21,21.21
RAYMOND,18.64,18.64
SHREDIGCEM,47.31,47.31
SESHAPAPER,18.22,18.22
SMLISUZU,29.38,29.38
SUNDRMFAST,40.92,40.92
FACT,1486.71,3688.15
EXIDEIND,40.68,40.68
ELECON,35.41,35.41
CRISIL,79.45,79.45
LMW,174.08,174.08
PEL,75.54,
NELCO,245.51,245.51
MASTEK,19.94,20.20
MAHSCOOTER,79.89,106.92
LUMAXIND,51.95,51.95
TRENT,152.00,152.00
KECL,259.53,
CUMMINSIND,53.31,53.31
KCP,10.39,9.43
JAYBARMARU,27.01,27.01
JBCHEPHARM,38.79,38.79
INFY,25.14,25.14
INDIAGLYCO,34.90,34.90
IONEXCHANG,38.61,38.61
IFBIND,44.43,44.43
IGPL,13.84,13.84
HIMATSEIDE,25.86,10.59
GNFC,14.04,14.04
BPCL,11.97,11.70
BHARATFORG,67.71,61.60
BASF,46.47,48.10
FORCEMOT,23.47,34.51
ATUL,45.63,45.63
ARVIND,24.77,24.77
ACC,15.30,15.85
TATAMOTORS,11.06,10.83
SCI,12.72,12.72
MRPL,921.36,921.36
LINDEINDIA,125.59,125.59
HINDPETRO,13.55,13.55
ESCORTS,32.12,32.08
RELINFRA,1.76,2.04
BAJAJHLDNG,319.44,319.44
ASHOKLEY,21.95,22.07
VOLTAS,47.10,47.10
TITAN,97.89,97.89
TATASTEEL,69.43,59.72
SUNDARMFIN,31.50,31.50
SPIC,14.78,14.78
VEDL,8.73,9.62
SBIN,9.12,9.12
RELIANCE,25.42,25.42
PFIZER,34.47,41.66
NOCIL,32.05,32.05
BOSCHLTD,50.41,50.44
DRREDDY,18.90,18.90
BATAINDIA,47.85,67.94
DEEPAKFERT,23.10,23.10
CHAMBLFERT,14.92,14.92
CARBORUNIV,74.48,95.76
MAHSEAMLES,12.49,12.49
HINDOILEXP,15.20,15.20
DICIND,49.48,51.78
COROMANDEL,31.24,35.99
BALMLAWRIE,18.84,18.84
VINDHYATEL,23.69,23.69
MOTOGENFIN,125.71,125.71
ASIANPAINT,65.33,61.02
RAMCOCEM,94.79,392.92
PGHL,38.68,37.36
ABREL,,920.42
BEML,63.40,63.40
ADOR,34.65,30.83
CENTENKA,16.82,16.82
TATACHEM,120.37,72.05
TORNTPHARM,59.05,58.52
VTL,17.20,17.20
SUNDROP,,91.28
FEDERALBNK,12.69,12.69
EPL,21.31,21.11
VLSFINANCE,18.02,18.02
SUPREMEIND,64.38,64.38
SRF,76.60,76.60
BIRLACABLE,109.63,109.63
BALRAMCHIN,29.54,29.54
AEGISLOG,33.33,33.33
WEIZMANIND,23.64,23.64
UNICHEMLAB,27.32,27.32
BBOX,45.57,35.00
HONAUT,69.58,69.58
JTEKTINDIA,48.87,49.23
SAURASHCEM,146.20,
RANEHOLDIN,12.18,115.30
PRECOT,14.67,14.67
TATAELXSI,49.32,49.32
SUNPHARMA,36.70,35.09
KOHINOOR,0.38,
SHREYANIND,6.42,6.42
SANDESH,11.58,11.66
HCC,19.99,
APOLLOHOSP,73.89,73.89
ARE&M,18.58,20.21
ADANIENT,61.79,71.01
IVP,18.21,18.21
BALKRISIND,29.79,29.79
INDBANK,18.44,18.44
EICHERMOT,38.85,38.85
RAJSREESUG,20.28,20.28
GVT&D,99.03,99.03
NEULANDLAB,57.55,75.05
ONGC,8.02,8.00
ZENSARTECH,29.80,29.80
TIL,909.26,909.26
TAINWALCHM,41.63,41.63
BERGEPAINT,60.96,60.96
BANARISUG,46.76,46.76
JINDALPOLY,9.83,16.64
ANIKINDS,97.76,97.76
KPIL,36.06,36.06
JYOTISTRUC,58.67,58.67
IGARASHI,69.66,69.66
BSL,20.99,20.99
