SYMBOL,SYMBOL P/E,ADJUSTED P/E
GESHIP,6.28,6.28
SMSPHARMA,43.16,43.16
PAGEIND,84.11,84.11
ASTRAL,88.18,88.18
NCLIND,11.98,11.98
ICRA,47.06,47.06
PHOENIXLTD,40.34,40.33
FORTIS,64.58,65.67
ALPHAGEO,33.12,19.14
HILTON,30.09,30.09
KMSUGAR,13.67,13.67
NAGREEKEXP,17.63,17.63
NELCAST,18.28,26.06
TARMAT,,137.45
ALPA,12.28,12.3
CIEINDIA,23.54,23.54
MOTILALOFS,20.03,20.03
POWERGRID,18.92,18.92
EDELWEISS,18.98,18.98
OIL,11.67,11.73
DEN,9.56,9.56
DBCORP,12.44,12.44
TRF,18.81,18.81
VASCONEQ,24.27,24.27
ISFT,22,22
HMVL,177.12,177.12
BAJAJCON,20.59,20.59
GPPL,25.44,23.66
SASTASUNDR,8.08,8.15
WABAG,40.97,40.75
PRESTIGE,45.12,45.12
IOLCP,19.24,19.24
JAMNAAUTO,21.3,21.3
PSB,49.94,49.94
STEL,75.45,75.45
LOVABLE,54.89,54.89
PIIND,37.69,37.69
OMINFRAL,34.51,34.51
DELPHIFX,23.67,23.67
INVENTURE,13.19,11.47
LTF,14.02,14.02
NATHBIOGEN,8.91,9.58
GULFOILLUB,17.51,17.51
PDSL,32.63,33.28
MONTECARLO,27.41,27.41
APOLSINHOT,52,52
MOLDTKPAC,36.25,36.25
MENONBE,9.27,9.27
ZENTEC,98.56,99.73
AVANTIFEED,18.76,18.76
PRIVISCL,48.74,48.74
WHEELS,27.42,27.42
RIIL,163.84,163.84
RAYMOND,16.69,16.06
SHREDIGCEM,16.46,16.46
SMLISUZU,20.3,20.3
SUNDRMFAST,54.29,54.29
LMW,59.44,59.44
NELCO,100.14,100.14
LUMAXIND,40.21,40.21
KECL,84.45,84.45
KCP,9.8,9.73
INFY,28.68,28.68
IONEXCHANG,45.67,45.67
IFBIND,79.7,79.7
GNFC,18.04,18.04
GFLLIMITED,238.31,238.31
BHARATFORG,76.73,69.18
FORCEMOT,32.27,32.27
ARVIND,26.55,26.63
TATAMOTORS,9.65,9.59
LINDEINDIA,154.25,154.25
ESCORTS,37.76,37.76
ASHOKLEY,24.11,23.62
ZUARIIND,1.47,
SUNDARMFIN,34.45,33.03
VEDL,19.68,22.1
PFIZER,40.3,40.75
BATAINDIA,53.98,71.38
MAHSEAMLES,8.79,8.76
BALMLAWRIE,19.38,19.38
MOTOGENFIN,90.19,90.19
PGHL,41.53,39.77
TATACHEM,,45.91
ATFL,381.26,784.1
EPL,37.88,35.91
SRF,59.25,59.25
BBOX,52.41,40.88
HONAUT,83.58,83.58
TATAELXSI,53.11,53.11
SANDESH,5.73,5.73
ASHIMASYN,6.12,6.12
BALKRISIND,34.88,34.88
GET&D,152.03,152.03
TIL,8.57,
BANARISUG,31.99,31.99
KPIL,40.56,40.56
IGARASHI,135.6,135.6
JAYNECOIND,27.1,24.17
RCF,50.99,56.22
TATAPOWER,43.58,43.92
SUNFLAG,24.93,24.93
SIEMENS,99.2,99.2
TOKYOPLAST,120.53,120.53
SANOFI,30.08,28.27
HEIDELBERG,32.58,32.58
POLYPLEX,18.51,18.51
3PLAND,33.46,33.46
JINDALSAW,14.45,14.45
STYRENIX,21.17,21.17
CANFINHOME,13.72,13.72
ELECTCAST,11.64,11.64
COSMOFIRST,25.26,25.26
HEROMOTOCO,24.62,24.62
ITC,28.36,28.35
HINDCOMPOS,20.5,20.5
OSWALGREEN,574.23,574.23
HUHTAMAKI,5.56,29.77
RICOAUTO,32.75,31.91
SIYSIL,13.11,13.11
PRECWIRE,42.78,42.78
NCC,23.36,22.76
SEAMECLTD,22.91,24.28
BBTC,9.85,9.5
GICHSGFIN,7.11,7.11
BANARBEADS,30.09,30.09
WSTCSTPAPR,5.92,5.92
GHCL,10.41,10.41
S&SPOWER,202.19,202.19
EVERESTIND,94.38,112.26
PGHH,78.13,78.13
TFCILTD,12.96,12.96
NAVNETEDUL,3.91,16.84
AGI,22.93,22.93
TATACONSUM,78.45,66.42
CHOLAFIN,31.97,31.97
KOTAKBANK,16.04,18.47
GILLETTE,65.58,65.58
FOSECOIND,42.9,43.1
ANDHRAPAP,7.56,7.56
AARTIIND,37.86,37.86
PRAKASH,8.03,8.03
HEG,61.99,61.99
SURYAROSNI,18.76,18.76
SAKHTISUG,4.39,
HINDZINC,26.09,25.91
GRASIM,18.49,17.79
FINCABLES,26.22,38.24
HEUBACHIND,41.31,41.31
CESC,16.96,20.6
NAVA,9.72,10.53
CORALFINAC,9.13,9.13
AUTOAXLES,16.6,16.6
DALMIASUG,13.75,13.75
KHAITANLTD,13.85,13.85
ANDHRSUGAR,30.48,28.86
STARPAPER,5.35,5.22
AUSOMENT,18.54,18.54
JAYAGROGN,14.44,14.44
