SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,71.82,71.82
WHEELS,17.88,17.88
RIIL,134.40,134.40
PREMIERPOL,20.49,20.49
RAYMOND,17.70,17.70
SHREDIGCEM,51.39,51.39
SESHAPAPER,21.34,21.34
SMLISUZU,34.89,34.89
SUNDRMFAST,38.98,38.98
FACT,1480.36,3672.39
EXIDEIND,41.62,41.62
ELECON,25.39,29.28
CRISIL,69.89,69.89
LMW,156.92,155.93
PEL,78.71,
NELCO,300.18,300.18
MASTEK,19.15,19.38
MAHSCOOTER,72.59,90.43
LUMAXIND,54.80,54.80
TRENT,122.80,122.80
KECL,231.74,
CUMMINSIND,56.54,56.54
KCP,10.61,9.63
JAYBARMARU,24.78,24.78
JBCHEPHARM,42.72,42.72
INFY,23.03,23.03
INDIAGLYCO,29.05,29.05
IONEXCHANG,32.54,32.54
IFBIND,42.58,42.58
IGPL,13.77,13.77
HIMATSEIDE,24.70,10.11
GNFC,13.56,13.56
BPCL,12.10,11.83
BHARATFORG,63.63,57.88
BASF,45.65,47.26
FORCEMOT,26.90,38.19
ATUL,38.85,38.85
ARVIND,22.88,22.88
ACC,14.21,14.72
TATAMOTORS,11.09,10.86
SCI,12.34,12.34
LINDEINDIA,125.03,125.03
HINDPETRO,13.22,13.22
ESCORTS,33.30,33.26
RELINFRA,1.52,1.75
BAJAJHLDNG,316.69,316.69
ASHOKLEY,21.61,21.73
VOLTAS,46.00,46.00
TITAN,89.92,89.92
TATASTEEL,67.67,58.20
SUNDARMFIN,29.08,29.08
SPIC,16.57,16.57
VEDL,8.37,9.23
SBIN,9.34,9.34
RELIANCE,20.40,20.40
PFIZER,31.45,38.02
NOCIL,29.70,29.70
BOSCHLTD,58.48,58.51
DRREDDY,18.94,18.94
BATAINDIA,46.49,66.00
DEEPAKFERT,20.52,20.52
CHAMBLFERT,14.06,14.06
CARBORUNIV,69.72,89.64
MAHSEAMLES,11.73,11.73
HINDOILEXP,14.92,14.92
DICIND,49.68,51.99
COROMANDEL,32.20,36.66
BALMLAWRIE,18.84,18.84
VINDHYATEL,22.21,22.21
MOTOGENFIN,123.53,123.53
ASIANPAINT,65.82,61.40
RAMCOCEM,105.16,435.87
INDIACEM,,489.40
PGHL,39.22,37.88
BEML,57.85,57.85
ADOR,31.41,27.95
CENTENKA,16.77,16.77
TATACHEM,72.17,52.29
TORNTPHARM,63.70,63.15
VTL,16.47,16.47
SUNDROP,,86.37
FEDERALBNK,12.01,12.01
EPL,19.29,19.11
VLSFINANCE,17.29,17.29
SUPREMEIND,70.25,70.25
SRF,64.43,64.43
BIRLACABLE,105.87,105.87
BALRAMCHIN,29.64,29.64
AEGISLOG,32.32,32.32
WEIZMANIND,22.89,22.89
UNICHEMLAB,29.30,29.30
BBOX,41.73,32.05
HONAUT,64.64,64.64
JTEKTINDIA,48.21,48.56
SAURASHCEM,85.88,220.86
RANEHOLDIN,11.78,111.50
PRECOT,16.16,16.16
TATAELXSI,50.90,50.90
SUNPHARMA,37.38,35.73
KOHINOOR,0.35,
SHREYANIND,6.39,6.39
SANDESH,11.46,11.54
HCC,17.84,
APOLLOHOSP,72.83,72.83
ARE&M,19.24,20.93
ADANIENT,60.29,69.29
IVP,17.48,17.48
BALKRISIND,36.39,36.39
INDBANK,18.86,18.86
GINNIFILA,98.87,98.87
EICHERMOT,37.19,37.19
RAJSREESUG,18.23,18.23
GVT&D,82.79,82.79
NEULANDLAB,68.27,89.03
ONGC,7.94,7.92
ZENSARTECH,27.25,27.25
TIL,832.76,832.76
TAINWALCHM,44.33,44.33
BERGEPAINT,58.05,58.05
BANARISUG,44.94,44.94
JINDALPOLY,22.15,29.30
ANIKINDS,85.94,85.94
KPIL,34.09,34.09
JYOTISTRUC,57.24,57.24
IGARASHI,77.50,77.50
BLUEDART,61.97,61.97
JAYNECOIND,20.22,20.22
MUNJALSHOW,20.50,20.50
APCOTEXIND,40.16,40.16
SOTL,24.74,24.74
HSCL,39.28,39.28
RCF,34.81,35.21
RANASUG,5.37,5.37
KARURVYSYA,10.45,10.45
DECCANCE,193.31,193.31
ARENTERP,64.62,64.62
UFLEX,29.98,9.23
TATAPOWER,32.09,31.01
ADVANIHOTR,20.90,20.90
THOMASCOOK,31.22,30.50
SUNFLAG,31.51,31.51
SUBROS,38.87,38.87
SPMLINFRA,44.00,44.00
SIMPLEXINF,233.52,
SIEMENS,42.28,42.28
BHARATRAS,36.40,36.40
WIPRO,19.58,19.58
VSTIND,16.31,22.70
JUBLPHARMA,40.13,37.98
UNIVCABLES,54.17,54.17
TATACOMM,34.43,53.15
TOKYOPLAST,113.52,113.52
SOMANYCERA,37.14,36.38
MURUDCERA,26.65,26.65
IFCI,45.60,45.26
HLVLTD,33.42,34.49
SANOFI,45.48,46.46
M&M,31.74,31.74
LIBERTSHOE,43.82,39.56
KAJARIACER,53.36,53.36
KABRAEXTRU,30.91,39.42
HEIDELBERG,42.87,42.87
MODTHREAD,56.03,56.03
MANGLMCEM,44.56,44.56
PRSMJOHNSN,300.79,
POLYPLEX,9.83,9.83
PIDILITIND,70.09,69.47
PCBL,35.92,35.88
3PLAND,38.96,38.96
OSWALAGRO,9.94,9.94
EIHAHOTELS,25.75,24.85
HONDAPOWER,36.39,36.39
JINDALSAW,9.68,9.68
SAIL,20.16,20.04
RUBYMILLS,18.33,18.33
STYRENIX,21.61,21.61
ABB,81.73,81.73
IDBI,12.70,12.70
GRAPHITE,23.48,23.48
CANFINHOME,11.30,11.30
BRITANNIA,61.92,61.40
BBL,24.22,24.22
ELECTCAST,9.97,9.97
DHAMPURSUG,17.41,17.41
DCMSHRIRAM,35.90,35.90
DABUR,52.84,52.84
COSMOFIRST,19.74,19.74
CIPLA,23.51,23.51
HEROMOTOCO,19.07,19.07
HDFCBANK,21.52,21.24
HARRMALAYA,25.97,25.97
GMBREW,12.31,12.31
GIPCL,14.76,14.76
ITC,25.47,25.47
INDIANHUME,3.88,22.87
HINDCOMPOS,21.08,15.60
IOC,17.37,20.44
OSWALGREEN,130.99,130.99
HUHTAMAKI,32.55,33.97
RICOAUTO,45.91,44.14
KAMATHOTEL,15.10,15.71
