SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,79.36,84.43
WHEELS,26.00,26.00
RIIL,125.13,125.13
PREMIERPOL,20.98,20.98
RAYMOND,69.13,14.98
RSWM,17.95,15.57
SHREDIGCEM,44.35,44.35
SESHAPAPER,20.53,20.53
SMLMAH,37.07,37.07
SUPERSPIN,72.49,
SUNDRMFAST,31.31,30.80
EXIDEIND,37.49,37.20
ELECON,35.77,42.74
CRISIL,36.39,36.39
LMW,132.38,125.48
NELCO,665.47,205.83
MASTEK,12.15,11.67
MAHSCOOTER,46.02,46.02
LUMAXIND,40.71,36.95
TRENT,97.58,96.49
CUMMINSIND,75.87,73.74
KCP,8.14,7.88
JAYBARMARU,13.05,12.62
JBCHEPHARM,50.63,49.27
INFY,14.17,13.75
INDIAGLYCO,25.43,25.36
IONEXCHANG,41.25,37.98
IFBIND,35.31,32.95
IGPL,613.66,613.66
HIMATSEIDE,17.35,17.35
GNFC,10.32,10.32
BPCL,5.50,5.43
BHARATFORG,93.64,85.76
BASF,39.24,39.24
FORCEMOT,19.38,22.15
ATUL,27.97,28.03
ARVIND,32.54,31.68
ACC,11.72,11.86
TMPV,,30.92
SCI,11.27,11.27
MRPL,14.02,14.02
LINDEINDIA,124.40,124.40
HINDPETRO,5.10,5.10
ESCORTS,24.17,24.55
BAJAJHLDNG,54.11,145.23
ASHOKLEY,24.25,22.62
VOLTAS,87.74,84.43
TITAN,75.36,74.25
TATASTEEL,22.97,21.57
SUNDARMFIN,24.90,24.20
SPIC,8.05,8.05
VEDL,6.95,6.33
SBIN,11.10,11.40
RELIANCE,18.53,18.53
PFIZER,28.48,27.20
NOCIL,56.83,53.52
BOSCHLTD,42.79,51.01
DRREDDY,26.21,26.21
BATAINDIA,70.27,101.19
DEEPAKFERT,27.05,27.05
CHAMBLFERT,10.55,10.55
CARBORUNIV,169.10,56.13
MAHSEAMLES,12.23,12.15
HINDOILEXP,33.37,68.71
DICIND,24.88,22.54
COROMANDEL,30.97,30.31
BALMLAWRIE,15.20,15.20
MOTOGENFIN,0.77,
MARALOVER,72.61,61.35
ASIANPAINT,60.36,58.79
RAMCOCEM,29.92,116.64
INDIACEM,,137.83
PGHL,31.50,31.50
BEML,102.55,102.55
ADOR,26.28,25.69
CENTENKA,11.27,11.11
TATACHEM,,228.70
TORNTPHARM,71.46,69.46
VTL,26.29,26.29
SUNDROP,122.42,122.42
FEDERALBNK,17.61,17.61
EPL,18.92,17.84
VLSFINANCE,34.80,34.80
SUPREMEIND,52.74,52.74
SRF,44.20,42.74
BIRLACABLE,38.09,38.09
BALRAMCHIN,31.47,31.47
AEGISLOG,33.48,33.48
WEIZMANIND,19.28,19.28
UNICHEMLAB,12.14,61.38
BBOX,82.22,64.89
HONAUT,64.34,63.35
JTEKTINDIA,48.43,45.70
SAURASHCEM,45.40,28.81
RANEHOLDIN,14.63,16.64
PRECOT,24.30,24.30
TATAELXSI,40.41,37.41
SUNPHARMA,38.76,35.71
KOHINOOR,1.20,
SHREYANIND,29.42,29.42
SANDESH,11.26,10.98
HCC,44.44,51.58
BAJAJHIND,35.59,32.07
APOLLOHOSP,62.34,61.86
ARE&M,17.24,21.93
ADANIENT,39.76,152.38
IVP,8.66,8.52
BALKRISIND,34.59,34.59
INDBANK,21.09,21.09
GINNIFILA,9.95,9.00
EICHERMOT,44.09,43.70
RAJSREESUG,97.78,35.32
GVT&D,112.20,108.23
NEULANDLAB,63.80,63.80
ONGC,6.57,6.53
ITI,101.49,
ZENSARTECH,13.02,12.71
TAINWALCHM,17.32,17.32
BERGEPAINT,59.14,57.08
BANARISUG,29.44,29.44
KPIL,23.85,24.34
JYOTISTRUC,25.63,25.63
IGARASHI,124.85,124.85
BSL,56.77,56.77
BLUEDART,47.81,41.57
JAYNECOIND,18.08,17.70
MUNJALSHOW,23.49,21.85
APCOTEXIND,27.29,27.42
SOTL,21.56,21.56
HSCL,42.72,42.72
RCF,17.22,18.73
RANASUG,0.72,
KARURVYSYA,11.34,11.34
DECCANCE,28.22,52.47
WSI,231.21,268.62
UFLEX,9.35,9.10
TATAPOWER,28.86,28.58
ADVANIHOTR,20.83,20.24
