SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,73.65,78.35
WHEELS,27.41,27.41
RIIL,109.87,109.87
PREMIERPOL,19.02,19.02
RAYMOND,64.47,13.97
RSWM,15.86,13.75
SHREDIGCEM,41.94,41.94
SESHAPAPER,21.89,21.89
SMLMAH,35.02,35.02
SUNDRMFAST,30.20,29.71
FACT,2034.83,4904.64
EXIDEIND,33.60,33.34
ELECON,35.14,41.99
CRISIL,35.59,35.59
LMW,115.87,109.82
NELCO,502.42,155.40
MASTEK,12.55,12.06
MAHSCOOTER,42.92,42.92
LUMAXIND,51.86,46.94
TRENT,88.93,87.94
KECL,74.63,43.33
CUMMINSIND,75.28,72.18
KCP,9.16,8.85
JAYBARMARU,9.42,9.11
JBCHEPHARM,49.62,48.29
INFY,16.16,15.69
INDIAGLYCO,26.89,26.81
IONEXCHANG,32.11,30.08
IFBIND,32.65,30.34
IGPL,599.51,599.51
HIMATSEIDE,13.35,5.30
GNFC,9.34,9.34
GFLLIMITED,279.57,279.57
BPCL,5.27,5.21
BHARATFORG,82.56,75.61
BASF,36.55,36.55
FORCEMOT,21.38,24.43
ATUL,30.23,30.30
ARVIND,29.96,29.17
ACC,11.99,12.14
TMPV,,31.69
SCI,11.12,11.12
MRPL,13.63,13.63
LINDEINDIA,115.22,115.22
HINDPETRO,5.01,5.01
ESCORTS,24.00,24.38
BAJAJHLDNG,53.44,143.42
ASHOKLEY,26.13,24.00
VOLTAS,83.82,80.65
TITAN,71.41,70.36
TATASTEEL,24.83,23.31
SUNDARMFIN,25.24,24.60
SPIC,8.54,8.54
VEDL,8.14,7.41
SBIN,10.29,10.57
RELIANCE,19.17,19.17
PFIZER,29.58,28.26
NOCIL,50.47,47.53
BOSCHLTD,38.40,45.78
DRREDDY,26.33,26.33
BATAINDIA,49.72,46.07
DEEPAKFERT,21.21,21.21
CHAMBLFERT,9.99,9.99
CARBORUNIV,147.41,48.93
MAHSEAMLES,11.97,11.90
HINDOILEXP,20.88,30.00
DICIND,24.99,22.64
COROMANDEL,28.28,27.67
BALMLAWRIE,15.28,15.28
WILLAMAGOR,1.85,1.85
MOTOGENFIN,77.50,77.50
MARALOVER,75.09,63.45
ASIANPAINT,67.58,63.59
RAMCOCEM,31.23,121.75
INDIACEM,,145.35
PGHL,31.41,31.41
BEML,61.20,61.20
ADOR,22.75,22.24
CENTENKA,11.21,11.05
TATACHEM,,234.82
TORNTPHARM,71.02,69.03
VTL,25.12,25.12
SUNDROP,126.76,126.76
FEDERALBNK,15.80,15.80
EPL,17.54,16.55
VLSFINANCE,12.83,12.83
SUPREMEIND,52.97,52.97
SRF,42.63,41.22
BIRLACABLE,28.32,28.32
BALRAMCHIN,31.60,31.60
AEGISLOG,26.22,26.22
WEIZMANIND,14.54,14.54
UNICHEMLAB,10.33,52.20
BBOX,79.64,61.92
HONAUT,59.63,58.70
JTEKTINDIA,46.41,43.80
SAURASHCEM,47.17,29.93
RANEHOLDIN,12.85,14.61
PRECOT,21.12,21.12
TATAELXSI,42.74,39.57
SUNPHARMA,38.27,35.26
KOHINOOR,0.25,
SHREYANIND,32.66,32.66
SANDESH,6.88,6.77
HCC,34.17,39.66
APOLLOHOSP,61.42,60.95
ARE&M,20.22,21.92
ADANIENT,36.21,138.78
IVP,9.76,9.59
BALKRISIND,34.34,34.34
INDBANK,21.24,21.24
GINNIFILA,9.40,8.50
EICHERMOT,40.60,40.23
RAJSREESUG,104.72,37.83
GVT&D,100.68,97.13
NEULANDLAB,58.84,58.84
ONGC,8.27,8.25
ZENSARTECH,14.36,14.01
TAINWALCHM,16.99,16.99
BERGEPAINT,54.26,52.37
BANARISUG,31.99,31.99
ANIKINDS,71.83,71.83
KPIL,21.00,21.43
JYOTISTRUC,26.23,26.23
IGARASHI,99.71,99.71
BSL,53.34,53.34
BLUEDART,46.53,40.46
JAYNECOIND,21.63,21.17
MUNJALSHOW,17.83,16.93
APCOTEXIND,25.40,25.51
SOTL,16.06,16.06
HSCL,39.23,39.23
RCF,16.79,18.25
RANASUG,5.46,6.09
KARURVYSYA,11.09,11.09
DECCANCE,26.22,26.22
WSI,227.65,264.49
UFLEX,9.98,11.88
TATAPOWER,29.63,29.34
ADVANIHOTR,20.67,20.09
THOMASCOOK,19.94,19.49
SUNFLAG,32.45,31.42
SUBROS,28.60,27.67
SPMLINFRA,27.61,27.61
SIMPLEXINF,27.76,36.09
SIEMENS,80.38,80.38
BHARATRAS,17.63,16.44
WIPRO,16.10,16.10
VSTIND,15.01,15.01
JUBLPHARMA,40.29,36.30
UNIVCABLES,40.05,40.05
TATACOMM,55.63,52.56
TOKYOPLAST,126.98,126.98
SOMANYCERA,29.31,28.31
MURUDCERA,15.33,15.33
IFCI,37.65,36.38
HLVLTD,251.66,102.44
SANOFI,23.52,22.16
M&M,23.00,22.71
LIBERTSHOE,35.78,35.17
KAJARIACER,34.50,32.50
HEIDELBERG,25.88,25.36
MODTHREAD,13.54,13.54
MANGLMCEM,17.98,16.48
PRSMJOHNSN,99.22,
POLYPLEX,73.74,73.74
PIDILITIND,60.84,60.59
PCBL,58.25,62.72
3PLAND,25.84,25.84
OSWALAGRO,7.84,7.84
EIHAHOTELS,22.58,21.87
HONDAPOWER,30.66,27.43
JINDALSAW,15.53,15.53
SAIL,28.20,24.65
RUBYMILLS,15.68,15.68
STYRENIX,20.97,20.83
ABB,92.22,92.22
IDBI,8.48,8.48
GRAPHITE,44.52,41.80
CANFINHOME,10.46,10.46
BRITANNIA,50.02,50.02
BBL,26.11,26.11
ELECTCAST,29.91,25.66
DHAMPURSUG,13.62,13.62
DCMSHRIRAM,20.26,19.79
DABUR,42.77,42.50
COSMOFIRST,12.98,12.53
CIPLA,29.21,27.59
HEROMOTOCO,18.43,18.12
HDFCBANK,15.19,14.97
HARRMALAYA,16.08,16.08
GMBREW,13.44,13.44
GIPCL,16.05,16.05
ITC,18.31,18.10
INDIANHUME,11.70,17.96
HINDCOMPOS,18.94,18.07
IOC,4.84,4.84
OSWALGREEN,32.31,32.31
HUHTAMAKI,10.83,10.85
RICOAUTO,30.67,27.02
KAMATHOTEL,12.44,17.01
IFBAGRO,19.16,19.16
BANCOINDIA,18.03,18.40
MANINDS,22.82,22.82
APOLLOTYRE,17.21,16.48
SIYSIL,11.66,11.66
SHANTIGEAR,44.10,42.18
PRECWIRE,48.88,48.88
ONWARDTEC,13.42,12.77
NILKAMAL,17.38,15.96
NCC,12.83,12.37
ICIL,53.35,53.35
SEAMECLTD,16.12,16.12
ELGIEQUIP,44.95,43.77
AUROPHARMA,24.05,23.73
BBTC,4.26,4.40
EIHOTEL,32.89,27.77
LICHSGFIN,5.30,5.30
GICHSGFIN,5.23,5.23
BEPL,13.07,13.07
RAIN,12.94,12.94
BANARBEADS,39.76,39.76
MOREPENLAB,23.45,30.51
WSTCSTPAPR,21.42,21.42
EASTSILK,8.44,8.44
VENKEYS,15.14,15.14
GHCL,8.68,8.68
PRUDMOULI,6.92,6.92
PRAJIND,137.81,59.59
BPL,,4.82
PGHH,36.20,36.20
VESUVIUS,36.36,36.36
TFCILTD,27.60,27.60
BOMDYEING,96.87,94.09
GTL,0.21,
NAVNETEDUL,9.58,38.86
GUJALKALI,147.19,147.19
AGI,10.68,10.56
GLAXO,37.72,38.29
TATACONSUM,72.02,71.40
ZEEL,29.10,28.37
CHOLAFIN,25.10,25.10
