SYMBOL,SYMBOL P/E,ADJUSTED P/E
AURIONPRO,56.96,56.96
NAHARINDUS,26.94,25.71
ORIENTCER,39.32,44.56
VIMTALABS,42.07,42.07
NITINSPIN,14.41,14.41
GSPL,9.25,9.44
GVKPIL,1.19,92424.75
SAKUMA,14.89,14.89
JKCEMENT,44.41,50.87
M&MFIN,16.31,16.31
KEI,64.33,64.31
VAKRANGEE,630.88,659.13
UTTAMSUGAR,12.38,12.38
RSYSTEMS,40.5,40.5
BALPHARMA,24.34,24.34
KAMDHENU,23.89,23.89
PIONEEREMB,47.08,47.08
MUNJALAU,21.5,13.51
ATLANTAA,1.62,4.52
SELAN,21.32,21.32
HOVS,31.28,31.28
ALICON,22.44,22.44
INSPIRISYS,31.91,31.91
LTFOODS,25.11,25.11
SOBHA,272.72,272.76
HIRECT,94.43,78.01
PARACABLES,24.98,24.98
HBLENGINE,54.94,51.59
VEEDOL,23.3,23.3
SARLAPOLY,15.36,15.36
AUTOIND,18.73,19.68
UNOMINDA,76.85,79.26
TIIL,23.03,22.45
FSL,51.39,51.39
PAGEIND,85.39,85.39
JKTYRE,13.4,12.9
THEMISMED,74.2,74.2
NDLVENTURE,323.34,323.34
ZENITHSTL,15.93,15.93
WEBELSOLAR,,129.96
INSECTICID,14.62,14.62
ADSL,25.92,25.92
CIEINDIA,21.43,21.43
INDOWIND,48.14,48.14
CENTUM,,540.6
DELTACORP,19.72,26.53
RELIGARE,31.49,76.39
EDELWEISS,19.41,19.41
RGL,21.56,21.56
COLPAL,53.52,53.52
HITECHCORP,25.83,26.83
TARIL,107.98,107.98
MANAKSIA,8.42,6.19
BIRLAMONEY,17.14,17.14
CORDSCABLE,20.79,20.79
HERCULES,22.11,22.11
SEPC,137.36,137.36
GSS,20.94,20.94
RECLTD,8.69,8.69
NESCO,19.14,19.14
TITAGARH,47.01,46.76
DIGISPICE,16.52,58
GOKUL,53.7,53.7
VINYLINDIA,24.74,24.74
ZFCVINDIA,53.04,53.04
JOCIL,104.28,104.28
MAWANASUG,9.52,9.52
MHRIL,65.75,65.75
VINATIORGA,48.79,48.79
GLOBUSSPR,38.72,38.72
SUNTECK,48.75,48.75
JSWENERGY,49.53,49.53
HINDCOPPER,56.6,56.6
NESTLEIND,67.14,68.47
MBLINFRA,3.32,
THANGAMAYL,56.59,56.59
MANAPPURAM,6.68,6.68
TI,46.34,44.28
IITL,8.64,11.42
PRAKASHSTL,3.72,81.7
WELINV,93.16,93.16
SASTASUNDR,,7.03
ASHOKA,7.76,8.4
OBEROIRLTY,35.32,35.32
SHAH,8.46,73.48
IOLCP,24.89,24.89
RPPINFRA,10.48,10.48
ZEELEARN,1.72,7.54
RKDL,330.36,330.36
HFCL,40.37,40.37
PFS,16.44,16.44
SYMPHONY,37.45,37.45
ASHIANA,118.14,118.14
THERMAX,63.43,73.25
RIIL,157.5,157.5
SHREDIGCEM,16.53,16.53
SMLISUZU,16.02,16.02
FACT,,588.08
ELECON,39.17,39.17
LMW,86.12,86.12
MASTEK,24.58,25.12
LUMAXIND,44.57,44.57
CUMMINSIND,51.03,51
JBCHEPHARM,47.6,47.6
INDIAGLYCO,24.02,24.02
IONEXCHANG,44.15,44.15
HIMATSEIDE,23.91,23.91
BHARATFORG,65.41,59.24
FORCEMOT,21.47,21.47
ATUL,54.97,54.97
TATAMOTORS,8.66,8.63
MRPL,28.92,28.7
ESCORTS,33.63,33.63
BAJAJHLDNG,83.25,83.25
ZUARIIND,1.37,
VOLTAS,83.24,83.24
TATASTEEL,62.95,54.32
SPIC,18.51,12.3
RELIANCE,22,22
NOCIL,28.72,28.72
DEEPAKFERT,21.45,21.45
MAHSEAMLES,10.89,10.85
COROMANDEL,40.85,40.85
PGHL,38.66,37.15
TATACHEM,,42.08
ATFL,542.03,2035.99
EPL,30.66,29.3
SRF,70.19,70.19
BBOX,63.71,49.41
JTEKTINDIA,44.96,45.23
SAURASHCEM,131.31,131.31
TATAELXSI,49.55,49.55
SANDESH,5.59,5.6
APOLLOHOSP,85.2,85.2
ARE&M,20.81,20.81
INDBANK,18.71,18.71
RAJSREESUG,37.08,37.08
GVT&D,129.07,129.07
TIL,7.59,
BANARISUG,35.06,35.06
KPIL,40.75,40.75
IGARASHI,96.62,96.62
JAYNECOIND,157.27,90.75
RCF,48.84,53.1
UFLEX,,8.5
SUNFLAG,36.26,36.26
SIEMENS,81.77,81.77
TOKYOPLAST,132.56,132.56
IFCI,51.21,51.38
KABRAEXTRU,52.24,52.24
POLYPLEX,13.7,13.7
3PLAND,49.83,49.83
HONDAPOWER,39.76,42.07
GRAPHITE,23.03,23.03
BBL,32.44,32.44
COSMOFIRST,23.94,23.94
CIPLA,26.8,25.92
HDFCBANK,18.13,17.87
GIPCL,15.74,15.74
INDIANHUME,18.91,18.91
OSWALGREEN,135.77,135.77
HUHTAMAKI,4.89,26.17
KAMATHOTEL,12.54,39.42
APOLLOTYRE,20.83,19.72
PRECWIRE,35.93,35.93
NILKAMAL,26.19,26.19
SEAMECLTD,17.35,18.29
AUROPHARMA,20.15,19.78
GICHSGFIN,6.56,6.56
BANARBEADS,27.24,27.24
WSTCSTPAPR,7,7
GHCL,12.78,12.78
S&SPOWER,82.32,82.32
PRUDMOULI,33.74,31.45
EVERESTIND,107.27,142.62
TRANSWORLD,147.07,147.07
KEEPLEARN,169.81,169.81
PGHH,71.04,71.04
TFCILTD,15.42,15.42
NAVNETEDUL,4.16,15.34
AGI,25,25
TATACONSUM,76.38,64.67
FMGOETZE,14.94,14.94
ORIENTHOT,71.49,71.49
3MINDIA,57.54,57.54
ANDHRAPAP,9.67,9.67
RALLIS,38.78,38.78
KSB,60.3,60.3
SHREECEM,54.06,54.06
INGERRAND,52.37,52.37
HINDUNILVR,55.64,55.57
FINPIPE,18.01,31.23
DCW,301.45,271.16
HEUBACHIND,35.24,35.24
BHEL,446.22,446.22
PVP,11.78,
NAVA,8.96,9.64
AUTOAXLES,17.7,17.7
KHAITANLTD,9.55,9.55
ANDHRSUGAR,38.48,35.83
AUSOMENT,13.47,13.47
JAYAGROGN,14.86,14.86
SAMBHAAV,47.31,53.44
SUNDRMBRAK,67.19,67.19
MOTHERSON,28.36,28.35
AARTIDRUGS,26.51,26.51
WENDT,78.75,78.75
SHRIRAMFIN,66.52,66.52
PUNJABCHEM,31.79,31.79
GANESHHOUC,22.65,22.65
ALKYLAMINE,56.85,56.85
KOTHARIPET,16.53,16.46
MADRASFERT,20.1,12.26
HUDCO,18.44,18.44
ENGINERSIN,35.72,35.72
JAICORPLTD,49.75,49.75
MAHAPEXLTD,33.8,50.78
ASAHIINDIA,55.01,55.01
SOUTHBANK,5.6,5.6
ITDCEM,26.73,26.73
CYIENT,29.1,27.64
GOACARBON,16.77,16.77
SANGHVIMOV,14.09,14.09
NATIONALUM,11.55,12.85
ALEMBICLTD,25.82,25.82
ICDSLTD,45.4,45.4
BSOFT,24.29,24.29
ACCELYA,24.03,24.09
ZYDUSLIFE,23.65,23.65
RAJESHEXPO,171.4,171.4
IOB,31.86,31.86
GEPIL,116.89,116.89
BLBLIMITED,9.54,9.54
BLUESTARCO,78.88,78.88
PNC,49.14,49.14
REPRO,281.72,281.72
KRBL,15.1,15.1
USHAMART,26.73,26.73
TRIDENT,50.38,50.38
UNITDSPR,80.63,79.48
TCI,27.12,26.93
OLECTRA,104.71,112.79
TIMESGTY,76.82,76.82
NUCLEUS,18.59,18.59
GODREJIND,25.49,25.49
UCOBANK,23.04,23.04
JAIBALAJI,17.69,17.69
MUKANDLTD,18.45,18.45
VAIBHAVGBL,39.87,38.11
POONAWALLA,58.42,58.42
CENTEXT,23.01,23.35
TCS,29.82,29.82
COFORGE,73.46,74.25
ASTRAMICRO,61.47,61.47
SUPRAJIT,43.31,43.31
CONSOFINVT,6.82,6.82
EVEREADY,37.16,37.16
ALLDIGI,20.94,25.72
SHOPERSTOP,405.4,332.42
CYBERMEDIA,20.43,30.07
PRIMESECU,23.64,25.55
JSWHL,115.42,115.42
YESBANK,32.34,32.34
MEDICO,65.9,65.9
KFINTECH,83.14,83.14
YATHARTH,39.44,39.44
DCXINDIA,76.67,76.67
YATRA,94.82,94.82
AKSHAR,84.38,84.38
ARISTO,19.3,19.3
KAYNES,181.48,181.48
NGLFINE,25.81,25.81
FIDEL,36.18,36.18
AXITA,31.94,31.94
PLAZACABLE,165.93,165.93
SENCO,45.02,45.02
RADHIKAJWE,23.14,23.14
SPLPETRO,30.08,30.08
RAMRAT,36.81,36.81
VIVIANA,76.35,76.35
CSLFINANCE,9.72,9.72
AGNI,189.81,189.81
GOYALALUM,59.2,59.2
RUSTOMJEE,61.43,61.43
GENSOL,40.81,40.76
DBOL,70.37,70.37
GSLSU,102.82,102.82
SPORTKING,13.48,13.48
ALLETEC,44.69,44.69
AIIL,9.04,9.04
MANORAMA,102.98,102.98
ARABIAN,11.74,11.74
INNOVACAP,54.18,54.18
GRMOVER,17.97,17.97
SYNCOMF,53.57,53.54
CLOUD,2.06,2.06
DJML,79.54,79.54
SULA,39.58,39.58
SIGNATURE,338.14,338.14
ANNAPURNA,46.79,46.79
KRITINUT,12.94,12.94
MEGAFLEX,32.91,32.91
KALAMANDIR,29.63,29.63
AVALON,213.71,213.71
CONCORDBIO,73.84,73.84
GODIGIT,112.6,112.6
GRCL,114.85,114.85
BAIDFIN,16.84,16.84
QUICKTOUCH,8.05,8.05
IPSL,37.16,37.16
KAMOPAINTS,52.79,52.79
DOLLEX,22.43,22.43
BLUEJET,60.2,57.81
MVGJL,16.4,16.4
SCPL,17.33,17.33
SUKHJITS,14.47,14.47
ARHAM,37.23,37.23
MANKIND,54.91,54.91
SKYGOLD,70.26,70.26
SATINDLTD,17.47,17.44
DIVGIITTS,57.28,57.28
USK,17.95,17.95
ANLON,48.16,48.16
MOTISONS,69.12,69.86
SRIVASAVI,20.54,20.54
DIACABS,259.83,266.32
IKIO,33.94,33.94
MANOMAY,22.07,22.07
FAZE3Q,27.37,27.37
RBMINFRA,32.99,32.99
LLOYDSME,51.16,51.16
AARTIPHARM,26.23,26.23
RHL,54.32,54.32
SAHYADRI,15.49,15.49
NINSYS,43.6,43.6
DUCOL,35.97,35.97
HOMESFY,18.5,18.09
SBFC,31.35,31.35
SBGLP,133.2,133.2
ASMS,226.81,257.6
VIAZ,32.35,32.35
ZAGGLE,97.07,97.07
GANDHAR,17.74,17.74
MCON,60.45,60.45
RISHABH,74.84,74.84
IRMENERGY,20.84,20.84
DENEERS,22.51,22.51
JGCHEM,32.65,32.65
AGUL,13.74,13.74
AKI,62.97,97.99
MASTER,37.61,37.61
YCCL,120.14,120.14
RATNAVEER,23.73,23.73
MOS,56.57,56.57
SOTAC,28.75,28.16
SPECTSTM,35.47,35.47
ATAM,23.08,23.08
SHRITECH,13.33,13.33
LAL,14.99,14.99
AARTECH,86.91,86.91
KRISHCA,31.38,31.38
ESFL,171.17,171.17
DOLPHIN,100.45,103.05
TATATECH,54.83,54.83
REMUS,34.78,34.78
REDTAPE,69.19,69.19
CELLPOINT,221.27,221.27
TRIDHYA,12.19,12.19
PROV,60.75,60.75
NETWEB,160.81,160.81
AEROFLEX,56.18,56.18
EMSLIMITED,26.4,26.4
EFACTOR,23.18,23.18
VPRPL,27.51,27.51
DENTALKART,66.65,66.65
SYNOPTICS,15.95,15.95
SSFL,36.56,36.56
KIRLPNU,51.15,49.57
ATL,22.4,22.26
RRKABEL,59.55,59.56
JSWINFRA,52.64,52.64
SCILAL,58.01,58.01
SAHAJ,19.39,19.39
YASHO,68.7,68.7
SERVICE,42.93,42.93
KEL,45.19,45.19
NIITMTS,26.89,26.35
VINSYS,24.26,24.26
ARVINDPORT,23.81,23.81
MARINETRAN,77.35,77.35
SINDHUTRAD,20.46,20.46
UNIHEALTH,20.24,20.24
CHAVDA,19.44,19.44
BAWEJA,17.78,17.78
SANDUMA,18.45,18.45
OLIL,23.86,23.86
AKANKSHA,359.76,359.76
SAAKSHI,40.05,40.05
MUFIN,87.33,85.02
MAL,15.52,15.52
PLATIND,41.28,41.28
FLAIR,24.74,24.74
SRGHFL,22.29,22.29
INDIFRA,79.07,79.07
JIOFIN,156.42,156.42
MADHUSUDAN,24.45,24.45
NEWJAISA,44.64,44.64
GOYALSALT,23.21,23.21
RCDL,37.47,37.47
BLSE,40.41,40.41
HOLMARC,45.48,45.48
TREL,5.2,33.2
MARCO,37.01,37.01
DIAMINESQ,80.43,80.43
VISHNUINFR,25,25
KONTOR,51.63,51.63
RKSWAMY,38.01,38.01
MICROPRO,12.86,12.86
EPACK,116.18,116.18
HAPPYFORGE,36.77,36.77
IBLFL,56.54,56.54
INDIASHLTR,23.51,23.51
CELLO,43.61,43.61
CANARYS,22.37,22.37
DIGIDRIVE,29.38,29.38
DOMS,86.28,86.28
MAITREYA,53.99,53.99
DIGIKORE,29.21,29.21
LANCORHOL,25.55,25.55
AMNPLST,40.44,40.44
POLYSIL,13.1,13.1
SARTELE,43.62,43.62
SAIFL,12.83,12.83
JNKINDIA,110.63,110.63
PARAGON,18.34,18.34
INOXINDIA,50.87,50.87
GRAPHISAD,15.37,14.89
SHEETAL,33.2,33.2
ROXHITECH,10.39,10.39
JYOTICNC,108.72,106.03
BAJEL,146.33,121.65
DEEM,12.17,12.17
APS,61.22,61.22
ENTERO,84.31,84.31
TECHLABS,166.25,166.25
SIGNPOST,37.53,37.53
ROCKINGDCE,50.71,50.71
BABAFP,18.02,18.02
SHREEOSFM,18.19,18.19
EXICOM,84.24,84.24
MEGATHERM,30.27,30.27
OWAIS,60.56,60.56
KLL,16.98,16.98
SJLOGISTIC,24.38,24.38
KTL,13.88,13.88
SRM,40.31,40.31
AZAD,148.34,148.34
PRATHAM,28.51,28.51
JUNIPER,216.46,216.46
KRYSTAL,16.37,16.37
VSTL,30.44,30.44
INM,24.2,24.01
SUPREMEPWR,38.46,38.46
KCEIL,48.13,48.13
ACCENTMIC,17.74,17.74
COMSYN,36.95,36.95
SADHAV,21.11,21.11
GOPAL,45.23,45.23
DAVANGERE,40.77,40.77
MAXPOSURE,47.32,47.32
VHLTD,20.2,20.42
SONAMAC,16.79,16.79
TCL,22.12,22.12
DELAPLEX,17.75,17.75
SINCLAIR,40.48,40.48
SHREEKARNI,30.99,30.99
DCG,46.89,46.89
AWFIS,122.44,278.64
K2INFRA,16.33,16.33
RBS,20.09,20.09
ASPIRE,8.85,8.85
MVKAGRO,7.8,7.8
FILATFASH,94.53,94.53
SILKFLEX,16.67,16.67
VISHWAS,27.2,27.2
EMMIL,28.8,29.12
YASHOPTICS,22.95,22.95
REFRACTORY,37.29,37.29
PRLIND,21.65,21.97
ABSMARINE,55.79,55.79
WINSOL,70.34,70.34
HOACFOODS,98.62,98.62
ABREL,80.73,80.73
ADORWELD,35.31,31.86
FEDERALBNK,11.36,11.36
BIRLACABLE,83.3,83.3
AEGISLOG,44.54,44.54
HONAUT,70.63,70.63
SUNPHARMA,39.35,38.8
NEULANDLAB,67.13,71.14
BERGEPAINT,49.85,49.9
JYOTISTRUC,84,84
MUNJALSHOW,18.45,18.45
RANASUG,19.27,19.27
WSI,17.91,17.06
SUBROS,33.24,33.24
WIPRO,25.83,25.83
JUBLPHARMA,27.9,22.95
MURUDCERA,40.71,40.71
HLVLTD,46.25,50.96
KAJARIACER,43.52,43.5
MODTHREAD,14.32,14.32
PCBL,29.99,29.99
OSWALAGRO,340.78,338.57
JINDALSAW,8.84,8.84
STYRENIX,24.34,24.34
IDBI,11.72,11.72
CANFINHOME,11.25,11.25
ELECTCAST,9.29,9.29
ZEEL,31.85,28.67
INDHOTEL,71.48,84.86
LYKALABS,171.43,169.82
GILLETTE,70.05,70.05
KANSAINER,34.02,34.02
ESABINDIA,50.05,50.05
GABRIEL,31.07,31.07
AARTIIND,33.67,33.91
PRAKASH,7.96,7.96
KOPRAN,18.87,18.87
GREAVESCOT,346.04,
SUDARSCHEM,58.56,56.43
HINDALCO,10.61,10.11
AMBUJACEM,33.53,34.33
CGPOWER,116.32,115.5
BEL,45.7,45.7
CORALFINAC,9.22,9.22
PEARLPOLY,38.52,38.52
SWARAJENG,24.8,24.8
TTKPRESTIG,51.58,51.58
EIMCOELECO,23.26,23.26
SILINV,20.31,20.31
KEYFINSERV,5.86,5.86
SOMATEX,1.55,136.41
INDIANCARD,2.26,
ELECTHERM,4.24,4.39
JAGSNPHARM,63.2,57.19
RAMCOIND,27.66,27.66
BANKINDIA,5.97,5.97
NLCINDIA,17.73,17.73
HAVELLS,72.49,72.49
TIPSMUSIC,57.92,57.92
HIKAL,62.34,62.34
ACLGATI,136.05,
LUPIN,38.76,38.76
BHARTIARTL,88.91,76.03
APTECHT,49.13,42.89
CANBK,5.18,5.18
RADICO,110.5,110.5
JSL,21.28,21.27
