SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,70.75,70.75
WHEELS,17.70,17.70
RIIL,134.94,134.94
PREMIERPOL,20.27,20.27
RAYMOND,17.65,17.65
SHREDIGCEM,50.54,50.54
SESHAPAPER,21.22,21.22
SMLISUZU,36.72,36.72
SUNDRMFAST,38.45,38.45
FACT,1462.31,3627.61
EXIDEIND,40.60,40.60
ELECON,24.77,28.56
CRISIL,70.59,70.59
LMW,157.44,156.44
PEL,84.20,
NELCO,299.76,299.76
MASTEK,19.42,19.66
MAHSCOOTER,70.56,87.90
LUMAXIND,54.60,54.60
TRENT,122.61,122.61
KECL,228.92,
CUMMINSIND,56.45,56.45
KCP,10.47,9.50
JAYBARMARU,24.94,24.94
JBCHEPHARM,40.52,40.52
INFY,23.07,23.07
INDIAGLYCO,28.01,28.01
IONEXCHANG,32.55,32.55
IFBIND,39.58,39.58
IGPL,13.45,13.45
HIMATSEIDE,24.79,10.15
GNFC,13.35,13.35
BPCL,12.04,11.77
BHARATFORG,61.97,56.37
BASF,44.08,45.63
FORCEMOT,27.43,38.95
ATUL,38.77,38.77
ARVIND,23.83,23.83
ACC,14.20,14.70
TATAMOTORS,10.94,10.72
SCI,12.26,12.26
LINDEINDIA,123.81,123.81
HINDPETRO,13.10,13.10
ESCORTS,32.53,32.49
RELINFRA,1.46,1.68
BAJAJHLDNG,310.84,310.84
ASHOKLEY,21.51,21.63
VOLTAS,45.50,45.50
TITAN,90.28,90.28
TATASTEEL,66.82,57.47
SUNDARMFIN,30.03,30.03
SPIC,16.24,16.24
VEDL,8.34,9.20
SBIN,9.31,9.31
RELIANCE,19.97,19.97
PFIZER,31.59,38.19
NOCIL,29.13,29.13
BOSCHLTD,56.02,56.05
DRREDDY,18.76,18.76
BATAINDIA,46.57,66.12
DEEPAKFERT,20.32,20.32
CHAMBLFERT,13.99,13.99
CARBORUNIV,70.17,90.22
MAHSEAMLES,11.65,11.65
HINDOILEXP,14.57,14.57
DICIND,49.40,51.70
COROMANDEL,31.13,35.45
BALMLAWRIE,18.53,18.53
VINDHYATEL,21.82,21.82
MOTOGENFIN,123.25,123.25
ASIANPAINT,63.42,59.23
RAMCOCEM,103.11,427.40
INDIACEM,,476.49
PGHL,38.67,37.35
BEML,56.87,56.87
ADOR,31.84,28.34
CENTENKA,16.52,16.52
TATACHEM,67.43,48.86
TORNTPHARM,61.25,60.72
VTL,16.46,16.46
SUNDROP,,86.41
FEDERALBNK,12.06,12.06
EPL,19.30,19.12
