SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,57.14,57.14
WHEELS,19.84,19.84
RIIL,135.77,135.77
PREMIERPOL,17.27,17.27
RAYMOND,18.14,18.14
SHREDIGCEM,48.22,48.22
SESHAPAPER,19.87,19.87
SMLISUZU,32.43,32.43
SUNDRMFAST,36.71,36.71
FACT,623.95,755.03
EXIDEIND,38.17,38.17
ELECON,24.49,28.25
CRISIL,48.96,48.96
LMW,164.35,163.30
NELCO,308.28,308.28
MASTEK,16.98,17.18
MAHSCOOTER,70.38,87.67
LUMAXIND,65.27,65.27
TRENT,109.67,109.67
KECL,349.11,
CUMMINSIND,64.70,65.02
KCP,8.90,8.21
JAYBARMARU,20.46,20.46
JBCHEPHARM,39.14,39.14
INFY,22.61,22.61
INDIAGLYCO,33.14,33.14
IONEXCHANG,27.98,27.98
IFBIND,60.05,60.05
IGPL,21.06,21.06
HIMATSEIDE,23.67,8.91
GNFC,13.58,13.58
BPCL,10.46,10.31
BHARATFORG,62.21,62.01
BASF,48.73,49.51
FORCEMOT,27.76,39.41
ATUL,34.15,34.15
ARVIND,22.10,22.10
ACC,14.55,15.07
TMPV,7.21,7.03
SCI,13.77,13.77
LINDEINDIA,116.39,116.39
HINDPETRO,9.51,9.51
ESCORTS,34.32,36.06
RELINFRA,0.95,1.09
BAJAJHLDNG,66.48,204.37
ASHOKLEY,23.77,23.88
VOLTAS,59.27,59.27
TITAN,89.08,89.08
TATASTEEL,55.83,51.89
SUNDARMFIN,28.56,28.56
SPIC,14.68,14.68
VEDL,10.08,11.16
SBIN,10.83,10.83
RELIANCE,21.37,21.37
PFIZER,29.31,35.06
NOCIL,32.50,32.50
BOSCHLTD,41.01,49.29
DRREDDY,17.43,17.43
BATAINDIA,65.96,62.79
DEEPAKFERT,18.96,18.96
CHAMBLFERT,12.10,12.10
CARBORUNIV,85.45,118.35
MAHSEAMLES,8.77,8.75
HINDOILEXP,13.44,17.15
DICIND,29.28,30.27
COROMANDEL,27.67,31.51
BALMLAWRIE,17.05,17.05
WILLAMAGOR,1.36,1.36
VINDHYATEL,21.20,21.20
MOTOGENFIN,135.22,135.22
ASIANPAINT,68.86,64.23
RAMCOCEM,76.25,211.89
INDIACEM,,537.84
PGHL,33.61,33.61
BEML,60.95,60.95
ADOR,52.10,43.82
CENTENKA,17.52,17.52
TATACHEM,63.17,45.78
TORNTPHARM,61.34,60.81
VTL,15.88,15.88
SUNDROP,,72.01
FEDERALBNK,14.25,14.25
EPL,16.49,16.35
VLSFINANCE,31.26,31.26
SUPREMEIND,63.82,63.82
SRF,61.49,61.49
BIRLACABLE,78.20,78.20
BALRAMCHIN,24.51,24.51
AEGISLOG,33.50,33.50
WEIZMANIND,19.43,19.43
UNICHEMLAB,25.57,25.57
BBOX,43.81,34.31
HONAUT,63.27,63.27
JTEKTINDIA,64.46,64.96
SAURASHCEM,80.04,205.83
