SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,67.12,67.12
WHEELS,17.33,17.33
RIIL,150.75,150.75
PREMIERPOL,21.03,21.03
RAYMOND,15.25,15.25
SHREDIGCEM,45.85,45.85
SESHAPAPER,17.30,17.30
SMLISUZU,22.52,22.52
SUNDRMFAST,37.98,37.98
FACT,1628.82,4040.70
EXIDEIND,40.83,40.83
ELECON,36.93,36.93
CRISIL,57.86,57.86
LMW,168.79,168.79
PEL,74.78,
NELCO,274.82,274.82
MASTEK,20.57,20.84
MAHSCOOTER,80.70,107.99
LUMAXIND,46.57,46.57
TRENT,139.44,139.44
KECL,249.85,
CUMMINSIND,52.90,52.90
KCP,10.48,9.51
JAYBARMARU,27.00,27.00
JBCHEPHARM,41.03,41.03
INFY,25.22,25.22
INDIAGLYCO,32.02,32.02
IONEXCHANG,38.28,38.28
IFBIND,47.52,47.52
IGPL,13.59,13.59
HIMATSEIDE,23.61,9.67
GNFC,13.54,13.54
BPCL,11.43,11.17
BHARATFORG,68.90,62.68
BASF,45.90,47.51
FORCEMOT,22.73,33.43
ATUL,43.80,43.80
ARVIND,24.63,24.63
ACC,14.65,15.17
TATAMOTORS,11.00,10.77
SCI,13.48,13.48
MRPL,853.02,853.02
LINDEINDIA,135.93,135.93
HINDPETRO,12.27,12.27
ESCORTS,30.05,30.02
RELINFRA,1.78,2.06
BAJAJHLDNG,314.80,314.80
ASHOKLEY,20.66,20.77
VOLTAS,45.26,45.26
TITAN,91.48,91.48
TATASTEEL,64.52,55.49
SUNDARMFIN,30.60,30.60
SPIC,13.52,13.52
VEDL,8.83,9.74
SBIN,8.95,8.95
RELIANCE,24.08,24.08
PFIZER,35.00,42.31
NOCIL,32.07,32.07
BOSCHLTD,47.30,47.32
DRREDDY,19.71,19.71
BATAINDIA,47.30,67.15
DEEPAKFERT,21.01,21.01
CHAMBLFERT,14.74,14.74
CARBORUNIV,70.51,90.66
MAHSEAMLES,11.71,11.71
HINDOILEXP,15.80,15.80
DICIND,30.54,31.47
COROMANDEL,31.69,36.51
BALMLAWRIE,18.65,18.65
VINDHYATEL,24.14,24.14
MOTOGENFIN,125.16,125.16
ASIANPAINT,60.33,56.35
RAMCOCEM,94.37,391.15
PGHL,41.45,39.96
ABREL,,973.49
BEML,62.36,62.36
ADOR,31.66,28.18
CENTENKA,15.96,15.96
TATACHEM,119.27,71.39
TORNTPHARM,58.02,57.49
VTL,16.29,16.29
SUNDROP,,89.66
FEDERALBNK,12.03,12.03
EPL,20.97,20.78
VLSFINANCE,18.32,18.32
SUPREMEIND,68.85,68.85
SRF,73.42,73.42
BIRLACABLE,111.82,111.82
BALRAMCHIN,30.59,30.59
AEGISLOG,38.49,38.49
WEIZMANIND,23.96,23.96
UNICHEMLAB,28.13,28.13
BBOX,42.89,32.94
HONAUT,64.35,64.35
JTEKTINDIA,48.18,48.53
SAURASHCEM,141.08,
RANEHOLDIN,11.65,110.24
PRECOT,14.95,14.95
TATAELXSI,50.60,50.60
SUNPHARMA,36.83,35.21
KOHINOOR,0.37,
SHREYANIND,6.10,6.10
SANDESH,11.40,11.47
HCC,22.15,
APOLLOHOSP,69.48,69.48
ARE&M,19.44,21.15
ADANIENT,60.20,69.18
IVP,17.07,17.07
BALKRISIND,28.71,28.71
INDBANK,18.28,18.28
GINNIFILA,90.54,90.54
EICHERMOT,36.47,36.47
RAJSREESUG,19.41,19.41
GVT&D,96.76,96.76
NEULANDLAB,63.29,82.54
ONGC,8.44,8.42
ZENSARTECH,30.74,30.74
TIL,846.38,846.38
TAINWALCHM,41.18,41.18
BERGEPAINT,57.86,57.86
BANARISUG,46.74,46.74
JINDALPOLY,10.09,17.08
ANIKINDS,96.07,96.07
KPIL,35.39,35.39
JYOTISTRUC,65.39,65.39
IGARASHI,63.12,63.12
BLUEDART,59.10,59.10
JAYNECOIND,34.24,34.24
MUNJALSHOW,18.81,18.81
APCOTEXIND,36.51,36.51
SOTL,25.50,25.50
HSCL,41.73,41.73
RCF,36.17,36.59
RANASUG,6.21,6.21
KARURVYSYA,10.30,10.30
DECCANCE,136.24,136.24
ARENTERP,62.52,62.52
UFLEX,31.06,9.56
TATAPOWER,32.05,30.97
ADVANIHOTR,21.50,21.50
THOMASCOOK,30.20,29.51
SUNFLAG,30.16,30.16
SUBROS,42.87,42.87
SPMLINFRA,35.18,35.18
SIMPLEXINF,209.60,
SIEMENS,45.08,45.08
BHARATRAS,33.52,33.52
WIPRO,20.89,20.89
VSTIND,16.69,23.30
JUBLPHARMA,21.44,36.80
UNIVCABLES,48.94,48.94
TATACOMM,31.75,50.81
TOKYOPLAST,102.59,102.59
SOMANYCERA,40.80,39.96
MURUDCERA,26.95,26.95
IFCI,48.20,47.85
HLVLTD,34.83,35.95
SANOFI,37.30,34.95
M&M,29.99,29.99
LIBERTSHOE,53.33,48.15
KAJARIACER,49.89,49.89
KABRAEXTRU,31.10,39.66
HEIDELBERG,40.96,40.96
MODTHREAD,47.47,47.47
MANGLMCEM,47.28,47.28
PRSMJOHNSN,296.78,
POLYPLEX,11.17,11.17
PIDILITIND,72.65,72.02
PCBL,34.91,34.88
3PLAND,46.56,46.56
OSWALAGRO,12.55,12.55
EIHAHOTELS,25.11,24.23
HONDAPOWER,35.86,35.86
JINDALSAW,10.68,10.68
SAIL,28.25,22.25
RUBYMILLS,19.33,19.33
STYRENIX,24.83,24.83
ABB,67.98,67.98
IDBI,13.38,13.38
GRAPHITE,22.97,22.97
CANFINHOME,12.11,12.11
BRITANNIA,61.20,60.69
BBL,24.78,24.78
ELECTCAST,11.14,11.14
DHAMPURSUG,19.43,19.43
DCMSHRIRAM,29.47,29.47
DABUR,48.09,48.09
COSMOFIRST,24.85,24.85
CIPLA,23.31,23.31
HEROMOTOCO,19.24,19.24
HDFCBANK,20.54,20.27
HARRMALAYA,26.45,26.45
GMBREW,13.10,13.10
GIPCL,14.87,14.87
ITC,26.07,26.06
INDIANHUME,3.96,23.33
HINDCOMPOS,20.80,15.39
IOC,16.65,19.60
OSWALGREEN,139.87,139.87
HUHTAMAKI,17.90,26.65
RICOAUTO,49.62,47.71
KAMATHOTEL,14.47,15.05
IFBAGRO,31.30,31.30
BANCOINDIA,22.25,22.25
MANINDS,16.28,16.28
APOLLOTYRE,25.36,22.86
SIYSIL,16.11,16.11
SHANTIGEAR,42.92,42.92
PRECWIRE,35.82,35.82
ONWARDTEC,26.30,26.30
NILKAMAL,26.30,26.30
NCC,16.77,16.77
ICIL,21.66,21.66
SEAMECLTD,24.79,27.37
ELGIEQUIP,48.83,48.83
