SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,59.84,59.84
WHEELS,16.58,16.58
RIIL,115.52,115.52
PREMIERPOL,17.79,17.79
RAYMOND,17.61,8.00
RSWM,99.53,99.53
SHREDIGCEM,26.28,26.28
SESHAPAPER,19.83,19.83
SMLMAH,43.43,43.43
SUNDRMFAST,35.09,35.09
FACT,540.82,641.93
EXIDEIND,37.06,37.06
EUROTEXIND,5.34,5.34
ELECON,18.79,21.89
CRISIL,47.01,47.01
LMW,125.91,125.22
NELCO,381.14,381.14
MASTEK,17.26,17.11
MAHSCOOTER,44.04,50.79
LUMAXIND,58.40,58.40
TRENT,88.63,88.63
KECL,86.25,86.25
CUMMINSIND,53.96,54.21
KCP,9.19,8.70
JAYBARMARU,16.22,16.22
JBCHEPHARM,40.75,40.75
INFY,23.02,23.02
INDIAGLYCO,31.63,31.63
IONEXCHANG,24.44,24.44
IFBIND,40.90,40.90
IGPL,34.87,34.87
HIMATSEIDE,14.83,6.54
GNFC,11.19,11.19
GFLLIMITED,193.86,193.86
BPCL,8.03,7.91
BHARATFORG,64.23,64.03
BASF,41.74,42.45
FORCEMOT,24.37,31.99
ATUL,32.62,32.62
ARVIND,18.65,18.65
ACC,9.62,9.94
TMPV,11.18,8.57
SCI,13.06,13.06
MRPL,24.97,24.97
LINDEINDIA,102.53,102.53
HINDPETRO,6.84,6.84
ESCORTS,33.38,35.08
BAJAJHLDNG,62.40,219.57
ASHOKLEY,31.07,30.27
VOLTAS,72.64,72.64
TITAN,91.17,91.17
TATASTEEL,35.43,32.33
SUNDARMFIN,30.08,30.08
SPIC,10.83,10.83
VEDL,14.02,13.01
SBIN,11.54,11.87
RELIANCE,20.25,20.25
PFIZER,26.48,31.44
NOCIL,37.03,37.03
BOSCHLTD,29.45,37.97
DRREDDY,17.38,17.38
BATAINDIA,68.44,62.73
DEEPAKFERT,15.63,15.63
CHAMBLFERT,10.33,10.33
CARBORUNIV,92.83,140.41
MAHSEAMLES,8.82,8.79
HINDOILEXP,13.96,18.10
DICIND,21.30,21.88
COROMANDEL,28.82,32.59
BALMLAWRIE,15.05,15.05
VINDHYATEL,23.05,23.05
MOTOGENFIN,57.49,57.49
ASIANPAINT,72.53,70.27
RAMCOCEM,69.61,155.52
INDIACEM,409.95,101.63
PGHL,29.14,29.14
BEML,49.83,49.83
ADOR,32.79,32.22
CENTENKA,15.91,15.91
TATACHEM,84.86,47.58
TORNTPHARM,62.32,61.55
VTL,15.08,15.08
SUNDROP,,65.36
FEDERALBNK,15.26,15.26
EPL,15.99,15.86
SUPREMEIND,58.44,58.44
SRF,55.70,55.70
BIRLACABLE,80.36,80.36
BALRAMCHIN,23.45,23.45
AEGISLOG,28.35,28.35
WEIZMANIND,17.14,17.14
UNICHEMLAB,32.84,19.11
BBOX,40.09,32.39
HONAUT,57.00,57.00
JTEKTINDIA,58.59,58.59
SAURASHCEM,24.92,33.14
RANEHOLDIN,35.12,25.90
PRECOT,9.87,9.87
TATAELXSI,62.17,57.21
SUNPHARMA,39.44,35.70
KOHINOOR,0.26,
SHREYANIND,4.96,4.96
SANDESH,15.85,16.02
HCC,14.91,
APOLLOHOSP,62.09,62.09
ARE&M,17.91,21.97
