SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,76.8,89.47
RIIL,165.64,165.64
RAYMOND,19.8,19.05
SHREDIGCEM,17.73,17.73
SESHAPAPER,9.66,9.66
SUNDRMFAST,53.59,53.59
CRISIL,52.24,52.24
PEL,,136.93
MASTEK,26.62,26.41
LUMAXIND,46.83,46.83
CUMMINSIND,66.52,66.46
JBCHEPHARM,49.4,49.4
INDIAGLYCO,23.78,23.78
IONEXCHANG,47.52,47.52
HIMATSEIDE,13.24,13.24
GFLLIMITED,194.66,194.66
BPCL,8.16,7.91
ATUL,71.63,71.63
ACC,20.64,23.38
SCI,15.25,15.25
HINDPETRO,10.39,10.39
ZUARIIND,1.56,
VOLTAS,102.45,102.45
TITAN,95.38,95.38
SPIC,20.43,14.25
SBIN,9.93,9.23
NOCIL,38.34,38.34
CHAMBLFERT,15.78,15.78
HINDOILEXP,15.58,18.4
CENTURYTEX,112.18,112.18
CENTENKA,28.65,28.65
VTL,20.82,20.82
VIPIND,11842.75,11842.75
BIRLACABLE,73.64,73.64
AEGISLOG,42.78,42.78
BBOX,57.12,44.56
HONAUT,84.78,84.78
PRECOT,18.85,23.95
ADANIENT,77.64,73.45
INDBANK,22.76,22.76
GET&D,153.45,153.45
BERGEPAINT,63.91,64.14
KPIL,45.22,45.22
APCOTEXIND,40.28,40.28
ARENTERP,15.47,15.47
THOMASCOOK,35.56,35.56
SPMLINFRA,158.51,187.47
VSTIND,26.53,26.53
UNIVCABLES,74.64,74.64
IFCI,65.21,65.79
M&M,30.15,30.15
MODTHREAD,11.85,11.85
MANGLMCEM,43.47,43.47
PCBL,36.57,36.57
OSWALAGRO,288.37,286.79
RUBYMILLS,22.43,22.43
STYRENIX,21.44,21.44
BBL,42.84,42.84
DCMSHRIRAM,34.89,34.89
COSMOFIRST,26.52,26.52
HEROMOTOCO,27.22,27.22
GMBREW,12.99,12.99
ITC,31.05,31.04
HINDCOMPOS,25.89,25.89
OSWALGREEN,632.6,632.6
HUHTAMAKI,6.88,29.92
RICOAUTO,41.11,40.05
MANINDS,22.38,22.38
SIYSIL,11.61,11.61
PRECWIRE,44.72,44.72
NCC,25.17,24.52
SEAMECLTD,25.58,27.11
BBTC,9.41,9.07
GICHSGFIN,7.7,7.7
BANARBEADS,24.35,24.35
WSTCSTPAPR,6.33,6.33
PRUDMOULI,18.28,16.94
PRAJIND,42.62,45.9
KEEPLEARN,173.19,173.19
TFCILTD,18.5,18.5
GTL,1.03,4.95
AGI,24.02,24.02
TATACONSUM,94.83,80.93
ZEEL,40.57,30.97
INDHOTEL,79.55,79.55
KANSAINER,38.33,38.33
ANDHRAPAP,8.82,8.82
SCHAEFFLER,65.48,65.23
AMJLAND,17.06,17.06
GODFRYPHLP,50.58,47.74
SHREECEM,43.95,43.95
INGERRAND,59.39,59.39
HINDUNILVR,65.97,65.95
FINPIPE,23.28,38.65
DCW,222.79,206.96
CESC,17.57,21.34
BAJFINANCE,30.48,30.48
NAVA,10.6,11.49
CORALFINAC,11.86,11.86
AUTOAXLES,18.47,18.47
DALMIASUG,13.71,13.71
NATCOPHARM,17.42,17.42
MRF,27.82,27.82
STARPAPER,6.32,6.16
JAYAGROGN,15.23,15.23
SILINV,20.3,20.3
SUNDRMBRAK,56.95,56.95
MOTHERSON,39.6,38.55
STERTOOLS,31.74,31.96
WENDT,75.91,75.91
SHRIRAMFIN,16.1,16.1
GUJAPOLLO,36,36
JAGSNPHARM,54.31,48.25
INDRAMEDCO,30.37,30.37
MADRASFERT,20.61,12.68
HUDCO,22.09,22.09
SAREGAMA,52.46,52.46
ENGINERSIN,39.05,39.05
JAICORPLTD,98.59,98.59
GMDCLTD,19.95,19.95
ASAHIINDIA,57.14,57.14
J&KBANK,6.18,6.18
SOUTHBANK,5.6,5.6
ASTRAZEN,180.02,94.5
CYIENT,33.87,31.95
KOKUYOCMLN,50.53,50.53
SANGHVIMOV,18.55,18.55
NATIONALUM,13.62,15.8
JINDALSTEL,17.65,17.65
BSOFT,27.3,27.3
ACCELYA,28.28,28.36
STAR,148.2,43.09
ZYDUSLIFE,26.77,26.77
RAJESHEXPO,225.04,225.04
SHREERAMA,35.38,35.38
NRBBEARING,12.63,34.28
BLUESTARCO,73.67,73.67
PNBGILTS,33.53,36.64
TAJGVK,27.64,27.64
GAEL,18.26,18.26
TIPSINDLTD,62.02,62.02
KHANDSE,96.92,96.92
MARKSANS,37.11,37.11
GODREJCP,,78.19
LUPIN,44.05,44.05
BHARTIARTL,102.96,85.44
PNB,10.92,10.92
OFSS,42.2,42.2
CANBK,5.64,5.64
DIVISLAB,86.26,86.26
MARUTI,26.67,26.67
BAGFILMS,22.18,22.18
JAIBALAJI,21.44,21.44
UNIENTER,30.99,30.99
MUKANDLTD,22.72,22.72
MAHABANK,9.28,9.28
POONAWALLA,17.57,25.11
DATAMATICS,19.95,19.67
LT,30.6,30.73
CENTEXT,26.85,27.26
COFORGE,57.09,57.74
GULFPETRO,14.76,14.76
ASTRAMICRO,70.97,70.97
JBMA,117.05,117.05
DWARKESH,39.37,39.37
XCHANGING,40.57,40.57
CONSOFINVT,11.8,11.8
SAKSOFT,34.22,34.22
MANGALAM,30.74,30.74
PRIMESECU,39.13,44.14
GENUSPOWER,98.28,98.28
NECLIFE,193.59,193.59
SUZLON,129.71,121.04
TRIVENI,28.28,28.28
ORIENTCER,38.93,43.01
EKC,19.86,19.5
ROHLTD,22.23,22.23
JAGRAN,14.16,14.16
M&MFIN,19.75,19.75
KEI,64.79,64.77
SOLARINDS,102.63,102.63
SUNTV,16.92,16.92
BALPHARMA,28.01,28.01
KAMDHENU,30.8,30.8
EMAMILTD,47.8,47.49
TECHM,61.35,61.43
ANANTRAJ,69.3,69.3
ALICON,33.81,33.81
FIEMIND,24.2,24.2
INSPIRISYS,33.15,33.15
DONEAR,17.23,17.23
VENUSREM,16.83,16.83
NFL,37.55,37.55
PARACABLES,27.9,27.9
SARLAPOLY,17.96,17.96
PITTIENG,47.08,47.08
REDINGTON,12.5,12.5
PFC,7.72,7.72
AMDIND,111.58,111.58
NAHARPOLY,1902.64,1902.64
BANSWRAS,19.94,19.94
AROGRANITE,55.84,55.84
NDLVENTURE,289.81,289.81
ZENITHSTL,20.07,20.07
SRHHYPOLTD,13.63,12.28
NAVINFLUOR,62.91,76.55
HGS,70.66,70.66
DLF,120.15,120.15
ALPA,13.73,13.75
KPRMILL,35.93,35.93
CIEINDIA,25.93,25.93
POWERGRID,19.76,19.76
MANGCHEFER,10.23,10.23
BVCL,19.07,19.07
RGL,16.14,16.14
COLPAL,70.28,70.28
KALYANIFRG,49.02,49.02
ECLERX,25.71,25.64
TARIL,125.82,125.82
DVL,31.28,31.28
PATINTLOG,25.37,25.37
AMBIKCO,15.57,15.57
BIRLAMONEY,14.39,14.39
JKIL,17.03,17.03
KNRCON,12.21,12.21
SEPC,189.33,189.33
NAHARCAP,14.55,14.55
DPSCLTD,104.63,104.63
TITAGARH,61.16,60.82
BAJAJ-AUTO,41.21,41.21
DIGISPICE,14.05,37.61
RPGLIFE,40.49,40.49
RANEENGINE,31.79,25.83
ARCHIDPLY,111.04,111.04
ZFCVINDIA,77.99,77.99
JOCIL,80.29,80.29
TPHQ,25.9,25.9
HINDNATGLS,1.77,.97
GKWLIMITED,157.28,157.28
ADANIPOWER,15.14,15.14
EXPLEOSOL,21.47,21.47
SUNTECK,82.9,82.9
DLINKINDIA,25.62,25.62
DBCORP,12.79,12.79
TRF,15.06,15.06
JUBLFOOD,115.59,199.57
EMMBI,26.36,26.36
TEXMOPIPES,84.38,19.49
KIRLOSBROS,37.24,37.36
KSL,19.33,19.33
UMESLTD,120.01,120.01
IMFA,8.99,8.99
BAJAJCON,24.88,24.88
GPPL,29.81,27.72
KILITCH,59.29,59.29
SASTASUNDR,8.34,8.4
CANTABIL,32.25,32.88
JWL,61.36,61.36
OBEROIRLTY,29.21,29.21
IOLCP,22.93,22.93
PENIND,21.98,21.98
