SYMBOL,SYMBOL P/E,ADJUSTED P/E
THERMAX,53.47,53.47
WHEELS,18.83,18.83
RIIL,123.40,123.40
PREMIERPOL,16.38,16.38
RAYMOND,13.55,13.55
SHREDIGCEM,48.14,48.14
SESHAPAPER,18.66,18.66
SMLMAH,37.75,37.75
SUNDRMFAST,36.06,36.06
FACT,601.31,727.63
EXIDEIND,36.56,36.56
ELECON,21.12,24.36
CRISIL,43.12,43.12
LMW,154.18,153.20
NELCO,263.30,263.30
MASTEK,16.77,16.97
MAHSCOOTER,66.80,83.21
LUMAXIND,71.78,71.78
TRENT,99.81,99.81
KECL,296.06,
CUMMINSIND,65.25,65.58
KCP,7.97,7.36
JAYBARMARU,20.19,20.19
JBCHEPHARM,41.51,41.51
INFY,24.70,24.70
INDIAGLYCO,34.36,34.36
IONEXCHANG,25.66,25.66
IFBIND,53.72,53.72
IGPL,20.14,20.14
HIMATSEIDE,21.76,8.19
GNFC,13.11,13.11
BPCL,10.42,10.27
BHARATFORG,67.31,67.09
BASF,42.75,43.43
FORCEMOT,27.64,39.24
ATUL,35.01,35.01
ARVIND,21.68,21.68
ACC,13.53,14.01
TMPV,6.21,6.05
SCI,11.68,11.68
LINDEINDIA,112.71,112.71
HINDPETRO,9.25,9.25
ESCORTS,33.26,34.96
BAJAJHLDNG,61.53,189.15
ASHOKLEY,29.81,29.94
VOLTAS,60.53,60.53
TITAN,93.50,93.50
TATASTEEL,51.98,48.31
SUNDARMFIN,31.42,31.42
SPIC,12.79,12.79
VEDL,11.76,13.01
SBIN,11.05,11.05
RELIANCE,22.43,22.43
PFIZER,28.49,34.08
NOCIL,27.94,27.94
BOSCHLTD,40.09,48.19
DRREDDY,18.45,18.45
BATAINDIA,58.51,55.70
DEEPAKFERT,15.99,15.99
CHAMBLFERT,11.73,11.73
CARBORUNIV,79.76,110.47
MAHSEAMLES,8.33,8.31
HINDOILEXP,13.68,17.46
DICIND,27.56,28.49
COROMANDEL,30.98,35.28
BALMLAWRIE,15.56,15.56
WILLAMAGOR,1.13,1.13
VINDHYATEL,21.79,21.79
MOTOGENFIN,119.46,119.46
ASIANPAINT,76.35,71.21
RAMCOCEM,78.84,219.10
INDIACEM,,583.88
PGHL,31.15,31.15
BEML,52.05,52.05
ADOR,49.44,41.58
CENTENKA,16.53,16.53
TATACHEM,55.24,40.03
TORNTPHARM,64.82,64.26
VTL,15.90,15.90
SUNDROP,,64.00
FEDERALBNK,15.69,15.69
EPL,17.23,17.09
VLSFINANCE,42.20,42.20
SUPREMEIND,53.93,53.93
SRF,64.18,64.18
BIRLACABLE,66.60,66.60
BALRAMCHIN,23.37,23.37
AEGISLOG,31.66,31.66
WEIZMANIND,18.08,18.08
UNICHEMLAB,24.14,24.14
BBOX,42.21,33.05
HONAUT,57.42,57.42
JTEKTINDIA,56.05,56.49
SAURASHCEM,64.74,166.48
RANEHOLDIN,8.71,53.45
PRECOT,11.07,11.07
TATAELXSI,45.04,45.04
SUNPHARMA,40.03,36.21
KOHINOOR,0.29,
SHREYANIND,4.49,4.49
SANDESH,9.75,9.83
HCC,14.38,
APOLLOHOSP,64.63,64.63
ARE&M,19.69,21.60
ADANIENT,62.26,73.56
IVP,16.86,16.86
BALKRISIND,30.58,30.58
INDBANK,20.17,20.17
GINNIFILA,18.49,15.06
EICHERMOT,48.26,48.26
GVT&D,105.88,105.88
NEULANDLAB,109.89,147.47
ONGC,7.35,7.32
ZENSARTECH,24.96,24.96
TAINWALCHM,26.99,26.99
BERGEPAINT,58.46,57.04
BANARISUG,40.20,40.20
JINDALPOLY,,38.59
ANIKINDS,64.26,64.26
KPIL,29.41,29.41
JYOTISTRUC,28.35,28.35
IGARASHI,74.74,74.74
BSL,25.07,25.07
BLUEDART,52.08,52.08
JAYNECOIND,33.02,33.02
MUNJALSHOW,20.16,20.16
APCOTEXIND,33.77,33.77
SOTL,20.80,20.80
HSCL,39.83,39.83
RCF,27.33,27.59
RANASUG,5.25,5.25
KARURVYSYA,12.06,12.06
DECCANCE,53.21,53.21
ARENTERP,182.86,182.86
UFLEX,11.63,9.03
TATAPOWER,28.78,27.87
ADVANIHOTR,20.97,20.97
THOMASCOOK,26.37,25.76
SUNFLAG,24.25,24.25
SUBROS,36.41,36.41
SPMLINFRA,27.10,27.10
SIMPLEXINF,87.36,202.71
SIEMENS,54.22,54.22
BHARATRAS,27.22,25.31
WIPRO,20.85,20.85
VSTIND,14.81,20.60
JUBLPHARMA,37.13,35.13
UNIVCABLES,48.45,48.45
TATACOMM,35.27,54.44
TOKYOPLAST,105.95,105.95
SOMANYCERA,31.68,30.97
MURUDCERA,21.20,21.20
IFCI,28.65,28.43
HLVLTD,30.53,31.76
SANOFI,26.06,26.51
M&M,34.23,34.23
LIBERTSHOE,38.99,34.84
KAJARIACER,44.71,44.71
KABRAEXTRU,35.54,51.72
HEIDELBERG,34.53,34.53
MODTHREAD,46.85,46.85
MANGLMCEM,35.26,35.26
PRSMJOHNSN,181.51,
POLYPLEX,12.76,12.76
PIDILITIND,66.76,66.20
PCBL,29.28,29.25
3PLAND,31.99,31.99
OSWALAGRO,6.50,6.50
EIHAHOTELS,23.11,22.10
HONDAPOWER,32.57,32.57
JINDALSAW,7.48,7.48
SAIL,21.10,20.97
RUBYMILLS,16.53,16.53
STYRENIX,15.64,15.64
ABB,61.44,61.44
IDBI,13.78,13.78
GRAPHITE,31.42,31.42
CANFINHOME,14.31,14.31
BRITANNIA,65.78,65.78
BBL,22.40,22.40
ELECTCAST,8.26,8.26
DHAMPURSUG,15.33,15.33
DCMSHRIRAM,31.77,31.77
DABUR,49.61,49.61
COSMOFIRST,12.15,12.15
CIPLA,22.35,22.35
HEROMOTOCO,25.19,25.19
HDFCBANK,21.28,21.00
HARRMALAYA,11.36,11.36
GMBREW,19.52,19.52
GIPCL,12.04,12.04
ITC,25.24,25.24
INDIANHUME,4.08,26.19
HINDCOMPOS,19.09,14.00
IOC,15.66,17.88
OSWALGREEN,81.18,81.18
HUHTAMAKI,21.36,22.04
RICOAUTO,52.04,50.18
KAMATHOTEL,14.17,14.15
IFBAGRO,39.55,39.55
BANCOINDIA,23.11,23.11
MANINDS,18.41,18.41
APOLLOTYRE,39.08,41.38
SIYSIL,15.48,15.48
SHANTIGEAR,37.16,37.16
